id,featured_category_id,profit_estimate,value_em,created_at,first_sale,days_to_sale,days_as_user,profit_per_day,orders,d_per_order,source_em,city,state,country,items_for_sale,view_count,offers,conversion_rate,membership_level,feedback,rate,rating
19422071,1,379.08,MINNOW,2016-06-27,2016-09-25,90.00,904.00,0.42,25.00,15.16,,Morehead,KY,US,131.00,134.00,0.00,0.01,0.00,9.00,0.36,5.00
19422475,Jewelry & Watches,567.18,MINNOW,2016-06-27,2016-07-28,31.00,904.00,0.63,46.00,12.33,,Coimbra,UT,PT,"1,368.00",275.00,1.00,0.00,0.00,13.00,0.28,4.15
19423412,No Category,119.77,MINNOW,2016-06-27,2016-07-23,26.00,904.00,0.13,79.00,1.52,4.00,Houston,TX,US,"1,961.00",471.00,2.00,0.00,0.00,6.00,0.08,5.00
19423611,Parts & Accessories,968.52,DOLPHIN,2016-06-27,2016-07-09,12.00,904.00,1.07,85.00,11.39,22.00,New Hyde Park,NY,US,"1,129.00","1,342.00",0.00,0.00,1.00,6.00,0.07,3.33
19428716,Business & Industrial,535.05,DOLPHIN,2016-06-27,2016-07-24,27.00,904.00,0.59,94.00,5.69,,Millsboro,DE,US,404.00,149.00,2.00,0.03,0.00,4.00,0.04,5.00
19435929,Fashion,375.53,MINNOW,2016-06-28,2016-07-11,13.00,903.00,0.42,32.00,11.74,4.00,Haddontownship,NJ,US,73.00,110.00,1.00,0.01,0.00,1.00,0.03,5.00
19437185,Crafts,37.17,MINNOW,2016-06-28,2016-07-10,12.00,903.00,0.04,28.00,1.33,4.00,Bangkok,Bangkok,TH,910.00,19.00,0.00,0.01,0.00,2.00,0.07,3.00
19440769,Parts & Accessories,"1,487.49",DOLPHIN,2016-06-28,2016-07-02,4.00,903.00,1.65,129.00,11.53,,MIDDLETOWN,New York,US,"11,294.00",596.00,3.00,0.01,2.00,10.00,0.08,4.00
19440813,Fashion,30.39,MINNOW,2016-06-28,2016-07-11,13.00,903.00,0.03,59.00,0.52,,Cumming,GA,US,177.00,41.00,0.00,0.02,0.00,4.00,0.07,5.00
19443817,No Category,4.74,MINNOW,2016-06-28,2016-07-04,6.00,903.00,0.01,27.00,0.18,3.00,Troy,OH,US,"1,186.00",260.00,1.00,0.00,0.00,3.00,0.11,5.00
19444199,Fashion,220.36,MINNOW,2016-06-28,2016-07-15,17.00,903.00,0.24,57.00,3.87,,Orlando,FL,US,151.00,631.00,5.00,0.01,0.00,2.00,0.04,5.00
19448939,No Category,12.55,MINNOW,2016-06-28,2016-08-28,61.00,903.00,0.01,22.00,0.57,4.00,Auburn,CA,US,4.00,4.00,1.00,0.25,0.00,7.00,0.32,3.86
19456208,1,8.59,MINNOW,2016-06-29,2016-07-14,15.00,902.00,0.01,20.00,0.43,0.00,Mazkeret Batia,Israel,IL,365.00,47.00,0.00,0.00,0.00,1.00,0.05,5.00
19463776,Sporting Goods,659.17,SEA_BASS,2016-06-29,2016-07-01,2.00,902.00,0.73,372.00,1.77,4.00,Saint Petersburg,FL,US,288.00,314.00,18.00,NAN,0.00,27.00,0.07,4.37
19477061,Fashion,5.10,MINNOW,2016-06-30,2016-07-13,13.00,901.00,0.01,42.00,0.12,4.00,Cleveland,OH,US,775.00,134.00,0.00,0.00,0.00,0.00,0.00,NULL
19478033,Parts & Accessories,100.84,MINNOW,2016-06-30,2016-07-18,18.00,901.00,0.11,30.00,3.36,0.00,Memphis,TN,US,"1,001.00",321.00,1.00,0.00,2.00,2.00,0.07,5.00
19479112,No Category,"14,951.23",WHALE,2016-06-30,2016-07-03,3.00,901.00,16.59,"1,392.00",10.74,4.00,Brooklyn,VIC,AU,7.00,"1,521.00",69.00,0.05,0.00,93.00,0.07,4.58
19480362,No Category,148.58,SEA_BASS,2016-06-30,2016-07-04,4.00,901.00,0.16,483.00,0.31,5.00,Bristol,England,GB,"2,489.00","1,207.00",5.00,0.01,0.00,45.00,0.09,4.73
19494168,DVDs & Movies,"1,747.33",DOLPHIN,2016-07-01,2016-07-09,8.00,900.00,1.94,"1,064.00",1.64,4.00,West Columbia,SC,US,37.00,"1,100.00",67.00,0.06,0.00,168.00,0.16,4.80
19495323,Parts & Accessories,361.16,DOLPHIN,2016-07-01,2016-11-14,136.00,900.00,0.40,218.00,1.66,4.00,Las Vegas,NV,US,811.00,"1,154.00",1.00,0.00,2.00,11.00,0.05,3.91
19499334,Fashion,62.65,MINNOW,2016-07-01,2016-07-29,28.00,900.00,0.07,46.00,1.36,,clifton,NJ,US,199.00,181.00,0.00,0.00,0.00,3.00,0.07,5.00
19514313,Jewelry & Watches,206.55,MINNOW,2016-07-03,2017-05-04,305.00,898.00,0.23,50.00,4.13,4.00,YongIn,GyeongGi,KR,197.00,106.00,4.00,0.04,0.00,8.00,0.16,5.00
19517771,Books,58.05,MINNOW,2016-07-03,2016-08-07,35.00,898.00,0.06,29.00,2.00,,Walkersville,MD,US,678.00,128.00,2.00,0.02,0.00,1.00,0.03,5.00
19518199,Fashion,35.26,MINNOW,2016-07-03,2016-08-17,45.00,898.00,0.04,31.00,1.14,4.00,PORTLAND,TN,US,637.00,214.00,0.00,0.00,0.00,2.00,0.06,5.00
19524334,Video Games & Consoles,40.90,MINNOW,2016-07-03,2016-07-15,12.00,898.00,0.05,13.00,3.15,0.00,reno,NV,US,67.00,15.00,1.00,0.07,0.00,0.00,0.00,NULL
19535272,No Category,-10.37,MINNOW,2016-07-04,2016-10-11,99.00,897.00,-0.01,29.00,-0.36,3.00,Portland,OR,US,711.00,125.00,0.00,0.00,0.00,5.00,0.17,5.00
19535561,Home & Garden,358.88,SEA_BASS,2016-07-04,2016-11-04,123.00,897.00,0.40,177.00,2.03,,Newark,CA,US,409.00,"2,598.00",12.00,0.00,0.00,15.00,0.08,4.33
19541029,Home & Garden,"1,283.85",DOLPHIN,2016-07-04,2016-07-14,10.00,897.00,1.43,647.00,1.98,,McMinnville,TN,US,52.00,79.00,2.00,NAN,0.00,56.00,0.09,4.88
19546484,No Category,50.34,MINNOW,2016-07-05,2016-10-31,118.00,896.00,0.06,56.00,0.90,4.00,St Petersburg,FL,US,67.00,291.00,14.00,0.05,0.00,5.00,0.09,5.00
19546607,Home & Garden,55.10,SEA_BASS,2016-07-05,2016-07-24,19.00,896.00,0.06,141.00,0.39,,YAMUNANAGAR,HR,IN,28.00,47.00,0.00,0.00,0.00,16.00,0.11,4.19
19547824,Home & Garden,115.15,MINNOW,2016-07-05,2016-07-09,4.00,896.00,0.13,68.00,1.69,,Hammond,IN,US,"74,926.00",998.00,0.00,0.00,0.00,5.00,0.07,3.80
19552307,Jewelry & Watches,466.16,MINNOW,2016-07-05,2017-07-08,368.00,896.00,0.52,21.00,22.20,4.00,Northbrook,IL,US,985.00,109.00,0.00,0.00,2.00,1.00,0.05,5.00
19555753,Jewelry & Watches,178.39,MINNOW,2016-07-05,2016-07-08,3.00,896.00,0.20,49.00,3.64,4.00,Panama City,FL,US,"1,332.00",241.00,2.00,0.00,0.00,1.00,0.02,5.00
19558753,Fashion,"3,285.51",DOLPHIN,2016-07-05,2016-07-07,2.00,896.00,3.67,308.00,10.67,4.00,San Jose,CA,US,947.00,526.00,4.00,0.01,2.00,22.00,0.07,5.00
19567816,No Category,27.04,MINNOW,2016-07-06,2016-08-08,33.00,895.00,0.03,30.00,0.90,4.00,London,ONTARIO,CA,188.00,243.00,0.00,0.00,0.00,0.00,0.00,NULL
19574921,Fashion,36.53,DOLPHIN,2016-07-06,2016-07-10,4.00,895.00,0.04,26.00,1.41,0.00,Anderson,SC,US,"1,464.00",526.00,1.00,NAN,0.00,4.00,0.15,4.00
19579360,Music,37.14,MINNOW,2016-07-07,2016-07-15,8.00,894.00,0.04,26.00,1.43,4.00,Chicago,IL,US,"3,636.00",55.00,0.00,0.00,0.00,3.00,0.12,5.00
19579548,Home & Garden,101.92,MINNOW,2016-07-07,2016-09-07,62.00,894.00,0.11,32.00,3.19,,Ra'anana,MI,IL,850.00,237.00,0.00,0.00,0.00,2.00,0.06,2.00
19581320,No Category,164.39,MINNOW,2016-07-07,2016-08-08,32.00,894.00,0.18,41.00,4.01,,Nettleton,MS,US,13.00,25.00,1.00,0.04,0.00,9.00,0.22,5.00
19583693,No Category,555.79,DOLPHIN,2016-07-07,2016-07-07,0.00,894.00,0.62,145.00,3.83,,Las Vegas,NV,US,2.00,0.00,0.00,NAN,0.00,7.00,0.05,5.00
19589185,Sporting Goods,"4,130.09",DOLPHIN,2016-07-07,2016-07-14,7.00,894.00,4.62,"2,059.00",2.01,,Denver,CO,US,58.00,"4,428.00",248.00,0.06,0.00,152.00,0.07,4.62
19589195,Fashion,"14,585.84",WHALE,2016-07-07,2016-08-05,29.00,894.00,16.32,"1,216.00",11.99,0.00,GERMANTOWN,MD,US,124.00,"4,873.00",24.00,0.00,2.00,64.00,0.05,4.19
19590082,Parts & Accessories,"1,295.01",DOLPHIN,2016-07-07,2016-07-18,11.00,894.00,1.45,172.00,7.53,,cixi,ningbo,CN,"1,047.00",106.00,2.00,0.02,0.00,8.00,0.05,4.00
19590456,No Category,436.20,DOLPHIN,2016-07-07,2016-09-16,71.00,894.00,0.49,489.00,0.89,,texas,texas,US,8.00,16.00,7.00,0.44,0.00,151.00,0.31,4.97
19596642,Baby,"1,042.48",SEA_BASS,2016-07-08,2017-02-19,226.00,893.00,1.17,104.00,10.02,,Peckville,PA,US,87.00,266.00,0.00,0.00,2.00,8.00,0.08,3.00
19597424,Home & Garden,272.02,SEA_BASS,2016-07-08,2016-07-16,8.00,893.00,0.30,185.00,1.47,,Or-Akiva,MO,US,80.00,165.00,1.00,0.01,0.00,9.00,0.05,3.22
19597783,No Category,15.33,MINNOW,2016-07-08,2018-03-29,629.00,893.00,0.02,9.00,1.70,3.00,Willingboro,NJ,US,9.00,170.00,2.00,0.01,0.00,1.00,0.11,2.00
19598079,No Category,731.92,SEA_BASS,2016-07-08,2016-07-17,9.00,893.00,0.82,222.00,3.30,4.00,Covington,GA,US,747.00,561.00,5.00,0.01,0.00,19.00,0.09,4.16
19598215,Home & Garden,"2,841.58",DOLPHIN,2016-07-08,2016-07-16,8.00,893.00,3.18,917.00,3.10,,hobe sound,Fl,US,"9,145.00","1,680.00",39.00,0.02,0.00,69.00,0.08,4.59
19600650,Home & Garden,178.32,SEA_BASS,2016-07-08,2016-08-16,39.00,893.00,0.20,114.00,1.56,,MORGANVILLE,NJ,US,35.00,19.00,1.00,0.05,0.00,3.00,0.03,3.67
19601255,Health & Beauty,85.09,MINNOW,2016-07-08,2016-08-05,28.00,893.00,0.10,84.00,1.01,,North Las Vegas,NV,US,524.00,38.00,0.00,0.00,0.00,4.00,0.05,3.00
19601362,Pet Supplies,345.83,MINNOW,2016-07-08,2016-08-29,52.00,893.00,0.39,49.00,7.06,4.00,ISLIP TERRACE,NY,US,20.00,14.00,0.00,0.00,0.00,5.00,0.10,4.20
19613854,Health & Beauty,63.59,MINNOW,2016-07-09,2016-08-01,23.00,892.00,0.07,26.00,2.45,,Bloomfield,NJ,US,39.00,14.00,1.00,0.07,0.00,2.00,0.08,5.00
19616687,Home & Garden,182.41,SEA_BASS,2016-07-09,2016-07-15,6.00,892.00,0.20,157.00,1.16,,Standish,Maine,US,722.00,262.00,2.00,0.01,0.00,8.00,0.05,5.00
19617116,Fashion,83.03,MINNOW,2016-07-09,2016-10-18,101.00,892.00,0.09,51.00,1.63,,New York,NY,US,27.00,140.00,1.00,0.01,0.00,4.00,0.08,3.00
19618127,Fashion,"1,164.82",SEA_BASS,2016-07-09,2016-07-12,3.00,892.00,1.31,746.00,1.56,,Debrecen,Hajdú-Bihar,HU,228.00,"2,586.00",41.00,0.02,0.00,35.00,0.05,4.11
19618466,Video Games & Consoles,2.62,MINNOW,2016-07-09,2016-11-10,124.00,892.00,0.00,38.00,0.07,,Toronto,ON,CA,"1,160.00",210.00,5.00,0.02,0.00,8.00,0.21,5.00
19620945,No Category,"1,374.70",MINNOW,2016-07-09,2016-09-05,58.00,892.00,1.54,68.00,20.22,,Abingdon,Md,US,7.00,77.00,2.00,0.03,0.00,12.00,0.18,3.17
19625937,Computers/Tablets & Networking,"23,354.81",WHALE,2016-07-10,2016-07-20,10.00,891.00,26.21,"5,286.00",4.42,,Cedar Hill,TX,US,30.00,417.00,42.00,0.10,0.00,601.00,0.11,4.92
19626363,Books,-226.07,MINNOW,2016-07-10,2016-07-25,15.00,891.00,-0.25,32.00,-7.06,2.00,Lancaster,SC,US,"2,926.00","1,774.00",0.00,0.00,0.00,1.00,0.03,5.00
19639051,Home & Garden,572.01,DOLPHIN,2016-07-10,2016-07-17,7.00,891.00,0.64,36.00,15.89,,Chibi,Hubei,CN,507.00,274.00,0.00,0.00,0.00,2.00,0.06,3.00
19639672,Fashion,"3,663.38",DOLPHIN,2016-07-11,2016-09-06,57.00,890.00,4.12,178.00,20.58,3.00,changzhou,Jiangsu / 江苏,CN,268.00,922.00,2.00,0.00,2.00,15.00,0.08,3.13
19642563,No Category,23.53,MINNOW,2016-07-11,2016-07-17,6.00,890.00,0.03,52.00,0.45,,Lawrenceville,GA,US,"1,322.00",139.00,1.00,0.01,0.00,2.00,0.04,3.00
19643271,Parts & Accessories,233.26,DOLPHIN,2016-07-11,2016-12-29,171.00,890.00,0.26,69.00,3.38,4.00,Bear,DE,US,"1,121.00",878.00,0.00,0.00,0.00,5.00,0.07,3.60
19644000,No Category,335.31,SEA_BASS,2016-07-11,2016-07-20,9.00,890.00,0.38,158.00,2.12,4.00,Hialeah,Florida,US,"22,677.00","16,051.00",33.00,0.00,0.00,17.00,0.11,4.53
19648732,No Category,71.56,MINNOW,2016-07-11,2016-11-30,142.00,890.00,0.08,31.00,2.31,4.00,North Lauderdale,FL,US,233.00,248.00,3.00,0.01,0.00,3.00,0.10,3.67
19655627,No Category,"1,823.83",DOLPHIN,2016-07-11,2016-07-12,1.00,890.00,2.05,837.00,2.18,4.00,Shanghai,Shanghai,CN,850.00,200.00,5.00,0.03,0.00,85.00,0.10,3.91
19661623,No Category,47.58,MINNOW,2016-07-12,2016-08-05,24.00,889.00,0.05,18.00,2.64,3.00,Kalkaska,MI,US,37.00,28.00,0.00,0.00,0.00,0.00,0.00,NULL
19668354,No Category,198.76,SEA_BASS,2016-07-12,2016-08-08,27.00,889.00,0.22,99.00,2.01,,Glendale,CA,US,79.00,118.00,0.00,0.00,0.00,3.00,0.03,2.33
19668765,No Category,"3,890.72",DOLPHIN,2016-07-12,2016-07-19,7.00,889.00,4.38,280.00,13.90,4.00,CITY OF INDUSTRY,CA,US,"3,071.00","4,430.00",11.00,0.00,0.00,17.00,0.06,3.18
19671233,Parts & Accessories,144.82,MINNOW,2016-07-12,2016-07-21,9.00,889.00,0.16,53.00,2.73,0.00,Chatsworth,GA,US,821.00,139.00,4.00,0.03,0.00,3.00,0.06,5.00
19681425,No Category,330.30,DOLPHIN,2016-07-13,2016-08-04,22.00,888.00,0.37,52.00,6.35,4.00,North Charleston,SC,US,1.00,5.00,1.00,NAN,0.00,7.00,0.13,5.00
19683927,Home & Garden,140.66,SEA_BASS,2016-07-13,2016-07-19,6.00,888.00,0.16,139.00,1.01,,Sugar Land,TX,US,188.00,578.00,8.00,0.01,0.00,9.00,0.06,3.22
19692875,No Category,394.40,SEA_BASS,2016-07-13,2016-07-30,17.00,888.00,0.44,272.00,1.45,,Sebeka,MN,US,786.00,640.00,7.00,0.01,0.00,21.00,0.08,4.43
19693057,Home & Garden,350.79,SEA_BASS,2016-07-13,2017-02-23,225.00,888.00,0.40,101.00,3.47,,Willow Spring,NC,US,892.00,274.00,6.00,0.02,0.00,9.00,0.09,4.11
19698435,Home & Garden,"9,064.03",WHALE,2016-07-14,2017-04-21,281.00,887.00,10.22,630.00,14.39,4.00,Rancho Cucamonga,California,US,"1,440.00","2,289.00",35.00,NAN,3.00,46.00,0.07,3.52
19718342,Home & Garden,"2,038.36",DOLPHIN,2016-07-15,2016-07-29,14.00,886.00,2.30,315.00,6.47,,Saint Germain,WI,US,"1,206.00","1,418.00",29.00,0.02,1.00,27.00,0.09,4.67
19720477,No Category,86.63,SEA_BASS,2016-07-15,2016-07-28,13.00,886.00,0.10,94.00,0.92,4.00,las vegas,NV,US,496.00,272.00,2.00,0.02,0.00,11.00,0.12,4.45
19720845,No Category,-0.82,MINNOW,2016-07-15,2016-07-30,15.00,886.00,0.00,69.00,-0.01,,la puente,CA,US,312.00,254.00,2.00,0.01,0.00,3.00,0.04,5.00
19721298,No Category,62.72,MINNOW,2016-07-15,2016-11-12,120.00,886.00,0.07,20.00,3.14,,Aiken,SC,US,492.00,154.00,0.00,0.02,0.00,5.00,0.25,5.00
19726909,No Category,"3,313.27",DOLPHIN,2016-07-15,2016-07-17,2.00,886.00,3.74,375.00,8.84,3.00,Hickory Hills,IL,US,499.00,551.00,0.00,0.00,0.00,19.00,0.05,4.37
19736067,Crafts,59.62,MINNOW,2016-07-16,2016-07-21,5.00,885.00,0.07,57.00,1.05,,Mount Vernon,OH,US,38.00,155.00,0.00,0.01,0.00,3.00,0.05,5.00
19744996,Art,981.86,DOLPHIN,2016-07-17,2016-07-23,6.00,884.00,1.11,305.00,3.22,4.00,Beer Sheva,South,IL,"1,161.00",527.00,10.00,0.02,0.00,17.00,0.06,3.24
19753344,No Category,-30.08,MINNOW,2016-07-17,2016-07-26,9.00,884.00,-0.03,39.00,-0.77,,Gilbert,AZ,US,693.00,237.00,2.00,0.00,0.00,4.00,0.10,4.00
19761946,Sporting Goods,47.18,MINNOW,2016-07-18,2016-08-19,32.00,883.00,0.05,46.00,1.03,,Honolulu,HI,US,39.00,16.00,0.00,0.00,0.00,1.00,0.02,5.00
19764679,No Category,108.29,MINNOW,2016-07-18,2016-08-07,20.00,883.00,0.12,20.00,5.41,,Miami Beach,FL,US,329.00,70.00,0.00,0.00,0.00,7.00,0.35,5.00
19766601,Fashion,51.86,DOLPHIN,2016-07-18,2017-05-11,297.00,883.00,0.06,50.00,1.04,4.00,Jamaica,NY,US,"2,553.00","1,366.00",8.00,0.01,0.00,2.00,0.04,5.00
19766703,No Category,47.03,MINNOW,2016-07-18,2016-09-07,51.00,883.00,0.05,32.00,1.47,,Suwanee,GA,US,120.00,233.00,0.00,0.00,0.00,6.00,0.19,4.67
19767300,1,25.01,MINNOW,2016-07-18,2016-10-05,79.00,883.00,0.03,19.00,1.32,3.00,Hammond,IN,US,0.00,830.00,2.00,0.00,0.00,0.00,0.00,NULL
19767475,No Category,-29.90,MINNOW,2016-07-18,2017-07-18,365.00,883.00,-0.03,21.00,-1.42,0.00,KRUME,HAS,AL,713.00,400.00,1.00,0.00,0.00,3.00,0.14,3.67
19771600,Business & Industrial,13.39,MINNOW,2016-07-18,2017-01-18,184.00,883.00,0.02,50.00,0.27,,Miami,Florida,US,203.00,128.00,0.00,0.00,0.00,4.00,0.08,5.00
19774208,Home & Garden,478.80,DOLPHIN,2016-07-18,2016-10-30,104.00,883.00,0.54,197.00,2.43,3.00,Dahlonega,GA,US,355.00,347.00,0.00,0.00,0.00,18.00,0.09,3.44
19779894,Fashion,58.38,SEA_BASS,2016-07-19,2016-07-25,6.00,882.00,0.07,158.00,0.37,,Xiamen,FJ,CN,14.00,12.00,0.00,0.00,0.00,5.00,0.03,5.00
19780675,Fashion,"5,859.69",DOLPHIN,2016-07-19,2016-09-17,60.00,882.00,6.64,312.00,18.78,4.00,Chongqing,Chongqing,CN,"1,081.00","1,661.00",16.00,0.01,3.00,35.00,0.11,4.83
19791059,No Category,140.95,MINNOW,2016-07-19,2016-09-01,44.00,882.00,0.16,25.00,5.64,,Lakewood,CO,US,289.00,127.00,2.00,0.02,0.00,2.00,0.08,3.00
19791131,No Category,115.71,MINNOW,2016-07-19,2016-10-08,81.00,882.00,0.13,37.00,3.13,4.00,Honolulu,HI,US,3.00,277.00,1.00,0.00,0.00,4.00,0.11,5.00
19793031,No Category,44.99,MINNOW,2016-07-19,2016-08-16,28.00,882.00,0.05,49.00,0.92,4.00,Blue Springs,MO,US,615.00,690.00,3.00,0.00,0.00,3.00,0.06,3.67
19795737,Home & Garden,"1,518.24",DOLPHIN,2016-07-19,2016-07-22,3.00,882.00,1.72,512.00,2.97,4.00,Orem,UT,US,"1,817.00","1,654.00",29.00,0.02,0.00,36.00,0.07,4.92
19800058,Jewelry & Watches,193.26,MINNOW,2016-07-20,2016-08-06,17.00,881.00,0.22,30.00,6.44,4.00,jaipur,RJ,IN,"9,499.00",103.00,1.00,0.01,0.00,7.00,0.23,3.43
19803435,No Category,"2,032.11",DOLPHIN,2016-07-20,2016-07-30,10.00,881.00,2.31,114.00,17.83,4.00,COCONUT CREEK,FL,US,49.00,54.00,1.00,NAN,0.00,6.00,0.05,4.67
19805342,No Category,120.24,MINNOW,2016-07-20,2016-10-14,86.00,881.00,0.14,48.00,2.51,4.00,San Dimas,CA,US,223.00,191.00,3.00,0.02,0.00,6.00,0.13,3.50
19807427,Home & Garden,"2,210.65",DOLPHIN,2016-07-20,2016-07-24,4.00,881.00,2.51,115.00,19.22,,Inlet Beach,FL,US,"3,298.00",216.00,0.00,0.00,2.00,15.00,0.13,4.93
19808116,DVDs & Movies,14.08,MINNOW,2016-07-20,2016-07-29,9.00,881.00,0.02,13.00,1.08,,Lenzburg,IL,US,758.00,40.00,0.00,0.00,0.00,0.00,0.00,NULL
19809984,Toys & Hobbies,216.10,SEA_BASS,2016-07-20,2016-07-23,3.00,881.00,0.25,108.00,2.00,,Davie,FL,US,212.00,241.00,4.00,0.01,0.00,4.00,0.04,4.50
19820324,64482,41.64,MINNOW,2016-07-21,2016-07-27,6.00,880.00,0.05,58.00,0.72,,Altoona,PA,US,228.00,571.00,22.00,0.04,0.00,5.00,0.09,5.00
19820848,Business & Industrial,"1,879.17",DOLPHIN,2016-07-21,2016-07-25,4.00,880.00,2.14,119.00,15.79,,ORLANDO,FL,US,129.00,158.00,2.00,NAN,0.00,8.00,0.07,5.00
19821076,Home & Garden,-730.90,DOLPHIN,2016-07-21,2016-09-06,47.00,880.00,-0.83,493.00,-1.48,4.00,Sawangan,West Java,ID,847.00,"4,863.00",6.00,0.00,0.00,19.00,0.04,4.37
19822039,Cell Phones & Accessories,311.83,MINNOW,2016-07-21,2016-07-25,4.00,880.00,0.35,45.00,6.93,,college point,NY,US,754.00,706.00,1.00,NAN,0.00,3.00,0.07,3.67
19822582,No Category,552.71,SEA_BASS,2016-07-21,2016-10-02,73.00,880.00,0.63,122.00,4.53,3.00,Rochester,NY,US,"1,411.00","1,105.00",20.00,0.02,3.00,8.00,0.07,3.50
19851920,Jewelry & Watches,"3,056.72",DOLPHIN,2016-07-23,2016-08-01,9.00,878.00,3.48,842.00,3.63,,Dalian,MO,CN,535.00,494.00,10.00,0.02,3.00,82.00,0.10,4.34
19861704,Computers/Tablets & Networking,151.82,SEA_BASS,2016-07-23,2016-12-18,148.00,878.00,0.17,103.00,1.47,,Hartland,WI,US,"1,034.00",241.00,5.00,0.00,0.00,14.00,0.14,4.71
19864008,Home & Garden,91.24,SEA_BASS,2016-07-24,2016-08-02,9.00,877.00,0.10,115.00,0.79,,Lamphun,Lamphun,TH,136.00,279.00,2.00,0.01,0.00,16.00,0.14,4.44
19871689,293,1.72,MINNOW,2016-07-24,2016-08-16,23.00,877.00,0.00,30.00,0.06,,Parksville,BC,CA,781.00,203.00,1.00,0.00,0.00,2.00,0.07,5.00
19877411,No Category,75.55,SEA_BASS,2016-07-24,2016-07-27,3.00,877.00,0.09,91.00,0.83,4.00,Orange City,FL,US,587.00,633.00,6.00,0.01,0.00,7.00,0.08,5.00
19877587,Parts & Accessories,46.87,DOLPHIN,2016-07-24,2016-08-22,29.00,877.00,0.05,26.00,1.80,,Columbus,OH,US,304.00,192.00,1.00,0.01,0.00,3.00,0.12,5.00
19883295,Crafts,36.38,MINNOW,2016-07-25,2016-08-18,24.00,876.00,0.04,23.00,1.58,,Rockmart,GA,US,737.00,75.00,2.00,0.03,0.00,2.00,0.09,5.00
19883803,1,127.91,MINNOW,2016-07-25,2016-10-23,90.00,876.00,0.15,21.00,6.09,,Hammond,IN,US,"75,103.00",193.00,0.00,0.00,0.00,0.00,0.00,NULL
19883812,293,559.31,DOLPHIN,2016-07-25,2016-08-17,23.00,876.00,0.64,70.00,7.99,,Bismarck,AR,US,170.00,271.00,3.00,0.01,0.00,5.00,0.07,3.40
19885243,Fashion,98.09,MINNOW,2016-07-25,2016-09-01,38.00,876.00,0.11,30.00,3.27,,Macon,GA,US,200.00,34.00,1.00,0.03,0.00,4.00,0.13,4.50
19885786,Computers/Tablets & Networking,663.61,DOLPHIN,2016-07-25,2016-08-19,25.00,876.00,0.76,41.00,16.19,,SCHAUMBURG,IL,US,98.00,87.00,1.00,0.01,0.00,2.00,0.05,5.00
19894300,Fashion,13.05,MINNOW,2016-07-25,2016-07-28,3.00,876.00,0.01,21.00,0.62,,Fleming Island,Florida,US,"1,702.00",451.00,0.00,0.00,0.00,3.00,0.14,3.67
19895603,Home & Garden,"1,137.17",DOLPHIN,2016-07-25,2016-09-27,64.00,876.00,1.30,19.00,59.85,3.00,McLean,VA,US,"1,275.00",39.00,1.00,0.03,2.00,2.00,0.11,5.00
19898063,Home & Garden,352.37,SEA_BASS,2016-07-26,2016-08-20,25.00,875.00,0.40,108.00,3.26,3.00,Durban,KZN,ZA,64.00,"1,154.00",4.00,0.00,0.00,16.00,0.15,4.00
19903562,Fashion,309.71,SEA_BASS,2016-07-26,2016-09-09,45.00,875.00,0.35,131.00,2.36,,Bakersfield,CA,US,859.00,"1,109.00",5.00,0.00,0.00,7.00,0.05,4.43
19910603,Coins & Paper Money,"1,025.72",DOLPHIN,2016-07-26,2016-08-04,9.00,875.00,1.17,73.00,14.05,4.00,Miramar,FL,US,999.00,553.00,1.00,0.00,2.00,24.00,0.33,5.00
19915272,1,180.90,MINNOW,2016-07-27,2016-08-03,7.00,874.00,0.21,75.00,2.41,3.00,Tel Aviv,TX,IL,"1,622.00",364.00,3.00,0.01,0.00,7.00,0.09,3.86
19916648,64482,-121.79,DOLPHIN,2016-07-27,2016-07-30,3.00,874.00,-0.14,104.00,-1.17,,Marco Island,FL,US,"44,874.00","10,403.00",2.00,0.00,0.00,12.00,0.12,5.00
19930473,Health & Beauty,25.85,MINNOW,2016-07-27,2016-08-06,10.00,874.00,0.03,37.00,0.70,4.00,glendale,NY,US,98.00,143.00,0.00,0.00,0.00,2.00,0.05,5.00
19938677,Health & Beauty,15.44,MINNOW,2016-07-28,2016-08-20,23.00,873.00,0.02,28.00,0.55,4.00,Wolbach,NE,US,294.00,84.00,1.00,0.01,0.00,1.00,0.04,5.00
19940859,Fashion,454.37,MINNOW,2016-07-28,2016-08-09,12.00,873.00,0.52,62.00,7.33,0.00,Louisville,KY,US,887.00,201.00,2.00,0.01,0.00,3.00,0.05,5.00
19944370,Home & Garden,"1,726.43",DOLPHIN,2016-07-28,2016-07-29,1.00,873.00,1.98,934.00,1.85,,Saint Peters,MO,US,"9,575.00",844.00,3.00,0.00,0.00,104.00,0.11,4.91
19948926,Health & Beauty,894.13,MINNOW,2016-07-29,2016-08-25,27.00,872.00,1.03,79.00,11.32,,Heemskerk,Noord Holland,NL,434.00,"2,018.00",1.00,0.00,0.00,11.00,0.14,3.36
19949236,293,848.83,SEA_BASS,2016-07-29,2017-03-04,218.00,872.00,0.97,67.00,12.67,3.00,WESTMINSTER,CA,US,173.00,22.00,1.00,0.05,2.00,9.00,0.13,5.00
19950152,Fashion,578.14,MINNOW,2016-07-29,2016-09-15,48.00,872.00,0.66,31.00,18.65,3.00,shanghai,Shanghai,CN,"1,302.00",175.00,1.00,0.02,0.00,1.00,0.03,3.00
