id,featured_category_id,profit_estimate,value_em,created_at,first_sale,days_to_sale,days_as_user,profit_per_day,orders,d_per_order,source_em,city,state,country,items_for_sale,view_count,offers,conversion_rate,membership_level,feedback,rate,rating
363,No Category,149.68,MINNOW,2008-07-14,2008-08-23,40.00,"3,809.00",0.04,257.00,0.58,4.00,Beattyville,Kentucky,US,8.00,43.00,1.00,NAN,0.00,121.00,0.47,5.00
437,Toys & Hobbies,33.30,MINNOW,2008-07-22,2008-10-06,76.00,"3,801.00",0.01,79.00,0.42,,Port Charlotte,FL,US,218.00,148.00,0.00,0.00,0.00,17.00,0.22,4.88
819,No Category,85.67,MINNOW,2008-08-10,2008-08-17,7.00,"3,782.00",0.02,218.00,0.39,0.00,Rockwall,Texas,US,9.00,50.00,0.00,0.00,0.00,86.00,0.39,5.00
881,Pottery & Glass,"1,439.50",MINNOW,2008-08-12,2008-10-29,78.00,"3,780.00",0.38,322.00,4.47,4.00,Lebanon,OR,US,22.00,99.00,0.00,0.00,0.00,73.00,0.23,5.00
900,Books,150.48,MINNOW,2008-08-13,2008-08-22,9.00,"3,779.00",0.04,200.00,0.75,,Morganton,NC,US,41.00,6.00,0.00,0.00,0.00,33.00,0.17,4.88
1199,No Category,197.26,SEA_BASS,2008-08-21,2008-08-27,6.00,"3,771.00",0.05,756.00,0.26,4.00,Mt. Pleasant,Texas,US,592.00,252.00,0.00,0.00,0.00,108.00,0.14,5.00
1490,No Category,870.34,MINNOW,2008-08-25,2008-09-26,32.00,"3,767.00",0.23,253.00,3.44,4.00,Lascassas,TN,US,530.00,296.00,9.00,0.03,0.00,13.00,0.05,5.00
1494,Home & Garden,"3,464.63",SEA_BASS,2008-08-25,2009-10-27,428.00,"3,767.00",0.92,974.00,3.56,,Houston,TX,US,295.00,363.00,7.00,0.02,0.00,61.00,0.06,4.75
1630,No Category,"4,069.87",SEA_BASS,2008-08-27,2009-02-25,182.00,"3,765.00",1.08,433.00,9.40,4.00,Colorado Springs,CO,US,108.00,"1,259.00",4.00,NAN,3.00,272.00,0.63,4.97
1686,No Category,-912.95,SEA_BASS,2008-08-27,2008-09-24,28.00,"3,765.00",-0.24,631.00,-1.45,,Largo,FL,US,"3,452.00","3,198.00",13.00,0.00,0.00,64.00,0.10,4.73
1698,Health & Beauty,360.86,DOLPHIN,2008-08-27,2012-03-12,"1,293.00","3,765.00",0.10,114.00,3.17,,Germantown,MD,US,13.00,43.00,1.00,0.00,0.00,18.00,0.16,5.00
1902,1,58.39,MINNOW,2008-08-29,2008-09-30,32.00,"3,763.00",0.02,364.00,0.16,,La Palma,CA,US,427.00,442.00,1.00,0.06,0.00,98.00,0.27,5.00
2078,No Category,-8.65,MINNOW,2008-08-31,2015-09-30,"2,586.00","3,761.00",0.00,52.00,-0.17,3.00,Houston,TX,US,753.00,473.00,0.00,0.00,0.00,1.00,0.02,5.00
2197,Fashion,897.79,SEA_BASS,2008-09-02,2008-12-06,95.00,"3,759.00",0.24,"1,736.00",0.52,0.00,Indiana,PA,US,839.00,"1,309.00",2.00,0.00,0.00,71.00,0.04,4.83
2532,Home & Garden,155.30,MINNOW,2008-09-07,2008-09-13,6.00,"3,754.00",0.04,158.00,0.98,,Egg Harbor TWP,NJ,US,55.00,70.00,0.00,0.00,0.00,42.00,0.27,4.90
2558,Crafts,227.05,MINNOW,2008-09-07,2009-08-20,347.00,"3,754.00",0.06,291.00,0.78,,Sun City,AZ,US,151.00,"3,453.00",2.00,NAN,0.00,154.00,0.53,5.00
2641,Pottery & Glass,-72.43,MINNOW,2008-09-08,2009-10-27,414.00,"3,753.00",-0.02,165.00,-0.44,,Prescott,AZ,US,946.00,938.00,1.00,0.00,0.00,15.00,0.09,3.80
2708,Fashion,"4,541.77",DOLPHIN,2008-09-09,2008-09-21,12.00,"3,752.00",1.21,278.00,16.34,,El Monte,CA,US,17.00,195.00,0.00,0.00,0.00,175.00,0.63,4.98
2762,Entertainment Memorabilia,222.71,MINNOW,2008-09-09,2008-09-17,8.00,"3,752.00",0.06,318.00,0.70,,Winter Garden,FL,US,"1,398.00",346.00,1.00,NAN,0.00,56.00,0.18,4.96
2874,No Category,998.75,SEA_BASS,2008-09-10,2008-10-23,43.00,"3,751.00",0.27,"1,108.00",0.90,,Phoenix,AZ,US,469.00,"2,140.00",3.00,0.00,0.00,143.00,0.13,4.99
3218,DVDs & Movies,148.23,MINNOW,2008-09-13,2012-06-19,"1,375.00","3,748.00",0.04,230.00,0.64,,Lawrenceville,IL,US,"3,491.00",968.00,5.00,0.01,0.00,26.00,0.11,4.85
3344,Home & Garden,"3,119.57",SEA_BASS,2008-09-14,2009-01-24,132.00,"3,747.00",0.83,"1,347.00",2.32,4.00,Belle chasse,LA,US,"3,374.00","1,822.00",5.00,0.00,0.00,60.00,0.04,4.80
3464,Fashion,248.35,MINNOW,2008-09-15,2010-02-08,511.00,"3,746.00",0.07,165.00,1.51,,Cuyahoga Falls,OH,US,84.00,109.00,4.00,0.04,0.00,7.00,0.04,4.14
3661,Jewelry & Watches,"2,334.42",SEA_BASS,2008-09-16,2010-06-02,624.00,"3,745.00",0.62,419.00,5.57,,Lake George,Colorado,US,"2,403.00",409.00,2.00,0.00,0.00,185.00,0.44,4.99
3910,Fashion,351.09,MINNOW,2008-09-18,2015-01-29,"2,324.00","3,743.00",0.09,139.00,2.53,,Chaska,MN,US,996.00,130.00,8.00,0.06,0.00,6.00,0.04,4.67
4018,No Category,-47.57,MINNOW,2008-09-19,2013-09-18,"1,825.00","3,742.00",-0.01,161.00,-0.30,,Vesper,WI,US,"1,705.00","4,497.00",2.00,0.00,0.00,17.00,0.11,4.65
4283,Pottery & Glass,134.54,MINNOW,2008-09-21,2015-02-16,"2,339.00","3,740.00",0.04,90.00,1.49,4.00,Brighton,MI,US,467.00,777.00,7.00,0.01,0.00,13.00,0.14,5.00
4534,No Category,406.01,DOLPHIN,2008-09-22,2008-11-03,42.00,"3,739.00",0.11,552.00,0.74,,Blakeslee,PA,US,0.00,"1,911.00",9.00,0.00,0.00,75.00,0.14,4.97
5127,Fashion,"6,199.13",DOLPHIN,2008-09-26,2008-11-26,61.00,"3,735.00",1.66,"1,590.00",3.90,,Elkton,KY,US,231.00,"1,716.00",21.00,0.01,3.00,191.00,0.12,4.91
5819,No Category,523.80,SEA_BASS,2008-10-01,2009-10-15,379.00,"3,730.00",0.14,370.00,1.42,,Houston,TX,US,3.00,125.00,4.00,0.03,0.00,37.00,0.10,4.84
5995,Fashion,"3,463.79",DOLPHIN,2008-10-02,2009-07-09,280.00,"3,729.00",0.93,"1,215.00",2.85,4.00,Waltham,Massachusetts,US,165.00,140.00,0.00,0.00,0.00,366.00,0.30,4.99
6009,No Category,166.31,MINNOW,2008-10-02,2009-02-09,130.00,"3,729.00",0.04,183.00,0.91,,Warminster,PA,US,3.00,0.00,0.00,NAN,0.00,22.00,0.12,4.82
6373,No Category,129.57,MINNOW,2008-10-04,2008-10-18,14.00,"3,727.00",0.03,196.00,0.66,,Brandon,MS,US,248.00,81.00,0.00,0.00,0.00,95.00,0.48,4.89
6476,DVDs & Movies,"3,520.88",DOLPHIN,2008-10-05,2009-09-08,338.00,"3,726.00",0.94,"4,051.00",0.87,4.00,Milton,FL,US,"2,082.00","6,930.00",305.00,0.04,2.00,506.00,0.12,4.90
7168,No Category,164.97,MINNOW,2008-10-07,2008-10-10,3.00,"3,724.00",0.04,191.00,0.86,,Grand Prairie,TX,US,"1,629.00",102.00,0.00,0.00,0.00,31.00,0.16,4.94
7170,Fashion,92.93,MINNOW,2008-10-07,2008-10-21,14.00,"3,724.00",0.02,286.00,0.32,4.00,Yale,OK,US,180.00,144.00,0.00,0.00,0.00,411.00,1.44,5.00
7238,No Category,210.62,MINNOW,2008-10-08,2009-02-22,137.00,"3,723.00",0.06,136.00,1.55,,Loomis,CA,US,6.00,68.00,0.00,0.00,0.00,13.00,0.10,5.00
7424,Business & Industrial,533.26,DOLPHIN,2008-10-09,2015-03-26,"2,359.00","3,722.00",0.14,48.00,11.11,16.00,Chicago,IL,US,174.00,96.00,0.00,0.00,0.00,9.00,0.19,2.56
8545,Home & Garden,"1,442.13",MINNOW,2008-10-13,2010-07-12,637.00,"3,718.00",0.39,331.00,4.36,,utah,Utah,US,348.00,532.00,6.00,0.01,0.00,38.00,0.11,4.47
9321,No Category,"1,873.07",MINNOW,2008-10-14,2009-01-01,79.00,"3,717.00",0.50,115.00,16.29,3.00,Northbrook,IL,US,178.00,"3,769.00",2.00,0.00,2.00,75.00,0.65,5.00
9420,No Category,643.20,MINNOW,2008-10-15,2009-10-18,368.00,"3,716.00",0.17,260.00,2.47,,Benson,MN,US,50.00,44.00,1.00,0.02,0.00,25.00,0.10,4.36
9427,Dolls & Bears,190.39,MINNOW,2008-10-15,2008-11-22,38.00,"3,716.00",0.05,165.00,1.15,,Batesville,IN,US,517.00,502.00,2.00,0.00,0.00,37.00,0.22,4.95
9544,No Category,"1,643.16",DOLPHIN,2008-10-15,2008-12-01,47.00,"3,716.00",0.44,146.00,11.25,,Ooltewah,TN,US,17.00,112.00,0.00,0.00,0.00,8.00,0.05,4.50
9605,1,665.33,MINNOW,2008-10-15,2011-12-09,"1,150.00","3,716.00",0.18,134.00,4.97,,Bentley,LA,US,214.00,389.00,2.00,0.01,1.00,81.00,0.60,5.00
9940,Business & Industrial,407.37,DOLPHIN,2008-10-16,2009-01-12,88.00,"3,715.00",0.11,184.00,2.21,0.00,PHOENIX,AZ,US,"6,531.00","1,453.00",2.00,0.00,0.00,12.00,0.07,4.33
10162,No Category,-158.52,MINNOW,2008-10-17,2014-03-21,"1,981.00","3,714.00",-0.04,87.00,-1.82,0.00,Liverpool,NY,US,"1,926.00",863.00,4.00,0.00,0.00,4.00,0.05,5.00
10216,Pet Supplies,305.58,SEA_BASS,2008-10-17,2008-12-13,57.00,"3,714.00",0.08,448.00,0.68,,South Houston,TX,US,10.00,26.00,0.00,0.00,0.00,45.00,0.10,3.84
10383,1,"3,425.08",SEA_BASS,2008-10-17,2008-11-30,44.00,"3,714.00",0.92,"1,294.00",2.65,,Iowa City,IA,US,570.00,811.00,1.00,0.00,2.00,156.00,0.12,4.97
10563,Fashion,518.36,MINNOW,2008-10-18,2008-11-16,29.00,"3,713.00",0.14,241.00,2.15,3.00,Columbia,MD,US,335.00,558.00,1.00,0.00,0.00,124.00,0.51,5.00
10655,Art,547.42,DOLPHIN,2008-10-19,2009-04-03,166.00,"3,712.00",0.15,305.00,1.79,3.00,Manassas,VA,US,"8,601.00",343.00,5.00,0.01,0.00,57.00,0.19,5.00
10849,Fashion,451.88,MINNOW,2008-10-19,2010-03-09,506.00,"3,712.00",0.12,364.00,1.24,4.00,McKinney,TX,US,544.00,21.00,0.00,0.01,0.00,11.00,0.03,4.64
11290,Parts & Accessories,278.14,MINNOW,2008-10-22,2008-11-25,34.00,"3,709.00",0.07,337.00,0.83,,Liberty,N Carolina,US,"1,697.00","1,530.00",1.00,0.00,0.00,60.00,0.18,5.00
11474,No Category,514.47,MINNOW,2008-10-22,2010-01-16,451.00,"3,709.00",0.14,294.00,1.75,,Norwich,CT,US,691.00,745.00,5.00,0.01,0.00,25.00,0.09,4.20
11910,Sporting Goods,"7,016.70",WHALE,2008-10-24,2009-08-30,310.00,"3,707.00",1.89,610.00,11.50,4.00,Stafford,TX,US,"16,541.00","3,356.00",31.00,0.01,3.00,45.00,0.07,4.64
12499,Specialty Services,397.25,MINNOW,2008-10-27,2008-11-07,11.00,"3,704.00",0.11,272.00,1.46,,Oark,Arkansas,US,149.00,51.00,0.00,0.00,0.00,330.00,1.21,5.00
12669,Jewelry & Watches,589.48,MINNOW,2008-10-28,2008-11-09,12.00,"3,703.00",0.16,279.00,2.11,,Bangkok,Bangkok,TH,64.00,152.00,2.00,0.01,0.00,45.00,0.16,4.87
12733,Health & Beauty,598.33,SEA_BASS,2008-10-28,2008-11-28,31.00,"3,703.00",0.16,572.00,1.05,,Amsterdam,NY,US,255.00,30.00,0.00,0.00,0.00,57.00,0.10,4.96
12929,Pottery & Glass,923.25,MINNOW,2008-10-29,2010-01-13,441.00,"3,702.00",0.25,252.00,3.66,,San Jose,CA,US,157.00,674.00,4.00,0.01,0.00,25.00,0.10,5.00
12934,No Category,651.40,SEA_BASS,2008-10-29,2009-01-14,77.00,"3,702.00",0.18,541.00,1.20,,Spokane,Wa,US,542.00,281.00,2.00,0.01,0.00,224.00,0.41,4.99
13458,Dolls & Bears,534.92,SEA_BASS,2008-11-01,2009-01-29,89.00,"3,699.00",0.14,730.00,0.73,4.00,Irwin,PA,US,0.00,254.00,1.00,0.00,0.00,82.00,0.11,4.88
13600,Fashion,576.28,SEA_BASS,2008-11-02,2008-11-18,16.00,"3,698.00",0.16,813.00,0.71,,Spotsylvania,VA,US,114.00,254.00,0.00,NAN,0.00,687.00,0.85,4.99
14839,No Category,"4,095.24",SEA_BASS,2008-11-05,2008-11-26,21.00,"3,695.00",1.11,521.00,7.86,,Bells,TX,US,510.00,456.00,1.00,0.00,0.00,41.00,0.08,5.00
15075,Fashion,"4,240.99",DOLPHIN,2008-11-06,2008-12-06,30.00,"3,694.00",1.15,864.00,4.91,,Fischer,TX,US,685.00,"10,671.00",11.00,0.00,3.00,67.00,0.08,4.91
16922,Health & Beauty,276.89,SEA_BASS,2008-11-15,2008-12-11,26.00,"3,685.00",0.08,437.00,0.63,3.00,Elizabethtown,KY,US,373.00,737.00,0.00,0.00,0.00,340.00,0.78,4.94
17151,1,54.42,MINNOW,2008-11-16,2009-05-07,172.00,"3,684.00",0.01,101.00,0.54,4.00,Longmont,CO,US,23.00,30.00,0.00,0.00,0.00,5.00,0.05,4.20
17324,Fashion,80.98,MINNOW,2008-11-17,2008-11-21,4.00,"3,683.00",0.02,123.00,0.66,5.00,bedford,indiana,US,54.00,3.00,0.00,NAN,0.00,80.00,0.65,4.88
17467,Parts & Accessories,"1,991.36",DOLPHIN,2008-11-17,2009-03-24,127.00,"3,683.00",0.54,353.00,5.64,,Cocoa,Fl,US,"1,268.00",773.00,0.00,0.00,0.00,27.00,0.08,4.56
18059,No Category,"1,286.50",MINNOW,2008-11-20,2008-12-14,24.00,"3,680.00",0.35,276.00,4.66,4.00,Redding,CA,US,322.00,139.00,0.00,0.00,0.00,199.00,0.72,5.00
18115,Jewelry & Watches,141.65,MINNOW,2008-11-20,2008-12-30,40.00,"3,680.00",0.04,190.00,0.75,4.00,Pottsville,Arkansas,US,23.00,50.00,0.00,0.00,0.00,165.00,0.87,5.00
18853,No Category,573.26,SEA_BASS,2008-11-23,2009-01-17,55.00,"3,677.00",0.16,537.00,1.07,4.00,nelson,Wisconsin,US,44.00,399.00,0.00,0.00,0.00,71.00,0.13,5.00
19009,64482,526.99,MINNOW,2008-11-23,2009-02-13,82.00,"3,677.00",0.14,156.00,3.38,0.00,Cobleskill,NY,US,221.00,159.00,2.00,0.01,0.00,49.00,0.31,4.92
19243,No Category,159.44,MINNOW,2008-11-24,2008-12-12,18.00,"3,676.00",0.04,208.00,0.77,4.00,Maumelle,AR,US,56.00,873.00,0.00,0.00,0.00,108.00,0.52,4.98
19409,1,"2,226.25",SEA_BASS,2008-11-24,2008-12-25,31.00,"3,676.00",0.61,"1,974.00",1.13,,Seattle,WA,US,149.00,208.00,1.00,0.00,0.00,448.00,0.23,4.69
19631,No Category,356.60,MINNOW,2008-11-25,2008-11-30,5.00,"3,675.00",0.10,346.00,1.03,4.00,Clearwater,FL,US,503.00,684.00,6.00,0.01,0.00,104.00,0.30,5.00
20162,Home & Garden,38.08,DOLPHIN,2008-11-27,2008-12-18,21.00,"3,673.00",0.01,150.00,0.25,,junction city,oregon,US,15.00,10.00,0.00,0.00,0.00,25.00,0.17,4.16
20361,Books,334.79,SEA_BASS,2008-11-28,2008-11-29,1.00,"3,672.00",0.09,512.00,0.65,,Seaford,DE,US,"3,376.00","1,601.00",10.00,0.01,0.00,71.00,0.14,4.97
21587,No Category,141.08,SEA_BASS,2008-12-01,2010-04-06,491.00,"3,669.00",0.04,476.00,0.30,,Carlsbad,NM,US,"1,251.00",895.00,5.00,0.01,0.00,82.00,0.17,4.98
21785,No Category,122.50,MINNOW,2008-12-01,2008-12-16,15.00,"3,669.00",0.03,282.00,0.43,4.00,fairhaven,MA,US,144.00,213.00,2.00,NAN,0.00,92.00,0.33,4.93
21876,1,150.63,MINNOW,2008-12-01,2012-06-19,"1,296.00","3,669.00",0.04,115.00,1.31,,Rochester,MN,US,409.00,334.00,5.00,0.01,0.00,13.00,0.11,5.00
22030,Music,57.68,MINNOW,2008-12-02,2008-12-05,3.00,"3,668.00",0.02,301.00,0.19,4.00,Hollywood,FL,US,"1,028.00","1,967.00",3.00,0.00,0.00,74.00,0.25,4.92
22315,Books,68.05,DOLPHIN,2008-12-02,2009-04-08,127.00,"3,668.00",0.02,70.00,0.97,0.00,Pickens,S Carolina,US,"4,289.00",191.00,5.00,NAN,0.00,8.00,0.11,4.50
23610,1,387.74,MINNOW,2008-12-06,2009-12-01,360.00,"3,664.00",0.11,130.00,2.98,,Fishers,IN,US,202.00,346.00,1.00,0.00,0.00,22.00,0.17,5.00
23871,Pottery & Glass,415.97,MINNOW,2008-12-07,2009-06-05,180.00,"3,663.00",0.11,178.00,2.34,,Maysville,OK,US,367.00,272.00,2.00,NAN,0.00,45.00,0.25,5.00
23892,Books,969.54,MINNOW,2008-12-07,2008-12-12,5.00,"3,663.00",0.26,305.00,3.18,4.00,Philadelphia,PA,US,170.00,66.00,0.00,0.00,0.00,219.00,0.72,5.00
24589,No Category,-52.67,SEA_BASS,2008-12-09,2009-10-26,321.00,"3,661.00",-0.01,753.00,-0.07,4.00,Phoenix,AZ,US,698.00,699.00,6.00,0.01,0.00,216.00,0.29,4.85
25327,1,627.63,MINNOW,2008-12-10,2009-01-30,51.00,"3,660.00",0.17,184.00,3.41,,Sayre,PA.,US,"3,740.00","1,777.00",2.00,0.00,0.00,119.00,0.65,5.00
25908,Fashion,-834.20,DOLPHIN,2008-12-12,2012-11-18,"1,437.00","3,658.00",-0.23,142.00,-5.87,4.00,Brooksville,FL,US,"1,450.00",336.00,5.00,0.01,0.00,6.00,0.04,4.33
25978,DVDs & Movies,"2,359.07",SEA_BASS,2008-12-12,2008-12-15,3.00,"3,658.00",0.64,359.00,6.57,4.00,Petoskey,MI,US,"1,056.00","1,936.00",3.00,0.00,1.00,83.00,0.23,5.00
26136,Jewelry & Watches,131.09,DOLPHIN,2008-12-13,2008-12-29,16.00,"3,657.00",0.04,342.00,0.38,3.00,Hales Corners,NV,US,"10,380.00",80.00,2.00,0.03,0.00,72.00,0.21,4.83
27204,Fashion,"1,450.57",MINNOW,2008-12-16,2009-05-10,145.00,"3,654.00",0.40,342.00,4.24,4.00,Hong Kong,Hong Kong,HK,"6,191.00","19,570.00",3.00,0.00,0.00,29.00,0.08,3.34
28113,Books,156.21,MINNOW,2008-12-18,2009-02-09,53.00,"3,652.00",0.04,159.00,0.98,,Miller,South Dakota,US,341.00,131.00,2.00,0.02,0.00,71.00,0.45,4.90
28120,Crafts,55.79,MINNOW,2008-12-18,2010-01-15,393.00,"3,652.00",0.02,98.00,0.57,,Mississauga,Ontario Canada,CA,409.00,237.00,1.00,0.00,0.00,18.00,0.18,3.78
28199,Parts & Accessories,"1,752.44",DOLPHIN,2008-12-18,2009-03-23,95.00,"3,652.00",0.48,314.00,5.58,,Baxter,TN,US,"1,399.00","1,436.00",1.00,0.00,0.00,6.00,0.02,5.00
28249,Home & Garden,255.30,SEA_BASS,2008-12-18,2009-03-08,80.00,"3,652.00",0.07,458.00,0.56,4.00,Elmhurst,IL,US,20.00,32.00,0.00,0.00,0.00,10.00,0.02,5.00
28384,Jewelry & Watches,"1,220.45",MINNOW,2008-12-19,2009-01-20,32.00,"3,651.00",0.33,234.00,5.22,,Minneapolis,MN,US,"7,127.00","3,224.00",2.00,NAN,1.00,33.00,0.14,4.45
28708,Books,422.96,MINNOW,2008-12-20,2009-02-20,62.00,"3,650.00",0.12,300.00,1.41,4.00,North Providence,Rhode Island,US,"32,811.00",533.00,3.00,0.01,0.00,38.00,0.13,4.82
28930,Home & Garden,135.71,MINNOW,2008-12-20,2009-03-19,89.00,"3,650.00",0.04,203.00,0.67,,Devine,TX,US,713.00,493.00,1.00,0.00,0.00,27.00,0.13,5.00
29092,Fashion,132.31,MINNOW,2008-12-21,2009-02-13,54.00,"3,649.00",0.04,145.00,0.91,3.00,Fremont,CA,US,985.00,187.00,2.00,0.01,0.00,19.00,0.13,5.00
30459,No Category,373.10,SEA_BASS,2008-12-25,2009-01-08,14.00,"3,645.00",0.10,524.00,0.71,7.00,Fort Wayne,IN,US,15.00,76.00,0.00,0.00,0.00,52.00,0.10,5.00
30571,Coins & Paper Money,345.40,MINNOW,2008-12-26,2009-01-09,14.00,"3,644.00",0.09,166.00,2.08,,Chesterfield,Mi.,US,163.00,105.00,0.00,NAN,0.00,125.00,0.75,5.00
30813,Toys & Hobbies,277.25,MINNOW,2008-12-26,2009-01-01,6.00,"3,644.00",0.08,319.00,0.87,4.00,San Dimas,CA,US,"1,415.00",438.00,0.00,0.01,0.00,138.00,0.43,4.97
30883,Jewelry & Watches,310.44,MINNOW,2008-12-27,2009-03-09,72.00,"3,643.00",0.09,100.00,3.10,4.00,blackpool,Lancashire,GB,87.00,123.00,1.00,0.01,0.00,37.00,0.37,4.89
31023,No Category,"1,858.34",MINNOW,2008-12-27,2009-03-19,82.00,"3,643.00",0.51,180.00,10.32,,Carpenter,WY,US,444.00,204.00,1.00,0.00,0.00,67.00,0.37,5.00
31123,Health & Beauty,533.78,MINNOW,2008-12-27,2009-01-24,28.00,"3,643.00",0.15,344.00,1.55,,Quartz Hill,CA,US,366.00,356.00,3.00,0.01,0.00,21.00,0.06,4.71
31158,Books,"1,891.26",SEA_BASS,2008-12-27,2009-02-21,56.00,"3,643.00",0.52,708.00,2.67,,Stoughton,WI,US,"2,069.00","2,359.00",11.00,NAN,0.00,163.00,0.23,4.95
32222,No Category,"12,605.24",SEA_BASS,2008-12-30,2009-01-07,8.00,"3,640.00",3.46,806.00,15.64,4.00,Galena,KS,US,"1,582.00","2,916.00",25.00,NAN,4.00,194.00,0.24,4.99
33490,Fashion,"6,448.72",DOLPHIN,2009-01-03,2009-11-17,318.00,"3,636.00",1.77,"2,642.00",2.44,,Toronto,ON,CA,"1,679.00","2,656.00",117.00,0.04,3.00,150.00,0.06,4.83
34098,64482,66.10,MINNOW,2009-01-04,2009-01-07,3.00,"3,635.00",0.02,98.00,0.67,3.00,East Peoria,Illinois,US,"2,772.00",966.00,1.00,0.00,0.00,21.00,0.21,5.00
34327,No Category,"1,639.86",MINNOW,2009-01-04,2009-02-26,53.00,"3,635.00",0.45,180.00,9.11,,Huntsville,AL,US,"1,500.00",898.00,1.00,0.00,2.00,35.00,0.19,5.00
34485,1,98.67,DOLPHIN,2009-01-05,2017-03-03,"2,979.00","3,634.00",0.03,137.00,0.72,3.00,Lithonia,GA,US,"34,583.00","6,083.00",12.00,0.00,0.00,24.00,0.18,4.88
34620,293,"10,526.49",DOLPHIN,2009-01-05,2016-01-06,"2,557.00","3,634.00",2.90,925.00,11.38,,Marlboro,NJ,US,"40,875.00",672.00,8.00,0.01,4.00,39.00,0.04,4.59
34756,Jewelry & Watches,"1,175.22",SEA_BASS,2009-01-05,2009-03-20,74.00,"3,634.00",0.32,445.00,2.64,4.00,Arnold,MD,US,"1,317.00",60.00,1.00,0.02,0.00,55.00,0.12,4.85
34800,Parts & Accessories,112.58,MINNOW,2009-01-05,2009-06-18,164.00,"3,634.00",0.03,106.00,1.06,3.00,New Delhi,Delhi,IN,"124,930.00","212,233.00",0.00,0.00,0.00,23.00,0.22,4.39
35750,No Category,583.82,DOLPHIN,2009-01-08,2009-01-09,1.00,"3,631.00",0.16,544.00,1.07,3.00,Hernando,MS,US,739.00,617.00,0.00,0.00,0.00,78.00,0.14,4.56
36072,Cell Phones & Accessories,"2,097.19",DOLPHIN,2009-01-09,2009-02-02,24.00,"3,630.00",0.58,"1,009.00",2.08,,kiryat Byalik,Israel,IL,"1,381.00","3,740.00",4.00,0.00,0.00,200.00,0.20,4.29
36431,No Category,202.39,MINNOW,2009-01-10,2010-10-13,641.00,"3,629.00",0.06,290.00,0.70,4.00,Pataskala,OH,US,"1,218.00",244.00,5.00,0.02,0.00,34.00,0.12,3.12
36472,No Category,97.83,MINNOW,2009-01-10,2009-02-21,42.00,"3,629.00",0.03,108.00,0.91,,Charlotte,N Carolina,US,304.00,273.00,5.00,0.02,0.00,27.00,0.25,4.89
36535,Fashion,716.65,DOLPHIN,2009-01-10,2010-05-21,496.00,"3,629.00",0.20,102.00,7.03,,Portland,OR,US,"2,029.00",523.00,2.00,0.00,0.00,13.00,0.13,4.38
36789,1,257.31,SEA_BASS,2009-01-10,2009-01-18,8.00,"3,629.00",0.07,833.00,0.31,4.00,OCALA,FL,US,659.00,991.00,4.00,0.02,0.00,210.00,0.25,4.92
36824,No Category,168.01,MINNOW,2009-01-10,2009-07-20,191.00,"3,629.00",0.05,210.00,0.80,,Nelson,PA,US,"1,981.00","2,332.00",2.00,0.00,0.00,46.00,0.22,4.63
36939,Toys & Hobbies,366.77,SEA_BASS,2009-01-11,2009-11-17,310.00,"3,628.00",0.10,846.00,0.43,,Pinellas Park,FL,US,"8,888.00","5,163.00",0.00,0.00,1.00,110.00,0.13,4.93
37005,1,550.66,SEA_BASS,2009-01-11,2009-02-25,45.00,"3,628.00",0.15,488.00,1.13,4.00,Valley Stream,NY,US,652.00,217.00,4.00,0.02,0.00,57.00,0.12,4.86
37566,Crafts,784.69,MINNOW,2009-01-12,2009-03-01,48.00,"3,627.00",0.22,201.00,3.90,3.00,Taipei,Taiwan,TW,890.00,231.00,0.00,NAN,0.00,28.00,0.14,4.64
38135,1,292.84,SEA_BASS,2009-01-13,2009-02-04,22.00,"3,626.00",0.08,377.00,0.78,4.00,Wellsburg,WV,US,278.00,365.00,3.00,0.01,0.00,32.00,0.08,5.00
38390,No Category,705.11,DOLPHIN,2009-01-13,2018-01-08,"3,282.00","3,626.00",0.19,206.00,3.42,8.00,Maryland Heights,MO,US,"23,745.00","3,779.00",5.00,NAN,3.00,30.00,0.15,4.70
38894,64482,71.58,MINNOW,2009-01-14,2009-02-13,30.00,"3,625.00",0.02,276.00,0.26,3.00,Newport,NC,US,"1,227.00",459.00,4.00,0.01,0.00,28.00,0.10,4.93
38930,Fashion,481.20,MINNOW,2009-01-14,2009-05-08,114.00,"3,625.00",0.13,103.00,4.67,,Baltimore,MD,US,74.00,46.00,0.00,0.00,0.00,111.00,1.08,5.00
39384,Home & Garden,"1,508.44",SEA_BASS,2009-01-15,2009-03-03,47.00,"3,624.00",0.42,719.00,2.10,4.00,Florence,SC,US,76.00,565.00,0.00,0.00,0.00,59.00,0.08,5.00
39854,Music,64.09,MINNOW,2009-01-16,2009-03-01,44.00,"3,623.00",0.02,125.00,0.51,,Carson City,NV,US,778.00,429.00,1.00,0.00,0.00,24.00,0.19,5.00
40662,Coins & Paper Money,248.18,MINNOW,2009-01-18,2009-01-25,7.00,"3,621.00",0.07,201.00,1.23,,Walpole,MA,US,25.00,10.00,0.00,0.03,0.00,72.00,0.36,5.00
40918,Jewelry & Watches,947.64,SEA_BASS,2009-01-18,2009-06-09,142.00,"3,621.00",0.26,795.00,1.19,4.00,Bixby,OK,US,343.00,782.00,3.00,0.00,0.00,"1,064.00",1.34,5.00
40982,Home & Garden,204.96,MINNOW,2009-01-19,2009-01-30,11.00,"3,620.00",0.06,185.00,1.11,,Sterling,IL,US,27.00,5.00,0.00,0.00,0.00,13.00,0.07,4.85
