seller_id,profit_estimate,value_em,user_created,booth_created,first_sale,days_to_sale,country,state,city,committed,year_sales,year_amount,year_fvf,items_for_sale,sales,source_em,entry_source_em,inventory_source_em,entry_url,entry_query
28539025,0.00,minnow,10/27/17,10/28/17,,NaN,TH,,Phra Nakhon Si Ayutthaya,FALSE,0.00,0.00,0.00,0,0,organic,,1,,
28607377,51.00,minnow,11/1/17,11/1/17,1/9/18,69,UA,,Kiev,TRUE,6.00,799.44,20.74,0,7,organic,,1,,
28646204,0.00,dolphin,11/3/17,11/3/17,5/21/18,199,US,FL,Spring Hill,FALSE,1.00,38.65,1.35,0,1,organic,,,,
28657107,0.00,minnow,11/4/17,11/4/17,10/28/18,358,US,HI,Honolulu,TRUE,2.00,77.75,2.37,131,2,organic,,1,,
28728987,29.00,minnow,11/7/17,11/7/17,3/4/18,117,US,TX,El Paso,TRUE,9.00,236.35,21.28,147,9,organic,,1,,
28822588,9.00,minnow,11/12/17,11/12/17,12/4/17,22,HU,,Szeged,TRUE,33.00,481.00,17.46,88,39,organic,,,,
28828717,5.00,minnow,11/12/17,11/12/17,7/12/18,242,TH,,Rachathewi,TRUE,3.00,73.97,5.39,19,3,organic,,,,
29078070,47.00,dolphin,11/24/17,11/24/17,3/21/18,117,US,UT,Smithfield,TRUE,8.00,771.11,74.55,1886,8,organic,,1,,
29494551,0.00,minnow,12/11/17,12/11/17,2/26/18,77,US,IN,Elkhart,FALSE,1.00,10.35,0.50,0,1,organic,,1,,
29581931,-10.00,minnow,12/15/17,12/15/17,4/27/18,133,US,MO,warrenton,TRUE,6.00,497.48,0.00,0,6,organic,,1,,
29596491,10.00,minnow,12/15/17,2/20/18,5/15/18,84,ID,,Denpasar,FALSE,3.00,228.99,24.01,0,3,organic,,,,
29610180,5.00,minnow,12/16/17,12/16/17,7/10/18,206,US,GA,LaFayette,TRUE,3.00,91.90,6.18,113,3,organic,,1,,
29670499,-20.00,minnow,12/19/17,12/19/17,7/17/18,210,CA,,Laval,TRUE,3.00,138.87,25.18,23666,3,organic,,1,,
29715097,-11.00,minnow,12/21/17,12/21/17,4/28/18,128,LT,,Kaunas,TRUE,2.00,107.42,10.63,46,2,organic,,1,,
29771706,11.00,minnow,12/24/17,12/24/17,1/16/18,23,IL,,Holon,TRUE,4.00,455.30,15.69,212,5,organic,,,,
29805427,0.00,minnow,12/26/17,12/26/17,7/10/18,196,US,CA,los angeles,FALSE,2.00,205.97,7.21,0,2,organic,,2,,
29814053,498.00,dolphin,12/27/17,12/27/17,12/31/17,4,ID,,Bandung,TRUE,29.00,10660.00,556.83,138,31,organic,,,,
29843351,113.00,minnow,12/28/17,12/28/17,4/9/18,102,US,TX,HIDALGO,TRUE,6.00,786.78,30.24,0,6,organic,,1,,
29845484,25.00,minnow,12/28/17,12/28/17,4/3/18,96,US,MI,Waterford Township,TRUE,30.00,470.32,62.28,341,30,organic,,1,,
29948113,107.00,sea_bass,1/3/18,1/3/18,4/24/18,111,US,IL,New Lenox,FALSE,28.00,1940.55,142.67,0,28,organic,,,,
29970248,0.00,minnow,1/4/18,1/4/18,,NaN,GB,,SWINDON,FALSE,0.00,0.00,0.00,0,0,organic,,2,,
29987558,478.00,dolphin,1/5/18,1/5/18,1/17/18,12,US,FL,Plant City,TRUE,302.00,8386.53,749.44,4470,303,organic,,3,,
30018495,143.00,minnow,1/6/18,1/6/18,6/7/18,152,VN,,Ho Chi Minh City,TRUE,26.00,3664.74,403.70,39,26,organic,,4,,
30062178,-4.00,minnow,1/9/18,1/9/18,,NaN,GB,,newry,TRUE,0.00,0.00,0.00,565,0,organic,,1,,
30230515,112.00,sea_bass,1/19/18,1/19/18,1/29/18,10,US,FL,West Palm Beach,TRUE,55.00,2081.34,177.81,369,56,organic,,1,,
30303878,19.00,minnow,1/24/18,1/24/18,1/31/18,7,GB,,birmingham,TRUE,6.00,443.43,23.98,424,6,organic,,1,,
30330112,-2.00,minnow,1/25/18,1/25/18,4/13/18,78,LT,,Vilnius,FALSE,3.00,128.07,2.39,0,3,organic,,,,
30372364,643.00,minnow,1/28/18,1/28/18,2/24/18,27,HU,,Kecskemét,TRUE,9.00,1073.58,105.22,1093,9,organic,,1,,
30450961,293.00,minnow,2/2/18,2/2/18,2/20/18,18,LT,,Utena,TRUE,4.00,188.21,12.58,75100,4,organic,,1,,
30521430,-6.00,minnow,2/6/18,2/6/18,2/25/18,19,US,CA,Burbank,TRUE,4.00,33.14,2.98,709,4,organic,,1,,
30631360,1461.00,whale,2/13/18,2/13/18,3/8/18,23,US,FL,Lantana,TRUE,53.00,39137.66,1778.17,50,53,organic,,1,,
30636775,24.00,minnow,2/13/18,2/13/18,2/17/18,4,US,CA,Riverside,TRUE,10.00,338.04,30.42,578,10,organic,,1,,
30729202,0.00,minnow,2/19/18,2/19/18,,NaN,US,IL,Rock Island,FALSE,0.00,0.00,0.00,0,0,organic,,1,,
30760789,44.00,sea_bass,2/21/18,2/21/18,3/4/18,11,LT,,Klaipeda,TRUE,47.00,717.22,62.48,78,47,organic,,,,
30771821,4231.00,whale,2/21/18,2/21/18,3/12/18,19,US,CA,La Mirada,TRUE,172.00,31956.97,3223.95,1246,172,organic,,,,
30771972,1652.00,dolphin,2/21/18,2/28/18,3/17/18,17,US,CA,Upland,TRUE,112.00,11368.59,2376.18,977,112,organic,,,,
30870975,362.00,whale,2/27/18,2/27/18,3/14/18,15,US,NJ,Parlin,TRUE,16.00,7584.94,463.33,6663,16,organic,,1,,
30964456,-2.00,minnow,3/4/18,3/4/18,6/6/18,94,AU,,Doncaster East,TRUE,2.00,105.23,3.71,88,2,organic,,1,,
30996711,25.00,minnow,3/6/18,3/6/18,7/30/18,146,US,CA,Seal Beach,TRUE,6.00,594.11,25.84,10,6,organic,,,,
31109829,24.00,minnow,3/12/18,3/12/18,4/3/18,22,US,CA,Antelope,FALSE,11.00,599.81,42.13,0,11,organic,,1,,
31121902,640.00,dolphin,3/13/18,3/13/18,3/23/18,10,US,CA,La Habra,TRUE,57.00,4405.58,1065.68,951,57,organic,,,,
31165296,151.00,minnow,3/15/18,3/15/18,7/23/18,130,US,FL,HIALEAH,FALSE,2.00,44.15,3.03,0,2,organic,,1,,
31178100,73.00,minnow,3/16/18,3/16/18,5/31/18,76,US,NY,Buffalo,FALSE,3.00,250.07,16.27,0,3,organic,,1,,
31262973,3893.00,whale,3/21/18,3/21/18,4/24/18,34,US,MI,Lapeer,TRUE,570.00,37551.91,3112.77,8042,570,organic,,2,,
31272019,0.00,minnow,3/21/18,3/21/18,,NaN,US,TN,Baxter,FALSE,0.00,0.00,0.00,0,0,organic,,3,,
31300806,20.00,minnow,3/23/18,3/23/18,8/1/18,131,US,CA,Upland,TRUE,5.00,144.36,23.93,114,5,organic,,,,
31356718,-8.00,dolphin,3/26/18,3/26/18,,NaN,US,CA,Riverside,TRUE,0.00,0.00,0.00,402,0,organic,-1,,Direct,google
31413717,153.00,dolphin,3/29/18,3/29/18,6/6/18,69,US,CA,Grand Terrace,TRUE,10.00,866.16,233.43,673,10,organic,,,,
31428488,22.00,minnow,3/30/18,3/30/18,4/15/18,16,US,FL,Cocoa Beach,FALSE,11.00,352.15,23.92,0,11,organic,,1,,
31504495,14.00,minnow,4/4/18,4/4/18,4/14/18,10,US,TX,Conroe,FALSE,6.00,521.06,39.34,0,6,organic,,1,,
31511586,-27.00,minnow,4/4/18,4/4/18,10/19/18,198,US,OH,DILLONVALE,FALSE,2.00,435.66,38.31,0,2,organic,,1,,
31543748,2845.00,whale,4/6/18,4/6/18,4/19/18,13,US,FL,sarasota,FALSE,113.00,32709.13,2053.61,0,113,organic,,1,,
31669846,0.00,minnow,4/13/18,4/13/18,,NaN,US,TX,San Antonio,TRUE,0.00,0.00,0.00,0,0,organic,,1,,
31751722,147.00,dolphin,4/18/18,4/18/18,4/23/18,5,US,CA,City of Industry,TRUE,25.00,1571.38,228.13,1784,25,organic,,1,,
31797594,11.00,minnow,4/21/18,4/21/18,5/5/18,14,US,CA,Patterson,TRUE,9.00,234.77,20.70,30,9,organic,,,,
31863478,23.00,minnow,4/24/18,4/24/18,6/19/18,56,US,FL,Brooksville,TRUE,15.00,214.77,35.73,136,15,organic,,1,,
32019665,146.00,whale,5/1/18,5/1/18,6/27/18,57,US,CA,Rancho Cordova,TRUE,14.00,2834.97,245.15,12840,14,organic,,1,,
32058855,629.00,whale,5/3/18,5/3/18,5/6/18,3,US,FL,Melbourne,TRUE,150.00,16244.53,1426.10,13680,150,organic,,1,,
32291346,47.00,dolphin,5/15/18,5/15/18,6/8/18,24,TH,,Bangyai,TRUE,7.00,1024.07,60.55,2092,7,organic,0,1,Direct,agathacycle
32474655,0.00,whale,5/24/18,5/24/18,6/29/18,36,US,FL,Miami,FALSE,1.00,69.19,2.42,0,1,organic,,1,,
32509642,0.00,minnow,5/26/18,5/26/18,8/9/18,75,US,FL,Royal Palm Beach,FALSE,1.00,1223.80,55.86,0,1,organic,,,,
32584676,0.00,minnow,5/30/18,5/30/18,,NaN,US,FL,Wesley Chapel,FALSE,0.00,0.00,0.00,0,0,organic,,,,
32726907,0.00,minnow,6/6/18,6/6/18,,NaN,US,NC,Asheville,FALSE,0.00,0.00,0.00,0,0,organic,,1,,
32870218,0.00,minnow,6/12/18,6/12/18,,NaN,GB,,"Isleham, Ely",FALSE,0.00,0.00,0.00,0,0,organic,,1,,
32890338,53.00,minnow,6/13/18,6/13/18,7/30/18,47,US,CA,Santa Maria,TRUE,15.00,970.00,107.56,212,15,organic,,1,,
33012338,0.00,minnow,6/19/18,6/19/18,,NaN,US,CA,Azusa,TRUE,0.00,0.00,0.00,0,0,organic,6,6,Direct,Selling websites
33042671,0.00,minnow,6/21/18,6/21/18,,NaN,US,TX,Conroe,FALSE,0.00,0.00,0.00,0,0,organic,,1,,
33145579,0.00,minnow,6/26/18,6/26/18,,NaN,US,MA,Westfield,FALSE,0.00,0.00,0.00,0,0,organic,-1,1,https://www.google.com/,
33178596,0.00,minnow,6/28/18,6/28/18,,NaN,US,MI,Livonia,FALSE,0.00,0.00,0.00,0,0,organic,3,1,Direct,Redit
33224610,-1.00,minnow,6/30/18,6/30/18,,NaN,US,TX,Dallas,TRUE,0.00,0.00,0.00,151,0,organic,6,1,Direct,
33301927,55.00,sea_bass,7/4/18,7/4/18,7/27/18,23,US,CA,Chino Hills,TRUE,22.00,1357.90,92.81,74,22,organic,5,1,https://www.google.com/,
33339357,0.00,minnow,7/6/18,7/6/18,,NaN,ID,,Rantepao,FALSE,0.00,0.00,0.00,0,0,organic,6,,Direct,i search marketplace on google
33384825,67.00,dolphin,7/9/18,7/9/18,7/18/18,9,US,TX,San Marcos,TRUE,33.00,4876.01,368.21,2627,33,organic,2,1,https://www.google.com/,www.ecommercebytes.com
33414202,548.00,whale,7/10/18,7/10/18,7/16/18,6,US,CA,Rancho Cordova,TRUE,26.00,2740.35,230.60,18263,26,organic,1,1,https://www.google.com/,
33515853,-10.00,minnow,7/16/18,7/16/18,,NaN,GB,,Sutton Bridge,TRUE,0.00,0.00,0.00,191,0,organic,6,1,https://www.google.co.uk/,Alternatives to Ebay
33550546,35.00,minnow,7/17/18,7/17/18,7/25/18,8,US,NJ,Marlton,TRUE,11.00,755.40,48.34,56,11,organic,6,1,https://www.google.com/,Hubcaps
33582977,-34.00,whale,7/19/18,7/19/18,1/14/19,179,US,MO,West Plains,TRUE,9.00,770.56,69.36,754,9,organic,0,1,https://www.google.com/,
33585658,0.00,minnow,7/19/18,7/19/18,,NaN,US,PA,Upper Chichester,FALSE,0.00,0.00,0.00,0,0,organic,6,3,https://www.google.com/,
33608511,62.00,minnow,7/20/18,7/20/18,7/25/18,5,US,AZ,Yuma,TRUE,8.00,1263.18,99.88,1228,8,organic,3,1,https://www.google.com/,amazon seller forums
33608644,12.00,minnow,7/20/18,7/20/18,12/27/18,160,US,FL,DORAL,TRUE,2.00,261.97,16.54,42,2,organic,0,2,https://www.google.co.ve/,
33634936,29.00,minnow,7/22/18,7/22/18,10/10/18,80,ID,,Bandung,TRUE,1.00,350.00,31.50,68,1,organic,0,1,https://www.google.co.id/,person
33701228,0.00,minnow,7/25/18,7/25/18,,NaN,US,FL,MARGATE,TRUE,0.00,0.00,0.00,50,0,organic,6,5,https://www.google.com/,online store
33701460,0.00,minnow,7/25/18,7/25/18,,NaN,US,FL,Winter Springs,TRUE,0.00,0.00,0.00,3789,0,organic,6,3,https://www.google.com/,
33770980,0.00,minnow,7/28/18,7/28/18,,NaN,CA,,ottawa,TRUE,0.00,0.00,0.00,0,0,organic,6,1,https://www.google.ca/,
33781743,277.00,whale,7/29/18,7/29/18,8/3/18,5,US,TX,Austin,TRUE,20.00,2426.16,258.44,1618,20,organic,0,1,https://www.google.com/,Weston Norton
33835646,0.00,minnow,8/1/18,8/1/18,,NaN,GB,,Brynmawr,FALSE,0.00,0.00,0.00,0,0,organic,6,1,https://www.google.com/,
33843506,11.00,dolphin,8/1/18,8/1/18,8/14/18,13,US,FL,hollywood,FALSE,6.00,828.43,71.54,0,6,organic,6,1,https://www.google.com/,
33943692,0.00,minnow,8/6/18,8/6/18,,NaN,HR,,Zagreb,TRUE,0.00,0.00,0.00,0,0,organic,6,1,https://www.google.com/,
34116333,0.00,minnow,8/14/18,8/14/18,,NaN,US,FL,Daytona Beach,TRUE,0.00,0.00,0.00,42048,0,organic,2,1,https://www.google.com/,
34120076,126.00,dolphin,8/14/18,8/14/18,8/22/18,8,US,TX,Motor City,TRUE,4.00,1483.54,146.45,872,4,organic,2,1,https://www.google.com/,
34150680,-7.00,minnow,8/16/18,8/16/18,,NaN,US,IN,Cross Plains,TRUE,0.00,0.00,0.00,930,0,organic,6,1,Direct,site better than ebay
34162433,9.00,minnow,8/16/18,8/16/18,8/30/18,14,US,SC,Rock Hill,TRUE,5.00,229.35,14.95,629,5,organic,3,1,Direct,ebay
34178338,11.00,dolphin,8/17/18,8/17/18,8/25/18,8,US,ID,Payette,FALSE,9.00,234.51,28.33,0,9,organic,6,1,https://www.google.com/,alternatives to selling on ebay
34215102,0.00,minnow,8/19/18,8/19/18,,NaN,US,FL,PINELLAS PARK,TRUE,0.00,0.00,0.00,71,0,organic,5,1,https://www.google.com/,youtube.com
34360987,140.00,minnow,8/28/18,8/28/18,8/28/18,0,US,UT,Circleville,TRUE,1.00,3.45,0.50,0,1,organic,6,,https://www.google.com/,
34507771,45.00,dolphin,9/6/18,9/6/18,9/24/18,18,US,CA,City of Industry,FALSE,6.00,803.67,62.50,0,6,organic,,1,,
34540707,20.00,minnow,9/8/18,9/8/18,,NaN,US,NY,Grand Island,FALSE,0.00,0.00,0.00,0,0,organic,0,1,Direct,
34601747,483.00,dolphin,9/11/18,9/11/18,9/21/18,10,CN,,Ping Xiang,TRUE,73.00,5504.18,614.14,1220,73,organic,,1,,
34709984,0.00,minnow,9/18/18,9/18/18,,NaN,US,FL,CLEARWATER,TRUE,0.00,0.00,0.00,240,0,organic,0,1,https://www.google.com/,
34716789,174.00,minnow,9/18/18,9/18/18,9/25/18,7,US,NY,hudson falls,TRUE,2.00,841.13,62.01,257,2,organic,,1,,
34732841,0.00,minnow,9/19/18,9/19/18,,NaN,US,NY,Champlain,TRUE,0.00,0.00,0.00,483,0,organic,0,1,https://www.google.ca/,
34773988,0.00,minnow,9/21/18,9/21/18,,NaN,US,KY,Paducah,FALSE,0.00,0.00,0.00,0,0,organic,0,1,Direct,
34794964,329.00,dolphin,9/22/18,9/22/18,9/26/18,4,US,GA,Macon,TRUE,34.00,2830.74,311.37,429,34,organic,0,1,https://www.google.com/,
34826079,0.00,minnow,9/24/18,9/24/18,,NaN,US,AL,Birmingham,FALSE,0.00,0.00,0.00,0,0,organic,0,1,https://www.google.com/,
35023841,108.00,dolphin,10/4/18,10/4/18,,NaN,US,AL,Mobile,TRUE,0.00,0.00,0.00,46428,0,organic,0,1,https://www.google.com/,
35043188,0.00,minnow,10/5/18,10/5/18,11/6/18,32,US,VA,Woodbridge,TRUE,1.00,30.00,2.70,127,1,organic,,1,,
35102471,-8.00,minnow,10/9/18,10/13/18,,NaN,GB,,worcester,TRUE,0.00,0.00,0.00,728,0,organic,0,1,https://www.bonanza.com/items/search?q[filter_category_id]=159043&q[page]=11&s=35621.200927734375,
35387493,0.00,minnow,10/24/18,10/24/18,,NaN,FR,,clazay,TRUE,0.00,0.00,0.00,41,0,organic,0,1,https://www.google.fr/,
35398372,18.00,dolphin,10/24/18,10/24/18,11/2/18,9,US,MD,DARLINGTON,TRUE,6.00,240.70,20.48,712,6,organic,0,1,https://www.google.com/,
35454640,0.00,minnow,10/27/18,10/27/18,,NaN,US,NY,Red Hook,TRUE,0.00,0.00,0.00,66,0,organic,0,3,https://www.google.com/,
35482202,2.00,sea_bass,10/29/18,10/29/18,11/8/18,10,US,AZ,Gilbert,TRUE,10.00,969.99,57.54,431,10,organic,0,1,https://www.google.com/,
35518909,8.00,whale,10/31/18,10/31/18,11/5/18,5,US,CO,wheat ridge,TRUE,9.00,908.00,57.52,70470,9,organic,0,1,https://www.google.com/,
35535643,-7.00,dolphin,11/1/18,11/1/18,11/21/18,20,US,KS,Kansas City,TRUE,1.00,9.85,1.28,1106,1,organic,0,1,https://www.google.com/,
35557259,276.00,dolphin,11/2/18,11/2/18,,NaN,US,PA,East Greenville,TRUE,0.00,0.00,0.00,303,0,organic,,1,,
35567804,3.00,minnow,11/3/18,11/3/18,12/5/18,32,LV,,Salaspils,TRUE,1.00,47.48,4.27,36,1,organic,0,1,https://www.google.lv/,
35586093,10.00,minnow,11/4/18,11/4/18,11/22/18,18,US,FL,Orlando,TRUE,1.00,95.60,8.60,330,1,organic,0,2,https://www.google.com/,
35627733,0.00,minnow,11/6/18,11/6/18,,NaN,VE,,caracas,TRUE,0.00,0.00,0.00,48,0,organic,0,1,Direct,
35638095,515.00,dolphin,11/7/18,11/7/18,11/25/18,18,US,CA,Santa Ana,TRUE,5.00,624.68,20.52,1170,5,organic,0,1,https://www.google.com/,
35714449,494.00,dolphin,11/12/18,11/12/18,11/16/18,4,US,CA,Newport Beach,TRUE,13.00,7438.87,486.01,172,13,organic,,3,,
35761869,-2.00,minnow,11/14/18,11/14/18,1/15/19,62,US,OH,Twinsburg,TRUE,1.00,47.51,4.28,69,1,organic,,1,,
35776192,0.00,minnow,11/15/18,11/15/18,12/10/18,25,LV,,RIGA,TRUE,1.00,4.99,0.50,144,1,organic,0,1,https://www.google.com/,
35802264,40.00,minnow,11/16/18,11/16/18,,NaN,US,FL,lake worth,TRUE,0.00,0.00,0.00,83,0,organic,0,1,https://www.google.com/,
35814352,0.00,minnow,11/17/18,11/17/18,12/16/18,29,US,MO,Walnut Grove,TRUE,1.00,29.99,0.00,15,1,organic,,1,,
35829546,0.00,minnow,11/18/18,11/18/18,,NaN,US,NE,NICKERSON,TRUE,0.00,0.00,0.00,88,0,organic,0,1,https://www.google.com/,
35832911,0.00,minnow,11/18/18,11/18/18,,NaN,US,FL,Lehigh Acres,FALSE,0.00,0.00,0.00,0,0,organic,,3,,
35856594,0.00,minnow,11/19/18,11/20/18,,NaN,US,AL,Mobile,FALSE,0.00,0.00,0.00,0,0,organic,0,1,https://m.bonanza.com/items/search?q[catalog_id]=&q[country_to_filter]=US&q[filter_category_id]=&q[gallery_style]=1&q[in_booth_id]=&q[origin_country]=1&q[origin_country_filter]=US&q[per_page]=60&q[ship_country]=1&q[shipping_in_price]=0&q[sort_by]=relevanc,
35873293,6.00,minnow,11/20/18,11/20/18,12/12/18,22,US,CA,Corona,TRUE,1.00,59.40,7.72,21,1,organic,0,1,https://www.google.com/,
35910245,13.00,sea_bass,11/22/18,11/26/18,12/9/18,13,US,FL,Beverly Hills,TRUE,5.00,292.47,23.15,64,5,organic,,1,,
36008811,0.00,minnow,11/27/18,11/27/18,,NaN,US,OH,Concord,TRUE,0.00,0.00,0.00,18,0,organic,0,2,https://duckduckgo.com/,
36104639,0.00,minnow,12/1/18,12/1/18,,NaN,US,PA,Scranton,TRUE,0.00,0.00,0.00,12,0,organic,,6,,
36226929,0.00,minnow,12/7/18,12/7/18,,NaN,LT,,Vilnius,TRUE,0.00,0.00,0.00,225,0,organic,,1,,
36247567,0.00,minnow,12/8/18,12/8/18,,NaN,US,AR,Conway,FALSE,0.00,0.00,0.00,0,0,organic,0,1,https://www.google.com/,
36465698,-1.00,minnow,12/19/18,12/19/18,,NaN,ES,,MURCIA,TRUE,0.00,0.00,0.00,23377,0,organic,0,1,https://www.google.com/,
36482631,-1.00,minnow,12/19/18,12/19/18,,NaN,ID,,Bandung,TRUE,0.00,0.00,0.00,35,0,organic,0,1,https://www.google.com/,
36629516,0.00,minnow,12/28/18,12/28/18,,NaN,CO,,Envigado,TRUE,0.00,0.00,0.00,314,0,organic,,,,
36898388,0.00,minnow,1/13/19,1/13/19,,NaN,GB,,taunton,TRUE,0.00,0.00,0.00,229,0,organic,0,1,https://www.bing.com/search?q=bonanza&form=EDNTHT&mkt=en-gb&httpsmsn=1&refig=400d2db947674b93d0f1640e895318e1&PC=LCTS&sp=-1&pq=bon&sc=8-3&qs=n&sk=&cvid=400d2db947674b93d0f1640e895318e1,
36948899,-6.00,dolphin,1/16/19,1/16/19,1/24/19,8,US,NY,Ava,TRUE,2.00,183.06,23.79,3279,2,organic,0,1,https://www.google.com/,
36957327,0.00,minnow,1/17/19,1/17/19,,NaN,US,IN,INDIANAPOLIS,TRUE,0.00,0.00,0.00,528,0,organic,0,2,https://www.google.com/,
36972917,0.00,minnow,1/17/19,1/17/19,,NaN,SI,,Sezana,TRUE,0.00,0.00,0.00,3257,0,organic,,3,,
37007562,0.00,minnow,1/20/19,1/20/19,,NaN,US,DE,Dove,TRUE,0.00,0.00,0.00,103,0,organic,0,4,https://www.google.com/,
37064090,0.00,minnow,1/23/19,1/23/19,,NaN,US,CA,ROSEMEAD,TRUE,0.00,0.00,0.00,128,0,organic,0,2,https://www.google.com/,
37064412,0.00,minnow,1/23/19,1/23/19,,NaN,US,CA,Roseville,TRUE,0.00,0.00,0.00,56,0,organic,,1,,
37094914,0.00,minnow,1/25/19,1/25/19,,NaN,US,MO,O'Fallon,TRUE,0.00,0.00,0.00,294,0,organic,,1,,
37101512,0.00,minnow,1/25/19,1/25/19,1/29/19,4,US,CA,Pico Rivera,TRUE,1.00,27.71,3.60,1158,1,organic,0,1,https://www.google.com/,
4500801,9.00,minnow,10/1/12,9/22/17,11/24/17,63,US,AL,Delta,FALSE,4.00,69.96,13.30,0,5,google_text_ad,,,,
9109319,0.00,minnow,8/3/14,2/27/18,,NaN,US,MD,Severna Park,TRUE,0.00,0.00,0.00,0,0,google_text_ad,,1,,
14766529,36.00,minnow,10/23/15,10/23/15,11/1/15,9,US,TX,Rowlett,TRUE,2.00,23.34,2.11,134,10,google_text_ad,,,,
14772544,63.00,minnow,10/23/15,10/23/15,11/4/15,12,CA,,angus,FALSE,0.00,0.00,0.00,0,46,google_text_ad,,1,,
18612616,171.00,minnow,5/6/16,5/6/16,5/12/16,6,US,IL,columbia,TRUE,1.00,23.75,1.80,3727,87,google_text_ad,,1,,
19262349,503.00,minnow,6/17/16,6/17/16,9/21/17,461,US,FL,Hialeah,FALSE,1.00,17.42,2.26,0,4,google_text_ad,,,,
20536507,17.00,minnow,8/31/16,8/31/16,10/16/17,411,US,TX,Gun Barrell City,TRUE,2.00,165.18,14.86,71,7,google_text_ad,,1,,
20705449,148.00,dolphin,9/11/16,9/11/16,9/22/16,11,US,FL,Miami,TRUE,12.00,693.65,40.93,444,74,google_text_ad,,1,,
21138048,1381.00,whale,10/8/16,3/24/17,4/13/17,20,US,NJ,Metuchen,TRUE,97.00,9199.41,713.25,5132,253,google_text_ad,,1,,
22074643,350.00,dolphin,12/1/16,12/1/16,12/31/16,30,US,IA,Bettendorf,TRUE,18.00,4386.69,131.12,466,48,google_text_ad,,1,,
22488614,-15.00,minnow,12/21/16,12/21/16,1/6/17,16,US,FL,Palm Bay,FALSE,20.00,663.36,32.59,0,49,google_text_ad,,2,,
22939805,1951.00,dolphin,1/15/17,1/15/17,1/21/17,6,US,KS,Lawrence,TRUE,115.00,6308.45,793.95,857,296,google_text_ad,,,,
24029440,1612.00,dolphin,3/9/17,3/9/17,4/15/17,37,US,PA,Bensalem,TRUE,21.00,4318.17,300.39,178,68,google_text_ad,,1,,
24919791,56.00,minnow,4/22/17,4/22/17,5/4/17,12,US,AR,MENA,TRUE,31.00,537.94,37.61,307,58,google_text_ad,,1,,
25552747,0.00,minnow,5/25/17,5/25/17,,NaN,US,FL,North port,FALSE,0.00,0.00,0.00,0,0,google_text_ad,,,,
25579147,55.00,minnow,5/26/17,5/26/17,6/18/17,23,US,LA,Rayne,TRUE,0.00,0.00,0.00,12,6,google_text_ad,,,,
25747735,69.00,dolphin,6/4/17,6/4/17,6/18/17,14,US,FL,Clearwater,TRUE,24.00,1758.06,80.78,1230,36,google_text_ad,,1,,
25812115,367.00,dolphin,6/7/17,6/7/17,6/12/17,5,US,NY,Monticello,TRUE,127.00,5614.67,495.39,586,213,google_text_ad,,1,,
25868102,0.00,minnow,6/10/17,6/10/17,,NaN,CA,,Sherwood Park,FALSE,0.00,0.00,0.00,0,0,google_text_ad,,1,,
26014995,0.00,minnow,6/18/17,6/18/17,,NaN,US,TN,Nashville,FALSE,0.00,0.00,0.00,0,0,google_text_ad,,1,,
26062720,-1.00,minnow,6/20/17,6/20/17,,NaN,US,AR,Flagstaff,FALSE,0.00,0.00,0.00,0,0,google_text_ad,,1,,
26121069,0.00,minnow,6/23/17,6/23/17,,NaN,US,PA,BUTLER,FALSE,0.00,0.00,0.00,0,0,google_text_ad,,,,
26306625,146.00,dolphin,7/4/17,7/4/17,7/6/17,2,US,NJ,Marlton,FALSE,6.00,180.13,16.23,0,62,google_text_ad,,1,,
26438509,281.00,dolphin,7/11/17,7/11/17,8/19/17,39,US,TN,Rockwood,TRUE,0.00,0.00,0.00,211,6,google_text_ad,,1,,
26589256,-1.00,minnow,7/19/17,7/19/17,,NaN,US,Az,Tempe,FALSE,0.00,0.00,0.00,0,0,google_text_ad,,,,
26804585,0.00,minnow,7/31/17,7/31/17,,NaN,US,FL,Mukberry,FALSE,0.00,0.00,0.00,0,0,google_text_ad,,,,
26860549,8202.00,whale,8/3/17,8/3/17,8/14/17,11,US,TX,Houston,TRUE,568.00,47153.80,5863.79,38,656,google_text_ad,6,1,Direct,ebay like stores
27414350,157.00,sea_bass,8/31/17,8/31/17,9/7/17,7,US,AR,Sahuarita,TRUE,49.00,694.71,31.06,404,104,google_text_ad,,1,,
27870789,50.00,sea_bass,9/23/17,9/23/17,10/20/17,27,US,OR,Portland,FALSE,6.00,235.00,19.50,0,19,google_text_ad,,,,
27969448,119.00,minnow,9/28/17,9/28/17,9/30/17,2,US,IL,Morris,FALSE,0.00,0.00,0.00,0,1,google_text_ad,,,,
28090635,146.00,sea_bass,10/4/17,10/4/17,10/4/17,0,US,FL,Hialeah Gardens,TRUE,46.00,2736.01,350.26,9223,61,google_text_ad,,,,
28138470,-15.00,minnow,10/6/17,10/6/17,12/2/17,57,PK,,Sialkot,FALSE,4.00,733.58,37.50,0,5,google_text_ad,,1,,
28339857,3750.00,dolphin,10/17/17,11/9/17,11/12/17,3,US,MI,LAPEER,TRUE,496.00,20280.61,3140.38,2342,573,google_text_ad,,1,,
28573272,637.00,dolphin,10/30/17,10/30/17,11/6/17,7,US,FL,FORT LAUDERDALE,FALSE,60.00,2159.65,107.89,0,103,google_text_ad,,1,,
28633467,0.00,minnow,11/2/17,11/2/17,,NaN,US,GA,Marietta,FALSE,0.00,0.00,0.00,0,0,google_text_ad,,,,
