id,https://www.bonanza.com/booths/,booth_id,seller_id,featured_category_id,profit_estimate,value_em,created_at,first_sale,DaysToSale,Days as User,profit_per_day,orders,d_per_order,source_em,city,state,country,items_for_sale,view_count,offers,conversion_rate,membership_level,feedback,rate,rating
11468510,https://www.bonanza.com/booths/2770841,2137046,11468510,11700,-4.72,MINNOW,2/16/2015,2015-02-25,9,"1,401",$0.03,48,$0.69,,Bangkok,Bangkok,TH,292,294,0,0.00%,0,3.00,9%,2.33
343403,https://www.bonanza.com/booths/87266,87266,343403,0,1460.15,SEA_BASS,8/11/2017,2017-08-12,1,494,$2.96,1044,$1.40,,Cleveland,OH,US,1939,1296,6,0.46%,0,91.00,9%,4.96
12988682,https://www.bonanza.com/booths/2959265,2959265,12988682,220,123.1,MINNOW,1/4/2017,2017-01-07,3,713,$0.17,56,$2.20,4,Brick,NJ,US,649,1142,3,0.26%,0,6.00,11%,5.00
25875193,https://www.bonanza.com/booths/1933482,3557748,25875193,11700,16.08,MINNOW,6/10/2017,2017-06-29,19,556,$0.80,42,$8.59,4,Burlington,MA,US,35,90,0,0.00%,0,1.00,6%,3.00
85735,https://www.bonanza.com/booths/39831,39831,85735,11450,2944.61,SEA_BASS,5/12/2015,2016-02-08,272,"1,316",$2.24,428,$6.88,4,Toronto,ON,CA,978,290,2,0.69%,2,58.00,14%,4.83
33378342,https://www.bonanza.com/booths/4440201,4440201,33378342,0,6.23,MINNOW,9/25/2018,2018-09-27,2,84,$0.07,2,$3.12,0,tunkhannock,pa,US,477,149,0,0.00%,0,0.00,0%,NULL
22782409,https://www.bonanza.com/booths/3249190,3249190,22782409,11450,66.71,MINNOW,8/11/2015,2017-02-06,545,"1,225",$0.05,38,$1.76,,Jambi,Jambi,ID,251,140,2,1.43%,0,5.00,13%,4.20
23588009,https://www.bonanza.com/booths/3284811,3284811,23588009,26395,950.85,MINNOW,12/5/2016,2017-02-06,63,743,$1.28,58,$16.39,,Stow,OH,US,1343,3514,3,0.09%,2,6.00,10%,5.00
35612379,https://www.bonanza.com/booths/4652743,4652743,35612379,11450,53.59,SEA_BASS,9/12/2017,2017-09-27,15,462,$0.12,89,$0.60,4,Vinh city,,VN,75,1701,51,3.00%,0,2.00,2%,4.00
6053283,https://www.bonanza.com/booths/3735139,1185429,6053283,0,216.15,MINNOW,9/20/2013,2013-09-24,4,"1,915",$0.03,129,$3.29,4,Santa Clarita,California,US,6083,1330,7,0.00%,0,16.00,28%,4.38
21005671,https://www.bonanza.com/booths/3062867,3062867,21005671,11450,521.41,MINNOW,1/1/2014,2014-04-23,112,"1,812",$0.29,38,$13.72,0,Glenview,IL,US,13,30,0,0.00%,2,2.00,5%,3.00
33186212,https://www.bonanza.com/booths/4576680,4419006,33186212,0,17.42,MINNOW,6/28/2018,2018-07-02,4,173,$0.30,7,$3.95,0,Lansing,Michigan,US,0,153,3,1.74%,0,0.00,0%,NULL
6917397,https://www.bonanza.com/booths/1355033,1355033,6917397,267,115.54,DOLPHIN,10/12/2016,2016-11-20,39,797,$0.14,363,$0.32,0,Rochester,NY,US,34787,3862,21,0.54%,0,47.00,13%,4.66
29230563,https://www.bonanza.com/booths/3952300,3952300,29230563,0,402.09,DOLPHIN,10/12/2016,2016-10-19,7,797,$0.50,17,$23.65,22,LAS VEGAS,NV,US,80,356,2,0.56%,0,1.00,6%,5.00
26789250,https://www.bonanza.com/booths/3673773,3673773,26789250,11232,34.36,MINNOW,8/31/2018,2018-09-20,20,109,$0.32,41,$0.84,0,Jackson,Wisconsin,US,194,38,0,0.00%,0,3.00,7%,5.00
2532,https://www.bonanza.com/booths/2059,2059,2532,11700,155.3,MINNOW,12/8/2017,2018-07-05,209,375,$0.41,158,$0.98,,Egg Harbor TWP,NJ,US,55,70,0,0.00%,0,42.00,27%,4.90
14882531,https://www.bonanza.com/booths/2620597,2620597,14882531,99,202.67,MINNOW,4/8/2016,2016-05-11,33,984,$0.21,33,$6.14,4,Franklin,IN,US,37,76,0,0.00%,0,18.00,55%,4.89
7761737,https://www.bonanza.com/booths/1532347,1532347,7761737,0,1103.14,SEA_BASS,11/7/2017,2017-11-27,20,406,$2.72,441,$2.50,,Brooklyn,NY,US,3,249,0,0.00%,0,105.00,24%,4.94
28473361,https://www.bonanza.com/booths/2244638,3861912,28473361,11450,22.92,MINNOW,10/24/2017,2017-11-07,11,"1,353",$0.65,29,$1.42,0,La Porte,TX,US,1056,383,1,4.19%,0,7.00,7%,4.14
11948872,https://www.bonanza.com/booths/4094158,2222214,11948872,281,709.46,DOLPHIN,3/26/2015,2015-03-29,3,"1,363",$2.27,506,$12.53,,Duncan,SC,US,7886,3251,10,0.56%,0,42.00,8%,4.90
10808388,https://www.bonanza.com/booths/4160279,2023648,10808388,0,81.82,MINNOW,12/18/2014,2014-12-27,9,"1,461",$0.01,27,$0.81,,Rishon LeZion,Central,IL,141,9,0,0.00%,0,3.00,0%,5.00
24387951,https://www.bonanza.com/booths/3378833,3378833,24387951,11116,313.01,SEA_BASS,9/24/2017,2017-10-18,24,450,$0.70,89,$3.52,22,Nis,Serbia,RS,623,425,3,0.71%,0,13.00,15%,4.38
32954957,https://www.bonanza.com/booths/4395149,4395149,32954957,0,114.7,DOLPHIN,11/14/2017,2017-11-30,16,399,$0.29,15,$7.65,0,Takamatsu,Kagawa,JP,1898,1720,4,0.23%,0,0.00,0%,NULL
22850580,https://www.bonanza.com/booths/4213832,3206850,22850580,64482,607.48,SEA_BASS,1/11/2017,2017-04-25,104,706,$0.09,115,$1.45,0,Hadley,MA,US,43,447,12,1.45%,0,11.00,0%,4.82
13780624,https://www.bonanza.com/booths/77885,2482440,13780624,11450,609.32,SEA_BASS,8/15/2015,2015-09-12,"1,090","3,357",$0.36,302,$2.71,0,Purbalingga,Central Java,ID,92,91,6,0.00%,0,13.00,70%,3.77
15972406,https://www.bonanza.com/booths/3307080,3307080,15972406,11450,359.42,MINNOW,2/26/2015,2015-03-22,24,"1,391",$0.26,41,$8.77,,Ho Chi Minh,"Ho Chi Minh, thanh pho [Sai Gon]",VN,992,217,3,1.38%,0,3.00,7%,1.67
7523769,https://www.bonanza.com/booths/1483607,1483607,7523769,0,4830.82,DOLPHIN,9/13/2016,2016-12-09,87,826,$5.85,1195,$4.04,0,Renton,WA,US,74,624,4,0.64%,0,107.00,9%,4.90
30163890,https://www.bonanza.com/booths/4062565,4062565,30163890,12576,28.12,DOLPHIN,6/7/2011,2011-06-17,10,"2,751",$0.01,26,$1.08,8,brick,NJ,US,1120,231,0,0.00%,0,4.00,15%,4.00
11861731,https://www.bonanza.com/booths/120078,2205451,11861731,0,468.98,DOLPHIN,3/19/2015,2015-03-23,4,"1,370",$0.15,183,$0.67,4,San Francisco,CA,US,489,849,3,0.00%,0,20.00,12%,4.90
30618550,https://www.bonanza.com/booths/4130982,4130982,30618550,1281,255.45,SEA_BASS,1/20/2018,2018-01-27,7,332,$0.77,47,$5.44,15,Glendale,AZ,US,29,46,2,4.35%,2,5.00,11%,5.00
33953539,https://www.bonanza.com/booths/4498225,4498225,33953539,26395,2544.52,DOLPHIN,3/20/2017,2017-03-27,7,638,$3.99,1233,$2.06,17,La Palma,CA,US,282,4360,270,6.19%,3,76.00,6%,4.92
13714002,https://www.bonanza.com/booths/1600489,2473445,13714002,0,2231.62,DOLPHIN,8/10/2015,2015-08-18,8,"1,226",$1.08,179,$2.46,,Lancaster,PA,US,85,235,4,1.07%,0,13.00,4%,4.77
26819266,https://www.bonanza.com/booths/3677147,3677147,26819266,888,447.45,DOLPHIN,7/15/2016,2016-07-28,13,886,$0.51,114,$3.93,8,Cincinnati,OH,US,1402,665,9,1.35%,0,10.00,9%,3.90
35723434,https://www.bonanza.com/booths/4670008,4670008,35723434,0,19.25,SEA_BASS,4/10/2015,2015-05-24,44,"1,348",$0.01,40,$0.48,4,Montesano,WA,US,1,909,29,3.19%,0,5.00,13%,5.00
14510985,https://www.bonanza.com/booths/2570655,2570655,14510985,6028,363.29,MINNOW,5/6/2017,2017-05-23,17,591,$0.61,63,$5.77,,Blue Springs,MO,US,176,404,0,0.00%,0,12.00,19%,4.50
27596787,https://www.bonanza.com/booths/3764661,3764661,27596787,11700,119.5,MINNOW,5/11/2018,2018-05-24,13,221,$0.54,25,$4.78,0,Spaubeek,LI,NL,227,186,0,0.00%,0,0.00,0%,NULL
504069,https://www.bonanza.com/booths/110252,110252,504069,1,624.82,MINNOW,1/16/2017,2017-05-20,124,701,$0.89,259,$2.41,4,Ocoee,FL,US,2034,6241,7,0.11%,0,41.00,16%,4.12
5614171,https://www.bonanza.com/booths/2638365,1070245,5614171,0,7216.91,DOLPHIN,6/5/2013,2013-07-04,29,"2,022",$0.07,1375,$4.00,4,Inkster,MI,US,337,583,3,0.23%,0,168.00,3%,4.64
13201758,https://www.bonanza.com/booths/2304136,2409499,13201758,0,617.61,MINNOW,7/2/2015,2017-07-05,734,"1,265",$0.01,25,$0.35,,Greer,SC,US,6154,366,1,0.00%,2,0.00,18%,NULL
26922002,https://www.bonanza.com/booths/3688185,3688185,26922002,0,108.31,SEA_BASS,5/19/2017,2017-05-28,9,578,$0.19,233,$0.46,4,Albany,MN,US,6,945,66,6.98%,0,12.00,5%,5.00
15690198,https://www.bonanza.com/booths/2690021,2690021,15690198,64482,30.07,SEA_BASS,6/17/2017,2017-11-13,149,549,$0.05,213,$0.14,,Muscatine,IA,US,33486,3277,13,0.40%,0,17.00,8%,5.00
31613828,https://www.bonanza.com/booths/4259741,4259741,31613828,1,32.77,MINNOW,6/16/2016,2016-06-27,11,915,$0.04,14,$2.34,0,Wellsboro,PA,US,261,150,3,2.00%,0,0.00,0%,NULL
22635893,https://www.bonanza.com/booths/3197281,3197281,22635893,11450,109.07,MINNOW,11/21/2016,2017-03-14,113,757,$0.14,55,$1.98,4,Banjarbaru,Kalimantan Selatan,ID,177,186,1,0.54%,0,5.00,9%,3.40
31696913,https://www.bonanza.com/booths/4270425,4270425,31696913,11233,-7.64,MINNOW,10/28/2018,2018-11-07,10,51,-$0.15,9,-$0.85,4,San Diego,CA,US,3132,694,2,0.29%,0,0.00,0%,NULL
34550072,https://www.bonanza.com/booths/4552423,4552423,34550072,26395,24.72,SEA_BASS,2/4/2018,2018-03-07,31,317,$0.08,12,$2.06,16,Freehold,Nj,US,498,574,9,1.57%,0,0.00,0%,NULL
18147970,https://www.bonanza.com/booths/2843038,2843038,18147970,58058,192.02,SEA_BASS,8/30/2015,2015-10-25,56,"1,206",$0.16,104,$1.85,4,Monona,WI,US,32,71,1,1.41%,0,17.00,16%,5.00
32843481,https://www.bonanza.com/booths/4385677,4385677,32843481,0,7.74,MINNOW,9/21/2018,2018-10-04,13,88,$0.09,12,$0.65,4,Vilkaviškio raj.,Šeimenos sen.,LT,561,370,2,0.54%,0,1.00,8%,1.00
20567648,https://www.bonanza.com/booths/3811019,3025686,20567648,11450,461.12,DOLPHIN,9/2/2016,2016-09-26,12,443,$10.84,221,$3.73,8,Garden,CA,US,2319,367,5,1.91%,0,10.00,9%,3.40
10878207,https://www.bonanza.com/booths/2037297,2037297,10878207,12576,4460.42,DOLPHIN,2/14/2017,2017-03-01,15,672,$6.64,577,$7.73,0,Bunnell,FL,US,29510,986,9,0.91%,0,28.00,5%,3.86
12934,https://www.bonanza.com/booths/8328,8328,12934,0,651.4,SEA_BASS,12/16/2009,2016-07-22,"2,410","3,289",$0.20,541,$1.20,,Spokane,Wa,US,542,281,2,0.71%,0,224.00,41%,4.99
15742762,https://www.bonanza.com/booths/2693311,2693311,15742762,11450,842.83,SEA_BASS,1/22/2015,2015-03-16,53,"1,426",$0.59,220,$3.83,4,Morrisville,NC,US,713,157,0,0.00%,0,16.00,7%,4.81
30772539,https://www.bonanza.com/booths/4151943,4151943,30772539,11450,93.96,MINNOW,12/18/2017,2017-12-20,2,365,$0.26,27,$3.48,4,Chicago,IL,US,272,263,3,1.14%,0,3.00,11%,5.00
25687647,https://www.bonanza.com/booths/4643980,3534331,25687647,0,95.66,SEA_BASS,6/1/2017,2017-06-11,10,565,$0.12,59,$8.28,0,Dong Hoa,Phu Yen,VN,1192,404,1,0.00%,0,4.00,0%,3.00
12792431,https://www.bonanza.com/booths/2353931,2353931,12792431,0,60.33,MINNOW,9/7/2017,2017-10-13,36,467,$0.13,58,$1.04,3,Maricopa,AZ,US,558,270,2,0.74%,0,8.00,14%,5.00
31689514,https://www.bonanza.com/booths/4701087,4269531,31689514,26395,24.98,MINNOW,4/15/2018,2018-04-22,7,247,-$0.01,7,-$0.19,4,Grand Prairie,tx,US,303,68,0,1.78%,0,0.00,0%,NULL
25314285,https://www.bonanza.com/booths/3485890,3485890,25314285,11450,107.95,MINNOW,5/2/2016,2016-05-31,29,960,$0.11,27,$4.00,0,Nine Mile Falls,WA,US,20,531,3,0.56%,0,1.00,4%,5.00
24202171,https://www.bonanza.com/booths/3370992,3370992,24202171,0,40.18,MINNOW,1/29/2009,2017-03-04,"2,956","3,610",$0.01,28,$1.44,4,Da Lat,Lam Dong,VN,98,213,0,0.00%,0,0.00,0%,NULL
25382770,https://www.bonanza.com/booths/3494311,3494311,25382770,12576,218.75,MINNOW,8/16/2016,2016-09-25,40,854,$0.26,23,$9.51,4,Baltimore,MD,US,22,11,1,9.09%,0,12.00,52%,5.00
528548,https://www.bonanza.com/booths/113313,113313,528548,281,30.62,MINNOW,1/25/2017,2017-02-27,33,692,$0.04,63,$0.49,4,Blue Ridge,TX,US,996,193,1,0.52%,0,60.00,95%,4.93
30805318,https://www.bonanza.com/booths/3143763,4156379,30805318,0,153.25,SEA_BASS,2/23/2018,2018-03-01,6,298,$0.10,27,$0.11,6,Louisville,KY,US,316,373,2,3.15%,0,3.00,9%,5.00
29041891,https://www.bonanza.com/booths/3932178,3932178,29041891,1,12.88,MINNOW,4/20/2017,2017-06-03,44,607,$0.02,20,$0.64,0,Lumberton,nc,US,13433,70,3,4.29%,0,15.00,75%,5.00
20756520,https://www.bonanza.com/booths/3163273,3041812,20756520,26395,360.64,SEA_BASS,9/15/2016,2016-10-20,35,824,-$0.04,148,-$0.58,4,PANVEL,MH,IN,1521,661,1,0.15%,0,16.00,6%,4.25
16735854,https://www.bonanza.com/booths/2783666,2783666,16735854,1,90.86,MINNOW,8/7/2009,2010-07-25,352,"3,420",$0.03,63,$1.44,3,Chino,CA,US,136,2863,34,1.19%,0,1.00,2%,5.00
30571104,https://www.bonanza.com/booths/4123642,4123642,30571104,0,0.21,MINNOW,12/22/2009,2009-12-31,9,"3,283",$0.00,14,$0.02,5,El Cajon,CA,US,305,221,2,0.90%,0,2.00,14%,5.00
34621178,https://www.bonanza.com/booths/4559061,4559061,34621178,11450,0,MINNOW,8/10/2018,2018-08-13,3,130,$0.00,1,$0.00,4,Foshan,Guangdong,CN,28,21,0,0.00%,0,1.00,100%,5.00
33845368,https://www.bonanza.com/booths/4486790,4486790,33845368,11700,2.39,MINNOW,8/3/2018,2018-11-04,93,137,$0.02,7,$0.34,7,Brooklyn,new york,US,78,155,6,3.87%,0,0.00,0%,NULL
8477249,https://www.bonanza.com/booths/1630605,1630605,8477249,0,1379.61,SEA_BASS,8/10/2008,2008-08-17,7,"3,782",$0.36,287,$4.81,4,Clearwater,Florida,US,585,2720,10,0.37%,0,15.00,5%,4.60
29550526,https://www.bonanza.com/booths/3986389,3986389,29550526,11450,473.17,SEA_BASS,12/31/2014,2015-01-01,1,"1,448",$0.33,78,$6.07,4,shenzhen,guangdong,CN,207,1056,19,1.80%,2,1.00,1%,1.00
7630555,https://www.bonanza.com/booths/1506093,1506093,7630555,11700,1115.21,DOLPHIN,3/13/2016,2016-05-13,61,"1,010",$1.10,113,$9.87,4,Lewisberry,PA,US,58,110,1,0.91%,0,8.00,7%,5.00
19384440,https://www.bonanza.com/booths/2929666,2929666,19384440,11450,754.43,DOLPHIN,11/3/2015,2015-11-11,8,"1,141",$0.66,231,$3.27,0,LOS ANGELES,CA,US,278,231,11,4.76%,0,16.00,7%,5.00
28976607,https://www.bonanza.com/booths/3925074,3925074,28976607,58058,192.68,MINNOW,1/8/2017,2017-01-28,20,709,$0.27,13,$14.82,4,Pembroke Pines,FL,US,14,10,2,20.00%,0,1.00,8%,1.00
29643042,https://www.bonanza.com/booths/3996389,3996389,29643042,0,33.78,MINNOW,3/2/2018,2018-04-16,45,291,$0.12,11,$3.07,0,Nakhon Ratchasima,Huatala,US,808,3189,3,0.09%,0,0.00,0%,NULL
6730569,https://www.bonanza.com/booths/1318109,1318109,6730569,220,-535.85,SEA_BASS,1/21/2017,2017-01-29,8,696,-$0.77,404,-$1.33,,Burbank,CA,US,49947,4272,22,0.51%,0,38.00,9%,4.58
23648793,https://www.bonanza.com/booths/3292319,3292319,23648793,26395,129.97,MINNOW,1/4/2016,2016-01-10,6,"1,079",$0.12,32,$4.06,,Deland,Fl,US,41,69,0,0.00%,0,2.00,6%,5.00
335519,https://www.bonanza.com/booths/85694,85694,335519,0,-142.91,MINNOW,10/21/2015,2015-11-18,28,"1,154",-$0.12,162,-$0.88,,Florence,SC,US,503,350,0,0.00%,0,12.00,7%,4.33
9371123,https://www.bonanza.com/booths/4623677,1806571,9371123,267,34.38,MINNOW,8/18/2014,2014-10-20,63,"1,583",$0.01,72,$1.20,,Cody,WY,US,2204,33,1,0.68%,0,8.00,10%,5.00
35795198,https://www.bonanza.com/booths/4676307,4676307,35795198,26395,295.18,SEA_BASS,2/22/2015,2015-09-28,218,"1,395",$0.21,6,$49.20,0,los angeles,ca,US,1474,637,6,0.94%,2,0.00,0%,NULL
24385794,https://www.bonanza.com/booths/3378504,3378504,24385794,11450,51.21,MINNOW,8/17/2015,2016-04-22,249,"1,219",$0.04,60,$0.85,17,Thane,India,IN,46974,300,5,1.67%,0,1.00,2%,5.00
17145065,https://www.bonanza.com/booths/2813725,2813725,17145065,11450,16348.4,WHALE,7/8/2016,2016-08-05,28,893,$18.31,756,$21.62,4,Rotherham,England,GB,3063,30317,91,0.30%,3,114.00,15%,3.96
7321021,https://www.bonanza.com/booths/1437893,1437893,7321021,0,964.04,SEA_BASS,11/29/2013,2013-12-11,12,"1,845",$0.52,396,$2.43,4,Delray Beach,FL,US,1400,1247,5,0.40%,0,27.00,7%,4.70
26230121,https://www.bonanza.com/booths/3603520,3603520,26230121,0,559.98,DOLPHIN,10/1/2017,2017-10-16,15,443,$1.26,244,$2.30,16,Pasadena,CA,US,438,1240,12,0.97%,0,6.00,2%,4.33
18705202,https://www.bonanza.com/booths/2875490,2875490,18705202,11450,44.46,SEA_BASS,11/19/2015,2015-12-19,30,"1,125",$0.04,111,$0.40,4,St Charles,MO,US,1763,626,0,0.00%,0,4.00,4%,4.50
4006097,https://www.bonanza.com/booths/759733,759733,4006097,11700,1653.93,DOLPHIN,12/29/2016,2017-08-18,232,719,$2.30,1113,$1.49,,Dickson,TN,US,159,514,20,3.89%,0,83.00,7%,4.65
18297661,https://www.bonanza.com/booths/3505092,2845461,18297661,0,48.25,MINNOW,4/18/2016,2016-06-29,72,974,$0.01,71,$0.31,4,Falls Creek,PA,US,732,440,5,0.00%,0,1.00,6%,5.00
32710377,https://www.bonanza.com/booths/4377022,4377022,32710377,0,28.52,MINNOW,6/27/2018,2018-07-04,7,174,$0.16,6,$4.75,8,Santa Ana,CA,US,22,97,0,0.00%,0,0.00,0%,NULL
32926000,https://www.bonanza.com/booths/4392744,4392744,32926000,0,51.21,MINNOW,11/18/2015,2015-11-22,4,"1,126",$0.05,9,$5.69,0,Katy,TX,US,7,908,5,0.55%,0,1.00,11%,1.00
12429017,https://www.bonanza.com/booths/2304838,2304838,12429017,11450,-5.93,MINNOW,10/20/2014,2014-11-07,18,"1,520",$0.00,40,-$0.15,16,Leeisville,TX,US,870,643,2,0.31%,0,4.00,10%,5.00
9675807,https://www.bonanza.com/booths/1868637,1868637,9675807,11450,114.48,SEA_BASS,8/1/2015,2015-08-06,5,"1,235",$0.09,197,$0.58,4,Dundalk,MD,US,775,347,4,1.15%,0,20.00,10%,4.90
24591978,https://www.bonanza.com/booths/3404511,3404511,24591978,0,30.83,SEA_BASS,3/18/2015,2015-03-28,10,"1,371",$0.02,66,$0.47,4,Topeka,KS,US,728,409,8,1.96%,0,7.00,11%,4.57
1088076,https://www.bonanza.com/booths/228340,228340,1088076,0,442.64,MINNOW,9/21/2018,2018-10-08,17,88,$5.03,141,$3.14,4,Reno,NV,US,2572,828,3,0.36%,0,10.00,7%,4.00
53422,https://www.bonanza.com/booths/27665,27665,53422,11700,355.78,MINNOW,10/16/2016,2016-10-17,1,793,$0.45,66,$5.39,,Port Angeles,WA,US,416,187,0,0.00%,0,28.00,42%,4.86
10091629,https://www.bonanza.com/booths/1939337,1939337,10091629,293,789.72,MINNOW,6/2/2018,2018-06-17,15,199,$3.97,71,$11.12,4,Wattala,UT,LK,38,359,2,0.56%,0,9.00,13%,3.56
32948440,https://www.bonanza.com/booths/4394564,4394564,32948440,0,83.02,SEA_BASS,1/30/2014,2014-12-12,316,"1,783",$0.05,16,$5.19,16,Palmyra,MO,US,7,102,2,1.96%,0,3.00,19%,3.67
30123133,https://www.bonanza.com/booths/4056015,4056015,30123133,281,2.54,SEA_BASS,3/21/2014,2017-02-08,"1,055","1,733",$0.00,37,$0.07,4,Amsterdam,NL,NL,4378,225,1,0.44%,0,0.00,0%,NULL
24979403,https://www.bonanza.com/booths/3448571,3448571,24979403,293,800.31,DOLPHIN,9/24/2013,2013-09-25,1,"1,911",$0.42,86,$9.31,0,Rancho Santa Margarita,CA,US,15,67,2,2.99%,0,11.00,13%,4.27
32138993,https://www.bonanza.com/booths/4320011,4320011,32138993,11700,11.48,MINNOW,4/13/2018,2018-04-26,13,249,$0.05,17,$0.68,22,Etobicoke,Ontario,CA,4020,634,8,1.26%,0,0.00,0%,NULL
22235218,https://www.bonanza.com/booths/3155988,3155988,22235218,11700,3084.9,DOLPHIN,8/26/2014,2014-09-16,21,"1,575",$1.96,38,$81.18,0,Aurai,Uttar Pradesh,IN,97,123,2,1.63%,3,4.00,11%,5.00
20966324,https://www.bonanza.com/booths/2773281,3060047,20966324,999000,106,MINNOW,9/28/2016,2016-10-28,30,811,$0.12,18,$2.13,0,surabaya,east java / jatim,ID,45,15,0,0.00%,0,9.00,2%,5.00
31337821,https://www.bonanza.com/booths/2832864,4224138,31337821,11450,-98.71,SEA_BASS,3/25/2018,2018-03-26,9,985,$0.28,48,$1.07,0,Lakewood,NJ,US,55,444,9,0.42%,0,1.00,9%,5.00
7438445,https://www.bonanza.com/booths/1464151,1464151,7438445,0,285.89,MINNOW,6/21/2018,2018-08-05,45,180,$1.59,80,$3.57,4,Haworth,NJ,US,518,194,2,1.03%,0,7.00,9%,4.43
28939698,https://www.bonanza.com/booths/3920505,3920505,28939698,0,42.49,MINNOW,12/23/2017,2018-01-17,25,360,$0.12,12,$3.54,22,Tirane,Buenos Aires,AL,5,188,1,0.53%,0,2.00,17%,5.00
31757756,https://www.bonanza.com/booths/4292967,4292967,31757756,58058,1196.3,DOLPHIN,9/10/2018,2018-09-21,11,99,$12.08,1181,$1.01,3,Cranston,RI,US,27,3367,241,7.16%,0,91.00,8%,4.68
27676627,https://www.bonanza.com/booths/3772780,3772780,27676627,11450,82.42,SEA_BASS,5/12/2011,2011-06-04,23,"2,777",$0.03,46,$1.79,8,Orange,CA,US,185,139,6,4.32%,0,6.00,13%,5.00
31018594,https://www.bonanza.com/booths/4184893,4184893,31018594,0,14.28,SEA_BASS,6/21/2010,2010-07-21,30,"3,102",$0.00,30,$0.48,8,blackpool,lancashire,GB,1,0,0,NAN,0,38.00,127%,5.00
32641146,https://www.bonanza.com/booths/4372364,4372364,32641146,11450,87.85,MINNOW,4/27/2018,2018-05-05,8,235,$0.37,13,$6.76,16,Loxahatchee,FL,US,233,210,1,0.48%,0,6.00,46%,4.50
31901151,https://www.bonanza.com/booths/4293793,4293793,31901151,0,1886.83,DOLPHIN,5/26/2014,2014-07-02,37,"1,667",$1.13,1665,$1.13,0,Forest hills,NY,US,5,4291,409,9.53%,3,166.00,10%,4.49
16953694,https://www.bonanza.com/booths/2800056,2800056,16953694,0,103.3,MINNOW,11/24/2017,2017-12-03,9,389,$0.27,49,$2.11,4,Queen Creek,AZ,US,192,213,2,0.94%,0,4.00,8%,5.00
12744018,https://www.bonanza.com/booths/2346816,2346816,12744018,11450,30.46,MINNOW,5/14/2017,2017-10-11,150,583,$0.05,73,$0.42,4,Pottsville,PA,US,1832,1758,3,0.17%,0,6.00,8%,4.33
23199274,https://www.bonanza.com/booths/3239840,3239840,23199274,11700,48.99,MINNOW,4/2/2016,2016-05-17,45,990,$0.05,35,$1.40,,Fort Lauderdale,FL,US,2278,438,5,1.14%,0,1.00,3%,5.00
16404360,https://www.bonanza.com/booths/2756476,2756476,16404360,26395,2646.62,DOLPHIN,11/25/2017,2017-12-19,24,388,$6.82,1318,$2.01,4,Caguas,PR,US,29,327,3,0.92%,0,141.00,11%,4.82
20754453,https://www.bonanza.com/booths/3041685,3041685,20754453,220,2031.23,DOLPHIN,8/2/2014,2014-08-23,21,"1,599",$1.27,1497,$1.36,0,Klaten,Jawa Tengah,ID,5533,9772,55,0.56%,0,106.00,7%,4.29
35673550,https://www.bonanza.com/booths/4661203,4661203,35673550,0,14.22,SEA_BASS,8/28/2016,2017-02-02,158,842,$0.02,11,$1.29,0,Van Don,Quang Ninh,VN,68,351,10,2.85%,0,0.00,0%,NULL
14550838,https://www.bonanza.com/booths/2575380,2575380,14550838,6028,4468.34,DOLPHIN,5/2/2010,2010-05-28,26,"3,152",$1.42,1112,$4.02,3,Westfield,IN,US,2511,598,8,1.34%,2,125.00,11%,4.87
22919584,https://www.bonanza.com/booths/3026573,3212643,22919584,11700,63.17,SEA_BASS,1/14/2017,2017-01-24,10,703,$1.10,71,$4.06,,Valley Village,CA,US,20,20,0,1.02%,0,1.00,9%,5.00
21305159,https://www.bonanza.com/booths/2398581,3081693,21305159,0,2020.14,SEA_BASS,10/18/2016,2016-10-26,8,791,$0.00,137,$0.01,0,Sherwood,Oregon,US,137,83,2,0.26%,3,3.00,6%,5.00
30710922,https://www.bonanza.com/booths/4143709,4143709,30710922,220,36.07,MINNOW,1/31/2018,2018-02-14,14,321,$0.11,20,$1.80,0,Vancouver,BC,CA,59,23,0,0.00%,0,10.00,50%,5.00
12731913,https://www.bonanza.com/booths/2345056,2345056,12731913,11700,245.07,DOLPHIN,3/16/2011,2011-04-29,44,"2,834",$0.09,738,$0.33,4,Indio,CA,US,2766,9769,37,0.38%,0,55.00,7%,3.73
32879397,https://www.bonanza.com/booths/3640271,4388655,32879397,11450,8.2,MINNOW,6/12/2018,2018-06-17,6,522,$0.29,6,$4.02,0,Sydney,NSW,AU,51,165,1,0.00%,0,2.00,5%,4.50
32170716,https://www.bonanza.com/booths/4323122,4323122,32170716,0,17.45,MINNOW,5/10/2018,2018-05-15,5,222,$0.08,10,$1.75,0,arlington,TX,US,484,1259,2,0.16%,0,0.00,0%,NULL
29137732,https://www.bonanza.com/booths/402451,3942730,29137732,0,62.27,DOLPHIN,11/27/2017,2017-12-05,8,386,-$0.05,23,-$0.06,0,Saint Petersburg,FL,US,1108,239,1,0.13%,0,2.00,11%,5.00
18555819,https://www.bonanza.com/booths/2863202,2863202,18555819,0,54.55,SEA_BASS,6/4/2018,2018-06-11,7,197,$0.28,128,$0.43,0,Gaithersburg,MD,US,179,135,1,0.74%,0,9.00,7%,4.56
7344623,https://www.bonanza.com/booths/1442355,1442355,7344623,0,6.98,DOLPHIN,7/13/2009,2015-01-24,"2,021","3,445",$0.00,121,$0.06,4,Westminster,CO,US,137,123,1,0.81%,0,7.00,6%,5.00
