id,https://www.bonanza.com/booths/,booth_id,seller_id,featured_category_id,profit_estimate,value_em,created_at,first_sale,DaysToSale,Days as User,profit_per_day,orders,d_per_order,source_em,city,state,country,items_for_sale,view_count,offers,conversion_rate,membership_level,feedback,rate,rating
18732062,https://www.bonanza.com/booths/2877577,2877577,18732062,11450,419.39,MINNOW,10/4/2013,2013-10-11,7,"1,901",$0.22,91,$4.61,,jacksonville,FL,US,254,393,3,0.76%,0,8.00,9%,4.88
34919129,https://www.bonanza.com/booths/4588779,4588779,34919129,220,12.6,SEA_BASS,9/11/2014,2014-09-21,10,"1,559",$0.01,26,$0.48,6,Song Thao,Bau Ham,VN,267,1085,16,1.47%,0,0.00,0%,NULL
1524437,https://www.bonanza.com/booths/2090919,2090919,1524437,12576,1603.21,DOLPHIN,2/6/2015,2015-02-23,17,"1,411",$1.14,104,$15.42,3,Hamersville,OH,US,258,508,1,0.20%,0,10.00,10%,5.00
30943345,https://www.bonanza.com/booths/4287947,4287947,30943345,6028,36.19,MINNOW,2/18/2016,2016-02-24,6,"1,034",$0.04,6,$6.03,3,St. Joseph,MI,US,1013,1145,3,0.26%,0,0.00,0%,NULL
15225047,https://www.bonanza.com/booths/2655941,2655941,15225047,64482,502.4,DOLPHIN,10/16/2016,2016-10-27,11,793,$0.63,85,$5.91,,san francisco,CA,US,24,4,0,0.00%,0,4.00,5%,5.00
21338099,https://www.bonanza.com/booths/3084235,3084235,21338099,0,168.77,SEA_BASS,7/6/2017,2017-08-14,39,530,$0.32,98,$1.72,5,Navarre,FL,US,998,875,3,0.34%,0,8.00,8%,4.88
24956555,https://www.bonanza.com/booths/3446279,3446279,24956555,0,608.78,MINNOW,8/16/2017,2017-08-29,13,489,$1.24,31,$19.64,8,Fort Duchesne,UT,US,1107,92,3,3.26%,2,1.00,3%,5.00
9747061,https://www.bonanza.com/booths/1882046,1882046,9747061,0,120.76,MINNOW,3/23/2015,2015-06-10,79,"1,366",$0.09,131,$0.92,,Edwardsville,IL,US,685,332,6,1.81%,0,11.00,8%,4.64
26356276,https://www.bonanza.com/booths/3084235,3621529,26356276,267,521.91,DOLPHIN,7/6/2017,2017-08-14,39,530,$0.32,49,$1.72,4,Northfield,IL,US,26,126,7,0.34%,0,1.00,8%,5.00
25994193,https://www.bonanza.com/booths/3573020,3573020,25994193,11450,1507.37,WHALE,8/8/2017,2017-08-20,12,497,$3.03,52,$28.99,16,Plymouth,WI,US,14005,4452,1,0.02%,1,5.00,10%,4.20
27989599,https://www.bonanza.com/booths/3807250,3807250,27989599,11450,19.56,MINNOW,7/27/2017,2017-07-31,4,509,$0.04,21,$0.93,3,Katy,TX,US,363,205,0,0.00%,0,2.00,10%,5.00
22194025,https://www.bonanza.com/booths/3152449,3152449,22194025,11450,472.25,SEA_BASS,2/18/2017,2017-02-23,5,668,$0.71,123,$3.84,4,Milwaukie,OR,US,1443,80,2,2.50%,0,8.00,7%,4.50
17321256,https://www.bonanza.com/booths/2822884,2822884,17321256,11450,548.62,SEA_BASS,3/7/2017,2017-03-26,19,651,$0.84,209,$2.62,4,Las Vegas,NV,US,17,28,0,0.00%,0,12.00,6%,4.83
19336702,https://www.bonanza.com/booths/2925542,2925542,19336702,0,24.55,MINNOW,12/2/2016,2016-12-21,19,746,$0.03,41,$0.60,5,Baoji,Shaanxi,CN,8,66,3,4.55%,0,0.00,0%,NULL
30861318,https://www.bonanza.com/booths/4167107,4167107,30861318,12576,13.29,MINNOW,10/31/2013,2013-11-07,7,"1,874",$0.01,8,$1.66,5,Riverside,CA,US,482,104,2,1.92%,0,0.00,0%,NULL
6050833,https://www.bonanza.com/booths/1184977,1184977,6050833,11700,53.95,MINNOW,6/30/2009,2009-07-25,25,"3,458",$0.02,24,$2.25,,Indianapolis,IN,US,336,93,0,0.00%,0,0.00,0%,NULL
16014676,https://www.bonanza.com/booths/2717476,2717476,16014676,0,839.55,MINNOW,12/17/2015,2016-01-12,26,"1,097",$0.77,72,$11.66,4,Titusville,FL,US,1461,188,5,2.66%,2,16.00,22%,5.00
33906192,https://www.bonanza.com/booths/4563331,4563331,33906192,0,48.35,MINNOW,10/28/2014,2015-07-27,272,"1,512",$0.03,3,$16.12,2,Sarasota,Florida,US,9,61,1,1.64%,0,0.00,0%,NULL
21677045,https://www.bonanza.com/booths/3109853,3109853,21677045,26395,362.9,DOLPHIN,12/1/2015,2016-05-17,168,"1,113",$0.33,79,$4.59,4,jacksonville,fl,US,48,265,2,0.75%,0,2.00,3%,3.00
14280032,https://www.bonanza.com/booths/2545523,2545523,14280032,281,10.79,SEA_BASS,3/3/2015,2016-10-19,596,"1,386",$0.01,731,$0.01,4,Santa Ana,CA,US,1506,718,16,2.23%,0,40.00,5%,4.40
35448337,https://www.bonanza.com/booths/2761950,4637253,35448337,11450,0.96,MINNOW,10/27/2018,2018-11-01,24,"1,043",$0.07,2,$0.65,22,St.Cloud,MN,US,1420,179,1,0.29%,0,1.00,7%,4.00
13253634,https://www.bonanza.com/booths/3649343,2557369,13253634,11450,1057.6,DOLPHIN,7/6/2015,2015-10-09,14,517,$0.22,182,$1.64,0,Metairie,LA,US,1474,613,8,2.05%,0,12.00,3%,4.67
9792921,https://www.bonanza.com/booths/1305099,1890998,9792921,26395,516.99,SEA_BASS,9/15/2014,2014-10-15,30,"1,555",$0.03,201,$0.72,,Natick,MA,US,69,17,0,2.38%,0,19.00,7%,4.26
26043594,https://www.bonanza.com/booths/3579342,3579342,26043594,12576,57.03,DOLPHIN,11/11/2011,2011-12-18,37,"2,594",$0.02,23,$2.48,8,Montclair,CA,US,3945,257,2,0.78%,0,2.00,9%,5.00
22130481,https://www.bonanza.com/booths/3147061,3147061,22130481,11450,192.95,SEA_BASS,12/27/2016,2017-01-10,14,721,$0.27,101,$1.91,0,Queens,NY,US,443,358,4,1.12%,0,7.00,7%,5.00
26852903,https://www.bonanza.com/booths/3680787,3680787,26852903,11450,45.12,MINNOW,1/2/2018,2018-01-06,4,350,$0.13,40,$1.13,4,Jakarta Selatan,D.K.I. Jakarta,ID,160,575,6,1.04%,0,4.00,10%,4.75
11860963,https://www.bonanza.com/booths/2205260,2205260,11860963,281,3490,DOLPHIN,3/21/2017,2017-04-05,15,637,$5.48,283,$12.33,,Cinnaminson,NJ,US,1691,4153,13,0.31%,3,25.00,9%,4.84
103589,https://www.bonanza.com/booths/44468,44468,103589,0,501.26,MINNOW,2/11/2017,2017-08-19,189,675,$0.74,208,$2.41,,St-Lin-Laurentides,QC,CA,3096,635,2,0.31%,0,33.00,16%,4.82
23369864,https://www.bonanza.com/booths/3305505,3305505,23369864,11232,142,SEA_BASS,7/10/2018,2018-07-16,6,161,$0.88,113,$1.25,3,Canon City,CO,US,394,341,9,2.64%,0,16.00,14%,5.00
10148918,https://www.bonanza.com/booths/56251,1947444,10148918,26395,65.77,MINNOW,10/22/2014,2014-10-30,8,"1,518",$0.28,48,$1.45,,Lutz,FL,US,146,95,0,0.72%,0,5.00,42%,4.20
6657021,https://www.bonanza.com/booths/1305099,1305099,6657021,281,41.57,MINNOW,9/15/2014,2014-10-15,30,"1,555",$0.03,58,$0.72,,Kunshan,Jiangsu,CN,91,42,1,2.38%,0,4.00,7%,4.00
15337817,https://www.bonanza.com/booths/2934317,2934317,15337817,0,130.01,SEA_BASS,1/25/2018,2018-01-30,5,327,$0.40,126,$1.03,,surat,Gujarat,IN,1416,281,1,0.36%,0,14.00,11%,4.00
23737439,https://www.bonanza.com/booths/3303590,3303590,23737439,11700,207.73,MINNOW,11/29/2017,2017-12-14,15,384,$0.54,49,$4.24,16,Phillipsburg,New Jersey,US,48,575,9,1.57%,0,4.00,8%,3.25
29872176,https://www.bonanza.com/booths/4022736,4022736,29872176,6028,39.99,MINNOW,2/25/2018,2018-03-01,4,296,$0.14,12,$3.33,2,morganton,nc,US,187,88,1,1.14%,0,1.00,8%,1.00
15045937,https://www.bonanza.com/booths/3951273,2639645,15045937,6028,246.64,MINNOW,11/12/2015,2015-11-18,6,"1,132",$0.02,32,$1.05,,Scottsdale,ARizona,US,219,142,1,0.00%,2,3.00,5%,5.00
9757905,https://www.bonanza.com/booths/1884267,1884267,9757905,11700,522.75,MINNOW,7/11/2014,2014-07-14,3,"1,621",$0.32,83,$6.30,3,MURFREESBORO,TN,US,14,154,0,0.00%,0,3.00,4%,5.00
31805539,https://www.bonanza.com/booths/3452538,4283290,31805539,0,6.7,MINNOW,4/21/2018,2018-06-07,47,241,$0.08,12,$0.76,4,Blue Springs,MO,US,529,779,4,0.21%,0,1.00,4%,1.00
17888661,https://www.bonanza.com/booths/2945528,2945528,17888661,0,-43.29,MINNOW,11/14/2015,2015-11-27,13,"1,130",-$0.04,50,-$0.87,,Prescott,AZ,US,1013,765,3,0.39%,0,7.00,14%,4.71
28999543,https://www.bonanza.com/booths/3927631,3927631,28999543,11700,343.88,DOLPHIN,10/22/2008,2010-01-16,451,"3,709",$0.09,109,$3.15,4,Ocean apt 4a,New jersey,US,310,2946,13,0.44%,0,5.00,5%,4.00
25304858,https://www.bonanza.com/booths/3484776,3484776,25304858,26395,1291.33,DOLPHIN,6/1/2016,2016-10-15,136,930,$1.39,175,$7.38,4,Richmond Hills,NY,US,266,674,28,4.15%,3,16.00,9%,5.00
31663084,https://www.bonanza.com/booths/4265870,4265870,31663084,11700,69.46,SEA_BASS,4/16/2017,2017-04-27,11,611,$0.11,29,$2.40,0,Buffalo,MN,US,144,53,3,5.66%,0,3.00,10%,5.00
10881773,https://www.bonanza.com/booths/2552000,2038046,10881773,0,106.55,MINNOW,12/25/2014,2014-12-28,3,"1,454",$0.21,120,$3.18,4,Fort Wayne,IN,US,1169,573,2,4.35%,0,11.00,6%,5.00
1191314,https://www.bonanza.com/booths/253386,253386,1191314,0,127.43,MINNOW,4/5/2017,2017-05-18,43,622,$0.20,156,$0.82,,Tinley Park,IL,US,9,23,0,0.00%,0,101.00,65%,5.00
8008195,https://www.bonanza.com/booths/1562925,1562925,8008195,14339,752.57,SEA_BASS,7/24/2015,2015-08-18,25,"1,243",$0.61,732,$1.03,,New Smyrna Beach,Florida,US,2715,8283,3,0.04%,2,79.00,11%,5.00
11964803,https://www.bonanza.com/booths/2224805,2224805,11964803,0,111.29,DOLPHIN,1/26/2010,2010-05-20,114,"3,248",$0.03,174,$0.64,,Nottingham,MD,US,16919,2832,9,0.32%,0,26.00,15%,4.62
3162141,https://www.bonanza.com/booths/609221,609221,3162141,281,191.12,MINNOW,1/24/2017,2017-02-26,33,693,$0.28,67,$2.85,4,Green Forest,AR,US,149,4,0,0.00%,0,11.00,16%,5.00
8774145,https://www.bonanza.com/booths/1681803,1681803,8774145,26395,141.93,MINNOW,2/24/2015,2015-03-06,10,"1,393",$0.10,61,$2.33,,GROSSE POINTE WOODS,MI,US,338,155,2,1.29%,0,4.00,7%,5.00
14139657,https://www.bonanza.com/booths/2616930,2616930,14139657,11450,9.95,MINNOW,11/17/2009,2010-04-19,153,"3,318",$0.00,59,$0.17,,Wixom,MI,US,474,995,0,0.00%,0,9.00,15%,5.00
36035481,https://www.bonanza.com/booths/4703368,4703368,36035481,550,-48.04,DOLPHIN,6/20/2018,2018-07-08,18,181,-$0.27,2,-$24.02,0,Boca Raton,FL,US,2622,1304,2,0.15%,0,0.00,0%,NULL
15406691,https://www.bonanza.com/booths/2669483,2669483,15406691,11450,8627.66,WHALE,2/22/2017,2017-04-01,38,664,$12.99,879,$9.82,,athens,Attica,GR,478,376,6,1.60%,2,72.00,8%,4.42
28960946,https://www.bonanza.com/booths/3923187,3923187,28960946,11450,66.79,MINNOW,11/9/2014,2014-11-27,18,"1,500",$0.04,27,$2.47,8,STATEN ISLAND,NY,US,2178,794,2,0.25%,0,3.00,11%,5.00
30459,https://www.bonanza.com/booths/16367,16367,30459,0,373.1,SEA_BASS,12/23/2016,2016-12-30,7,725,$0.51,524,$0.71,7,Fort Wayne,IN,US,15,76,0,0.00%,0,52.00,10%,5.00
19428716,https://www.bonanza.com/booths/1914272,2933219,19428716,12576,535.05,DOLPHIN,6/27/2016,2016-07-24,27,904,-$0.14,94,-$0.48,,Millsboro,DE,US,404,149,2,0.00%,0,4.00,4%,5.00
18854513,https://www.bonanza.com/booths/2887312,2887312,18854513,0,21.66,MINNOW,10/1/2015,2015-10-10,9,"1,174",$0.02,36,$0.60,,los angeles,CA,US,125,44,0,0.00%,0,2.00,6%,3.00
12246121,https://www.bonanza.com/booths/2275885,2275885,12246121,64482,27.96,MINNOW,1/6/2018,2018-04-03,87,346,$0.08,33,$0.85,,Bolingbrook,IL,US,2854,451,0,0.00%,0,4.00,12%,4.75
18565420,https://www.bonanza.com/booths/2888280,2888280,18565420,0,304.46,MINNOW,2/12/2017,2017-03-20,36,674,$0.45,22,$13.84,4,Syosset,NY,US,1549,447,9,2.01%,2,2.00,9%,5.00
7627929,https://www.bonanza.com/booths/1505665,1505665,7627929,64482,6.36,MINNOW,5/29/2017,2017-05-30,1,568,$0.01,73,$0.09,4,Hanahan,SC,US,4492,1208,4,0.33%,0,13.00,18%,5.00
14133879,https://www.bonanza.com/booths/3832163,2525323,14133879,281,1748.47,WHALE,9/8/2015,2015-09-22,14,"1,197",$0.00,111,$0.27,4,queens village NY,New York (NY),US,5874,1693,3,2.05%,0,14.00,6%,5.00
32639979,https://www.bonanza.com/booths/4372270,4372270,32639979,14339,27.79,SEA_BASS,6/26/2014,2014-07-19,23,"1,636",$0.02,80,$0.35,0,Pardes Hanna-Karkur,IL,IL,155,145,7,4.83%,0,10.00,13%,3.90
4000601,https://www.bonanza.com/booths/758781,758781,4000601,0,210.76,SEA_BASS,2/7/2014,2014-03-06,27,"1,775",$0.12,284,$0.74,4,Medan,Sumatera Utara,ID,580,400,5,1.25%,0,21.00,7%,4.62
7757223,https://www.bonanza.com/booths/1531697,1531697,7757223,0,51.13,MINNOW,7/1/2017,2017-07-21,20,535,$0.10,109,$0.47,,Khlong San,Bangkok,TH,77,105,1,0.95%,0,8.00,7%,5.00
30568613,https://www.bonanza.com/booths/4123324,4123324,30568613,58058,-54.45,MINNOW,3/14/2018,2018-04-13,30,279,-$0.20,28,-$1.94,22,East Orange,NJ,US,1952,680,0,0.00%,0,2.00,7%,3.00
35226297,https://www.bonanza.com/booths/2004469,4618728,35226297,26395,21.72,SEA_BASS,10/16/2018,2018-11-08,23,63,$5.76,14,$4.17,0,ΚΑΛΛΙΘΕΑ,ATTIKI,GR,366,813,10,0.00%,0,1.00,8%,1.00
5622745,https://www.bonanza.com/booths/4275277,1072315,5622745,0,788.56,MINNOW,6/7/2013,2013-08-28,82,"2,020",$0.01,115,$1.93,4,Batu Caves,Federal Territory of Kuala Lumpur,MY,23,166,0,0.00%,0,13.00,22%,4.38
6012819,https://www.bonanza.com/booths/4440098,1174909,6012819,26395,1108.16,MINNOW,9/10/2013,2013-09-22,12,"1,925",$0.04,125,$1.66,4,St. Petersburg,FL,US,738,3230,26,4.03%,0,17.00,4%,4.76
31616437,https://www.bonanza.com/booths/4260139,4260139,31616437,0,454.84,MINNOW,12/23/2010,2011-01-11,19,"2,917",$0.16,15,$30.32,16,Valley,Wa,US,1474,196,0,0.00%,2,1.00,7%,5.00
25525438,https://www.bonanza.com/booths/3513281,3513281,25525438,0,55.18,MINNOW,12/18/2013,2014-05-06,139,"1,826",$0.03,16,$3.45,0,Las Vegas,NV,US,200,31,4,12.90%,0,0.00,0%,NULL
34829602,https://www.bonanza.com/booths/4579611,4579611,34829602,26395,-7.48,MINNOW,4/8/2009,2009-04-21,13,"3,541",$0.00,4,-$1.87,4,LAUDERDALE LAKES,FL,US,48,171,1,0.58%,2,0.00,0%,NULL
21993297,https://www.bonanza.com/booths/3135702,3135702,21993297,220,2553.18,WHALE,2/15/2013,2013-02-22,7,"2,132",$1.20,799,$3.20,4,广州市,广东省,CN,333,13804,37,0.27%,3,92.00,12%,3.80
23185482,https://www.bonanza.com/booths/3238236,3238236,23185482,11700,1508.98,DOLPHIN,10/18/2016,2016-10-24,6,791,$1.91,401,$3.76,,Milford,MA,US,14932,1807,13,0.72%,2,29.00,7%,4.17
12121057,https://www.bonanza.com/booths/2640788,2640788,12121057,267,-9.36,SEA_BASS,9/15/2016,2016-10-23,38,824,-$0.01,167,-$0.06,4,Fredericksburg,VA,US,3891,181,2,1.10%,0,10.00,6%,5.00
30907788,https://www.bonanza.com/booths/4170553,4170553,30907788,2984,13.64,MINNOW,8/3/2017,2017-08-07,4,502,$0.03,6,$2.27,6,Dnipro,Dnipropetrovsk Oblast,UA,55,126,0,0.00%,0,1.00,17%,5.00
25661012,https://www.bonanza.com/booths/3530874,3530874,25661012,0,-81.84,MINNOW,1/13/2015,2015-01-24,11,"1,435",-$0.06,33,-$2.48,0,Cypress,TX,US,71,56,1,1.79%,0,3.00,9%,3.67
5255493,https://www.bonanza.com/booths/999179,999179,5255493,888,31.04,MINNOW,8/11/2010,2011-04-08,240,"3,051",$0.01,34,$0.91,4,Austin,TX,US,198,173,3,1.73%,0,4.00,12%,4.25
27223969,https://www.bonanza.com/booths/3722505,3722505,27223969,12576,902.22,MINNOW,5/9/2016,2016-05-13,4,953,$0.95,9,$100.25,4,Bourne,MA,US,28,86,0,0.00%,2,0.00,0%,NULL
18876944,https://www.bonanza.com/booths/3009616,3009616,18876944,11450,656.69,SEA_BASS,5/21/2017,2017-08-22,93,576,$1.14,94,$6.99,4,Ravena,NY,US,1403,727,5,0.69%,0,5.00,5%,5.00
20454403,https://www.bonanza.com/booths/3016458,3016458,20454403,0,39.44,MINNOW,4/17/2018,2018-05-07,20,245,$0.16,35,$1.13,0,Santa Rosa Beach,FL,US,991,200,1,0.50%,0,4.00,11%,5.00
10656698,https://www.bonanza.com/booths/2434169,2005705,10656698,11450,2425.3,DOLPHIN,12/7/2014,2014-12-27,591,"1,258",$0.11,205,$3.18,,London,England,GB,88,472,3,0.40%,0,27.00,11%,4.04
18670046,https://www.bonanza.com/booths/2873406,2873406,18670046,0,76.91,MINNOW,1/20/2018,2018-02-11,22,332,$0.23,41,$1.88,,Evinston,FL,US,4379,643,5,0.78%,0,4.00,10%,4.75
12590822,https://www.bonanza.com/booths/222980,2324466,12590822,11450,2915.71,DOLPHIN,5/14/2015,2015-10-18,25,"2,786",$0.03,609,$0.54,8,Ho Chi Minh City,Vietnam,VN,56974,2767,18,0.51%,3,30.00,12%,4.00
21591194,https://www.bonanza.com/booths/3102730,3102730,21591194,999000,554.61,SEA_BASS,5/27/2010,2010-07-21,55,"3,127",$0.18,244,$2.27,4,Miami,FL,US,68,565,14,2.48%,1,40.00,16%,4.65
17069585,https://www.bonanza.com/booths/3522019,2808712,17069585,11450,148.72,SEA_BASS,3/19/2016,2016-03-29,3,570,$0.80,197,$7.97,,Ambler,PA,US,17217,1334,5,0.25%,0,8.00,5%,4.00
19007652,https://www.bonanza.com/booths/2899533,2899533,19007652,11700,2608.47,SEA_BASS,4/4/2017,2017-04-19,15,623,$4.19,414,$6.30,,Warner Robins,Georgia,US,230,700,15,2.14%,3,33.00,8%,4.48
12123305,https://www.bonanza.com/booths/2253192,2253192,12123305,6028,6461.81,WHALE,6/12/2018,2018-06-21,9,189,$34.19,493,$13.11,,Riverside,CA,US,5106,1536,7,0.46%,3,49.00,10%,4.76
33138780,https://www.bonanza.com/booths/4414206,4414206,33138780,0,-12.76,MINNOW,11/24/2015,2016-12-12,384,"1,120",-$0.01,26,-$0.49,17,Coral Springs,Fl,US,1367,254,6,2.36%,0,0.00,0%,NULL
29039707,https://www.bonanza.com/booths/3931986,3931986,29039707,0,-17.53,MINNOW,2/2/2017,2017-02-08,6,684,-$0.03,30,-$0.58,0,Prachantakha,Prachinburi,TH,946,1012,1,0.10%,0,2.00,7%,5.00
30328665,https://www.bonanza.com/booths/4087021,4087021,30328665,11450,19.1,MINNOW,4/25/2009,2009-05-15,20,"3,524",$0.01,9,$2.12,2,Perkiomenville,PA,US,1309,274,2,0.73%,0,2.00,22%,5.00
15448990,https://www.bonanza.com/booths/2672929,2672929,15448990,64482,255.65,MINNOW,2/24/2017,2017-04-18,53,662,$0.39,13,$19.67,3,Riverdale,GA,US,49,204,5,2.45%,2,1.00,8%,5.00
7020973,https://www.bonanza.com/booths/1374233,1374233,7020973,0,347.1,MINNOW,3/8/2015,2015-04-03,26,"1,381",$0.25,99,$3.51,3,Honey Brook,PA,US,1,3,0,0.00%,0,5.00,5%,4.60
29597714,https://www.bonanza.com/booths/3991387,3991387,29597714,6028,395.35,DOLPHIN,5/15/2015,2015-09-23,131,"1,313",$0.30,18,$21.96,7,Orangevale,CA,US,0,113,1,0.88%,2,3.00,17%,5.00
9884313,https://www.bonanza.com/booths/1908818,1908818,9884313,0,6.35,MINNOW,6/2/2018,2018-06-18,16,199,$0.03,55,$0.12,,San Marcos,CA,US,369,349,0,0.00%,0,6.00,11%,5.00
35369369,https://www.bonanza.com/booths/4631317,4631317,35369369,26395,28.36,SEA_BASS,6/27/2018,2018-07-02,5,174,$0.16,9,$3.15,4,cypress,CA,US,26,60,4,6.67%,1,0.00,0%,NULL
7930703,https://www.bonanza.com/booths/1549761,1549761,7930703,6028,687.67,DOLPHIN,2/1/2009,2009-04-08,66,"3,607",$0.19,139,$4.95,4,Jupiter,FL,US,7491,2877,3,0.10%,0,14.00,10%,3.71
11215699,https://www.bonanza.com/booths/2105426,2105426,11215699,11450,-0.62,MINNOW,9/13/2012,2013-04-04,203,"2,287",$0.00,96,-$0.01,,San Diego,CA,US,197,245,0,0.00%,0,2.00,2%,5.00
23451020,https://www.bonanza.com/booths/3267979,3267979,23451020,11450,396.2,DOLPHIN,3/28/2016,2016-03-29,1,995,$0.40,107,$3.70,,Suzhou,Jiangsu,CN,26837,979,1,0.10%,0,14.00,13%,4.00
35357514,https://www.bonanza.com/booths/4630527,4630527,35357514,11450,-0.7,MINNOW,5/6/2015,2015-05-08,2,"1,322",$0.00,2,-$0.35,4,Hai Phong,Hai Phong,VN,4547,642,2,0.31%,0,0.00,0%,NULL
6495587,https://www.bonanza.com/booths/1283091,1283091,6495587,11450,903.72,MINNOW,5/17/2017,2017-05-21,4,580,$1.56,52,$17.38,,Rockville,MD,US,48,23,0,0.00%,0,9.00,17%,5.00
35587470,https://www.bonanza.com/booths/4650214,4650214,35587470,0,5.3,SEA_BASS,8/22/2012,2012-10-09,48,"2,309",$0.00,6,$0.88,0,Agadir,dchaira,MA,37,76,6,7.89%,0,0.00,0%,NULL
23743952,https://www.bonanza.com/booths/113938,3304457,23743952,888,940.16,DOLPHIN,2/24/2017,2017-03-27,31,662,$0.65,113,$11.06,,Kwun Tong,Kowloon,HK,542,662,2,2.07%,0,12.00,10%,4.25
138511,https://www.bonanza.com/booths/53981,53981,138511,11233,99.45,MINNOW,10/13/2016,2016-10-14,1,796,$0.12,113,$0.88,,Toledo,OH,US,2579,548,5,0.91%,0,26.00,23%,4.92
28701589,https://www.bonanza.com/booths/3891526,3891526,28701589,15032,39.46,MINNOW,4/2/2018,2018-04-22,20,260,$0.15,25,$1.58,0,PALAIO FALIRO,PA,GR,2809,947,4,0.42%,0,0.00,0%,NULL
33741864,https://www.bonanza.com/booths/2809253,4475862,33741864,220,38.38,SEA_BASS,7/27/2018,2018-08-29,33,144,$0.41,21,$1.39,4,moscow,moscow,RU,44,793,9,0.65%,0,3.00,5%,5.00
10558628,https://www.bonanza.com/booths/1996825,1996825,10558628,0,1070.63,DOLPHIN,3/15/2016,2017-06-16,458,"1,008",$1.06,202,$5.30,,Luck,WI,US,151,203,5,2.46%,0,10.00,5%,4.90
9292435,https://www.bonanza.com/booths/1790185,1790185,9292435,15032,403.36,DOLPHIN,9/23/2016,2016-09-28,5,816,$0.49,1530,$0.26,,La Puente,CA,US,81,61,0,0.00%,0,76.00,5%,4.25
35494105,https://www.bonanza.com/booths/4641528,4641528,35494105,58058,-1.78,MINNOW,12/4/2015,2016-01-28,55,"1,110",$0.00,2,-$0.89,0,Poplar Grove,il,US,28,195,1,0.51%,0,0.00,0%,NULL
30745051,https://www.bonanza.com/booths/4148471,4148471,30745051,11450,-29.46,SEA_BASS,2/11/2018,2018-03-30,47,310,-$0.10,34,-$0.87,0,hong kong,hong kong,CN,210,346,2,0.58%,0,1.00,3%,5.00
22866267,https://www.bonanza.com/booths/3208774,3208774,22866267,11116,-31.46,MINNOW,6/22/2016,2016-07-22,30,909,-$0.03,20,-$1.57,16,Urbandale,IA,US,103,35,0,0.00%,0,3.00,15%,5.00
7833043,https://www.bonanza.com/booths/3674472,3674472,7833043,0,48.77,MINNOW,7/2/2014,2015-01-25,207,"1,630",$0.03,26,$1.88,17,Cumming,Georgia,US,261,477,3,0.63%,0,0.00,0%,NULL
28417712,https://www.bonanza.com/booths/3854687,3854687,28417712,0,57.2,MINNOW,6/14/2017,2017-10-29,137,552,$0.10,17,$3.36,0,Florence,KY,US,291,258,2,0.78%,0,2.00,12%,5.00
28470553,https://www.bonanza.com/booths/3861586,3861586,28470553,11232,129.33,SEA_BASS,5/18/2018,2018-05-22,4,214,$0.60,121,$1.07,2,Hillsboro,OR,US,49,142,11,7.75%,0,9.00,7%,4.89
13383762,https://www.bonanza.com/booths/2430783,2430783,13383762,11700,-3.52,MINNOW,5/18/2016,2016-06-11,24,944,$0.00,76,-$0.05,4,Fairfield,Ohio,US,63,106,2,1.89%,0,2.00,3%,5.00
24025317,https://www.bonanza.com/booths/3335736,3335736,24025317,26395,7872.59,DOLPHIN,5/11/2017,2017-08-08,89,586,$13.43,536,$14.69,4,Hollywood,FL,US,3957,3530,29,0.82%,4,56.00,10%,4.36
15330491,https://www.bonanza.com/booths/2663009,2663009,15330491,11450,89.98,MINNOW,5/14/2014,2014-11-22,192,"1,679",$0.05,43,$2.09,,Anacortes,Washington,US,1032,209,1,0.48%,0,1.00,2%,3.00
31227401,https://www.bonanza.com/booths/4210299,4210299,31227401,26395,63.45,MINNOW,9/16/2012,2012-11-15,60,"2,284",$0.03,10,$6.35,4,Miami Beach,FL,US,30,18,0,0.00%,0,1.00,10%,5.00
32564266,https://www.bonanza.com/booths/4365471,4365471,32564266,11450,51.56,MINNOW,2/20/2018,2018-02-24,4,301,$0.17,11,$4.69,0,Sanford,FL,US,250,182,0,0.00%,0,2.00,18%,3.00
27570875,https://www.bonanza.com/booths/3761927,3761927,27570875,14339,633.65,DOLPHIN,4/22/2011,2011-05-11,19,"2,797",$0.23,167,$3.79,0,Elk Grove Village,Illinois,US,536,318,12,3.77%,0,15.00,9%,4.47
105327,https://www.bonanza.com/booths/44934,44934,105327,14339,2046.61,MINNOW,6/26/2015,2015-08-10,45,"1,271",$1.61,307,$6.67,4,Swartz Creek,MI,US,3210,224,1,0.45%,2,36.00,12%,4.61
33301927,https://www.bonanza.com/booths/4431949,4431949,33301927,6028,63.98,SEA_BASS,6/27/2015,2015-07-01,4,"1,270",$0.05,21,$3.05,0,Chino Hills,CA,US,82,34,0,0.00%,0,1.00,5%,5.00
29288855,https://www.bonanza.com/booths/3958582,3958582,29288855,26395,838.29,DOLPHIN,3/10/2016,2016-04-07,28,"1,013",$0.83,376,$2.23,0,rush city,MN,US,511,3475,127,3.65%,2,24.00,6%,4.38
9954334,https://www.bonanza.com/booths/1981384,1981384,9954334,11450,338.31,SEA_BASS,2/6/2015,2015-06-04,118,"1,411",$0.24,160,$2.11,4,Manchester,England,GB,621,278,3,1.08%,0,5.00,3%,5.00
34496952,https://www.bonanza.com/booths/4548046,4548046,34496952,11450,10.91,SEA_BASS,6/22/2013,2013-06-22,0,"2,005",$0.01,19,$0.57,0,West Bend,Wi,US,707,727,5,0.69%,2,2.00,11%,5.00
