id,featured_category_id,profit_estimate,value_em,created_at,first_sale,days_to_sale,days_as_user,profit_per_day,orders,d_per_order,source_em,city,state,country,items_for_sale,view_count,offers,conversion_rate,membership_level,feedback,rate,rating
363,no_category,149.68,MINNOW,7/14/08,8/23/08,40,"3,809.00",0.04,257,0.58,4,Beattyville,Kentucky,US,8,43,1,NAN,0,121,0.47,5
437,Toys & Hobbies,33.3,MINNOW,7/22/08,10/6/08,76,"3,801.00",0.01,79,0.42,,Port Charlotte,FL,US,218,148,0,0,0,17,0.22,4.88
819,no_category,85.67,MINNOW,8/10/08,8/17/08,7,"3,782.00",0.02,218,0.39,0,Rockwall,Texas,US,9,50,0,0,0,86,0.39,5
881,Pottery & Glass,1439.5,MINNOW,8/12/08,10/29/08,78,"3,780.00",0.38,322,4.47,4,Lebanon,OR,US,22,99,0,0,0,73,0.23,5
900,Books,150.48,MINNOW,8/13/08,8/22/08,9,"3,779.00",0.04,200,0.75,,Morganton,NC,US,41,6,0,0,0,33,0.17,4.88
1199,no_category,197.26,SEA_BASS,8/21/08,8/27/08,6,"3,771.00",0.05,756,0.26,4,Mt. Pleasant,Texas,US,592,252,0,0,0,108,0.14,5
1490,no_category,870.34,MINNOW,8/25/08,9/26/08,32,"3,767.00",0.23,253,3.44,4,Lascassas,TN,US,530,296,9,0.03,0,13,0.05,5
1494,home_garden,3464.63,SEA_BASS,8/25/08,10/27/09,428,"3,767.00",0.92,974,3.56,,Houston,TX,US,295,363,7,0.02,0,61,0.06,4.75
1630,no_category,4069.87,SEA_BASS,8/27/08,2/25/09,182,"3,765.00",1.08,433,9.4,4,Colorado Springs,CO,US,108,"1,259.00",4,NAN,3,272,0.63,4.97
1686,no_category,-912.95,SEA_BASS,8/27/08,9/24/08,28,"3,765.00",-0.24,631,-1.45,,Largo,FL,US,"3,452.00","3,198.00",13,0,0,64,0.1,4.73
1698,health_beauty,360.86,DOLPHIN,8/27/08,3/12/12,"1,293.00","3,765.00",0.1,114,3.17,,Germantown,MD,US,13,43,1,0,0,18,0.16,5
1902,1,58.39,MINNOW,8/29/08,9/30/08,32,"3,763.00",0.02,364,0.16,,La Palma,CA,US,427,442,1,0.06,0,98,0.27,5
2078,no_category,-8.65,MINNOW,8/31/08,9/30/15,"2,586.00","3,761.00",0,52,-0.17,3,Houston,TX,US,753,473,0,0,0,1,0.02,5
2197,fashion,897.79,SEA_BASS,9/2/08,12/6/08,95,"3,759.00",0.24,"1,736.00",0.52,0,Indiana,PA,US,839,"1,309.00",2,0,0,71,0.04,4.83
2532,home_garden,155.3,MINNOW,9/7/08,9/13/08,6,"3,754.00",0.04,158,0.98,,Egg Harbor TWP,NJ,US,55,70,0,0,0,42,0.27,4.9
2558,Crafts,227.05,MINNOW,9/7/08,8/20/09,347,"3,754.00",0.06,291,0.78,,Sun City,AZ,US,151,"3,453.00",2,NAN,0,154,0.53,5
2641,Pottery & Glass,-72.43,MINNOW,9/8/08,10/27/09,414,"3,753.00",-0.02,165,-0.44,,Prescott,AZ,US,946,938,1,0,0,15,0.09,3.8
2708,fashion,4541.77,DOLPHIN,9/9/08,9/21/08,12,"3,752.00",1.21,278,16.34,,El Monte,CA,US,17,195,0,0,0,175,0.63,4.98
2762,Entertainment Memorabilia,222.71,MINNOW,9/9/08,9/17/08,8,"3,752.00",0.06,318,0.7,,Winter Garden,FL,US,"1,398.00",346,1,NAN,0,56,0.18,4.96
2874,no_category,998.75,SEA_BASS,9/10/08,10/23/08,43,"3,751.00",0.27,"1,108.00",0.9,,Phoenix,AZ,US,469,"2,140.00",3,0,0,143,0.13,4.99
3218,DVDs & Movies,148.23,MINNOW,9/13/08,6/19/12,"1,375.00","3,748.00",0.04,230,0.64,,Lawrenceville,IL,US,"3,491.00",968,5,0.01,0,26,0.11,4.85
3344,home_garden,3119.57,SEA_BASS,9/14/08,1/24/09,132,"3,747.00",0.83,"1,347.00",2.32,4,Belle chasse,LA,US,"3,374.00","1,822.00",5,0,0,60,0.04,4.8
3464,fashion,248.35,MINNOW,9/15/08,2/8/10,511,"3,746.00",0.07,165,1.51,,Cuyahoga Falls,OH,US,84,109,4,0.04,0,7,0.04,4.14
3661,jewelry_watches,2334.42,SEA_BASS,9/16/08,6/2/10,624,"3,745.00",0.62,419,5.57,,Lake George,Colorado,US,"2,403.00",409,2,0,0,185,0.44,4.99
3910,fashion,351.09,MINNOW,9/18/08,1/29/15,"2,324.00","3,743.00",0.09,139,2.53,,Chaska,MN,US,996,130,8,0.06,0,6,0.04,4.67
4018,no_category,-47.57,MINNOW,9/19/08,9/18/13,"1,825.00","3,742.00",-0.01,161,-0.3,,Vesper,WI,US,"1,705.00","4,497.00",2,0,0,17,0.11,4.65
4283,Pottery & Glass,134.54,MINNOW,9/21/08,2/16/15,"2,339.00","3,740.00",0.04,90,1.49,4,Brighton,MI,US,467,777,7,0.01,0,13,0.14,5
4534,no_category,406.01,DOLPHIN,9/22/08,11/3/08,42,"3,739.00",0.11,552,0.74,,Blakeslee,PA,US,0,"1,911.00",9,0,0,75,0.14,4.97
5127,fashion,6199.13,DOLPHIN,9/26/08,11/26/08,61,"3,735.00",1.66,"1,590.00",3.9,,Elkton,KY,US,231,"1,716.00",21,0.01,3,191,0.12,4.91
5819,no_category,523.8,SEA_BASS,10/1/08,10/15/09,379,"3,730.00",0.14,370,1.42,,Houston,TX,US,3,125,4,0.03,0,37,0.1,4.84
5995,fashion,3463.79,DOLPHIN,10/2/08,7/9/09,280,"3,729.00",0.93,"1,215.00",2.85,4,Waltham,Massachusetts,US,165,140,0,0,0,366,0.3,4.99
6009,no_category,166.31,MINNOW,10/2/08,2/9/09,130,"3,729.00",0.04,183,0.91,,Warminster,PA,US,3,0,0,NAN,0,22,0.12,4.82
6373,no_category,129.57,MINNOW,10/4/08,10/18/08,14,"3,727.00",0.03,196,0.66,,Brandon,MS,US,248,81,0,0,0,95,0.48,4.89
6476,DVDs & Movies,3520.88,DOLPHIN,10/5/08,9/8/09,338,"3,726.00",0.94,"4,051.00",0.87,4,Milton,FL,US,"2,082.00","6,930.00",305,0.04,2,506,0.12,4.9
7168,no_category,164.97,MINNOW,10/7/08,10/10/08,3,"3,724.00",0.04,191,0.86,,Grand Prairie,TX,US,"1,629.00",102,0,0,0,31,0.16,4.94
7170,fashion,92.93,MINNOW,10/7/08,10/21/08,14,"3,724.00",0.02,286,0.32,4,Yale,OK,US,180,144,0,0,0,411,1.44,5
7238,no_category,210.62,MINNOW,10/8/08,2/22/09,137,"3,723.00",0.06,136,1.55,,Loomis,CA,US,6,68,0,0,0,13,0.1,5
7424,Business & Industrial,533.26,DOLPHIN,10/9/08,3/26/15,"2,359.00","3,722.00",0.14,48,11.11,16,Chicago,IL,US,174,96,0,0,0,9,0.19,2.56
8545,home_garden,1442.13,MINNOW,10/13/08,7/12/10,637,"3,718.00",0.39,331,4.36,,utah,Utah,US,348,532,6,0.01,0,38,0.11,4.47
9321,no_category,1873.07,MINNOW,10/14/08,1/1/09,79,"3,717.00",0.5,115,16.29,3,Northbrook,IL,US,178,"3,769.00",2,0,2,75,0.65,5
9420,no_category,643.2,MINNOW,10/15/08,10/18/09,368,"3,716.00",0.17,260,2.47,,Benson,MN,US,50,44,1,0.02,0,25,0.1,4.36
9427,Dolls & Bears,190.39,MINNOW,10/15/08,11/22/08,38,"3,716.00",0.05,165,1.15,,Batesville,IN,US,517,502,2,0,0,37,0.22,4.95
9544,no_category,1643.16,DOLPHIN,10/15/08,12/1/08,47,"3,716.00",0.44,146,11.25,,Ooltewah,TN,US,17,112,0,0,0,8,0.05,4.5
9605,1,665.33,MINNOW,10/15/08,12/9/11,"1,150.00","3,716.00",0.18,134,4.97,,Bentley,LA,US,214,389,2,0.01,1,81,0.6,5
9940,Business & Industrial,407.37,DOLPHIN,10/16/08,1/12/09,88,"3,715.00",0.11,184,2.21,0,PHOENIX,AZ,US,"6,531.00","1,453.00",2,0,0,12,0.07,4.33
10162,no_category,-158.52,MINNOW,10/17/08,3/21/14,"1,981.00","3,714.00",-0.04,87,-1.82,0,Liverpool,NY,US,"1,926.00",863,4,0,0,4,0.05,5
10216,Pet Supplies,305.58,SEA_BASS,10/17/08,12/13/08,57,"3,714.00",0.08,448,0.68,,South Houston,TX,US,10,26,0,0,0,45,0.1,3.84
10383,1,3425.08,SEA_BASS,10/17/08,11/30/08,44,"3,714.00",0.92,"1,294.00",2.65,,Iowa City,IA,US,570,811,1,0,2,156,0.12,4.97
10563,fashion,518.36,MINNOW,10/18/08,11/16/08,29,"3,713.00",0.14,241,2.15,3,Columbia,MD,US,335,558,1,0,0,124,0.51,5
10655,Art,547.42,DOLPHIN,10/19/08,4/3/09,166,"3,712.00",0.15,305,1.79,3,Manassas,VA,US,"8,601.00",343,5,0.01,0,57,0.19,5
10849,fashion,451.88,MINNOW,10/19/08,3/9/10,506,"3,712.00",0.12,364,1.24,4,McKinney,TX,US,544,21,0,0.01,0,11,0.03,4.64
11290,parts_accessories,278.14,MINNOW,10/22/08,11/25/08,34,"3,709.00",0.07,337,0.83,,Liberty,N Carolina,US,"1,697.00","1,530.00",1,0,0,60,0.18,5
11474,no_category,514.47,MINNOW,10/22/08,1/16/10,451,"3,709.00",0.14,294,1.75,,Norwich,CT,US,691,745,5,0.01,0,25,0.09,4.2
11910,Sporting Goods,7016.7,WHALE,10/24/08,8/30/09,310,"3,707.00",1.89,610,11.5,4,Stafford,TX,US,"16,541.00","3,356.00",31,0.01,3,45,0.07,4.64
12499,Specialty Services,397.25,MINNOW,10/27/08,11/7/08,11,"3,704.00",0.11,272,1.46,,Oark,Arkansas,US,149,51,0,0,0,330,1.21,5
12669,jewelry_watches,589.48,MINNOW,10/28/08,11/9/08,12,"3,703.00",0.16,279,2.11,,Bangkok,Bangkok,TH,64,152,2,0.01,0,45,0.16,4.87
12733,health_beauty,598.33,SEA_BASS,10/28/08,11/28/08,31,"3,703.00",0.16,572,1.05,,Amsterdam,NY,US,255,30,0,0,0,57,0.1,4.96
12929,Pottery & Glass,923.25,MINNOW,10/29/08,1/13/10,441,"3,702.00",0.25,252,3.66,,San Jose,CA,US,157,674,4,0.01,0,25,0.1,5
12934,no_category,651.4,SEA_BASS,10/29/08,1/14/09,77,"3,702.00",0.18,541,1.2,,Spokane,Wa,US,542,281,2,0.01,0,224,0.41,4.99
13458,Dolls & Bears,534.92,SEA_BASS,11/1/08,1/29/09,89,"3,699.00",0.14,730,0.73,4,Irwin,PA,US,0,254,1,0,0,82,0.11,4.88
13600,fashion,576.28,SEA_BASS,11/2/08,11/18/08,16,"3,698.00",0.16,813,0.71,,Spotsylvania,VA,US,114,254,0,NAN,0,687,0.85,4.99
14839,no_category,4095.24,SEA_BASS,11/5/08,11/26/08,21,"3,695.00",1.11,521,7.86,,Bells,TX,US,510,456,1,0,0,41,0.08,5
15075,fashion,4240.99,DOLPHIN,11/6/08,12/6/08,30,"3,694.00",1.15,864,4.91,,Fischer,TX,US,685,"10,671.00",11,0,3,67,0.08,4.91
16922,health_beauty,276.89,SEA_BASS,11/15/08,12/11/08,26,"3,685.00",0.08,437,0.63,3,Elizabethtown,KY,US,373,737,0,0,0,340,0.78,4.94
17151,1,54.42,MINNOW,11/16/08,5/7/09,172,"3,684.00",0.01,101,0.54,4,Longmont,CO,US,23,30,0,0,0,5,0.05,4.2
17324,fashion,80.98,MINNOW,11/17/08,11/21/08,4,"3,683.00",0.02,123,0.66,5,bedford,indiana,US,54,3,0,NAN,0,80,0.65,4.88
17467,parts_accessories,1991.36,DOLPHIN,11/17/08,3/24/09,127,"3,683.00",0.54,353,5.64,,Cocoa,Fl,US,"1,268.00",773,0,0,0,27,0.08,4.56
18059,no_category,1286.5,MINNOW,11/20/08,12/14/08,24,"3,680.00",0.35,276,4.66,4,Redding,CA,US,322,139,0,0,0,199,0.72,5
18115,jewelry_watches,141.65,MINNOW,11/20/08,12/30/08,40,"3,680.00",0.04,190,0.75,4,Pottsville,Arkansas,US,23,50,0,0,0,165,0.87,5
18853,no_category,573.26,SEA_BASS,11/23/08,1/17/09,55,"3,677.00",0.16,537,1.07,4,nelson,Wisconsin,US,44,399,0,0,0,71,0.13,5
19009,64482,526.99,MINNOW,11/23/08,2/13/09,82,"3,677.00",0.14,156,3.38,0,Cobleskill,NY,US,221,159,2,0.01,0,49,0.31,4.92
19243,no_category,159.44,MINNOW,11/24/08,12/12/08,18,"3,676.00",0.04,208,0.77,4,Maumelle,AR,US,56,873,0,0,0,108,0.52,4.98
19409,1,2226.25,SEA_BASS,11/24/08,12/25/08,31,"3,676.00",0.61,"1,974.00",1.13,,Seattle,WA,US,149,208,1,0,0,448,0.23,4.69
19631,no_category,356.6,MINNOW,11/25/08,11/30/08,5,"3,675.00",0.1,346,1.03,4,Clearwater,FL,US,503,684,6,0.01,0,104,0.3,5
20162,home_garden,38.08,DOLPHIN,11/27/08,12/18/08,21,"3,673.00",0.01,150,0.25,,junction city,oregon,US,15,10,0,0,0,25,0.17,4.16
20361,Books,334.79,SEA_BASS,11/28/08,11/29/08,1,"3,672.00",0.09,512,0.65,,Seaford,DE,US,"3,376.00","1,601.00",10,0.01,0,71,0.14,4.97
21587,no_category,141.08,SEA_BASS,12/1/08,4/6/10,491,"3,669.00",0.04,476,0.3,,Carlsbad,NM,US,"1,251.00",895,5,0.01,0,82,0.17,4.98
21785,no_category,122.5,MINNOW,12/1/08,12/16/08,15,"3,669.00",0.03,282,0.43,4,fairhaven,MA,US,144,213,2,NAN,0,92,0.33,4.93
21876,1,150.63,MINNOW,12/1/08,6/19/12,"1,296.00","3,669.00",0.04,115,1.31,,Rochester,MN,US,409,334,5,0.01,0,13,0.11,5
22030,Music,57.68,MINNOW,12/2/08,12/5/08,3,"3,668.00",0.02,301,0.19,4,Hollywood,FL,US,"1,028.00","1,967.00",3,0,0,74,0.25,4.92
22315,Books,68.05,DOLPHIN,12/2/08,4/8/09,127,"3,668.00",0.02,70,0.97,0,Pickens,S Carolina,US,"4,289.00",191,5,NAN,0,8,0.11,4.5
23610,1,387.74,MINNOW,12/6/08,12/1/09,360,"3,664.00",0.11,130,2.98,,Fishers,IN,US,202,346,1,0,0,22,0.17,5
23871,Pottery & Glass,415.97,MINNOW,12/7/08,6/5/09,180,"3,663.00",0.11,178,2.34,,Maysville,OK,US,367,272,2,NAN,0,45,0.25,5
23892,Books,969.54,MINNOW,12/7/08,12/12/08,5,"3,663.00",0.26,305,3.18,4,Philadelphia,PA,US,170,66,0,0,0,219,0.72,5
24589,no_category,-52.67,SEA_BASS,12/9/08,10/26/09,321,"3,661.00",-0.01,753,-0.07,4,Phoenix,AZ,US,698,699,6,0.01,0,216,0.29,4.85
25327,1,627.63,MINNOW,12/10/08,1/30/09,51,"3,660.00",0.17,184,3.41,,Sayre,PA.,US,"3,740.00","1,777.00",2,0,0,119,0.65,5
25908,fashion,-834.2,DOLPHIN,12/12/08,11/18/12,"1,437.00","3,658.00",-0.23,142,-5.87,4,Brooksville,FL,US,"1,450.00",336,5,0.01,0,6,0.04,4.33
25978,DVDs & Movies,2359.07,SEA_BASS,12/12/08,12/15/08,3,"3,658.00",0.64,359,6.57,4,Petoskey,MI,US,"1,056.00","1,936.00",3,0,1,83,0.23,5
26136,jewelry_watches,131.09,DOLPHIN,12/13/08,12/29/08,16,"3,657.00",0.04,342,0.38,3,Hales Corners,NV,US,"10,380.00",80,2,0.03,0,72,0.21,4.83
27204,fashion,1450.57,MINNOW,12/16/08,5/10/09,145,"3,654.00",0.4,342,4.24,4,Hong Kong,Hong Kong,HK,"6,191.00","19,570.00",3,0,0,29,0.08,3.34
28113,Books,156.21,MINNOW,12/18/08,2/9/09,53,"3,652.00",0.04,159,0.98,,Miller,South Dakota,US,341,131,2,0.02,0,71,0.45,4.9
28120,Crafts,55.79,MINNOW,12/18/08,1/15/10,393,"3,652.00",0.02,98,0.57,,Mississauga,Ontario Canada,CA,409,237,1,0,0,18,0.18,3.78
28199,parts_accessories,1752.44,DOLPHIN,12/18/08,3/23/09,95,"3,652.00",0.48,314,5.58,,Baxter,TN,US,"1,399.00","1,436.00",1,0,0,6,0.02,5
28249,home_garden,255.3,SEA_BASS,12/18/08,3/8/09,80,"3,652.00",0.07,458,0.56,4,Elmhurst,IL,US,20,32,0,0,0,10,0.02,5
28384,jewelry_watches,1220.45,MINNOW,12/19/08,1/20/09,32,"3,651.00",0.33,234,5.22,,Minneapolis,MN,US,"7,127.00","3,224.00",2,NAN,1,33,0.14,4.45
28708,Books,422.96,MINNOW,12/20/08,2/20/09,62,"3,650.00",0.12,300,1.41,4,North Providence,Rhode Island,US,"32,811.00",533,3,0.01,0,38,0.13,4.82
28930,home_garden,135.71,MINNOW,12/20/08,3/19/09,89,"3,650.00",0.04,203,0.67,,Devine,TX,US,713,493,1,0,0,27,0.13,5
29092,fashion,132.31,MINNOW,12/21/08,2/13/09,54,"3,649.00",0.04,145,0.91,3,Fremont,CA,US,985,187,2,0.01,0,19,0.13,5
30459,no_category,373.1,SEA_BASS,12/25/08,1/8/09,14,"3,645.00",0.1,524,0.71,7,Fort Wayne,IN,US,15,76,0,0,0,52,0.1,5
30571,Coins & Paper Money,345.4,MINNOW,12/26/08,1/9/09,14,"3,644.00",0.09,166,2.08,,Chesterfield,Mi.,US,163,105,0,NAN,0,125,0.75,5
30813,Toys & Hobbies,277.25,MINNOW,12/26/08,1/1/09,6,"3,644.00",0.08,319,0.87,4,San Dimas,CA,US,"1,415.00",438,0,0.01,0,138,0.43,4.97
30883,jewelry_watches,310.44,MINNOW,12/27/08,3/9/09,72,"3,643.00",0.09,100,3.1,4,blackpool,Lancashire,GB,87,123,1,0.01,0,37,0.37,4.89
31023,no_category,1858.34,MINNOW,12/27/08,3/19/09,82,"3,643.00",0.51,180,10.32,,Carpenter,WY,US,444,204,1,0,0,67,0.37,5
31123,health_beauty,533.78,MINNOW,12/27/08,1/24/09,28,"3,643.00",0.15,344,1.55,,Quartz Hill,CA,US,366,356,3,0.01,0,21,0.06,4.71
31158,Books,1891.26,SEA_BASS,12/27/08,2/21/09,56,"3,643.00",0.52,708,2.67,,Stoughton,WI,US,"2,069.00","2,359.00",11,NAN,0,163,0.23,4.95
32222,no_category,12605.24,SEA_BASS,12/30/08,1/7/09,8,"3,640.00",3.46,806,15.64,4,Galena,KS,US,"1,582.00","2,916.00",25,NAN,4,194,0.24,4.99
33490,fashion,6448.72,DOLPHIN,1/3/09,11/17/09,318,"3,636.00",1.77,"2,642.00",2.44,,Toronto,ON,CA,"1,679.00","2,656.00",117,0.04,3,150,0.06,4.83
34098,64482,66.1,MINNOW,1/4/09,1/7/09,3,"3,635.00",0.02,98,0.67,3,East Peoria,Illinois,US,"2,772.00",966,1,0,0,21,0.21,5
34327,no_category,1639.86,MINNOW,1/4/09,2/26/09,53,"3,635.00",0.45,180,9.11,,Huntsville,AL,US,"1,500.00",898,1,0,2,35,0.19,5
34485,1,98.67,DOLPHIN,1/5/09,3/3/17,"2,979.00","3,634.00",0.03,137,0.72,3,Lithonia,GA,US,"34,583.00","6,083.00",12,0,0,24,0.18,4.88
34620,293,10526.49,DOLPHIN,1/5/09,1/6/16,"2,557.00","3,634.00",2.9,925,11.38,,Marlboro,NJ,US,"40,875.00",672,8,0.01,4,39,0.04,4.59
34756,jewelry_watches,1175.22,SEA_BASS,1/5/09,3/20/09,74,"3,634.00",0.32,445,2.64,4,Arnold,MD,US,"1,317.00",60,1,0.02,0,55,0.12,4.85
34800,parts_accessories,112.58,MINNOW,1/5/09,6/18/09,164,"3,634.00",0.03,106,1.06,3,New Delhi,Delhi,IN,"124,930.00","212,233.00",0,0,0,23,0.22,4.39
35750,no_category,583.82,DOLPHIN,1/8/09,1/9/09,1,"3,631.00",0.16,544,1.07,3,Hernando,MS,US,739,617,0,0,0,78,0.14,4.56
36072,Cell Phones & Accessories,2097.19,DOLPHIN,1/9/09,2/2/09,24,"3,630.00",0.58,"1,009.00",2.08,,kiryat Byalik,Israel,IL,"1,381.00","3,740.00",4,0,0,200,0.2,4.29
36431,no_category,202.39,MINNOW,1/10/09,10/13/10,641,"3,629.00",0.06,290,0.7,4,Pataskala,OH,US,"1,218.00",244,5,0.02,0,34,0.12,3.12
36472,no_category,97.83,MINNOW,1/10/09,2/21/09,42,"3,629.00",0.03,108,0.91,,Charlotte,N Carolina,US,304,273,5,0.02,0,27,0.25,4.89
36535,fashion,716.65,DOLPHIN,1/10/09,5/21/10,496,"3,629.00",0.2,102,7.03,,Portland,OR,US,"2,029.00",523,2,0,0,13,0.13,4.38
36789,1,257.31,SEA_BASS,1/10/09,1/18/09,8,"3,629.00",0.07,833,0.31,4,OCALA,FL,US,659,991,4,0.02,0,210,0.25,4.92
36824,no_category,168.01,MINNOW,1/10/09,7/20/09,191,"3,629.00",0.05,210,0.8,,Nelson,PA,US,"1,981.00","2,332.00",2,0,0,46,0.22,4.63
36939,Toys & Hobbies,366.77,SEA_BASS,1/11/09,11/17/09,310,"3,628.00",0.1,846,0.43,,Pinellas Park,FL,US,"8,888.00","5,163.00",0,0,1,110,0.13,4.93
37005,1,550.66,SEA_BASS,1/11/09,2/25/09,45,"3,628.00",0.15,488,1.13,4,Valley Stream,NY,US,652,217,4,0.02,0,57,0.12,4.86
37566,Crafts,784.69,MINNOW,1/12/09,3/1/09,48,"3,627.00",0.22,201,3.9,3,Taipei,Taiwan,TW,890,231,0,NAN,0,28,0.14,4.64
38135,1,292.84,SEA_BASS,1/13/09,2/4/09,22,"3,626.00",0.08,377,0.78,4,Wellsburg,WV,US,278,365,3,0.01,0,32,0.08,5
38390,no_category,705.11,DOLPHIN,1/13/09,1/8/18,"3,282.00","3,626.00",0.19,206,3.42,8,Maryland Heights,MO,US,"23,745.00","3,779.00",5,NAN,3,30,0.15,4.7
38894,64482,71.58,MINNOW,1/14/09,2/13/09,30,"3,625.00",0.02,276,0.26,3,Newport,NC,US,"1,227.00",459,4,0.01,0,28,0.1,4.93
38930,fashion,481.2,MINNOW,1/14/09,5/8/09,114,"3,625.00",0.13,103,4.67,,Baltimore,MD,US,74,46,0,0,0,111,1.08,5
39384,home_garden,1508.44,SEA_BASS,1/15/09,3/3/09,47,"3,624.00",0.42,719,2.1,4,Florence,SC,US,76,565,0,0,0,59,0.08,5
39854,Music,64.09,MINNOW,1/16/09,3/1/09,44,"3,623.00",0.02,125,0.51,,Carson City,NV,US,778,429,1,0,0,24,0.19,5
40662,Coins & Paper Money,248.18,MINNOW,1/18/09,1/25/09,7,"3,621.00",0.07,201,1.23,,Walpole,MA,US,25,10,0,0.03,0,72,0.36,5
40918,jewelry_watches,947.64,SEA_BASS,1/18/09,6/9/09,142,"3,621.00",0.26,795,1.19,4,Bixby,OK,US,343,782,3,0,0,"1,064.00",1.34,5
40982,home_garden,204.96,MINNOW,1/19/09,1/30/09,11,"3,620.00",0.06,185,1.11,,Sterling,IL,US,27,5,0,0,0,13,0.07,4.85
41395,jewelry_watches,372.03,MINNOW,1/19/09,12/1/09,316,"3,620.00",0.1,101,3.68,4,Catlin,IL,US,485,739,0,0,0,48,0.48,5
41515,DVDs & Movies,301.22,MINNOW,1/20/09,2/21/09,32,"3,619.00",0.08,142,2.12,,Saint Peters,MO,US,380,411,1,0,0,27,0.19,4.96
42016,no_category,164.45,MINNOW,1/21/09,4/5/09,74,"3,618.00",0.05,282,0.58,,London,ON,CA,719,643,2,0,0,65,0.23,4.91
42736,1,37.26,MINNOW,1/22/09,9/16/14,"2,063.00","3,617.00",0.01,51,0.73,0,Athens,OH,US,"1,115.00",173,4,0.02,0,1,0.02,5
43172,jewelry_watches,1026.45,SEA_BASS,1/23/09,2/7/09,15,"3,616.00",0.28,767,1.34,,Port Townsend,Wa,US,"1,892.00",59,0,NAN,0,113,0.15,4.95
43542,no_category,1941.63,SEA_BASS,1/24/09,3/4/09,39,"3,615.00",0.54,"1,724.00",1.13,4,Lomira,WI,US,"2,286.00","2,176.00",25,0.01,0,360,0.21,4.9
45919,fashion,4245.8,DOLPHIN,1/28/09,3/28/09,59,"3,611.00",1.18,846,5.02,4,Bradenton,FL,US,468,"1,140.00",9,0.01,2,97,0.11,4.48
46217,no_category,-74.41,MINNOW,1/28/09,6/26/09,149,"3,611.00",-0.02,52,-1.43,4,Bloomington,IN,US,725,156,1,0.01,0,13,0.25,4.85
46433,1,86.06,DOLPHIN,1/29/09,3/4/17,"2,956.00","3,610.00",0.02,62,1.39,3,Medina,OH,US,559,290,2,0.01,0,10,0.16,4.9
46468,no_category,1044.85,SEA_BASS,1/29/09,2/9/09,11,"3,610.00",0.29,437,2.39,,College Park,MD,US,29,146,6,NAN,0,40,0.09,4.65
46989,jewelry_watches,563.5,MINNOW,1/30/09,3/22/09,51,"3,609.00",0.16,235,2.4,,Moscow,Pa,US,715,427,0,0,0,36,0.15,4.94
47541,no_category,71.56,MINNOW,1/31/09,2/7/09,7,"3,608.00",0.02,109,0.66,,Fridley,Mn,US,545,139,0,0,0,24,0.22,5
47737,no_category,-11.5,MINNOW,1/31/09,6/24/16,"2,701.00","3,608.00",0,39,-0.29,,Vacaville,CA,US,589,526,1,0,0,9,0.23,5
47781,64482,3661.37,SEA_BASS,1/31/09,2/28/09,28,"3,608.00",1.01,752,4.87,,Gibsonton,FL,US,"2,778.00","1,376.00",31,0.02,3,55,0.07,4.71
48513,Computers/Tablets & Networking,1945.23,SEA_BASS,2/1/09,12/12/10,679,"3,607.00",0.54,559,3.48,4,Sunnyvale,CA,US,482,229,6,0.03,1,64,0.11,4.89
48578,1,141.39,MINNOW,2/1/09,2/20/09,19,"3,607.00",0.04,157,0.9,4,West Lafayette,IN,US,155,170,2,NAN,0,320,2.04,5
48595,home_garden,2636.03,SEA_BASS,2/1/09,2/18/09,17,"3,607.00",0.73,884,2.98,,Hillsboro,WI,US,570,389,2,0.01,0,141,0.16,4.93
48689,home_garden,2944.31,MINNOW,2/1/09,4/29/09,87,"3,607.00",0.82,109,27.01,4,Placida,FL,US,623,"1,494.00",0,0,2,10,0.09,4.4
48741,64482,-80.05,MINNOW,2/1/09,3/27/09,54,"3,607.00",-0.02,254,-0.32,,RED WING,MN,US,"2,365.00",678,0,0,0,26,0.1,4.77
48858,no_category,63.5,SEA_BASS,2/1/09,12/22/09,324,"3,607.00",0.02,430,0.15,3,Claremont,CA,US,"15,454.00","7,846.00",12,0,0,49,0.11,4.84
48983,Crafts,1112.42,MINNOW,2/1/09,3/28/09,55,"3,607.00",0.31,227,4.9,,Los Lunas,New Mexico,US,93,261,1,0,0,30,0.13,4.87
49516,home_garden,499.15,MINNOW,2/1/09,4/8/09,66,"3,607.00",0.14,330,1.51,,Springfield,MO,US,186,182,1,0.01,0,26,0.08,5
49654,parts_accessories,581.56,MINNOW,2/1/09,3/17/10,409,"3,607.00",0.16,115,5.06,4,Davy,WEST VIRGINIA,US,"10,288.00","2,948.00",1,0,0,3,0.03,5
49989,health_beauty,1650.61,MINNOW,2/2/09,5/14/09,101,"3,606.00",0.46,308,5.36,3,Panorama City,California,US,91,110,1,0.01,0,33,0.11,4.64
50090,1,767.87,DOLPHIN,2/2/09,5/26/10,478,"3,606.00",0.21,335,2.29,,Chambly,QC,CA,"4,173.00",577,7,0.01,0,42,0.13,5
50122,293,6140.71,DOLPHIN,2/2/09,5/7/09,94,"3,606.00",1.7,"1,523.00",4.03,4,Grand Prairie,TX,US,"3,094.00","3,634.00",25,0.01,3,224,0.15,4.85
50316,home_garden,400.21,MINNOW,2/2/09,3/7/09,33,"3,606.00",0.11,129,3.1,,Saint Cloud,FL,US,195,121,1,0.01,0,27,0.21,5
50433,no_category,675.18,SEA_BASS,2/2/09,7/18/09,166,"3,606.00",0.19,395,1.71,4,Granite Falls,N Carolina,US,"1,033.00",501,4,NAN,0,70,0.18,4.89
