,items_id,offer_id,amount,fvf,sold_on,full_name,fvf_pct
1584,662073822,59110498,15.99,1.06,1/12/19 20:06,DVDs & Blu-ray,0.06629143214509069
1585,675257718,59110980,56.9,5.12,1/12/19 20:23,DVDs & Blu-ray,0.08998242530755712
1586,675258116,59110872,59.98,5.4,1/12/19 20:24,DVDs & Blu-ray,0.09003001000333445
1587,675258245,59111036,89.99,8.1,1/12/19 20:25,DVDs & Blu-ray,0.09001000111123458
1588,675260756,59111144,43.52,3.92,1/12/19 20:34,DVDs & Blu-ray,0.09007352941176469
1589,675261324,58982012,56.0,7.28,1/12/19 20:36,Handbags,0.13
1590,675262523,59111257,56.9,5.12,1/12/19 20:42,DVDs & Blu-ray,0.08998242530755712
1591,549062505,59111362,7.16,0.5,1/12/19 20:49,DVDs & Blu-ray,0.06983240223463687
1592,675263190,59111450,16.9,1.52,1/12/19 20:58,DVDs & Blu-ray,0.08994082840236688
1593,654333346,59111471,9.13,1.54,1/12/19 21:02,DVDs & Blu-ray,0.1686746987951807
1594,675264313,59111655,69.5,6.26,1/12/19 21:15,DVDs & Blu-ray,0.09007194244604316
1595,675264987,59111808,41.0,3.69,1/12/19 21:27,DVDs & Blu-ray,0.09
1596,675265189,59094173,16.95,1.53,1/12/19 21:31,DVDs & Blu-ray,0.09026548672566372
1597,675266172,59111911,29.9,5.68,1/12/19 21:35,DVDs & Blu-ray,0.18996655518394648
1598,675266682,59111748,56.9,5.12,1/12/19 21:39,DVDs & Blu-ray,0.08998242530755712
1599,675266972,59111967,98.01,12.74,1/12/19 21:41,Handbags,0.1299867360473421
1600,675267792,59094349,26.16,2.99,1/12/19 21:48,DVDs & Blu-ray,0.11429663608562692
1601,675267940,59111719,172.0,14.58,1/12/19 21:51,Handbags,0.08476744186046511
1602,674536821,59112138,19.91,1.53,1/12/19 21:55,DVDs & Blu-ray,0.07684580612757408
1603,675285693,59065995,124.32,12.3,1/12/19 23:13,Handbags,0.09893822393822395
1604,650941562,59111255,88.2,7.94,1/12/19 23:14,DVDs & Blu-ray,0.09002267573696145
1605,675291972,59112990,54.95,14.99,1/12/19 23:27,Men's clothing,0.2727934485896269
1606,675294130,59113017,25.49,2.03,1/12/19 23:32,DVDs & Blu-ray,0.0796390741467242
1607,675304272,59113168,19.79,2.57,1/12/19 23:53,DVDs & Blu-ray,0.1298635674583123
1608,675316330,59113302,36.76,3.31,1/13/19 0:14,DVDs & Blu-ray,0.09004352557127313
1609,669555311,59113579,29.36,2.29,1/13/19 0:52,DVDs & Blu-ray,0.07799727520435967
1610,482027063,59113528,5.95,0.54,1/13/19 0:58,DVDs & Blu-ray,0.0907563025210084
1611,675349880,59114528,15.95,3.03,1/13/19 3:34,DVDs & Blu-ray,0.18996865203761756
1612,675351479,59114529,3.99,0.84,1/13/19 3:57,DVDs & Blu-ray,0.21052631578947367
1613,561996944,59115177,27.0,5.1,1/13/19 5:22,DVDs & Blu-ray,0.18888888888888888
1614,675365072,59115153,138.87,11.6,1/13/19 5:45,Handbags,0.08353136026499604
1615,632265911,59115398,6.31,0.5,1/13/19 5:53,DVDs & Blu-ray,0.0792393026941363
1616,547192418,59115806,7.99,0.5,1/13/19 6:32,DVDs & Blu-ray,0.0625782227784731
1617,675377799,59115837,9.0,0.81,1/13/19 6:36,DVDs & Blu-ray,0.09000000000000001
1618,675379098,59115881,130.0,10.8,1/13/19 6:46,Handbags,0.08307692307692308
1619,675379855,59115755,99.95,19.49,1/13/19 6:55,Vitamins,0.19499749874937466
1620,675379863,59101244,17.0,2.21,1/13/19 6:55,DVDs & Blu-ray,0.13
1621,675380788,59116009,36.76,3.31,1/13/19 7:00,DVDs & Blu-ray,0.09004352557127313
1622,675380985,59116079,42.0,3.78,1/13/19 7:00,Home & Garden,0.09
1623,670548089,59115997,11.89,1.29,1/13/19 7:05,DVDs & Blu-ray,0.10849453322119428
1624,675386132,59115768,103.27,12.13,1/13/19 7:17,Handbags,0.11745908782802364
1625,662506309,59111402,35.09,0.0,1/13/19 7:31,DVDs & Blu-ray,0.0
1626,670796456,59116715,45.99,2.94,1/13/19 7:54,Health care,0.0639269406392694
1627,675397398,59116858,9.0,0.81,1/13/19 8:03,DVDs & Blu-ray,0.09000000000000001
1628,652455586,59116844,12.34,0.5,1/13/19 8:08,DVDs & Blu-ray,0.04051863857374392
1629,675399874,59116955,14.98,1.3,1/13/19 8:12,DVDs & Blu-ray,0.08678237650200267
1630,672496919,59117176,72.99,11.2,1/13/19 8:32,DVDs & Blu-ray,0.15344567749006713
1631,675405012,59117189,33.98,3.12,1/13/19 8:38,Handbags,0.0918187168922896
1632,661784775,59117264,62.0,3.96,1/13/19 8:41,DVDs & Blu-ray,0.06387096774193549
1633,675405733,59117341,25.49,2.03,1/13/19 8:42,DVDs & Blu-ray,0.0796390741467242
1634,575706175,59117482,36.64,3.12,1/13/19 8:53,Handbags,0.0851528384279476
1635,675407558,59117567,10.87,0.71,1/13/19 8:59,DVDs & Blu-ray,0.06531738730450783
1636,675409767,59117819,31.67,2.85,1/13/19 9:16,DVDs & Blu-ray,0.08999052731291443
1637,672866238,59117641,62.49,5.62,1/13/19 9:19,Handbags,0.08993438950232037
1638,675410256,59108904,17.9,1.26,1/13/19 9:21,DVDs & Blu-ray,0.07039106145251398
1639,675410454,59117872,23.9,2.71,1/13/19 9:23,DVDs & Blu-ray,0.11338912133891214
1640,675412490,59118134,43.18,3.51,1/13/19 9:41,DVDs & Blu-ray,0.08128763316350161
1641,675413434,59118327,27.37,2.01,1/13/19 9:52,Vitamins,0.07343807088052612
1642,675414675,59118430,14.81,1.07,1/13/19 10:02,DVDs & Blu-ray,0.07224848075624578
1643,652373373,59118331,17.98,0.0,1/13/19 10:15,Men's clothing,0.0
1644,675417024,59118755,12.0,1.08,1/13/19 10:22,DVDs & Blu-ray,0.09000000000000001
1645,675417127,59118673,6.18,0.8,1/13/19 10:22,DVDs & Blu-ray,0.12944983818770228
1646,675418306,59085518,25.49,2.03,1/13/19 10:26,DVDs & Blu-ray,0.0796390741467242
1647,675421137,59107793,52.66,5.34,1/13/19 10:41,Men's shoes,0.10140524116976833
1648,675421241,59119025,9.71,0.61,1/13/19 10:41,DVDs & Blu-ray,0.06282183316168898
1649,675421874,59119179,7.49,0.5,1/13/19 10:50,DVDs & Blu-ray,0.06675567423230974
1650,649970459,59119222,35.99,3.24,1/13/19 10:54,Handbags,0.090025006946374
1651,675424163,59119446,78.45,9.74,1/13/19 11:13,DVDs & Blu-ray,0.12415551306564691
1652,472453187,59119650,103.0,6.95,1/13/19 11:23,DVDs & Blu-ray,0.06747572815533981
1653,664461680,59119863,13.96,0.99,1/13/19 11:36,DVDs & Blu-ray,0.07091690544412607
1654,675427686,59119848,69.45,5.36,1/13/19 11:40,DVDs & Blu-ray,0.07717782577393809
1655,675427708,59119892,38.94,3.08,1/13/19 11:40,DVDs & Blu-ray,0.07909604519774012
1656,675428015,59119945,24.99,0.87,1/13/19 11:42,DVDs & Blu-ray,0.034813925570228096
1657,675429246,59120041,9.0,0.81,1/13/19 11:50,DVDs & Blu-ray,0.09000000000000001
1658,675429813,59120139,42.99,3.87,1/13/19 11:53,DVDs & Blu-ray,0.09002093510118632
1659,675430010,59120128,59.99,3.94,1/13/19 11:55,DVDs & Blu-ray,0.06567761293548925
1660,675430730,59120009,9.49,1.8,1/13/19 11:59,DVDs & Blu-ray,0.18967334035827185
1661,674738451,59120317,9.62,0.0,1/13/19 12:08,DVDs & Blu-ray,0.0
1662,675433062,59120222,70.0,6.3,1/13/19 12:13,DVDs & Blu-ray,0.09
1663,675433118,59120414,59.45,4.46,1/13/19 12:13,DVDs & Blu-ray,0.07502102607232969
1664,675434750,59120481,33.8,3.04,1/13/19 12:21,DVDs & Blu-ray,0.08994082840236688
1665,675434915,59120595,23.9,2.71,1/13/19 12:21,DVDs & Blu-ray,0.11338912133891214
1666,675441587,59120219,269.0,24.21,1/13/19 12:50,Handbags,0.09
1667,197416283,59121023,10.2,0.81,1/13/19 12:50,DVDs & Blu-ray,0.07941176470588236
1668,675442828,59121106,49.98,3.6,1/13/19 12:56,DVDs & Blu-ray,0.07202881152460985
1669,674884459,59120797,47.72,7.13,1/13/19 13:00,DVDs & Blu-ray,0.1494132439228835
1670,675443643,59121162,54.98,6.5,1/13/19 13:01,DVDs & Blu-ray,0.11822480902146236
1671,675445197,59121219,10.88,2.07,1/13/19 13:11,DVDs & Blu-ray,0.19025735294117643
1672,674884559,59121343,14.95,0.52,1/13/19 13:30,DVDs & Blu-ray,0.034782608695652174
1673,675449137,59121297,16.61,1.23,1/13/19 13:38,DVDs & Blu-ray,0.07405177603853101
1674,669569302,59121828,21.99,2.86,1/13/19 13:39,DVDs & Blu-ray,0.13005911778080947
1675,675449814,59121844,9.49,1.8,1/13/19 13:41,DVDs & Blu-ray,0.18967334035827185
1676,675450170,59121724,53.0,10.07,1/13/19 13:44,DVDs & Blu-ray,0.19
1677,675450372,59121833,7.49,0.5,1/13/19 13:46,DVDs & Blu-ray,0.06675567423230974
1678,675451756,59122105,10.75,0.97,1/13/19 13:58,Home & Garden,0.09023255813953489
1679,675452945,59122268,11.21,1.46,1/13/19 14:07,DVDs & Blu-ray,0.1302408563782337
1680,607795880,59122304,17.84,1.8,1/13/19 14:14,DVDs & Blu-ray,0.10089686098654709
1681,675454142,59122412,9.49,1.8,1/13/19 14:17,DVDs & Blu-ray,0.18967334035827185
1682,664321611,59122489,94.9,8.54,1/13/19 14:25,Handbags,0.08998946259220231
1683,675465072,59123129,17.9,1.26,1/13/19 15:02,DVDs & Blu-ray,0.07039106145251398
1684,675472775,59123521,55.55,0.0,1/13/19 15:26,DVDs & Blu-ray,0.0
1685,625946103,59119911,24.99,2.25,1/13/19 15:27,Handbags,0.09003601440576231
1686,675473791,59123704,137.55,11.49,1/13/19 15:37,Handbags,0.08353326063249727
1687,675474169,59123721,59.95,5.4,1/13/19 15:41,DVDs & Blu-ray,0.09007506255212677
1688,668005760,59123854,12.66,1.9,1/13/19 15:52,DVDs & Blu-ray,0.15007898894154817
1689,675475044,59123942,56.9,5.12,1/13/19 15:55,DVDs & Blu-ray,0.08998242530755712
1690,647510413,59123543,17.8,1.34,1/13/19 16:03,DVDs & Blu-ray,0.07528089887640449
1691,660731221,59124333,11.41,0.76,1/13/19 16:17,DVDs & Blu-ray,0.06660823838737949
1692,675477530,59124392,14.77,1.92,1/13/19 16:18,DVDs & Blu-ray,0.12999322951929587
1693,675477851,59124336,12.99,0.0,1/13/19 16:25,DVDs & Blu-ray,0.0
1694,673498593,59124512,14.95,1.94,1/13/19 16:32,DVDs & Blu-ray,0.12976588628762542
1695,675478465,59124627,22.75,4.32,1/13/19 16:36,DVDs & Blu-ray,0.1898901098901099
1696,675478636,59124664,16.95,1.53,1/13/19 16:38,DVDs & Blu-ray,0.09026548672566372
1697,675479353,59124881,40.84,3.68,1/13/19 16:52,DVDs & Blu-ray,0.0901077375122429
1698,675479870,59124854,49.99,9.5,1/13/19 16:59,DVDs & Blu-ray,0.1900380076015203
1699,675480060,59114402,17.96,1.62,1/13/19 17:04,DVDs & Blu-ray,0.09020044543429845
1700,675480138,59125042,23.2,2.09,1/13/19 17:06,DVDs & Blu-ray,0.09008620689655172
1701,675480648,59125265,93.1,7.93,1/13/19 17:13,Handbags,0.08517722878625135
1702,675480927,59125382,193.99,6.44,1/13/19 17:18,Handbags,0.033197587504510545
1703,675481750,59125519,25.49,2.03,1/13/19 17:31,DVDs & Blu-ray,0.0796390741467242
1704,675481815,59125513,16.9,1.52,1/13/19 17:33,DVDs & Blu-ray,0.08994082840236688
1705,675481916,59125539,47.68,13.2,1/13/19 17:35,DVDs & Blu-ray,0.2768456375838926
1706,675482052,59125644,12.89,0.71,1/13/19 17:37,DVDs & Blu-ray,0.055081458494957325
1707,675483494,59053733,140.14,11.71,1/13/19 17:48,Handbags,0.08355929784501215
1708,675049266,59124907,79.99,7.2,1/13/19 17:53,DVDs & Blu-ray,0.09001125140642581
1709,666602424,59121747,70.8,5.92,1/13/19 17:58,DVDs & Blu-ray,0.08361581920903954
1710,667368627,59126011,44.55,0.0,1/13/19 18:00,DVDs & Blu-ray,0.0
1711,597389389,59125953,49.29,4.44,1/13/19 18:00,Handbags,0.09007912355447353
1712,675486750,59126000,16.95,1.53,1/13/19 18:05,DVDs & Blu-ray,0.09026548672566372
1713,675487905,59126170,20.29,1.83,1/13/19 18:17,DVDs & Blu-ray,0.09019221291276491
1714,578078447,59122860,68.05,5.41,1/13/19 18:21,DVDs & Blu-ray,0.07950036737692874
1715,675489825,59125932,21.99,2.86,1/13/19 18:27,DVDs & Blu-ray,0.13005911778080947
1716,671015746,59126471,56.42,7.33,1/13/19 18:27,DVDs & Blu-ray,0.12991846862814604
1717,675490065,59126516,69.78,9.07,1/13/19 18:28,DVDs & Blu-ray,0.1299799369446833
1718,542756822,59126575,15.74,2.08,1/13/19 18:30,DVDs & Blu-ray,0.13214739517153748
1719,675493698,59124078,98.01,12.74,1/13/19 18:42,Handbags,0.1299867360473421
1720,675493747,59126762,23.98,2.6,1/13/19 18:43,DVDs & Blu-ray,0.10842368640533778
1721,675493801,59126739,29.99,2.7,1/13/19 18:43,DVDs & Blu-ray,0.09003001000333445
1722,675494427,59126662,32.99,2.35,1/13/19 18:47,Vitamins,0.07123370718399515
1723,675495134,59126794,22.99,2.6,1/13/19 18:55,DVDs & Blu-ray,0.11309264897781646
1724,675495329,59127063,43.18,3.51,1/13/19 18:59,DVDs & Blu-ray,0.08128763316350161
1725,675495590,59126293,29.99,1.05,1/13/19 19:02,DVDs & Blu-ray,0.03501167055685229
1726,675495891,59127174,23.99,3.12,1/13/19 19:05,DVDs & Blu-ray,0.13005418924551898
1727,675496407,59127173,16.95,1.53,1/13/19 19:10,DVDs & Blu-ray,0.09026548672566372
1728,675496446,59127256,21.94,1.61,1/13/19 19:10,DVDs & Blu-ray,0.07338195077484047
1729,675496510,59117381,22.99,0.0,1/13/19 19:12,DVDs & Blu-ray,0.0
1730,608946636,59127677,63.68,5.73,1/13/19 19:37,DVDs & Blu-ray,0.08998115577889448
1731,675500580,59127916,49.62,3.38,1/13/19 19:52,Home & Garden,0.06811769447803305
1732,675504253,59117883,28.18,2.06,1/13/19 20:01,DVDs & Blu-ray,0.07310149041873669
1733,675504567,59128122,59.9,11.38,1/13/19 20:05,DVDs & Blu-ray,0.189983305509182
1734,673267314,59128126,57.0,3.44,1/13/19 20:05,DVDs & Blu-ray,0.060350877192982454
1735,675505743,59128172,360.0,32.4,1/13/19 20:17,Handbags,0.09
1736,674699777,59128197,98.95,8.91,1/13/19 20:17,Handbags,0.09004547751389591
1737,673022392,59127922,52.65,4.05,1/13/19 20:27,Handbags,0.07692307692307693
1738,675506310,59128494,32.99,2.05,1/13/19 20:32,Vitamins,0.062140042437102146
1739,618802813,59128751,9.71,0.61,1/13/19 20:41,DVDs & Blu-ray,0.06282183316168898
1740,675508018,59128843,100.0,13.0,1/13/19 20:55,DVDs & Blu-ray,0.13
1741,640068485,59129611,193.05,25.1,1/13/19 21:11,Handbags,0.13001813001813
1742,675516506,59130865,11.41,0.76,1/13/19 21:49,DVDs & Blu-ray,0.06660823838737949
1743,674291757,59130806,60.82,5.47,1/13/19 21:50,Handbags,0.08993752055244984
1744,675519241,59130982,67.71,0.0,1/13/19 22:03,DVDs & Blu-ray,0.0
1745,675522123,59131119,139.0,4.87,1/13/19 22:19,DVDs & Blu-ray,0.035035971223021586
1746,675524229,59131341,43.52,3.92,1/13/19 22:44,DVDs & Blu-ray,0.09007352941176469
1747,675525103,59111528,55.75,4.13,1/13/19 22:56,Handbags,0.07408071748878924
1748,673733757,59131637,39.0,2.49,1/13/19 23:11,DVDs & Blu-ray,0.06384615384615386
1749,675528004,59131713,89.99,6.32,1/13/19 23:17,Vitamins,0.07023002555839539
1750,675549250,59132540,22.75,2.05,1/14/19 1:20,DVDs & Blu-ray,0.09010989010989011
1751,575258681,59133128,61.98,5.4,1/14/19 3:02,DVDs & Blu-ray,0.08712487899322363
1752,660696767,59133205,177.64,15.99,1/14/19 3:19,DVDs & Blu-ray,0.09001351047061473
1753,675559675,59133262,18.54,1.4,1/14/19 3:22,DVDs & Blu-ray,0.07551240560949299
1754,675560952,59133548,25.49,2.03,1/14/19 3:43,DVDs & Blu-ray,0.0796390741467242
1755,675565973,59070404,137.99,11.52,1/14/19 4:39,Handbags,0.0834843104572795
1756,675566432,59133994,159.65,13.47,1/14/19 4:47,Handbags,0.08437206388975885
1757,675570983,59134056,12.89,0.71,1/14/19 5:26,DVDs & Blu-ray,0.055081458494957325
1758,555813157,59134373,36.99,3.33,1/14/19 5:35,DVDs & Blu-ray,0.09002433090024331
1759,675574122,59102813,19.11,2.09,1/14/19 5:39,DVDs & Blu-ray,0.10936682365253793
1760,675584646,59134787,49.87,4.13,1/14/19 6:19,Handbags,0.08281531983156207
1761,675585228,59134767,56.9,5.12,1/14/19 6:23,DVDs & Blu-ray,0.08998242530755712
1762,665830724,59134861,15.66,1.14,1/14/19 6:25,DVDs & Blu-ray,0.07279693486590037
1763,529965611,59134904,27.0,5.1,1/14/19 6:31,DVDs & Blu-ray,0.18888888888888888
1764,675586823,59134863,34.9,6.63,1/14/19 6:34,DVDs & Blu-ray,0.18997134670487106
1765,675588270,59134933,14.99,0.86,1/14/19 6:43,DVDs & Blu-ray,0.057371581054036024
1766,675589916,59135038,12.97,1.17,1/14/19 6:55,DVDs & Blu-ray,0.09020817270624518
1767,675591169,59135193,19.98,1.29,1/14/19 7:01,DVDs & Blu-ray,0.06456456456456457
1768,675592024,59135258,11.9,0.0,1/14/19 7:04,DVDs & Blu-ray,0.0
1769,675592860,59135046,19.98,1.31,1/14/19 7:07,DVDs & Blu-ray,0.06556556556556557
1770,675594429,59135341,22.69,1.77,1/14/19 7:13,DVDs & Blu-ray,0.07800793301013662
1771,675596294,59135424,23.9,2.71,1/14/19 7:22,DVDs & Blu-ray,0.11338912133891214
1772,675603379,59136441,15.47,2.01,1/14/19 8:03,DVDs & Blu-ray,0.12992889463477697
1773,675608100,59136884,28.5,5.42,1/14/19 8:32,DVDs & Blu-ray,0.19017543859649122
1774,666317108,59136953,16.9,2.2,1/14/19 8:35,DVDs & Blu-ray,0.13017751479289943
1775,675616478,59137434,16.9,1.52,1/14/19 9:10,DVDs & Blu-ray,0.08994082840236688
1776,675616792,59137424,67.77,8.81,1/14/19 9:11,DVDs & Blu-ray,0.1299985244208352
1777,653660538,59137449,37.76,4.13,1/14/19 9:17,DVDs & Blu-ray,0.109375
1778,675625046,59137963,39.97,1.4,1/14/19 9:48,DVDs & Blu-ray,0.03502626970227671
1779,675626423,59138055,16.77,1.82,1/14/19 9:55,DVDs & Blu-ray,0.10852713178294575
1780,675627237,59138089,56.9,5.12,1/14/19 10:00,DVDs & Blu-ray,0.08998242530755712
1781,675629152,59138149,24.95,2.25,1/14/19 10:10,DVDs & Blu-ray,0.09018036072144289
1782,675629732,59138311,47.6,0.0,1/14/19 10:12,DVDs & Blu-ray,0.0
1783,675630495,59138260,56.9,5.12,1/14/19 10:16,DVDs & Blu-ray,0.08998242530755712
1784,675631306,59138400,29.99,3.9,1/14/19 10:20,DVDs & Blu-ray,0.13004334778259422
1785,661294980,59138440,10.42,1.35,1/14/19 10:23,DVDs & Blu-ray,0.12955854126679464
1786,675632423,59138510,44.89,2.59,1/14/19 10:27,DVDs & Blu-ray,0.057696591668523055
1787,675632770,59138547,92.38,7.64,1/14/19 10:29,Handbags,0.08270188352457242
1788,675635308,59138641,26.95,3.5,1/14/19 10:47,DVDs & Blu-ray,0.12987012987012989
1789,675635348,59138789,75.5,2.64,1/14/19 10:47,DVDs & Blu-ray,0.034966887417218546
1790,675244681,59138827,149.0,8.05,1/14/19 10:48,DVDs & Blu-ray,0.0540268456375839
1791,675635884,59138806,8.0,0.72,1/14/19 10:50,DVDs & Blu-ray,0.09
1792,672814519,59138850,112.0,6.75,1/14/19 10:52,DVDs & Blu-ray,0.060267857142857144
1793,614135575,59138912,47.47,6.17,1/14/19 10:53,DVDs & Blu-ray,0.12997682746998104
1794,675637631,59138909,76.0,9.1,1/14/19 11:00,DVDs & Blu-ray,0.11973684210526316
1795,675639820,59139134,6.18,0.8,1/14/19 11:11,DVDs & Blu-ray,0.12944983818770228
1796,675642035,59139039,12.89,0.71,1/14/19 11:25,DVDs & Blu-ray,0.055081458494957325
1797,675642494,59139209,21.77,1.96,1/14/19 11:28,DVDs & Blu-ray,0.09003215434083602
1798,675642501,59139225,22.76,2.96,1/14/19 11:28,DVDs & Blu-ray,0.13005272407732862
1799,675122171,59139262,120.0,10.8,1/14/19 11:29,DVDs & Blu-ray,0.09000000000000001
1800,673030509,59139275,36.72,3.3,1/14/19 11:29,DVDs & Blu-ray,0.08986928104575163
1801,675643743,59139418,56.9,5.12,1/14/19 11:38,DVDs & Blu-ray,0.08998242530755712
1802,675644278,59139542,67.77,0.0,1/14/19 11:42,DVDs & Blu-ray,0.0
1803,675644820,59139572,56.98,6.89,1/14/19 11:45,DVDs & Blu-ray,0.12091962091962093
1804,675645078,59139347,44.0,3.96,1/14/19 11:47,Home & Garden,0.09
1805,675645575,59139579,40.89,2.45,1/14/19 11:50,DVDs & Blu-ray,0.059916850085595504
1806,494611926,59139633,19.4,4.62,1/14/19 11:53,DVDs & Blu-ray,0.23814432989690723
1807,675646761,59139787,41.8,7.94,1/14/19 12:00,DVDs & Blu-ray,0.18995215311004787
1808,675647367,59139828,16.95,3.22,1/14/19 12:04,DVDs & Blu-ray,0.18997050147492628
1809,675647891,59139923,16.9,1.52,1/14/19 12:08,DVDs & Blu-ray,0.08994082840236688
1810,675647975,59139796,249.99,20.47,1/14/19 12:09,DVDs & Blu-ray,0.08188327533101324
1811,666603016,59044209,147.12,4.87,1/14/19 12:40,DVDs & Blu-ray,0.03310222947253942
1812,675652531,59140388,17.74,0.0,1/14/19 12:41,DVDs & Blu-ray,0.0
1813,675653345,59140309,48.41,4.36,1/14/19 12:46,DVDs & Blu-ray,0.09006403635612478
1814,675653357,59140303,73.99,4.06,1/14/19 12:46,DVDs & Blu-ray,0.05487228003784295
1815,675654737,59140540,47.85,1.67,1/14/19 12:56,DVDs & Blu-ray,0.03490073145245559
1816,675655651,59140640,39.55,7.51,1/14/19 13:00,DVDs & Blu-ray,0.18988621997471555
1817,675656523,59108766,10.92,1.08,1/14/19 13:04,DVDs & Blu-ray,0.09890109890109891
1818,675657717,59140429,146.45,12.29,1/14/19 13:12,DVDs & Blu-ray,0.08391942642540116
1819,675658540,59139437,25.49,2.03,1/14/19 13:18,DVDs & Blu-ray,0.0796390741467242
1820,675665484,59141456,17.99,3.42,1/14/19 13:54,DVDs & Blu-ray,0.19010561423012787
1821,675666338,59141395,46.84,5.2,1/14/19 13:56,DVDs & Blu-ray,0.11101622544833475
1822,675668090,59104574,14.29,1.69,1/14/19 14:01,DVDs & Blu-ray,0.11826452064380687
1823,675669229,59141597,9.99,1.3,1/14/19 14:05,DVDs & Blu-ray,0.13013013013013014
1824,675670251,59141216,103.0,12.09,1/14/19 14:08,DVDs & Blu-ray,0.11737864077669903
1825,675480737,59141794,14.95,1.94,1/14/19 14:17,DVDs & Blu-ray,0.12976588628762542
1826,675672458,59141601,14.5,2.76,1/14/19 14:17,DVDs & Blu-ray,0.19034482758620688
1827,675672521,59121755,16.0,1.08,1/14/19 14:18,DVDs & Blu-ray,0.0675
1828,675681721,59142015,32.99,3.9,1/14/19 14:54,DVDs & Blu-ray,0.11821764170960897
1829,675685526,59142471,28.5,5.42,1/14/19 15:05,DVDs & Blu-ray,0.19017543859649122
1830,675686898,59142617,7.99,0.72,1/14/19 15:11,DVDs & Blu-ray,0.09011264080100125
1831,669429117,59142779,13.96,0.99,1/14/19 15:21,DVDs & Blu-ray,0.07091690544412607
1832,674409436,59142928,38.85,5.05,1/14/19 15:39,Handbags,0.12998712998712997
1833,675457229,59143028,40.96,3.35,1/14/19 15:42,DVDs & Blu-ray,0.081787109375
1834,673730921,59142994,48.8,3.51,1/14/19 15:43,Handbags,0.07192622950819672
1835,675694065,59143203,11.24,1.46,1/14/19 15:51,DVDs & Blu-ray,0.1298932384341637
1836,675694841,59143222,7.98,1.77,1/14/19 15:55,DVDs & Blu-ray,0.22180451127819548
1837,675696498,59143422,21.65,1.71,1/14/19 16:07,DVDs & Blu-ray,0.07898383371824481
1838,675697350,59143506,21.65,1.71,1/14/19 16:11,DVDs & Blu-ray,0.07898383371824481
1839,675698135,59143569,21.65,1.71,1/14/19 16:15,DVDs & Blu-ray,0.07898383371824481
1840,512321648,59143495,11.99,2.28,1/14/19 16:26,DVDs & Blu-ray,0.19015846538782316
1841,675699662,59143570,59.9,1.75,1/14/19 16:26,DVDs & Blu-ray,0.02921535893155259
1842,675700160,59143793,31.35,4.08,1/14/19 16:31,Vitamins,0.13014354066985645
1843,663601193,59143921,66.49,10.64,1/14/19 16:49,Handbags,0.16002406376898784
1844,675703067,59144094,67.77,8.81,1/14/19 16:52,DVDs & Blu-ray,0.1299985244208352
1845,672485172,59143119,207.0,18.63,1/14/19 16:57,DVDs & Blu-ray,0.09
1846,429164574,59144208,12.98,1.62,1/14/19 16:59,DVDs & Blu-ray,0.12480739599383668
1847,675706331,59144369,56.9,5.12,1/14/19 17:09,DVDs & Blu-ray,0.08998242530755712
1848,675710028,59108607,56.9,5.12,1/14/19 17:22,DVDs & Blu-ray,0.08998242530755712
1849,675710682,59144348,11.24,1.46,1/14/19 17:23,DVDs & Blu-ray,0.1298932384341637
1850,675715295,59144802,59.9,5.39,1/14/19 17:37,Vitamins,0.08998330550918196
1851,675723332,59145013,30.0,2.7,1/14/19 17:57,DVDs & Blu-ray,0.09000000000000001
1852,675724847,59145102,19.99,0.7,1/14/19 18:02,DVDs & Blu-ray,0.03501750875437719
1853,672814497,59125918,54.0,3.55,1/14/19 18:13,DVDs & Blu-ray,0.06574074074074074
1854,643346572,59145448,28.98,1.01,1/14/19 18:17,DVDs & Blu-ray,0.034851621808143544
1855,675731699,59145508,22.99,2.07,1/14/19 18:21,DVDs & Blu-ray,0.0900391474554154
1856,675740329,59145830,105.95,8.64,1/14/19 18:43,Men's clothing,0.08154789995280794
1857,675741240,59145909,8.98,0.81,1/14/19 18:47,DVDs & Blu-ray,0.09020044543429845
1858,675741441,59145755,24.98,0.77,1/14/19 18:48,DVDs & Blu-ray,0.030824659727782228
1859,675742584,59146015,117.82,22.39,1/14/19 18:52,DVDs & Blu-ray,0.1900356475980309
1860,675746688,59146220,21.77,1.96,1/14/19 19:06,DVDs & Blu-ray,0.09003215434083602
1861,543071088,59146275,4.95,0.5,1/14/19 19:11,DVDs & Blu-ray,0.10101010101010101
1862,675750144,59146302,46.95,4.23,1/14/19 19:15,DVDs & Blu-ray,0.09009584664536742
1863,673464320,59146278,6.21,0.5,1/14/19 19:16,DVDs & Blu-ray,0.08051529790660225
1864,675751607,59146431,21.85,1.97,1/14/19 19:18,Handbags,0.09016018306636155
1865,665571551,59146166,16.9,2.2,1/14/19 19:22,DVDs & Blu-ray,0.13017751479289943
1866,675756615,59146252,17.0,2.21,1/14/19 19:33,DVDs & Blu-ray,0.13
1867,675768802,59147154,39.99,5.2,1/14/19 20:11,DVDs & Blu-ray,0.13003250812703177
1868,675770928,59147188,92.04,8.1,1/14/19 20:19,Handbags,0.08800521512385918
1869,675771690,59147325,17.0,2.21,1/14/19 20:22,DVDs & Blu-ray,0.13
1870,675772669,59147315,14.99,0.86,1/14/19 20:25,Vitamins,0.057371581054036024
1871,667044262,59147658,16.77,1.82,1/14/19 20:47,DVDs & Blu-ray,0.10852713178294575
1872,440568260,59148280,15.57,0.94,1/14/19 20:54,Vitamins,0.060372511239563255
