id,category,profit_estimate,value_em,created_at,days_to_sale,days_as_user,profit_per_day,orders,d_per_order,source_em,country,items_for_sale,membership,feedback_rate,rating,is_winning
24258998,fashion,13254.93,WHALE,3/20/17,6,638,20.78,1536,8.63,0,US,132,TRUE,0.1,4.88,TRUE
24382572,everything_else,3766.13,WHALE,3/26/17,1,632,5.96,816,4.62,4,AU,150,TRUE,0.13,4.32,TRUE
30180756,home_garden,336.21,DOLPHIN,1/16/18,26,336,1,40,8.41,17,US,1214,TRUE,0.03,5,TRUE
31101714,fashion,251.41,SEA_BASS,3/12/18,9,281,0.89,37,6.79,0,CA,100,TRUE,0.05,5,TRUE
31233227,everything_else,149.76,MINNOW,3/19/18,24,274,0.55,11,13.61,16,US,1429,TRUE,0.45,5,TRUE
594719,everything_else,8460.21,WHALE,8/3/10,2742,3059,2.77,273,30.99,0,US,2411,TRUE,0.05,5,TRUE
1039229,everything_else,1464.66,SEA_BASS,4/20/11,2679,2799,0.52,30,48.82,0,US,3035,TRUE,0.23,4.43,TRUE
1278932,fashion,9959.36,WHALE,8/21/11,991,2676,3.72,468,21.28,4,US,405,TRUE,0.07,4.47,TRUE
4159511,everything_else,18667.26,DOLPHIN,7/4/12,3,2358,7.92,1281,14.57,4,US,11988,TRUE,0.05,4.78,TRUE
4455085,everything_else,43594.94,WHALE,9/20/12,48,2280,19.12,6175,7.06,3,US,4756,TRUE,0.61,4.98,TRUE
5792029,parts_accessories,4301.9,DOLPHIN,7/18/13,1435,1979,2.17,172,25.01,4,US,772,TRUE,0.03,5,TRUE
10698719,jewelry_watches,7068.83,DOLPHIN,12/10/14,8,1469,4.81,1223,5.78,4,US,741,TRUE,0.05,4.31,TRUE
14004956,everything_else,8208.54,DOLPHIN,8/30/15,33,1206,6.81,114,72,4,US,44,TRUE,0.08,3.44,TRUE
22284469,everything_else,2326.73,WHALE,12/11/16,573,737,3.16,384,6.06,0,US,0,TRUE,0.03,4.08,TRUE
26003517,everything_else,14826.36,WHALE,6/17/17,100,549,27.01,1956,7.58,4,US,0,TRUE,0.09,4.7,TRUE
26395443,home_garden,681.58,WHALE,7/9/17,474,527,1.29,137,4.98,4,LT,1853,TRUE,0.06,3.75,TRUE
26604819,jewelry_watches,6391.31,WHALE,7/20/17,13,516,12.39,186,34.36,4,US,8320,TRUE,0.09,4.53,TRUE
28390596,fashion,2776.42,DOLPHIN,10/20/17,5,424,6.55,645,4.3,16,US,2220,TRUE,0.04,4.43,TRUE
30292104,jewelry_watches,7819.58,WHALE,1/23/18,4,329,23.77,1085,7.21,0,US,526,TRUE,0.03,4.12,TRUE
30340724,Sporting Goods,8668.78,WHALE,1/26/18,1,326,26.59,1323,6.55,4,CN,1045,TRUE,0.06,4.45,TRUE
30786588,everything_else,2891.54,WHALE,2/22/18,6,299,9.67,2086,1.39,4,US,26,TRUE,0.13,4.79,TRUE
32585529,everything_else,1302.53,DOLPHIN,5/30/18,6,202,6.45,499,2.61,4,CN,5006,TRUE,0.04,4.05,TRUE
34149024,everything_else,950.53,DOLPHIN,8/16/18,38,124,7.67,102,9.32,0,VN,3679,TRUE,0.08,4.75,TRUE
34459076,everything_else,2960.79,DOLPHIN,9/4/18,3,105,28.2,1475,2.01,4,BG,26,TRUE,0.09,4.73,TRUE
35473948,home_garden,1394.45,WHALE,10/28/18,10,51,27.34,203,6.87,4,LT,2417,TRUE,0.05,4.55,TRUE
36162014,everything_else,245.84,MINNOW,12/4/18,3,14,17.56,96,2.56,4,US,0,TRUE,0.01,1,TRUE
36249064,everything_else,280.78,MINNOW,12/8/18,2,10,28.08,12,23.4,4,US,0,TRUE,0,0,TRUE
32222,everything_else,12605.24,SEA_BASS,12/30/08,8,3640,3.46,806,15.64,4,US,1582,TRUE,0.24,4.99,FALSE
34620,everything_else,10526.49,DOLPHIN,1/5/09,2557,3634,2.9,925,11.38,,US,40875,TRUE,0.04,4.59,FALSE
318833,everything_else,6909.91,DOLPHIN,1/8/10,1496,3266,2.12,1718,4.02,4,US,40,TRUE,0.09,4.87,TRUE
465384,parts_accessories,12423.42,DOLPHIN,5/1/10,74,3153,3.94,683,18.19,4,US,229,TRUE,0.08,3.78,TRUE
858548,everything_else,-254.29,DOLPHIN,1/5/11,546,2904,-0.09,2967,-0.09,,US,77395,TRUE,0.07,4.46,TRUE
1610337,fashion,9775.15,WHALE,1/10/12,32,2534,3.86,277,35.29,,JP,866,TRUE,0.2,4.82,TRUE
4400283,everything_else,10062.71,DOLPHIN,9/6/12,4,2294,4.39,933,10.79,,US,8707,TRUE,0.09,4.32,TRUE
4501545,everything_else,4146.52,DOLPHIN,10/2/12,879,2268,1.83,206,20.13,4,CA,84,TRUE,0.62,4.97,TRUE
5541077,fashion,11538.94,DOLPHIN,5/16/13,278,2042,5.65,282,40.92,,AE,378,TRUE,0.12,4.37,TRUE
5858029,everything_else,7833.5,DOLPHIN,8/1/13,4,1965,3.99,656,11.94,,US,1561,TRUE,0.07,3.93,TRUE
7672571,everything_else,7590.86,MINNOW,4/23/14,50,1700,4.47,1746,4.35,4,CA,3041,TRUE,0.01,4.68,TRUE
8466097,home_garden,6293.47,WHALE,6/17/14,80,1645,3.83,68,92.55,0,US,54,TRUE,0.15,4.2,TRUE
8802849,parts_accessories,3354.79,DOLPHIN,7/14/14,10,1618,2.07,986,3.4,4,US,24169,TRUE,0.05,4.38,TRUE
8976055,home_garden,12838.11,WHALE,7/25/14,4,1607,7.99,758,16.94,3,US,99948,TRUE,0.09,4.92,TRUE
9435705,parts_accessories,5008.5,WHALE,8/22/14,6,1579,3.17,1479,3.39,4,US,8098,TRUE,0.07,4.17,TRUE
9714205,everything_else,7181.74,WHALE,9/8/14,7,1562,4.6,1679,4.28,,US,6954,TRUE,0.11,4.66,TRUE
10410543,everything_else,34088.77,WHALE,11/17/14,142,1492,22.85,6693,5.09,4,HK,73,TRUE,0.06,4.68,TRUE
10609329,fashion,12262.78,DOLPHIN,12/4/14,50,1475,8.31,2433,5.04,4,PH,0,TRUE,0.06,4.37,TRUE
11117208,everything_else,37603.37,WHALE,1/15/15,21,1433,26.24,4866,7.73,0,US,639,TRUE,0.1,4.77,TRUE
11180649,everything_else,38586.62,WHALE,1/21/15,243,1427,27.04,9182,4.2,4,MY,30,TRUE,0.16,4.87,TRUE
11877854,everything_else,7490.77,DOLPHIN,3/20/15,110,1369,5.47,6160,1.22,0,US,60,TRUE,0.07,4.52,TRUE
12041561,jewelry_watches,7180.8,SEA_BASS,4/2/15,6,1356,5.3,227,31.63,,US,1408,TRUE,0.1,4.83,TRUE
12169649,parts_accessories,1522.49,WHALE,4/12/15,77,1346,1.13,57,26.71,,US,15146,TRUE,0.07,3,TRUE
13730747,jewelry_watches,6539.34,WHALE,8/11/15,7,1225,5.34,102,64.11,,US,858,TRUE,0.07,4.43,TRUE
13890527,fashion,2897.91,DOLPHIN,8/22/15,3,1214,2.39,388,7.47,4,US,3286,TRUE,0.07,4.31,TRUE
13919130,jewelry_watches,5512.63,DOLPHIN,8/24/15,3,1212,4.55,1037,5.32,4,US,26473,TRUE,0.07,4.03,TRUE
14149733,parts_accessories,18248.71,DOLPHIN,9/10/15,1,1195,15.27,3503,5.21,,US,7594,TRUE,0.04,4.54,TRUE
14203136,parts_accessories,30145.85,WHALE,9/14/15,5,1191,25.31,5177,5.82,,US,17153,TRUE,0.06,4.54,TRUE
14663279,home_garden,24269.96,WHALE,10/15/15,43,1160,20.92,783,31,,US,114,TRUE,0.12,4.8,TRUE
15047345,fashion,1956.54,SEA_BASS,11/12/15,3,1132,1.73,536,3.65,8,US,309,TRUE,0.03,3.89,TRUE
15070742,jewelry_watches,8424.27,WHALE,11/14/15,18,1130,7.46,304,27.71,8,US,1018,TRUE,0.13,4.1,TRUE
15240526,fashion,10381.71,DOLPHIN,11/25/15,3,1119,9.28,981,10.58,4,US,2699,TRUE,0.07,4.75,TRUE
16093038,parts_accessories,3288.28,SEA_BASS,1/14/16,4,1069,3.08,313,10.51,4,US,266,TRUE,0.08,5,TRUE
16114437,parts_accessories,2118.59,DOLPHIN,1/15/16,682,1068,1.98,163,13,4,US,17054,TRUE,0.08,4.92,TRUE
16126846,everything_else,9204.67,DOLPHIN,1/16/16,7,1067,8.63,2364,3.89,0,US,58,TRUE,0.06,4.87,TRUE
16490569,everything_else,6204.59,MINNOW,2/10/16,76,1042,5.95,56,110.8,,US,103,TRUE,1.5,4.94,TRUE
16888728,parts_accessories,6356.72,DOLPHIN,3/8/16,7,1015,6.26,632,10.06,4,US,1486,TRUE,0.07,4.45,TRUE
17012419,parts_accessories,30561.47,WHALE,3/15/16,24,1008,30.32,1824,16.76,4,US,3459,TRUE,0.08,4.39,TRUE
17239069,Sporting Goods,10233.01,WHALE,3/28/16,129,995,10.28,440,23.26,,US,88,TRUE,0.09,4.37,TRUE
17406534,health_beauty,12595.65,DOLPHIN,4/2/16,173,990,12.72,989,12.74,3,US,470,TRUE,0.06,4.77,TRUE
18740377,everything_else,7047.94,WHALE,5/15/16,5,947,7.44,3287,2.14,4,US,8165,TRUE,0.08,4.73,TRUE
20124684,everything_else,22124.93,WHALE,8/8/16,17,862,25.67,4266,5.19,4,US,20,TRUE,0.09,4.84,TRUE
20150983,everything_else,10704.08,DOLPHIN,8/9/16,19,861,12.43,2402,4.46,4,US,103,TRUE,0.13,4.88,TRUE
20222118,everything_else,7371.43,DOLPHIN,8/14/16,16,856,8.61,1828,4.03,7,JP,0,TRUE,0.14,4.78,TRUE
20706959,fashion,6916.92,DOLPHIN,9/11/16,2,828,8.35,782,8.85,4,US,753,TRUE,0.04,4.48,TRUE
20942077,home_garden,226.5,MINNOW,9/27/16,660,812,0.28,12,18.88,4,US,290,TRUE,0.17,5,TRUE
20949407,everything_else,4763.95,SEA_BASS,9/27/16,28,812,5.87,287,16.6,0,US,13954,TRUE,0.1,3.68,TRUE
21092036,everything_else,1338.38,DOLPHIN,10/5/16,5,804,1.66,594,2.25,0,US,535,TRUE,0.06,4.03,TRUE
21158322,everything_else,8780.1,WHALE,10/9/16,9,800,10.98,638,13.76,4,US,205,TRUE,0.05,5,TRUE
22023389,health_beauty,54529.45,WHALE,11/29/16,2,749,72.8,8034,6.79,4,US,123,TRUE,0.05,4.42,TRUE
22423497,fashion,1794.52,DOLPHIN,12/18/16,12,730,2.46,163,11.01,16,IN,2839,TRUE,0.12,3.26,TRUE
22570033,everything_else,762.09,DOLPHIN,12/26/16,516,722,1.06,108,7.06,4,IE,2456,TRUE,0.07,4.88,TRUE
22646635,fashion,9700.53,WHALE,12/30/16,7,718,13.51,3747,2.59,2,US,2380,TRUE,0.03,4.7,TRUE
22764323,home_garden,4574.7,DOLPHIN,1/6/17,8,711,6.43,184,24.86,4,US,506,TRUE,0.04,4.5,TRUE
22814565,health_beauty,7044.2,WHALE,1/9/17,3,708,9.95,2277,3.09,,US,1550,TRUE,0.06,4.72,TRUE
23160857,parts_accessories,4073.59,WHALE,1/26/17,2,691,5.9,287,14.19,,US,40499,TRUE,0.05,4.71,TRUE
23927661,everything_else,10151.45,DOLPHIN,3/4/17,3,654,15.52,858,11.83,22,US,40,TRUE,0.14,4.85,TRUE
24025317,health_beauty,7872.59,DOLPHIN,3/9/17,3,649,12.13,536,14.69,4,US,3957,TRUE,0.1,4.36,TRUE
24080218,everything_else,31073.87,WHALE,3/12/17,4,646,48.1,5913,5.26,4,PT,274,TRUE,0.1,4.81,TRUE
24758794,fashion,7231.89,WHALE,4/13/17,3,614,11.78,982,7.36,4,CN,498,TRUE,0.06,4.61,TRUE
24811113,fashion,8399.6,WHALE,4/16/17,53,611,13.75,459,18.3,4,CN,1827,TRUE,0.12,4.13,TRUE
25297037,everything_else,5201.76,WHALE,5/12/17,3,585,8.89,489,10.64,7,KR,1447,TRUE,0.1,3.88,TRUE
25376009,home_garden,4551.43,DOLPHIN,5/16/17,4,581,7.83,247,18.43,8,US,5856,TRUE,0.09,4.32,TRUE
25457655,fashion,3802.25,DOLPHIN,5/20/17,19,577,6.59,198,19.2,0,IL,100,TRUE,0.07,4.43,TRUE
25728656,fashion,13607.29,WHALE,6/3/17,9,563,24.17,2018,6.74,7,BG,26,TRUE,0.08,4.91,TRUE
25960201,fashion,11122.84,WHALE,6/15/17,2,551,20.19,3795,2.93,8,US,20759,TRUE,0.08,4.5,TRUE
26169129,fashion,8908.9,WHALE,6/26/17,4,540,16.5,2126,4.19,4,US,42291,TRUE,0.05,3.78,TRUE
26331152,health_beauty,1820.98,DOLPHIN,7/5/17,28,531,3.43,164,11.1,5,US,1353,TRUE,0.04,3.86,TRUE
26860549,parts_accessories,7828.03,WHALE,8/3/17,11,502,15.59,629,12.45,16,US,28,TRUE,0.09,3.87,TRUE
26942119,parts_accessories,7356.12,WHALE,8/7/17,4,498,14.77,833,8.83,4,US,720,TRUE,0.03,4.14,TRUE
27318084,everything_else,2970.41,DOLPHIN,8/27/17,260,478,6.21,516,5.76,0,US,40,TRUE,0.17,4.98,TRUE
27408231,parts_accessories,3154.32,DOLPHIN,8/31/17,73,474,6.65,402,7.85,8,US,100036,TRUE,0.07,4.83,TRUE
27741668,everything_else,3684.03,WHALE,9/17/17,281,457,8.06,2606,1.41,4,IN,19,TRUE,0.19,4.94,TRUE
28046227,everything_else,3239.67,WHALE,10/2/17,9,442,7.33,676,4.79,22,US,1312,TRUE,0.1,4.2,TRUE
28258162,everything_else,1751.93,DOLPHIN,10/12/17,5,432,4.06,70,25.03,2,US,2501,TRUE,0.09,4.17,TRUE
28595565,fashion,4545.27,WHALE,10/31/17,3,413,11.01,1595,2.85,0,US,29,TRUE,0.03,4.73,TRUE
28854165,everything_else,12649.2,WHALE,11/14/17,18,399,31.7,333,37.99,16,US,189,TRUE,0.1,3.76,TRUE
29190931,fashion,4841.65,DOLPHIN,11/29/17,14,384,12.61,779,6.22,0,US,79981,TRUE,0.06,4,TRUE
29340949,everything_else,3051.52,WHALE,12/5/17,23,378,8.07,2291,1.33,4,US,18,TRUE,0.14,4.55,TRUE
29533670,everything_else,1674.9,DOLPHIN,12/13/17,2,370,4.53,76,22.04,8,US,4324,TRUE,0.16,5,TRUE
29617555,everything_else,1069.56,DOLPHIN,12/16/17,36,367,2.91,250,4.28,4,CN,4912,TRUE,0.06,4.29,TRUE
29782695,everything_else,3270.04,DOLPHIN,12/25/17,16,358,9.13,231,14.16,2,US,567,TRUE,0.13,5,TRUE
29938284,everything_else,2815.47,WHALE,1/2/18,13,350,8.04,963,2.92,4,CN,4115,TRUE,0.07,4.43,TRUE
29964390,everything_else,10742.42,WHALE,1/4/18,22,348,30.87,9235,1.16,4,US,21,TRUE,0.13,4.9,TRUE
30060606,everything_else,2192,DOLPHIN,1/9/18,8,343,6.39,184,11.91,0,IL,1392,TRUE,0.09,3.69,TRUE
30275951,everything_else,2019.12,SEA_BASS,1/22/18,167,330,6.12,40,50.48,4,US,384,TRUE,0.13,4,TRUE
30292797,everything_else,176.27,MINNOW,1/23/18,317,329,0.54,76,2.32,4,US,46,TRUE,0.01,5,TRUE
30366717,fashion,808.02,DOLPHIN,1/28/18,16,324,2.49,57,14.18,4,BG,13,TRUE,0.04,5,TRUE
30374423,parts_accessories,3094.74,WHALE,1/28/18,4,324,9.55,247,12.53,16,US,3,TRUE,0.08,3.9,TRUE
30771821,parts_accessories,4111.17,DOLPHIN,2/21/18,19,300,13.7,166,24.77,0,US,1271,TRUE,0.03,4.6,TRUE
30830771,everything_else,1557.82,DOLPHIN,2/25/18,7,296,5.26,761,2.05,0,AU,536,TRUE,0.12,4.55,TRUE
31021495,everything_else,1626.5,DOLPHIN,3/7/18,38,286,5.69,497,3.27,4,HK,4911,TRUE,0.07,4.62,TRUE
31075516,everything_else,2608.12,DOLPHIN,3/10/18,4,283,9.22,666,3.92,4,CN,0,TRUE,0.09,4.47,TRUE
31262973,parts_accessories,3311.52,WHALE,3/21/18,34,272,12.17,517,6.41,0,US,8593,TRUE,0.07,4.41,TRUE
31267269,fashion,620.15,SEA_BASS,3/21/18,12,272,2.28,44,14.09,0,GB,3790,TRUE,0.02,4,TRUE
31403748,home_garden,2148.57,DOLPHIN,3/29/18,6,264,8.14,134,16.03,4,KR,4220,TRUE,0.05,4.86,TRUE
31733695,health_beauty,2821.44,DOLPHIN,4/17/18,24,245,11.52,59,47.82,0,US,18,TRUE,0.03,3,TRUE
31884501,fashion,2998.49,WHALE,4/25/18,3,237,12.65,266,11.27,4,US,151,TRUE,0.13,4.65,TRUE
31913179,everything_else,3971.87,DOLPHIN,4/26/18,13,236,16.83,222,17.89,0,GB,172,TRUE,0.08,5,TRUE
32028002,everything_else,868.04,DOLPHIN,5/2/18,32,230,3.77,601,1.44,0,VN,74,TRUE,0.14,4.73,TRUE
32208709,everything_else,4830.19,WHALE,5/11/18,6,221,21.86,3627,1.33,5,GB,14,TRUE,0.14,4.91,TRUE
32371930,home_garden,1452.88,DOLPHIN,5/19/18,1,213,6.82,106,13.71,0,VN,4662,TRUE,0.04,5,TRUE
32551162,fashion,1909.57,DOLPHIN,5/28/18,8,204,9.36,101,18.91,8,US,273,TRUE,0.06,3,TRUE
32948214,health_beauty,1497.41,MINNOW,6/16/18,10,185,8.09,11,136.13,4,US,70,TRUE,0.09,5,TRUE
32967177,health_beauty,3860.72,WHALE,6/17/18,1,184,20.98,558,6.92,4,US,2719,TRUE,0.06,4.69,TRUE
33166053,home_garden,2250.61,DOLPHIN,6/27/18,9,174,12.93,234,9.62,4,CN,24766,TRUE,0.03,2.71,TRUE
33270492,everything_else,872.15,DOLPHIN,7/3/18,20,168,5.19,230,3.79,4,RU,5,TRUE,0.09,4.85,TRUE
33343527,fashion,831.55,SEA_BASS,7/7/18,7,164,5.07,80,10.39,4,TH,37653,TRUE,0.04,3.33,TRUE
33448354,everything_else,2069.97,MINNOW,7/12/18,12,159,13.02,66,31.36,8,US,348,TRUE,0.03,5,TRUE
33855608,everything_else,1668.84,WHALE,8/1/18,1,139,12.01,458,3.64,4,IN,6,TRUE,0.08,4.8,TRUE
34087967,everything_else,1189.27,DOLPHIN,8/13/18,11,127,9.36,52,22.87,4,US,73,TRUE,0.13,5,TRUE
34136692,fashion,322.1,DOLPHIN,8/15/18,25,125,2.58,6,53.68,4,US,180,TRUE,0,0,TRUE
34152619,everything_else,262.55,DOLPHIN,8/16/18,26,124,2.12,53,4.95,4,US,7693,TRUE,0,0,TRUE
34176780,everything_else,901.21,DOLPHIN,8/17/18,9,123,7.33,24,37.55,0,US,84,TRUE,0,0,TRUE
34244491,everything_else,808.5,MINNOW,8/21/18,12,119,6.79,7,115.5,0,US,1,TRUE,0.14,1,TRUE
34276584,home_garden,183.07,SEA_BASS,8/23/18,93,117,1.56,9,20.34,4,US,737,TRUE,0.11,5,TRUE
34419859,fashion,883.38,SEA_BASS,9/1/18,3,108,8.18,10,88.34,0,US,407,TRUE,0,0,TRUE
34442837,everything_else,1140.04,DOLPHIN,9/3/18,4,106,10.76,416,2.74,4,US,4,TRUE,0.18,4.95,TRUE
35061651,home_garden,6060.78,WHALE,10/6/18,2,73,83.02,452,13.41,4,US,0,TRUE,0.09,2.95,TRUE
35063759,Sporting Goods,668.9,DOLPHIN,10/6/18,6,73,9.16,237,2.82,4,CN,1391,TRUE,0.03,3.83,TRUE
35245966,everything_else,221.41,SEA_BASS,10/17/18,19,62,3.57,31,7.14,4,CN,3528,TRUE,0.03,5,TRUE
35270757,fashion,4.11,SEA_BASS,10/18/18,11,61,0.07,3,1.37,4,US,3413,TRUE,0,0,TRUE
35402492,everything_else,266.82,DOLPHIN,10/24/18,16,55,4.85,353,0.76,4,US,0,TRUE,0.03,3.8,TRUE
35481952,everything_else,622.53,DOLPHIN,10/29/18,1,50,12.45,205,3.04,0,US,767,TRUE,0.05,4.73,TRUE
35523397,jewelry_watches,368.49,SEA_BASS,10/31/18,20,48,7.68,11,33.5,4,US,38296,TRUE,0,0,TRUE
35599797,fashion,68.55,MINNOW,11/5/18,12,43,1.59,9,7.62,7,RU,10,TRUE,0.11,5,TRUE
35638095,parts_accessories,335.48,DOLPHIN,11/7/18,18,41,8.18,4,83.87,0,US,1159,TRUE,0,0,TRUE
35715458,health_beauty,670.9,SEA_BASS,11/12/18,7,36,18.64,86,7.8,4,US,90,TRUE,0.03,3.67,TRUE
35722403,everything_else,393.45,MINNOW,11/13/18,28,35,11.24,7,56.21,4,IL,1846,TRUE,0,0,TRUE
35722646,everything_else,187.99,SEA_BASS,11/13/18,19,35,5.37,25,7.52,4,US,2979,TRUE,0.04,5,TRUE
35769224,health_beauty,195.02,SEA_BASS,11/15/18,6,33,5.91,6,32.5,2,US,603,TRUE,0,0,TRUE
35885075,everything_else,209.83,MINNOW,11/21/18,6,27,7.77,1,209.83,0,US,5,TRUE,0,0,TRUE
36042984,everything_else,193.39,MINNOW,11/28/18,4,20,9.67,6,32.23,4,US,978,TRUE,0,0,TRUE
36263715,everything_else,196.97,MINNOW,12/9/18,7,9,21.89,3,65.66,4,US,2144,TRUE,0,0,TRUE
1630,everything_else,4069.87,SEA_BASS,8/27/08,182,3765,1.08,433,9.4,4,US,108,TRUE,0.63,4.97,FALSE
5127,fashion,6199.13,DOLPHIN,9/26/08,61,3735,1.66,1590,3.9,,US,231,TRUE,0.12,4.91,FALSE
11910,Sporting Goods,7016.7,WHALE,10/24/08,310,3707,1.89,610,11.5,4,US,16541,TRUE,0.07,4.64,FALSE
15075,fashion,4240.99,DOLPHIN,11/6/08,30,3694,1.15,864,4.91,,US,685,TRUE,0.08,4.91,FALSE
33490,fashion,6448.72,DOLPHIN,1/3/09,318,3636,1.77,2642,2.44,,CA,1679,TRUE,0.06,4.83,FALSE
38390,everything_else,705.11,DOLPHIN,1/13/09,3282,3626,0.19,206,3.42,8,US,23745,TRUE,0.15,4.7,FALSE
47781,everything_else,3661.37,SEA_BASS,1/31/09,28,3608,1.01,752,4.87,,US,2778,TRUE,0.07,4.71,FALSE
50122,everything_else,6140.71,DOLPHIN,2/2/09,94,3606,1.7,1523,4.03,4,US,3094,TRUE,0.15,4.85,FALSE
50619,home_garden,11987.18,DOLPHIN,2/2/09,24,3606,3.32,2144,5.59,3,US,1946,TRUE,0.05,4.6,FALSE
52071,everything_else,3585.47,SEA_BASS,2/3/09,64,3605,0.99,523,6.86,4,US,2283,TRUE,0.08,4.82,FALSE
57458,everything_else,1418.51,MINNOW,2/12/09,79,3596,0.39,222,6.39,,US,4085,TRUE,0.1,4,FALSE
60752,home_garden,2232.21,SEA_BASS,2/18/09,322,3590,0.62,454,4.92,22,US,1409,TRUE,0.11,4.71,FALSE
95096,health_beauty,6762.4,DOLPHIN,4/11/09,160,3538,1.91,824,8.21,,US,1931,TRUE,0.12,4.7,TRUE
114944,everything_else,2149.13,DOLPHIN,5/11/09,582,3508,0.61,173,12.42,,US,576,TRUE,0.13,4.82,TRUE
142832,home_garden,5135.49,DOLPHIN,6/24/09,46,3464,1.48,2329,2.21,,US,8538,TRUE,0.08,4.67,TRUE
318622,everything_else,3906.28,DOLPHIN,1/8/10,1438,3266,1.2,762,5.13,,US,12,TRUE,0.15,4.92,TRUE
324748,jewelry_watches,2762.35,DOLPHIN,1/14/10,15,3260,0.85,611,4.52,,US,34701,TRUE,0.06,4.67,TRUE
343097,everything_else,2880.24,SEA_BASS,1/29/10,136,3245,0.89,404,7.13,,US,1233,TRUE,0.08,4.94,TRUE
403525,everything_else,4977.58,DOLPHIN,3/15/10,7,3200,1.56,540,9.22,3,US,862,TRUE,0.11,3.88,TRUE
473858,everything_else,2309.6,SEA_BASS,5/7/10,318,3147,0.73,364,6.35,4,US,714,TRUE,0.07,4.92,TRUE
481240,home_garden,628.28,MINNOW,5/12/10,2838,3142,0.2,24,26.18,4,US,115,TRUE,0.04,5,TRUE
565445,everything_else,2043.96,SEA_BASS,7/13/10,6,3080,0.66,524,3.9,,US,663,TRUE,0.09,4.96,TRUE
743953,home_garden,5792.38,DOLPHIN,11/7/10,13,2963,1.95,383,15.12,3,US,1093,TRUE,0.04,4.63,TRUE
805516,fashion,3562.09,DOLPHIN,12/8/10,10,2932,1.21,3079,1.16,4,US,12740,TRUE,0.05,4.7,TRUE
867589,home_garden,3973.7,DOLPHIN,1/11/11,16,2898,1.37,968,4.11,4,US,3190,TRUE,0.05,3.84,TRUE
974648,Sporting Goods,4826.22,DOLPHIN,3/19/11,1516,2831,1.7,2783,1.73,,US,931,TRUE,0.06,4.83,TRUE
990246,everything_else,13865.66,WHALE,3/28/11,8,2822,4.91,8172,1.7,3,US,21137,TRUE,0.24,4.83,TRUE
1147896,home_garden,3596.32,DOLPHIN,6/18/11,2,2740,1.31,1676,2.15,4,US,8825,TRUE,0.11,4.29,TRUE
1158182,health_beauty,8933.94,DOLPHIN,6/23/11,9,2735,3.27,2039,4.38,4,US,3596,TRUE,0.05,4.5,TRUE
1210375,Sporting Goods,7219.11,DOLPHIN,7/20/11,47,2708,2.67,952,7.58,,US,3280,TRUE,0.06,4.87,TRUE
1246949,everything_else,10630.47,WHALE,8/6/11,361,2691,3.95,3879,2.74,4,US,40127,TRUE,0.07,4.94,TRUE
1257757,everything_else,24968.21,WHALE,8/11/11,402,2686,9.3,3918,6.37,4,US,504,TRUE,0.55,4.99,TRUE
1361312,health_beauty,1894.63,DOLPHIN,9/30/11,617,2636,0.72,467,4.06,4,US,5272,TRUE,0.06,3.22,TRUE
1512448,home_garden,2210.75,SEA_BASS,12/3/11,554,2572,0.86,245,9.02,4,US,1077,TRUE,0.1,5,TRUE
1710831,everything_else,6291.02,DOLPHIN,2/1/12,16,2512,2.5,1398,4.5,4,US,4653,TRUE,0.08,4.46,TRUE
2556631,everything_else,2242.96,SEA_BASS,3/5/12,1573,2479,0.9,119,18.85,3,US,574,TRUE,0.08,5,TRUE
3677531,everything_else,2024.27,DOLPHIN,4/23/12,5,2430,0.83,1413,1.43,,US,4145,TRUE,0.06,4.81,TRUE
3984901,everything_else,5519.84,DOLPHIN,5/23/12,1375,2400,2.3,1263,4.37,4,US,19,TRUE,0.26,4.88,TRUE
4210005,home_garden,3142.33,DOLPHIN,7/17/12,4,2345,1.34,719,4.37,4,US,866,TRUE,0.03,4.18,TRUE
4233447,fashion,4553.9,DOLPHIN,7/22/12,25,2340,1.95,510,8.93,,US,879,TRUE,0.1,4.12,TRUE
4245009,everything_else,9410.34,DOLPHIN,7/26/12,18,2336,4.03,1189,7.91,4,MY,5205,TRUE,0.1,4.51,TRUE
4318923,everything_else,19416.36,WHALE,8/15/12,9,2316,8.38,2828,6.87,,US,269,TRUE,0.66,4.99,TRUE
4327531,everything_else,5920.4,DOLPHIN,8/17/12,129,2314,2.56,642,9.22,,US,588,TRUE,0.61,4.96,TRUE
4369027,parts_accessories,15465.87,WHALE,8/28/12,43,2303,6.72,1503,10.29,,US,2886,TRUE,0.11,4.84,TRUE
4423773,everything_else,44969.22,WHALE,9/12/12,1,2288,19.65,5273,8.53,4,US,53,TRUE,0.41,4.92,TRUE
4625185,parts_accessories,3585.27,DOLPHIN,10/29/12,7,2241,1.6,926,3.87,,HK,2384,TRUE,0.09,4.08,TRUE
4871009,health_beauty,4724.55,DOLPHIN,12/11/12,17,2198,2.15,928,5.09,4,US,1842,TRUE,0.08,4.74,TRUE
5188835,everything_else,5098.53,DOLPHIN,2/16/13,7,2131,2.39,718,7.1,4,US,81,TRUE,0.51,4.9,TRUE
5378385,everything_else,6419.08,DOLPHIN,4/4/13,4,2084,3.08,703,9.13,4,US,484,TRUE,0.61,4.97,TRUE
5433265,everything_else,2680.19,DOLPHIN,4/18/13,1173,2070,1.29,174,15.4,,US,2215,TRUE,0.1,4.76,TRUE
5753779,everything_else,9983.33,DOLPHIN,7/10/13,7,1987,5.02,2152,4.64,,US,10806,TRUE,0.07,4.83,TRUE
