id,category,profit_estimate,value_em,created_at,days_to_sale,days_as_user,profit_per_day,orders,d_per_order,source_em,country,items_for_sale,membership,feedback_rate,rating,is_winning
4079041,fashion,591.55,MINNOW,6/13/12,494,2379,0.25,72,8.22,4,US,39,FALSE,0.11,5,TRUE
4082583,everything_else,195.52,SEA_BASS,6/14/12,13,2378,0.08,382,0.51,,US,2060,FALSE,0.13,4.79,TRUE
4090167,jewelry_watches,434.71,MINNOW,6/16/12,16,2376,0.18,210,2.07,3,US,250,FALSE,0.18,5,TRUE
4110301,everything_else,1155.03,MINNOW,6/21/12,21,2371,0.49,176,6.56,4,US,12780,FALSE,0.23,4.9,TRUE
4111057,everything_else,537.42,SEA_BASS,6/21/12,444,2371,0.23,441,1.22,,US,403,FALSE,0.05,4.22,TRUE
4111465,fashion,309.48,DOLPHIN,6/21/12,297,2371,0.13,76,4.07,0,US,1045,FALSE,0.05,5,TRUE
4112355,everything_else,785.59,DOLPHIN,6/21/12,18,2371,0.33,75,10.47,,US,407,FALSE,0.07,4.6,TRUE
4114457,fashion,1998.05,SEA_BASS,6/22/12,1789,2370,0.84,142,14.07,3,US,80,FALSE,0.01,5,TRUE
4118619,everything_else,389.23,MINNOW,6/23/12,1469,2369,0.16,191,2.04,,US,1136,FALSE,0.05,5,TRUE
4119871,parts_accessories,703.17,MINNOW,6/23/12,733,2369,0.3,62,11.34,,US,300,FALSE,0.15,5,TRUE
4123559,everything_else,1318.26,MINNOW,6/24/12,83,2368,0.56,109,12.09,3,US,662,FALSE,0.09,3.2,TRUE
4127221,fashion,372.1,MINNOW,6/25/12,18,2367,0.16,132,2.82,,US,388,FALSE,0.08,5,TRUE
4129257,health_beauty,309.79,SEA_BASS,6/26/12,19,2366,0.13,291,1.06,,HK,64,FALSE,0.36,4.94,TRUE
4135605,fashion,272,SEA_BASS,6/27/12,9,2365,0.12,401,0.68,,US,31,FALSE,0.07,4.31,TRUE
4138359,everything_else,-35.72,SEA_BASS,6/28/12,43,2364,-0.02,377,-0.09,,US,4370,FALSE,0.15,4.97,TRUE
4139341,fashion,447.02,SEA_BASS,6/28/12,33,2364,0.19,514,0.87,0,US,3284,FALSE,0.04,4.58,TRUE
4139881,everything_else,377.36,MINNOW,6/28/12,49,2364,0.16,86,4.39,,US,30,FALSE,0.03,5,TRUE
4140581,everything_else,657.97,SEA_BASS,6/28/12,18,2364,0.28,951,0.69,4,US,7,FALSE,0.05,4.35,TRUE
4142817,everything_else,6850.67,WHALE,6/29/12,56,2363,2.9,110,62.28,4,US,1407,FALSE,0.06,5,TRUE
4154843,health_beauty,26.52,MINNOW,7/2/12,369,2360,0.01,73,0.36,,US,90,FALSE,0.07,5,TRUE
4161967,fashion,454.99,MINNOW,7/4/12,574,2358,0.19,187,2.43,4,US,73,FALSE,0.27,5,TRUE
4162153,everything_else,206.1,MINNOW,7/4/12,67,2358,0.09,144,1.43,,US,155,FALSE,0.07,4.8,TRUE
4165335,fashion,186.27,MINNOW,7/5/12,220,2357,0.08,119,1.57,4,US,430,FALSE,0.05,4.5,TRUE
4166229,fashion,68.56,SEA_BASS,7/5/12,2260,2357,0.03,10,6.86,22,US,53,FALSE,0,0,TRUE
4167947,health_beauty,40.57,MINNOW,7/6/12,303,2356,0.02,82,0.49,3,US,11,FALSE,0.05,5,TRUE
4170919,home_garden,283.73,SEA_BASS,7/7/12,219,2355,0.12,222,1.28,4,US,72,FALSE,0.12,4.42,TRUE
4177741,everything_else,-23.75,MINNOW,7/9/12,10,2353,-0.01,85,-0.28,,CA,1313,FALSE,0.08,5,TRUE
4179715,everything_else,402.04,SEA_BASS,7/9/12,293,2353,0.17,333,1.21,,US,3669,FALSE,0.06,4.62,TRUE
4182667,everything_else,678.12,MINNOW,7/10/12,206,2352,0.29,191,3.55,4,HK,106,FALSE,0.05,4.33,TRUE
4185933,everything_else,64.44,MINNOW,7/11/12,109,2351,0.03,47,1.37,,US,19252,FALSE,0.04,3,TRUE
4186657,everything_else,3139.11,DOLPHIN,7/11/12,19,2351,1.34,1335,2.35,4,US,6372,FALSE,0.06,4.97,TRUE
4190427,everything_else,81.96,MINNOW,7/12/12,9,2350,0.03,182,0.45,,US,3261,FALSE,0.15,4.96,TRUE
4196945,everything_else,146.2,MINNOW,7/13/12,4,2349,0.06,98,1.49,,US,82,FALSE,0.13,4.69,TRUE
4198817,home_garden,-46.73,MINNOW,7/14/12,344,2348,-0.02,133,-0.35,,CY,1804,FALSE,0.08,4.64,TRUE
4200341,everything_else,237.43,SEA_BASS,7/14/12,16,2348,0.1,288,0.82,,US,256,FALSE,0.08,4.92,TRUE
4204505,everything_else,170.52,MINNOW,7/15/12,17,2347,0.07,87,1.96,22,US,272,FALSE,0.1,4.33,TRUE
4214961,home_garden,1946.96,DOLPHIN,7/18/12,109,2344,0.83,514,3.79,,CN,1458,FALSE,0.09,4.7,TRUE
4216985,fashion,271.06,MINNOW,7/18/12,327,2344,0.12,189,1.43,,US,4605,FALSE,0.1,3.74,TRUE
4218823,everything_else,191.7,MINNOW,7/18/12,1760,2344,0.08,46,4.17,4,US,1423,FALSE,0.09,5,TRUE
4219439,fashion,202.12,SEA_BASS,7/19/12,20,2343,0.09,326,0.62,,US,104,FALSE,0.11,4.33,TRUE
4222337,everything_else,172.91,MINNOW,7/19/12,14,2343,0.07,152,1.14,,US,115,FALSE,0.11,4.88,TRUE
4235505,home_garden,307.22,MINNOW,7/23/12,11,2339,0.13,74,4.15,,US,362,FALSE,0.18,4.69,TRUE
4235989,everything_else,-322.35,MINNOW,7/23/12,389,2339,-0.14,217,-1.49,3,US,2395,FALSE,0.14,4.03,TRUE
4246509,everything_else,100.05,MINNOW,7/26/12,33,2336,0.04,108,0.93,0,US,125,FALSE,0.24,5,TRUE
4247473,health_beauty,455.96,SEA_BASS,7/26/12,1215,2336,0.2,112,4.07,3,US,80,FALSE,0.13,4.93,TRUE
4249241,health_beauty,772.72,SEA_BASS,7/27/12,48,2335,0.33,526,1.47,,US,3702,FALSE,0.05,4.19,TRUE
4257413,everything_else,595.94,SEA_BASS,7/30/12,1,2332,0.26,803,0.74,,US,4,FALSE,0.06,4.56,TRUE
4261407,everything_else,110.08,DOLPHIN,7/31/12,17,2331,0.05,94,1.17,,US,14614,FALSE,0.13,4.83,TRUE
4266315,health_beauty,1450.26,MINNOW,8/1/12,21,2330,0.62,190,7.63,,FI,59,FALSE,0.15,4.72,TRUE
4275543,health_beauty,1736.07,MINNOW,8/3/12,162,2328,0.75,113,15.36,,US,429,FALSE,0.08,5,TRUE
4280751,everything_else,39.87,MINNOW,8/5/12,657,2326,0.02,73,0.55,,US,24,FALSE,0.25,4.78,TRUE
4281477,jewelry_watches,-21.15,MINNOW,8/5/12,4,2326,-0.01,59,-0.36,4,US,2264,FALSE,0.37,4.91,TRUE
4284643,everything_else,-32.12,MINNOW,8/6/12,88,2325,-0.01,71,-0.45,4,US,498,FALSE,0.08,5,TRUE
4288533,fashion,440.21,MINNOW,8/7/12,679,2324,0.19,56,7.86,3,US,112,FALSE,0.05,5,TRUE
4291937,everything_else,235.94,MINNOW,8/8/12,65,2323,0.1,198,1.19,4,US,2772,FALSE,0.09,5,TRUE
4292447,home_garden,4191.06,DOLPHIN,8/8/12,20,2323,1.8,785,5.34,,US,416,FALSE,0.05,5,TRUE
4297053,home_garden,298.71,DOLPHIN,8/9/12,74,2322,0.13,156,1.91,4,US,104,FALSE,0.06,5,TRUE
4298635,everything_else,8.4,MINNOW,8/9/12,909,2322,0,87,0.1,4,US,310,FALSE,0.06,5,TRUE
4298865,fashion,136.71,MINNOW,8/9/12,254,2322,0.06,167,0.82,8,US,232,FALSE,0.05,4.33,TRUE
4307041,health_beauty,-320.52,SEA_BASS,8/12/12,442,2319,-0.14,330,-0.97,,PL,1028,FALSE,0.08,4.12,TRUE
4310221,everything_else,9050.45,WHALE,8/13/12,15,2318,3.9,4218,2.15,4,AU,145,FALSE,0.47,4.84,TRUE
4312965,everything_else,4472.33,DOLPHIN,8/13/12,14,2318,1.93,2094,2.14,4,AU,144,FALSE,0.41,4.88,TRUE
4313521,everything_else,118.13,MINNOW,8/13/12,102,2318,0.05,149,0.79,4,US,152,FALSE,0.09,5,TRUE
4318375,everything_else,404.39,MINNOW,8/15/12,1427,2316,0.17,119,3.4,4,US,15,FALSE,0.07,4.5,TRUE
4319849,everything_else,1102.41,SEA_BASS,8/15/12,5,2316,0.48,1343,0.82,,US,64,FALSE,0.56,4.99,TRUE
4321407,everything_else,233.36,MINNOW,8/15/12,85,2316,0.1,57,4.09,,MY,236,FALSE,0.14,4.38,TRUE
4321423,everything_else,1159.69,MINNOW,8/15/12,12,2316,0.5,155,7.48,3,US,55,FALSE,0.37,5,TRUE
4323699,everything_else,2819.33,DOLPHIN,8/16/12,1362,2315,1.22,188,15,8,US,7,FALSE,0.03,5,TRUE
4324111,everything_else,669.46,SEA_BASS,8/16/12,39,2315,0.29,1257,0.53,,US,56,FALSE,0.02,4.91,TRUE
4328907,everything_else,1271.27,MINNOW,8/18/12,424,2313,0.55,175,7.26,,US,19,FALSE,0.17,4.77,TRUE
4334623,everything_else,12.12,MINNOW,8/19/12,2255,2312,0.01,4,3.03,4,US,1172,FALSE,0,0,TRUE
4335175,everything_else,1310.05,DOLPHIN,8/19/12,63,2312,0.57,1814,0.72,4,US,11910,FALSE,0.08,3.95,TRUE
4336653,everything_else,2657.21,DOLPHIN,8/20/12,39,2311,1.15,912,2.91,4,US,137,FALSE,0.46,4.97,TRUE
4339773,everything_else,37.06,MINNOW,8/20/12,1042,2311,0.02,31,1.2,4,US,262,FALSE,0.58,4.17,TRUE
4340315,fashion,-66.47,MINNOW,8/21/12,30,2310,-0.03,92,-0.72,,US,1997,FALSE,0.15,4.64,TRUE
4342691,everything_else,1105.71,SEA_BASS,8/21/12,107,2310,0.48,757,1.46,,US,50,FALSE,0.09,4.42,TRUE
4344877,everything_else,1104.91,SEA_BASS,8/22/12,19,2309,0.48,280,3.95,,US,49,FALSE,0.4,4.98,TRUE
4345215,everything_else,375.38,MINNOW,8/22/12,334,2309,0.16,50,7.51,,US,17,FALSE,0.76,5,TRUE
4346749,everything_else,497.26,SEA_BASS,8/22/12,48,2309,0.22,250,1.99,,HK,902,FALSE,0.07,3.78,TRUE
4353403,everything_else,3142.6,DOLPHIN,8/24/12,10,2307,1.36,988,3.18,,US,214,FALSE,0.62,4.9,TRUE
4354571,everything_else,443.96,DOLPHIN,8/24/12,11,2307,0.19,228,1.95,,US,238,FALSE,0.63,4.99,TRUE
4362663,everything_else,2713.75,DOLPHIN,8/27/12,2,2304,1.18,1328,2.04,,US,413,FALSE,0.46,4.91,TRUE
4362945,everything_else,4154.98,DOLPHIN,8/27/12,134,2304,1.8,521,7.98,,US,241,FALSE,0.56,4.98,TRUE
4366095,parts_accessories,2528.54,DOLPHIN,8/28/12,15,2303,1.1,926,2.73,4,SG,3180,FALSE,0.1,4.48,TRUE
4367041,fashion,467.16,MINNOW,8/28/12,47,2303,0.2,236,1.98,4,US,619,FALSE,0.08,5,TRUE
4370533,everything_else,412.87,SEA_BASS,8/29/12,17,2302,0.18,306,1.35,3,GB,169,FALSE,0.38,4.95,TRUE
4372421,everything_else,1126.67,DOLPHIN,8/29/12,22,2302,0.49,2208,0.51,,US,1841,FALSE,0.05,4.88,TRUE
4373423,everything_else,77.55,MINNOW,8/29/12,89,2302,0.03,70,1.11,4,US,27,FALSE,0.64,4.91,TRUE
4376021,everything_else,-688.8,SEA_BASS,8/30/12,182,2301,-0.3,522,-1.32,4,US,2746,FALSE,0.07,4.94,TRUE
4376069,everything_else,4200.22,DOLPHIN,8/30/12,8,2301,1.83,1374,3.06,,US,80,FALSE,0.44,4.93,TRUE
4376391,fashion,220.55,MINNOW,8/30/12,11,2301,0.1,125,1.76,,US,1207,FALSE,0.09,4.82,TRUE
4376467,fashion,212.95,DOLPHIN,8/30/12,2,2301,0.09,172,1.24,,US,1486,FALSE,0.12,4.52,TRUE
4378355,everything_else,22.22,MINNOW,8/31/12,1256,2300,0.01,92,0.24,,US,2375,FALSE,0.09,3.5,TRUE
4387293,everything_else,450.86,SEA_BASS,9/3/12,7,2297,0.2,385,1.17,,GB,24,FALSE,0.55,4.94,TRUE
4387863,everything_else,19.78,SEA_BASS,9/3/12,41,2297,0.01,633,0.03,6,US,3561,FALSE,0.1,4.8,TRUE
4403439,everything_else,57.32,MINNOW,9/7/12,88,2293,0.02,52,1.1,,US,63,FALSE,0.35,5,TRUE
4403491,everything_else,5355.79,DOLPHIN,9/7/12,14,2293,2.34,729,7.35,4,US,48,FALSE,0.65,4.99,TRUE
4405523,health_beauty,845.85,SEA_BASS,9/7/12,241,2293,0.37,353,2.4,4,US,1114,FALSE,0.12,4.12,TRUE
4426711,everything_else,498.77,DOLPHIN,9/13/12,203,2287,0.22,133,3.75,4,US,3510,FALSE,0.12,4.25,TRUE
4431639,everything_else,10664.73,WHALE,9/14/12,16,2286,4.67,1835,5.81,8,US,5,FALSE,0.04,4.77,TRUE
4435375,everything_else,-314.02,MINNOW,9/15/12,26,2285,-0.14,192,-1.64,4,LT,3247,FALSE,0.17,4.81,TRUE
4438631,home_garden,493.95,MINNOW,9/16/12,60,2284,0.22,216,2.29,4,US,546,FALSE,0.09,4.89,TRUE
4441313,everything_else,4884.82,DOLPHIN,9/16/12,39,2284,2.14,406,12.03,,US,111,FALSE,0.65,4.99,TRUE
4441375,everything_else,3183.44,DOLPHIN,9/17/12,53,2283,1.39,169,18.84,,US,77,FALSE,0.7,4.98,TRUE
4449639,fashion,328.37,MINNOW,9/18/12,397,2282,0.14,138,2.38,4,US,378,FALSE,0.09,3.69,TRUE
4455173,jewelry_watches,64.33,MINNOW,9/20/12,2,2280,0.03,124,0.52,,US,2574,FALSE,0.08,3.8,TRUE
4459059,everything_else,2005.47,DOLPHIN,9/21/12,15,2279,0.88,1180,1.7,,US,331,FALSE,0.49,4.95,TRUE
4460567,health_beauty,56.97,MINNOW,9/21/12,786,2279,0.02,78,0.73,,US,32,FALSE,0.1,5,TRUE
4461113,everything_else,332.3,SEA_BASS,9/21/12,7,2279,0.15,432,0.77,2,US,1742,FALSE,0.16,4.8,TRUE
4462339,health_beauty,954.53,SEA_BASS,9/22/12,360,2278,0.42,289,3.3,4,TH,428,FALSE,0.04,4.85,TRUE
4463099,everything_else,1645.83,MINNOW,9/22/12,3,2278,0.72,103,15.98,,FR,146,FALSE,0.41,4.9,TRUE
4463651,everything_else,24.22,MINNOW,9/22/12,220,2278,0.01,72,0.34,,US,1950,FALSE,0.07,5,TRUE
4469725,everything_else,203.29,DOLPHIN,9/24/12,1,2276,0.09,601,0.34,4,US,1589,FALSE,0.05,5,TRUE
4477397,everything_else,50.55,SEA_BASS,9/25/12,7,2275,0.02,407,0.12,0,US,1212,FALSE,0.1,4.45,TRUE
4482685,everything_else,566.06,DOLPHIN,9/27/12,1077,2273,0.25,180,3.14,4,US,82,FALSE,0.78,4.99,TRUE
4484577,everything_else,5.15,MINNOW,9/27/12,347,2273,0,80,0.06,,US,527,FALSE,0.16,5,TRUE
4489391,everything_else,91.46,MINNOW,9/28/12,469,2272,0.04,58,1.58,,SG,4,FALSE,0.22,5,TRUE
4490661,everything_else,-167.79,DOLPHIN,9/29/12,22,2271,-0.07,197,-0.85,,US,436,FALSE,0.1,4.89,TRUE
4491673,everything_else,29.64,MINNOW,9/29/12,576,2271,0.01,87,0.34,,US,610,FALSE,0.14,4.83,TRUE
4504025,everything_else,112.4,SEA_BASS,10/2/12,6,2268,0.05,330,0.34,4,US,210,FALSE,0.03,5,TRUE
4512193,fashion,118.25,MINNOW,10/4/12,27,2266,0.05,91,1.3,,US,327,FALSE,0.19,5,TRUE
4513175,fashion,307.21,MINNOW,10/4/12,14,2266,0.14,310,0.99,0,US,0,FALSE,0.03,5,TRUE
4522105,parts_accessories,189.41,DOLPHIN,10/7/12,28,2263,0.08,107,1.77,4,US,19768,FALSE,0.12,3.15,TRUE
4526509,fashion,2361.18,DOLPHIN,10/8/12,145,2262,1.04,63,37.48,,US,16,FALSE,0.32,5,TRUE
4527369,everything_else,77.88,MINNOW,10/8/12,72,2262,0.03,70,1.11,4,GB,89,FALSE,0.61,4.77,TRUE
4553003,everything_else,482.49,MINNOW,10/14/12,41,2256,0.21,96,5.03,,US,130,FALSE,0.8,5,TRUE
4557329,fashion,1150.81,DOLPHIN,10/15/12,14,2255,0.51,169,6.81,4,US,422,FALSE,0.06,4.6,TRUE
4557493,everything_else,2833.85,DOLPHIN,10/15/12,122,2255,1.26,159,17.82,0,US,17,FALSE,0.07,4.64,TRUE
4562009,everything_else,128.64,MINNOW,10/16/12,114,2254,0.06,134,0.96,,ID,91,FALSE,0.1,4.54,TRUE
4564899,home_garden,-532.7,SEA_BASS,10/16/12,7,2254,-0.24,914,-0.58,4,US,660,FALSE,0.06,4.86,TRUE
4570289,health_beauty,1039.62,MINNOW,10/17/12,8,2253,0.46,98,10.61,0,US,84,FALSE,0.17,4.71,TRUE
4575321,everything_else,211.68,MINNOW,10/18/12,112,2252,0.09,102,2.08,3,US,77,FALSE,0.57,4.93,TRUE
4585177,jewelry_watches,119.15,MINNOW,10/21/12,829,2249,0.05,55,2.17,4,US,1067,FALSE,0.07,5,TRUE
4586655,home_garden,-2.88,MINNOW,10/21/12,52,2249,0,64,-0.05,,US,130,FALSE,0.06,5,TRUE
4591057,everything_else,1949.66,DOLPHIN,10/22/12,8,2248,0.87,744,2.62,4,US,155,FALSE,0.58,4.94,TRUE
4595697,everything_else,272.16,SEA_BASS,10/23/12,20,2247,0.12,1307,0.21,4,US,1326,FALSE,0.04,5,TRUE
4600581,fashion,147.02,MINNOW,10/24/12,1,2246,0.07,78,1.88,4,US,301,FALSE,0.09,5,TRUE
4608247,home_garden,34.96,MINNOW,10/25/12,129,2245,0.02,91,0.38,4,CN,223,FALSE,0.14,4.85,TRUE
4613857,everything_else,186.64,MINNOW,10/27/12,38,2243,0.08,207,0.9,22,US,177,FALSE,0.03,5,TRUE
4616045,jewelry_watches,-50.19,MINNOW,10/27/12,143,2243,-0.02,136,-0.37,,US,901,FALSE,2.36,4.99,TRUE
4622141,jewelry_watches,81.02,SEA_BASS,10/29/12,1792,2241,0.04,105,0.77,6,US,1643,FALSE,0.08,5,TRUE
4630039,home_garden,48.11,MINNOW,10/31/12,1855,2239,0.02,20,2.41,16,US,193,FALSE,0,0,TRUE
4632425,fashion,93.43,MINNOW,10/31/12,102,2239,0.04,160,0.58,4,ID,117,FALSE,0.05,4.5,TRUE
4634873,health_beauty,682.71,SEA_BASS,11/1/12,1192,2238,0.31,318,2.15,0,US,392,FALSE,0.08,4.42,TRUE
4636735,everything_else,34.64,MINNOW,11/2/12,371,2237,0.02,72,0.48,,IL,10,FALSE,0.07,2.2,TRUE
4640871,everything_else,378.96,MINNOW,11/3/12,35,2236,0.17,73,5.19,4,US,25,FALSE,0.05,5,TRUE
4652815,home_garden,435.38,MINNOW,11/7/12,12,2232,0.2,154,2.83,0,US,354,FALSE,0.05,5,TRUE
4653717,everything_else,-28.03,MINNOW,11/7/12,801,2232,-0.01,55,-0.51,0,US,1357,FALSE,0.13,3.57,TRUE
4654267,everything_else,-16.65,MINNOW,11/7/12,131,2232,-0.01,44,-0.38,,US,2777,FALSE,0.18,4.63,TRUE
4655395,parts_accessories,207.91,MINNOW,11/8/12,95,2231,0.09,96,2.17,,US,1951,FALSE,0.14,4.69,TRUE
4658083,everything_else,-2135.08,SEA_BASS,11/8/12,36,2231,-0.96,379,-5.63,,US,1732,FALSE,0.06,4.92,TRUE
4659435,everything_else,-60.59,MINNOW,11/9/12,231,2230,-0.03,71,-0.85,,BG,867,FALSE,0.15,5,TRUE
4660955,home_garden,59.28,MINNOW,11/9/12,19,2230,0.03,66,0.9,4,US,482,FALSE,0.08,4.2,TRUE
4664219,home_garden,371.01,MINNOW,11/9/12,854,2230,0.17,126,2.94,,US,27,FALSE,0.17,4.73,TRUE
4668379,jewelry_watches,167.11,MINNOW,11/10/12,128,2229,0.07,80,2.09,4,US,180,FALSE,0.06,5,TRUE
4679617,health_beauty,566.3,MINNOW,11/12/12,476,2227,0.25,141,4.02,4,US,891,FALSE,0.09,4,TRUE
4683035,everything_else,68.53,MINNOW,11/13/12,346,2226,0.03,78,0.88,,US,171,FALSE,0.06,5,TRUE
4684203,everything_else,1054.8,DOLPHIN,11/13/12,87,2226,0.47,204,5.17,,US,880,FALSE,0.06,5,TRUE
4696965,everything_else,-127.99,MINNOW,11/15/12,1379,2224,-0.06,52,-2.46,4,US,5375,FALSE,0.13,4.43,TRUE
4710315,everything_else,89.43,SEA_BASS,11/17/12,747,2222,0.04,195,0.46,4,US,8185,FALSE,0.11,4.86,TRUE
4718967,home_garden,483.3,MINNOW,11/19/12,300,2220,0.22,100,4.83,,US,26,FALSE,0.03,3.67,TRUE
4724529,everything_else,1075.23,MINNOW,11/20/12,128,2219,0.48,155,6.94,,US,101,FALSE,0.1,4.6,TRUE
4736347,everything_else,94.06,MINNOW,11/22/12,105,2217,0.04,164,0.57,,US,1109,FALSE,0.15,4.76,TRUE
4746193,everything_else,-90.45,MINNOW,11/24/12,2,2215,-0.04,145,-0.62,,IL,11,FALSE,0.09,3.92,TRUE
4751295,home_garden,1709.35,DOLPHIN,11/24/12,43,2215,0.77,1203,1.42,,US,590,FALSE,0.05,4.52,TRUE
4776309,health_beauty,6816.74,DOLPHIN,11/28/12,23,2211,3.08,662,10.3,,US,1546,FALSE,0.06,4.16,TRUE
4776703,everything_else,116.61,MINNOW,11/28/12,643,2211,0.05,71,1.64,,US,989,FALSE,0.07,4.6,TRUE
4791075,home_garden,361.48,MINNOW,11/30/12,319,2209,0.16,122,2.96,4,US,571,FALSE,0.08,5,TRUE
4802367,everything_else,688.76,MINNOW,12/2/12,95,2207,0.31,87,7.92,,CN,305,FALSE,0.1,5,TRUE
4802851,everything_else,17.01,MINNOW,12/2/12,34,2207,0.01,71,0.24,3,US,360,FALSE,0.08,5,TRUE
4840047,everything_else,51.92,MINNOW,12/7/12,52,2202,0.02,103,0.5,,US,50,FALSE,0.08,3.5,TRUE
4877481,parts_accessories,18360.47,DOLPHIN,12/11/12,56,2198,8.35,8235,2.23,4,CA,5948,FALSE,0.06,4.16,TRUE
4890919,health_beauty,594.34,MINNOW,12/13/12,45,2196,0.27,168,3.54,,US,28,FALSE,0.09,4.73,TRUE
4894805,fashion,7463.69,DOLPHIN,12/14/12,5,2195,3.4,607,12.3,3,US,2000,FALSE,0.07,4.32,TRUE
4934787,fashion,172.67,MINNOW,12/20/12,12,2189,0.08,92,1.88,,US,654,FALSE,0.14,4.38,TRUE
4935107,home_garden,7011.59,DOLPHIN,12/20/12,46,2189,3.2,1094,6.41,4,US,7462,FALSE,0.06,4.63,TRUE
4940335,fashion,762.15,MINNOW,12/21/12,255,2188,0.35,193,3.95,,US,762,FALSE,0.04,5,TRUE
4947637,everything_else,39.47,MINNOW,12/23/12,658,2186,0.02,57,0.69,4,US,1111,FALSE,0.12,4.86,TRUE
4953713,everything_else,351.87,MINNOW,12/25/12,85,2184,0.16,50,7.04,,TH,1078,FALSE,0.16,5,TRUE
4965253,everything_else,-66.05,DOLPHIN,12/27/12,409,2182,-0.03,202,-0.33,,US,1832,FALSE,0.08,5,TRUE
4988957,everything_else,12.76,MINNOW,1/1/13,1483,2177,0.01,12,1.06,,US,227,FALSE,0.08,5,TRUE
4989041,everything_else,705.77,SEA_BASS,1/1/13,10,2177,0.32,562,1.26,7,US,379,FALSE,0.11,4.74,TRUE
4997459,everything_else,393.59,MINNOW,1/3/13,105,2175,0.18,86,4.58,0,US,73,FALSE,0.06,3.4,TRUE
5005649,health_beauty,1949.07,SEA_BASS,1/5/13,29,2173,0.9,236,8.26,,US,41,FALSE,0.04,5,TRUE
5010927,everything_else,-59.8,MINNOW,1/6/13,25,2172,-0.03,67,-0.89,4,US,534,FALSE,0.13,4.56,TRUE
5018329,everything_else,32.04,MINNOW,1/8/13,65,2170,0.01,64,0.5,,US,360,FALSE,0.2,4.69,TRUE
5024837,everything_else,779.58,MINNOW,1/9/13,265,2169,0.36,166,4.7,4,US,27,FALSE,0.48,4.98,TRUE
5026679,health_beauty,-2.47,MINNOW,1/10/13,1103,2168,0,83,-0.03,4,US,607,FALSE,0.1,4,TRUE
5029903,home_garden,1523.61,MINNOW,1/11/13,13,2167,0.7,207,7.36,,US,665,FALSE,0.05,3,TRUE
5042735,everything_else,64.75,MINNOW,1/14/13,265,2164,0.03,49,1.32,0,US,31,FALSE,0.06,5,TRUE
5044729,jewelry_watches,15.45,MINNOW,1/14/13,43,2164,0.01,66,0.23,,ID,435,FALSE,0.17,5,TRUE
5046673,everything_else,44.24,MINNOW,1/15/13,1011,2163,0.02,57,0.78,,US,3,FALSE,0.04,5,TRUE
5048365,fashion,114.72,MINNOW,1/15/13,26,2163,0.05,70,1.64,4,US,13,FALSE,0.13,5,TRUE
5073475,everything_else,454.23,SEA_BASS,1/21/13,37,2157,0.21,211,2.15,,US,91,FALSE,0.63,4.91,TRUE
5074385,health_beauty,96.96,MINNOW,1/21/13,57,2157,0.04,95,1.02,,US,120,FALSE,0.19,4.78,TRUE
5074609,everything_else,33.75,SEA_BASS,1/21/13,62,2157,0.02,216,0.16,4,US,953,FALSE,0.06,4.69,TRUE
5076593,everything_else,334.73,MINNOW,1/22/13,1428,2156,0.16,38,8.81,,LT,2,FALSE,0.13,3.8,TRUE
5077243,everything_else,661.35,MINNOW,1/22/13,7,2156,0.31,144,4.59,0,US,8,FALSE,0.07,5,TRUE
5078877,fashion,969.82,DOLPHIN,1/22/13,1,2156,0.45,392,2.47,,US,1811,FALSE,0.06,4.18,TRUE
5080475,everything_else,436.48,SEA_BASS,1/22/13,35,2156,0.2,803,0.54,,CA,14856,FALSE,0.08,4.51,TRUE
5084709,fashion,-51.82,MINNOW,1/23/13,386,2155,-0.02,77,-0.67,4,US,227,FALSE,0.17,4.38,TRUE
5089061,fashion,1317.56,MINNOW,1/24/13,757,2154,0.61,75,17.57,4,US,43,FALSE,0.08,3.67,TRUE
5092959,everything_else,155.5,MINNOW,1/25/13,31,2153,0.07,191,0.81,,US,4047,FALSE,0.08,4.93,TRUE
5094989,everything_else,-160.89,SEA_BASS,1/26/13,727,2152,-0.07,475,-0.34,,US,117,FALSE,0.05,4.75,TRUE
5110835,fashion,3396.76,DOLPHIN,1/29/13,1208,2149,1.58,505,6.73,,US,2514,FALSE,0.05,4.59,TRUE
5112857,home_garden,109.5,MINNOW,1/30/13,609,2148,0.05,31,3.53,4,US,194,FALSE,0.06,5,TRUE
5116345,everything_else,-54.74,MINNOW,1/31/13,18,2147,-0.03,66,-0.83,4,CH,0,FALSE,0.08,3.4,TRUE
5117107,everything_else,1161.41,SEA_BASS,1/31/13,3,2147,0.54,439,2.65,,US,2643,FALSE,0.07,4.56,TRUE
5124275,everything_else,1067.48,SEA_BASS,2/1/13,21,2146,0.5,288,3.71,0,US,776,FALSE,0.03,4.5,TRUE
5129147,everything_else,221.96,MINNOW,2/2/13,774,2145,0.1,88,2.52,4,US,807,FALSE,0.08,4.43,TRUE
5129535,Sporting Goods,296.98,MINNOW,2/3/13,171,2144,0.14,168,1.77,4,US,241,FALSE,0.08,5,TRUE
5136659,everything_else,134.11,MINNOW,2/4/13,7,2143,0.06,59,2.27,2,US,845,FALSE,0.19,4.82,TRUE
5136717,everything_else,24.17,MINNOW,2/4/13,1527,2143,0.01,42,0.58,0,US,337,FALSE,0.1,5,TRUE
5137055,everything_else,411.38,DOLPHIN,2/4/13,8,2143,0.19,150,2.74,,US,3947,FALSE,0.11,4.75,TRUE
