seller_id,entry_source_em,profit_estimate,value_em,fees_paid,membership_paid
36185186,4,-0.09,0,0,0
34882480,4,-0.03,0,0,0
35783797,4,-0.02,0,0,0
36683483,4,0,0,0,0
35570075,4,0,0,0,0
36380537,4,118.72,1,97.76,70
35272505,4,-0.63,0,0,0
34861683,4,-0.27,0,0,0
34772543,4,0,0,0,0
36559186,4,0,0,0,0
36613578,4,0,2,0,0
36589622,4,0,0,0,0
35903428,4,-0.01,0,0,0
35326581,4,7.09,0,9.95,0
5648749,4,0,0,0,0
35676590,4,7.79,1,24.29,0
34954738,4,-0.03,0,0,0
36018929,4,-0.01,0,0,0
36916646,4,0,0,0,0
36829323,4,0,0,0,0
36158486,4,0,0,0,0
33282370,4,-0.03,0,0,0
36304732,4,-7.92,0,0,0
34419859,4,693.26,0,150.93,600
35139065,4,-0.03,0,0,0
34410716,4,-3.61,0,0,0
34906070,4,-24.81,0,0,0
36626809,4,-0.7,0,0,0
35175748,4,0,0,0,0
35441605,4,-0.04,0,0,0
34979679,4,-0.06,0,0,0
36924259,4,0,0,0,0
36668896,4,0,0,0,0
35651650,4,0,0,0,0
35817360,4,-0.01,0,0,0
36056334,4,0,0,0,0
35012623,4,-0.03,0,0,0
34469706,4,0,0,0,0
34444858,4,6.92,0,24.31,0
36334357,4,0,0,0,0
34457163,4,-0.3,0,0,0
35835479,4,0,0,0,0
35418075,4,0,0,0,0
35020681,4,0,0,0,0
36208864,4,0,0,0,0
34641025,4,0,0,0,0
35101332,4,-0.08,0,0,0
35620673,4,0,0,0,0
34763269,4,-0.09,0,0,0
35614134,4,45.73,0,0,46.95
36787047,4,0,0,0,0
35757492,4,0,0,0,0
34706079,4,0,0,0,0
35258927,4,-0.17,0,0,0
34423090,4,-1.02,0,0,0
36203113,4,0,0,0,0
35682302,4,0,0,0,0
31930253,4,0,0,0,0
36195859,4,-3.84,0,0,0
36201981,4,0,0,0,0
34800604,4,0,0,0,0
35056838,4,0,0,0,0
35567242,4,0,0,0,0
36400548,4,-10.83,0,0,0
34821668,4,-0.06,0,0,0
35360663,4,0,0,0,0
35390903,4,0,0,0,0
36470085,4,0,0,0,0
36603425,4,0,0,0,0
35412350,4,0,0,0,0
34962249,4,-0.07,0,0,0
34429171,4,-0.79,0,0,0
35481952,4,895.92,2,781.97,600
35019887,4,554.42,2,395.6,290
35159475,4,-0.19,0,0,0
34680142,4,-0.53,0,0,0
35488546,4,0,0,0,0
35592841,4,0,0,0,0
35024691,4,21.9,2,42.68,0
36189949,4,-0.01,0,0,0
36147669,4,-0.92,0,0,0
36492765,4,0,0,0,0
36773966,4,-0.04,0,0,0
34685987,4,14.41,1,18.31,0
35395916,4,0,0,0,0
35914049,4,0,0,0,0
36477873,4,0,0,0,0
34613062,4,0,0,0,0
34522541,4,4.1,0,3.69,0
36744069,4,0,0,0,0
36506072,4,0,0,0,0
35558325,4,0,0,0,0
31557920,4,0,0,0,0
1602387,4,-0.01,0,0,0
36057267,4,-1.03,0,0,0
35987591,4,-0.29,0,0,0
35919933,4,16.01,1,26.84,0
34377732,4,0,0,0,0
35882704,4,-0.12,0,0,0
36806788,4,40,0,0,40
35376190,4,-0.18,0,0,0
36724114,4,0,0,0,0
35096311,4,0,0,0,0
34695135,4,0,0,0,0
35307905,4,-0.36,0,0,0
36070231,4,-0.62,0,0,0
36682150,4,0,0,0,0
35553965,4,-0.01,0,0,0
36662178,4,0,0,0,0
35768578,4,0,0,0,0
35546173,4,0,0,0,0
35263684,4,0,0,0,0
35908117,4,-0.36,0,0,0
36821184,4,0,0,0,0
35324905,4,-0.13,0,0,0
35587570,4,13.36,2,28.78,0
36378088,4,0,0,0,0
34252550,4,0,0,0,0
35502209,4,0,0,0,0
34599453,4,0,0,0,0
36660285,4,-0.24,0,0,0
35027283,4,-0.94,0,0,0
35319763,4,0,0,0,0
35341228,4,0,0,0,0
36741990,4,0,0,0,0
36098142,4,0,0,0,0
36847264,4,0,0,0,0
36851531,4,0,0,0,0
36187818,4,0,0,0,0
34513498,4,0,0,0,0
35860730,4,0,0,0,0
35123136,4,0,0,0,0
36589740,4,-0.01,0,0,0
36296786,4,0,0,0,0
35555469,4,0,0,0,0
35328073,4,0,0,0,0
34729757,4,0.83,0,0,0
36006949,4,0,0,0,0
35875688,4,467.59,2,280.44,290
34860868,4,0,0,0,0
34591188,4,20.2,0,10.32,0
35215185,4,-5.81,0,0,0
35212723,4,-0.42,0,0,0
35002165,4,0,0,0,0
34554890,4,0,0,0,0
34607918,4,0,0,0,0
36794200,4,0,0,0,0
36323115,4,-0.02,0,0,0
35944705,4,19.88,0,0,20
35501488,4,-0.03,0,0,0
34358188,4,59.85,0,37.53,40
34517811,4,-0.05,0,0,0
34542267,4,-3.65,0,0,0
36499136,4,140,0,0,140
35279931,4,0,0,0,0
36519593,4,-2.26,0,0,0
36841333,4,0,0,0,0
34894261,4,0,0,0,0
35628737,4,-0.08,0,0,0
33224610,4,-0.83,0,0,0
35620482,4,0,0,0,0
35122995,4,0,0,0,0
35556524,4,-0.03,0,0,0
34911035,4,0,0,0,0
34848796,4,0,0,0,0
34809366,4,0,0,0,0
36677222,4,-1.26,0,0,0
35487045,4,0,0,0,0
36488909,4,0,0,0,0
35270586,4,-0.54,0,0,0
36533357,4,0,0,0,0
35575145,4,0,0,0,0
34994974,4,-0.16,0,0,0
35904891,4,0,0,0,0
36664595,4,-0.05,0,0,0
35819502,4,0,0,0,0
36033122,4,0,0,0,0
32462453,4,0,0,0,0
34640991,4,0,0,0,0
35038657,4,0,0,0,0
36852098,4,0,0,0,0
36850159,4,0,0,0,0
36357959,4,0,0,0,0
35613357,4,0,0,0,0
34378254,4,0,0,0,0
34978795,4,-0.2,0,0,0
34613442,4,0,0,0,0
34451727,4,0,0,0,0
36231837,4,-0.01,0,0,0
36783096,4,0,0,0,0
36652608,4,-0.07,0,0,0
36828796,4,0,0,0,0
35564710,4,-0.1,0,0,0
35231703,4,0,0,0,0
33847953,4,-0.14,0,0,0
35731630,4,0,0,0,0
2238951,4,-0.04,0,0,0
34606321,4,0,0,0,0
34334391,4,0,0,0,0
36133800,4,0,0,0,0
36287615,4,0,0,0,0
36014830,4,0,0,0,0
34945648,4,3.05,0,3.15,0
34956236,4,0,0,0,0
36210773,4,0,0,0,0
36777529,4,0,0,0,0
36912858,4,0,0,0,0
34457231,4,13.95,1,13.95,0
36884527,4,0,0,0,0
36697798,4,0,0,0,0
34645899,4,0,0,0,0
34816967,4,-0.1,0,0,0
35944369,4,0,0,0,0
35153533,4,0,0,0,0
36722963,4,0,0,0,0
36731488,4,-0.02,0,0,0
36918938,4,0,0,0,0
34457901,4,0,0,0,0
35077775,4,39.17,0,0,40
34807086,4,0,0,0,0
35010104,4,0,0,0,0
16710434,4,0,0,0,0
34695362,4,0,0,0,0
35441832,4,0,0,0,0
35501053,4,0,0,0,0
35059383,4,0,0,0,0
36321804,4,-0.03,0,0,0
35476558,4,703.31,3,531.8,290
35491413,4,-1.65,0,0,0
35523233,4,-3.14,0,0,0
34738441,4,0,0,0,0
34691784,4,0,0,0,0
35156296,4,-0.45,0,0,0
36550540,4,0,0,0,0
36495945,4,0,0,0,0
36157662,4,20,0,0,20
35569834,4,0,0,0,0
35648744,4,0,0,0,0
36354114,4,0,0,0,0
36148703,4,6.16,1,6.16,0
36919571,4,0,0,0,0
35276182,4,0,0,0,0
33871185,4,10.98,2,17.93,0
34903980,4,0,0,0,0
36039795,4,0,0,0,0
35815097,4,136.29,1,0,140
34595507,4,0,0,0,0
35569660,4,0,0,0,0
34604649,4,57.2,1,61.67,0
36642573,4,-0.01,0,0,0
36647560,4,0,0,0,0
36440078,4,0,0,0,0
35693658,4,0,0,0,0
36874092,4,0,0,0,0
35001250,4,0,0,0,0
35775344,4,0,0,0,0
35591797,4,-1.36,0,0,0
35254287,4,0,0,0,0
35448337,4,2.56,0,0,0
35758145,4,0,0,0,0
36338414,4,0,0,0,0
35202722,4,0,0,0,0
34509085,4,0,0,0,0
35141038,4,-0.02,0,0,0
35682153,4,0,0,0,0
36289978,4,-5.31,2,0,0
35263113,4,-0.25,0,0,0
35590746,4,-0.02,0,0,0
35826863,4,0,0,0,0
34849254,4,0,0,0,0
36454089,4,0,0,0,0
36639440,4,0,0,0,0
36118080,4,-0.38,0,0,0
36672527,4,-1.56,0,0,0
35848505,4,-0.03,0,0,0
35632960,4,108.66,2,238.02,40
34654559,4,0,0,0,0
36319564,4,-0.01,0,0,0
34306743,4,-0.2,0,0,0
36855909,4,0,0,0,0
34428801,4,29.21,1,46.7,0
34447993,4,0,0,0,0
35761897,4,-0.89,0,0,0
35779576,4,0,0,0,0
36541754,4,0,0,0,0
35451113,4,0,0,0,0
35427382,4,0,0,0,0
36187344,4,18.96,0,0,20
33955274,4,-0.21,0,0,0
34542042,4,0,0,0,0
36066985,4,0,0,0,0
35067485,4,-0.13,0,0,0
35856864,4,-0.01,0,0,0
35178809,4,85,0,5.4,80
34734128,4,0,0,0,0
36556379,4,0,0,0,0
36881704,4,0,0,0,0
36141367,4,-0.03,0,0,0
34444311,4,-0.73,0,0,0
35805682,4,0,0,0,0
34644180,4,0,0,0,0
36324539,4,0,0,0,0
36184616,4,0,0,0,0
36046896,4,-0.07,0,0,0
35659835,4,-70.12,2,34.56,0
35166534,4,0,0,0,0
36626684,4,0,0,0,0
34636891,4,41.34,0,0,40
34586293,4,-0.09,0,0,0
36340935,4,4.86,0,5.12,0
36779757,4,0,0,0,0
34649840,4,0,0,0,0
36664570,4,-0.11,0,0,0
36406096,4,-1.17,0,0,0
35181271,4,-0.09,0,0,0
34784188,4,0.94,0,3.28,0
14680707,4,0,0,0,0
34842660,4,0,0,0,0
36855131,4,0,0,0,0
35710154,4,-0.18,0,0,0
27525727,4,-0.83,0,0,0
35064262,4,-1.7,0,0,0
36775222,4,0,0,0,0
34554313,4,-0.04,0,0,0
35211240,4,288.03,2,68.4,290
34827218,4,50.28,0,54.37,0
35775599,4,-0.38,0,0,0
36294492,4,0,0,0,0
35201829,4,0,0,0,0
34198893,4,289.92,0,0,290
35519727,4,0,0,0,0
36846479,4,0,0,0,0
35533824,4,0,0,0,0
35312401,4,-0.04,0,0,0
36511941,4,-0.01,0,0,0
34651854,4,0,0,0,0
35020235,4,0,0,0,0
34449836,4,0,0,0,0
35945920,4,17.29,1,23.92,0
35059322,4,5.63,0,6.72,0
36259367,4,0,0,0,0
35156757,4,-0.89,0,0,0
36347415,4,0,0,0,0
36313236,4,0,0,0,0
36700746,4,0,0,0,0
35640140,4,-0.03,0,0,0
34273328,4,0,0,0,0
36433689,4,0,0,0,0
34818028,4,0,0,0,0
36597026,4,0,0,0,0
34464626,4,0,0,0,0
36744667,4,0,0,0,0
34310351,4,0,0,0,0
34729792,4,-0.28,0,0,0
36361084,4,-0.62,0,0,0
35739674,4,0,0,0,0
35475364,4,89.14,1,127.01,0
34924643,4,0,0,0,0
35652831,4,0,0,0,0
35043263,4,14.63,2,28.84,0
34875344,4,0,0,0,0
35763369,4,-0.06,0,0,0
35852002,4,-0.03,0,0,0
35363875,4,-0.12,0,0,0
34879067,4,0,0,0,0
35686755,4,0,0,0,0
35078241,4,0,0,0,0
34585885,4,-0.11,0,0,0
34913120,4,0,0,0,0
35913573,4,0,0,0,0
6155205,4,0,0,0,0
34352810,4,-0.13,0,0,0
34751914,4,0,0,0,0
34414561,4,7.53,0,9.58,0
35572216,4,0,0,0,0
34653947,4,-0.03,0,0,0
36597315,4,-0.26,0,0,0
36275512,4,0,0,0,0
36462247,4,0,0,0,0
34840496,4,-0.04,0,0,0
36911384,4,0,0,0,0
35828152,4,0,0,0,0
34537756,4,0,0,0,0
34456893,4,42,1,93.3,0
35062729,4,-6.42,0,0,0
36333487,4,-0.03,0,0,0
36639705,4,-0.09,0,0,0
36940897,4,0,0,0,0
34441206,4,0,0,0,0
36389842,4,0,0,0,0
12628194,4,0,0,0,0
34443616,4,290,0,0,290
35426824,4,0,0,0,0
35524294,4,-0.25,0,0,0
35722403,4,396.15,1,25.38,400
34761285,4,0.75,0,0,0
36417332,4,0,0,0,0
36317204,4,0,0,0,0
34759843,4,-0.1,0,0,0
35651242,4,-0.07,0,0,0
36186437,4,-0.02,0,0,0
35641932,4,-0.47,0,0,0
35159298,4,-0.33,0,0,0
36689806,4,0,0,0,0
34540708,4,-0.88,0,0,0
34978359,4,0,0,0,0
36855912,4,0,0,0,0
36492295,4,-0.09,0,0,0
36618285,4,-0.21,0,0,0
34808193,4,0,0,0,0
34227641,4,-0.32,0,0,0
35833728,4,0,0,0,0
35719904,4,0,0,0,0
36192232,4,0,0,0,0
34981797,4,-0.06,0,0,0
34383812,4,39.15,1,63.21,0
35485481,4,0,0,0,0
34054248,4,0,0,0,0
36859844,4,0,0,0,0
35036024,4,-0.51,0,0,0
35645138,4,0,0,0,0
36223216,4,0,0,0,0
36794039,4,0,0,0,0
35066452,4,0,0,0,0
36074485,4,4.13,0,4.5,0
35599890,4,-0.67,0,0,0
35584272,4,0,0,0,0
35168092,4,-0.96,0,0,0
36917231,4,0,0,0,0
35275841,4,-0.11,0,0,0
36380108,4,-2.01,0,0,0
34886367,4,0,0,0,0
36077319,4,0,0,0,0
36641307,4,-0.02,0,0,0
35590247,4,72.35,0,0,80
35584801,4,7.72,0,8.15,0
36658958,4,0,0,0,0
34564592,4,16.28,0,19.22,0
36363348,4,-0.22,0,0,0
648563,4,-27.49,0,0,0
36800338,4,-0.06,0,0,0
35535028,4,0,0,0,0
36424159,4,-0.01,0,0,0
36230175,4,0,0,0,0
36397887,4,0,0,0,0
35524061,4,-0.05,0,0,0
35271465,4,20,0,0,20
33988894,4,0,0,0,0
35632828,4,-0.19,0,0,0
35420357,4,0,0,0,0
36508599,4,-0.71,0,0,0
35758860,4,0,0,0,0
34031766,4,71.79,1,57.19,40
35266359,4,-0.13,0,0,0
21315174,4,30.48,1,99.63,0
34665055,4,0,0,0,0
36130067,4,0,0,0,0
36438614,4,0,0,0,0
34728461,4,0,0,0,0
36171951,4,0,0,0,0
35127447,4,0,0,0,0
36616311,4,0,0,0,0
35533999,4,-0.26,0,0,0
35454964,4,0,0,0,0
36194837,4,0,0,0,0
34880557,4,-19.48,0,0,0
35467692,4,-0.42,0,0,0
34730612,4,0,0,0,0
36673811,4,0,0,0,0
36344029,4,0,0,0,0
36434128,4,0,0,0,0
34472413,4,0,0,0,0
35566065,4,0,0,0,0
35023658,4,3.11,0,6.3,0
36655591,4,0,0,0,0
35442500,4,-0.25,0,0,0
35180431,4,0,0,0,0
35372714,4,-0.02,0,0,0
34820676,4,-5.46,0,0,0
35974419,4,9.9,1,9.9,0
36707312,4,0,0,0,0
36773292,4,0,0,0,0
35612292,4,-0.1,0,0,0
34604532,4,0,0,0,0
36127926,4,0,0,0,0
35391468,4,24.28,1,16.26,0
35070190,4,-0.04,0,0,0
34422765,4,-0.62,0,0,0
34984104,4,0,0,0,0
36318831,4,-0.07,0,0,0
34751839,4,-0.02,0,0,0
35853835,4,0,0,0,0
34768450,4,0,0,0,0
35033214,4,0,0,0,0
1013925,16,-0.69,0,0,0
4092663,16,-1.38,0,0,0
7008099,16,0,0,0,0
7339311,16,0,0,0,0
12390586,16,-0.62,0,0,0
13460102,16,-0.76,0,0,0
13481749,16,0,0,0,0
15650905,16,-0.08,0,0,0
18339240,16,-0.18,0,0,0
19434083,16,-0.45,0,0,0
29573789,16,0,0,0,0
33170054,16,-0.17,0,0,0
33233010,16,-0.14,0,0,0
33841177,16,13.78,0,73.71,0
34006505,16,32.37,0,35.63,0
34087208,16,-0.04,0,0,0
34263995,16,0,0,0,0
34307856,16,20,0,0,20
34359698,16,0,0,0,0
34362422,16,0,0,0,0
34374881,16,-6.31,1,18.06,0
34375536,16,-0.11,0,0,0
34376616,16,0,0,0,0
34377529,16,0,0,0,0
34378316,16,0,0,0,0
34380472,16,0,0,0,0
34381140,16,5.83,0,7.16,0
34388107,16,-3.49,0,0,0
34396809,16,1.74,0,5.08,0
34397506,16,-0.4,0,0,0
34403948,16,-0.09,0,0,0
34404664,16,4.79,0,4.85,0
34407050,16,0,0,0,0
34411132,16,0,0,0,0
34423572,16,2.71,0,3.41,0
34431481,16,0,0,0,0
34431625,16,0,0,0,0
34431707,16,0,0,0,0
34431872,16,0,0,0,0
34432637,16,0,0,0,0
34433049,16,0,0,0,0
34433369,16,-0.28,0,0,0
34436427,16,-0.03,0,0,0
34444905,16,-0.17,0,0,0
34445119,16,0,0,0,0
34448370,16,0,0,0,0
34452423,16,-0.05,0,0,0
34453398,16,-0.01,0,0,0
34455483,16,0,0,0,0
34460910,16,14.69,0,41.26,0
34461963,16,-0.44,0,0,0
34474461,16,-20.94,0,0,0
34480974,16,-22.03,0,0,0
34485915,16,0,0,0,0
34486655,16,0,0,0,0
34490133,16,0,0,0,0
34494734,16,0,0,0,0
34502142,16,0,0,0,0
34507601,16,-1.5,0,0,0
34516335,16,-35.04,0,0,0
34520909,16,15.53,1,19.23,0
34522734,16,0,0,0,0
34526137,16,-0.34,0,0,0
34535987,16,0,0,0,0
34539481,16,-0.09,0,0,0
34539546,16,0,0,0,0
34539559,16,0,0,0,0
34544148,16,0,0,0,0
34548266,16,0,0,0,0
34549929,16,2.4,0,10.37,0
34554496,16,1.12,0,0,0
34555571,16,0,0,0,0
34562009,16,0,0,0,0
34564448,16,4.9,0,4.9,0
34568446,16,113.56,1,178.92,0
34569580,16,158.42,0,130.08,120
34569624,16,0,0,0,0
34570715,16,-0.08,0,0,0
34572734,16,-0.06,0,0,0
34581343,16,10.28,0,11.65,0
34588899,16,-0.15,0,0,0
34589173,16,-0.02,0,0,0
34594530,16,0,0,0,0
34594644,16,0,0,0,0
34607199,16,0,0,0,0
34609868,16,0,0,0,0
34612137,16,1.84,2,0,0
34614966,16,-0.67,0,0,0
34625103,16,-0.08,0,0,0
34626095,16,0,0,0,0
34626582,16,0,2,0,0
34629077,16,-3.84,0,0,0
34631961,16,0,0,0,0
34633903,16,0,0,0,0
34634011,16,459.99,2,1597.33,0
34634766,16,0,0,0,0
34641932,16,169.65,1,133.84,40
34644733,16,0,0,0,0
34647209,16,0,0,0,0
34654847,16,-0.12,0,0,0
34661029,16,-0.43,0,0,0
34668011,16,0,0,0,0
34675227,16,0,0,0,0
34684053,16,0,0,0,0
34688622,16,9.56,0,10.36,0
34694120,16,-0.02,0,0,0
34705938,16,-30.69,0,7.7,0
34706336,16,0,0,0,0
34706486,16,0,0,0,0
34707224,16,29.91,0,33.8,0
34707928,16,0,0,0,0
34709166,16,-0.37,0,0,0
34709984,16,0,0,0,0
34710895,16,-0.14,0,0,0
34711684,16,0,0,0,0
34723202,16,-0.01,0,0,0
34725760,16,-0.66,0,0,0
34726217,16,-0.16,0,0,0
34732428,16,0,0,0,0
34743181,16,0,0,0,0
34748615,16,0,0,0,0
34751437,16,0,0,0,0
34751544,16,0,0,0,0
34769170,16,0,0,0,0
34772149,16,0,0,0,0
34773244,16,10.06,0,8.49,0
34774865,16,0,0,0,0
34775049,16,80,0,0,80
34776596,16,0,0,0,0
34786607,16,0,0,0,0
34791531,16,0,0,0,0
34794284,16,0,0,0,0
34806525,16,0,0,0,0
34806723,16,-16.47,2,0,0
34807007,16,-0.01,0,0,0
34808508,16,0,0,0,0
34808710,16,6.34,0,6.45,0
34808936,16,0,0,0,0
34813145,16,0,0,0,0
34813311,16,-0.03,0,0,0
34813943,16,0,0,0,0
34824658,16,0,0,0,0
34826434,16,0,0,0,0
34831502,16,-0.43,0,0,0
34832711,16,0,0,0,0
34838118,16,0,0,0,0
34840321,16,-4.31,0,0,0
34847905,16,0,0,0,0
34848090,16,0,0,0,0
34849796,16,0,0,0,0
34851010,16,0,0,0,0
34851554,16,-179.97,3,48.02,0
34852153,16,0,0,0,0
34852615,16,-0.25,0,0,0
