seller_id,user_name,profit_estimate,value_em,user_created,booth_created,days_as_user,first_sale,days_to_sale,country,state,city,committed,year_sales,year_amount,year_fvf,items_for_sale,sales,source_em,entry_source_em,inventory_source_em,entry_url,entry_query
35003273,GeorgeM1105,0,minnow,10/3/18,10/12/18,0.3,,NaN,GR,,NEA SMIRNI,TRUE,0,0,0,34,0,affiliate,22,ebay,Direct,
35019887,Mike_DEP,543,dolphin,10/4/18,10/4/18,0.32,10/10/18,6,US,SC,Moore,TRUE,134,3191.92,458.39,352,134,search_seller_targeted,17,ebay,https://www.google.com/,
35023841,Counselman_Auto,108,dolphin,10/4/18,10/4/18,0.32,,NaN,US,AL,Mobile,TRUE,0,0,0,46428,0,organic,0,ebay,https://www.google.com/,
35028224,BikersCave,0,minnow,10/4/18,10/5/18,0.32,,NaN,US,PA,Tionesta,TRUE,0,0,0,18,0,affiliate,22,ebay,Direct,
35043188,Kaiser_Motor_Werks,0,minnow,10/5/18,10/5/18,0.32,11/6/18,32,US,VA,Woodbridge,TRUE,1,30,2.7,127,1,organic,,ebay,,
35102471,rob_brookes,-8,minnow,10/9/18,10/13/18,0.3,,NaN,GB,,worcester,TRUE,0,0,0,728,0,organic,0,ebay,https://www.bonanza.com/items/search?q[filter_category_id]=159043&q[page]=11&s=35621.200927734375,
35103685,DecalsPlus,0,minnow,10/9/18,10/9/18,0.31,12/23/18,75,US,IL,Rochelle,TRUE,1,4.94,0.5,51,1,bing,2,ebay,https://www.bing.com/search?q=bonanza&form=PRUSEN&mkt=en-us&httpsmsn=1&refig=0fa72e92d0d34ccb95095ee1affcbd6d&sp=-1&pq=bonanza&sc=9-7&qs=n&sk=&cvid=0fa72e92d0d34ccb95095ee1affcbd6d,
35108966,FabianR35,148,minnow,10/9/18,10/9/18,0.31,12/22/18,74,US,FL,Tampa,TRUE,1,360,32.4,39,1,shopping,,,,
35134197,More_don,5,minnow,10/10/18,10/10/18,0.31,12/29/18,80,US,CA,Lompoc,TRUE,1,58,5.22,212,1,other_search,5,ebay,https://r.search.yahoo.com/_ylt=Awr9Jg2Qvb5bx2gA4F0PxQt.;_ylu=X3oDMTByb2lvbXVuBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1539255825/RO=10/RU=https%3a%2f%2fwww.bonanza.com%2f/RK=2/RS=t5rn7Ffh18Ybnn73PaGyNOMtJb0-,
35135766,DavivaLTD,1,sea_bass,10/10/18,10/10/18,0.31,11/21/18,42,LT,,Kaunas,TRUE,7,332.86,28.03,10974,7,affiliate,22,ebay,Direct,
35148469,EXTREMECUSTOMMARINE,-12,dolphin,10/11/18,10/11/18,0.3,11/7/18,27,US,CA,santa ana,TRUE,2,718.9,63.81,42,2,bing,2,ebay,https://www.bing.com/search?q=what+are+the+selling+fees+on+bonanza&form=EDNTHT&mkt=en-us&httpsmsn=1&refig=4da9a48a9f89459f97b4414b073d52b6&PC=ACTS&sp=-1&pq=what+are+the+selling+fees+on+bon&sc=0-32&qs=n&sk=&cvid=4da9a48a9f89459f97b4414b073d52b6,
35167060,Vinyl_Imagination,-8,minnow,10/12/18,10/12/18,0.3,,NaN,US,CA,Camarillo,TRUE,0,0,0,300,0,shopping,8,ebay,https://www.google.com/,
35182103,Fulltrust,0,minnow,10/13/18,10/13/18,0.3,,NaN,US,FL,Miami,TRUE,0,0,0,24,0,direct,4,etsy,https://www.bonanza.com/,
35244415,zhangfengdi,0,minnow,10/17/18,10/17/18,0.29,11/4/18,18,CN,,dalian,TRUE,1,9.99,,175,1,other_search,,,,
35256867,zigautoparts,0,minnow,10/17/18,10/17/18,0.29,,NaN,US,CA,antelope,TRUE,0,0,0,51,0,other_search,,ebay,,
35259071,Slik_Pit_Kustoms,0,minnow,10/17/18,10/17/18,0.29,,NaN,US,MO,Webb City,TRUE,0,0,0,35,0,direct,4,csv,Direct,
35266020,bonzuser_nkqxi,27,dolphin,10/18/18,10/18/18,0.28,11/5/18,18,US,NY,Utica,TRUE,11,958.69,68.29,734,11,bing,2,ebay,https://www.bing.com/search?q=bonanza&form=EDGEAR&qs=AS&cvid=bf77f8d1c97540e085d3b1b4d84e5f97&cc=US&setlang=en-US&PC=ASTS,
35387493,olivier_85,0,minnow,10/24/18,10/24/18,0.27,,NaN,FR,,clazay,TRUE,0,0,0,41,0,organic,0,ebay,https://www.google.fr/,
35398372,cliffsautoparts,18,dolphin,10/24/18,10/24/18,0.27,11/2/18,9,US,MD,DARLINGTON,TRUE,6,240.7,20.48,712,6,organic,0,ebay,https://www.google.com/,
35421212,rsinterior,19,minnow,10/25/18,10/25/18,0.27,11/9/18,15,US,AZ,Phoenix,TRUE,5,205,21.43,254,5,direct,,,,
35438936,bonzuser_ovbpo,0,minnow,10/26/18,10/26/18,0.26,,NaN,US,CO,evergreen,FALSE,0,0,0,0,0,search_seller_targeted,17,ebay,https://www.google.com/,
35454640,WallflowerEnterprise,0,minnow,10/27/18,10/27/18,0.26,,NaN,US,NY,Red Hook,TRUE,0,0,0,66,0,organic,0,csv,https://www.google.com/,
35463066,KinleyAutoParts,141,dolphin,10/28/18,10/28/18,0.26,11/7/18,10,US,CA,Los Angeles,TRUE,8,3408.59,519.07,841,8,direct,,ebay,,
35479467,UMP_1PZ,105,sea_bass,10/29/18,10/29/18,0.25,11/11/18,13,US,HI,Honolulu,TRUE,28,364.94,42.28,404,28,direct,4,ebay,Direct,
35482202,Eclecticshht,2,sea_bass,10/29/18,10/29/18,0.25,11/8/18,10,US,AZ,Gilbert,TRUE,10,969.99,57.54,431,10,organic,0,ebay,https://www.google.com/,
35513873,Alltrade_Supply_Inc,0,minnow,10/30/18,10/30/18,0.25,,NaN,US,CA,Long Beach,FALSE,0,0,0,0,0,search_seller_targeted,17,ebay,https://www.google.com/,
35518909,EJCPerformance,8,whale,10/31/18,10/31/18,0.25,11/5/18,5,US,CO,wheat ridge,TRUE,9,908,57.52,70470,9,organic,0,ebay,https://www.google.com/,
35527235,dnalt77both,-6,minnow,10/31/18,10/31/18,0.25,,NaN,US,MO,kc mo,FALSE,0,0,0,0,0,direct,4,,Direct,
35535643,Dale_Wilch_in_KC,-7,dolphin,11/1/18,11/1/18,0.25,11/21/18,20,US,KS,Kansas City,TRUE,1,9.85,1.28,1106,1,organic,0,ebay,https://www.google.com/,
35539823,UCS_Autoparts,-114,dolphin,11/1/18,11/1/18,0.25,11/9/18,8,US,FL,Doral,TRUE,10,7509.72,311.31,556,10,direct,4,ebay,Direct,
35543009,Flashbacktech,1,minnow,11/1/18,11/1/18,0.25,11/12/18,11,US,FL,Osteen,TRUE,2,41.98,2.5,24,2,direct,,ebay,,
35545691,DecalslbShop,40,minnow,11/1/18,11/1/18,0.25,,NaN,US,FL,MIAMI,FALSE,0,0,0,0,0,shopping,,csv,,
35554947,ForbesS,0,minnow,11/2/18,11/2/18,0.24,,NaN,US,MI,Traverse City,TRUE,0,0,0,23,0,affiliate,,,,
35557259,Jeeperz_4wd,276,dolphin,11/2/18,11/2/18,0.24,,NaN,US,PA,East Greenville,TRUE,0,0,0,303,0,organic,,ebay,,
35567804,bonzuser_afxua,3,minnow,11/3/18,11/3/18,0.24,12/5/18,32,LV,,Salaspils,TRUE,1,47.48,4.27,36,1,organic,0,ebay,https://www.google.lv/,
35586093,PartAndFilters,10,minnow,11/4/18,11/4/18,0.24,11/22/18,18,US,FL,Orlando,TRUE,1,95.6,8.6,330,1,organic,0,amazon,https://www.google.com/,
35590349,autoparts4urcaroem,0,minnow,11/4/18,11/4/18,0.24,,NaN,US,NY,amsterdam,TRUE,0,0,0,153,0,direct,4,ebay,Direct,
35627733,alfonso_senatore,0,minnow,11/6/18,11/6/18,0.23,,NaN,VE,,caracas,TRUE,0,0,0,48,0,organic,0,ebay,Direct,
35638095,Velocity_Tech,515,dolphin,11/7/18,11/7/18,0.23,11/25/18,18,US,CA,Santa Ana,TRUE,5,624.68,20.52,1170,5,organic,0,ebay,https://www.google.com/,
35655628,Sthomas100,3,sea_bass,11/8/18,11/8/18,0.23,11/18/18,10,US,OK,Stillwater,TRUE,7,60.48,5.6,970,7,bing,2,amazon,https://www.bing.com/search?q=bonanza&form=APIPH1&PC=APPL,
35714449,ADVCylinderheads,494,dolphin,11/12/18,11/12/18,0.22,11/16/18,4,US,CA,Newport Beach,TRUE,13,7438.87,486.01,172,13,organic,,csv,,
35761869,Jaags,-2,minnow,11/14/18,11/14/18,0.21,1/15/19,62,US,OH,Twinsburg,TRUE,1,47.51,4.28,69,1,organic,,ebay,,
35776192,choppers,0,minnow,11/15/18,11/15/18,0.21,12/10/18,25,LV,,RIGA,TRUE,1,4.99,0.5,144,1,organic,0,ebay,https://www.google.com/,
35802264,LIT_,40,minnow,11/16/18,11/16/18,0.21,,NaN,US,FL,lake worth,TRUE,0,0,0,83,0,organic,0,ebay,https://www.google.com/,
35803644,Seventh,40,minnow,11/16/18,11/16/18,0.21,1/6/19,51,HK,,HongKong,TRUE,4,149.04,31.38,0,4,direct,4,amazon,Direct,
35814352,BlankSourceLLC,0,minnow,11/17/18,11/17/18,0.2,12/16/18,29,US,MO,Walnut Grove,TRUE,1,29.99,0,15,1,organic,,ebay,,
35815430,Rent_Luggage,-1,minnow,11/17/18,11/17/18,0.2,,NaN,US,MO,St. Louis,TRUE,0,0,0,14,0,direct,4,ebay,Direct,
35821624,Sacautoparts,3,minnow,11/17/18,11/17/18,0.2,12/4/18,17,US,CA,West Sacramento,TRUE,2,102.86,5.61,659,2,affiliate,,ebay,,
35829546,mjheavydutyparts,0,minnow,11/18/18,11/18/18,0.2,,NaN,US,NE,NICKERSON,TRUE,0,0,0,88,0,organic,0,ebay,https://www.google.com/,
35832911,inthegarage,0,minnow,11/18/18,11/18/18,0.2,,NaN,US,FL,Lehigh Acres,FALSE,0,0,0,0,0,organic,,csv,,
35856594,Hurricane_,0,minnow,11/19/18,11/20/18,0.19,,NaN,US,AL,Mobile,FALSE,0,0,0,0,0,organic,0,ebay,https://m.bonanza.com/items/search?q[catalog_id]=&q[country_to_filter]=US&q[filter_category_id]=&q[gallery_style]=1&q[in_booth_id]=&q[origin_country]=1&q[origin_country_filter]=US&q[per_page]=60&q[ship_country]=1&q[shipping_in_price]=0&q[sort_by]=relevanc,
35873293,AMCustoms,6,minnow,11/20/18,11/20/18,0.19,12/12/18,22,US,CA,Corona,TRUE,1,59.4,7.72,21,1,organic,0,ebay,https://www.google.com/,
35878580,jiqianhai75,0,minnow,11/20/18,11/20/18,0.19,,NaN,CN,,邵阳市,FALSE,0,0,0,0,0,direct,4,,Direct,
35888660,danieltsvirinko,0,minnow,11/21/18,11/21/18,0.19,,NaN,US,CA,Rio Linda,TRUE,0,0,0,89,0,direct,4,ebay,Direct,
35910245,PartProsOnline,13,sea_bass,11/22/18,11/26/18,0.18,12/9/18,13,US,FL,Beverly Hills,TRUE,5,292.47,23.15,64,5,organic,,ebay,,
36008811,Arotags,0,minnow,11/27/18,11/27/18,0.18,,NaN,US,OH,Concord,TRUE,0,0,0,18,0,organic,0,amazon,https://duckduckgo.com/,
36043249,HotRod1930,0,minnow,11/28/18,11/28/18,0.17,,NaN,US,CA,Antioch,TRUE,0,0,0,30,0,other,7,ebay,https://www.searchencrypt.com/,
36055798,Demonscycle,-8,minnow,11/29/18,11/29/18,0.17,,NaN,US,FL,Pompano Beach,TRUE,0,0,0,1042,0,direct,4,ebay,Direct,
36072196,tiredironpreowned,39,minnow,11/30/18,11/30/18,0.17,,NaN,US,NC,Four Oaks,TRUE,0,0,0,636,0,direct,4,ebay,Direct,
36104639,CarBookPlus,0,minnow,12/1/18,12/1/18,0.16,,NaN,US,PA,Scranton,TRUE,0,0,0,12,0,organic,,api,,
36224391,Isellaeroparts,392,dolphin,12/7/18,12/7/18,0.15,,NaN,CA,,Toronto,TRUE,0,0,0,182,0,direct,4,ebay,Direct,
36226408,abbevilledawg,135,dolphin,12/7/18,12/8/18,0.15,12/10/18,2,US,SC,Greenwood,TRUE,53,3971.36,301.46,447,53,shopping,8,ebay,Direct,
36226929,rideshop,0,minnow,12/7/18,12/7/18,0.15,,NaN,LT,,Vilnius,TRUE,0,0,0,225,0,organic,,ebay,,
36247567,blakub,0,minnow,12/8/18,12/8/18,0.15,,NaN,US,AR,Conway,FALSE,0,0,0,0,0,organic,0,ebay,https://www.google.com/,
36273654,owlspeed,0,minnow,12/9/18,12/9/18,0.14,,NaN,US,CA,Sacramento,TRUE,0,0,0,51,0,direct,4,ebay,Direct,
36350189,Me_2_YoU,74,dolphin,12/13/18,12/13/18,0.13,1/3/19,21,US,CA,Buena Park,TRUE,1,214.26,19.28,198,1,direct,,ebay,,
36465698,bonzuser_bsanv,-1,minnow,12/19/18,12/19/18,0.12,,NaN,ES,,MURCIA,TRUE,0,0,0,23377,0,organic,0,ebay,https://www.google.com/,
36473405,Aspen49,0,minnow,12/19/18,12/19/18,0.12,,NaN,US,OH,Carrollton,TRUE,0,0,0,16,0,google_text_ad,16,csv,https://www.google.com/,
36482631,Nfibrani,-1,minnow,12/19/18,12/19/18,0.12,,NaN,ID,,Bandung,TRUE,0,0,0,35,0,organic,0,ebay,https://www.google.com/,
36597119,planepartsinc,82,dolphin,12/26/18,12/26/18,0.1,12/31/18,5,US,WI,Rhinelander,TRUE,5,291.11,22.37,1632,5,direct,4,ebay,Direct,
36602610,babyhoneygirl,0,minnow,12/26/18,12/26/18,0.1,,NaN,US,MN,wrenshall,FALSE,0,0,0,0,0,google_text_ad,16,ebay,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwj8wKf5hL_fAhWNWoYKHdV_Dx0YABAIGgJ2dQ&ohost=www.google.com&cid=CAASEuRoLDZAB3FuZVBU5y34z0gVnA&sig=AOD64_20HO4qxb3an14VkJo2nqqV2s5K1w&adurl=&rct=j&q=&nb=0&res_url=http%3A%2F%2Fsearch.myway.com%2Fse,
36602831,strategicautoparts,-40,dolphin,12/26/18,12/26/18,0.1,1/2/19,7,US,OH,COLUMBUS,TRUE,3,921.47,117.2,575,3,google_text_ad,16,ebay,https://www.google.com/,
36629516,zetashop,0,minnow,12/28/18,12/28/18,0.09,,NaN,CO,,Envigado,TRUE,0,0,0,314,0,organic,,,,
36659423,DragNut,9,minnow,12/30/18,12/30/18,0.08,1/26/19,27,US,PA,Sanatoga,TRUE,1,138,17.94,280,1,bing,2,ebay,https://www.bing.com/search?q=bonanza&form=PRUSEN&pc=EUPP_&mkt=en-us&httpsmsn=1&refig=00af1144eb484e5b859174a5dcb99eb3&sp=2&ghc=1&qs=LS&pq=bonanza&sc=8-7&cvid=00af1144eb484e5b859174a5dcb99eb3,
36700629,FJlife,0,minnow,1/2/19,1/3/19,0.07,1/14/19,11,US,CA,Sacramento,TRUE,1,79.19,7.13,11,1,direct,4,ebay,Direct,
36714146,partparadise2015,0,minnow,1/2/19,1/2/19,0.08,,NaN,CN,,JINHUA,TRUE,0,0,0,103,0,shopping,8,ebay,Direct,
36744199,kmpacc,0,minnow,1/4/19,1/7/19,0.06,1/21/19,14,US,MO,Wentzville,TRUE,1,284.99,25.65,0,1,direct,4,,Direct,
36773288,Chrome_and_Parts,-52,dolphin,1/6/19,1/6/19,0.07,1/13/19,7,US,TN,Murfreesboro,TRUE,5,1299.79,93.66,8329,5,direct,4,ebay,Direct,
36812279,stem_shells_com,0,minnow,1/8/19,1/8/19,0.06,,NaN,US,CA,Castro Valley,TRUE,0,0,0,43,0,direct,4,ebay,Direct,
36855449,On_Point_Parts,0,minnow,1/11/19,1/11/19,0.05,1/28/19,17,US,WV,Elkins,TRUE,1,23.85,2.03,192,1,google_text_ad,16,ebay,https://www.google.com/,
36887225,Geekals,0,minnow,1/12/19,1/12/19,0.05,,NaN,US,TX,New Braunfels,TRUE,0,0,0,608,0,direct,4,ebay,Direct,
36898388,jps_trading_uk,0,minnow,1/13/19,1/13/19,0.05,,NaN,GB,,taunton,TRUE,0,0,0,229,0,organic,0,ebay,https://www.bing.com/search?q=bonanza&form=EDNTHT&mkt=en-gb&httpsmsn=1&refig=400d2db947674b93d0f1640e895318e1&PC=LCTS&sp=-1&pq=bon&sc=8-3&qs=n&sk=&cvid=400d2db947674b93d0f1640e895318e1,
36948899,airw_olf,-6,dolphin,1/16/19,1/16/19,0.04,1/24/19,8,US,NY,Ava,TRUE,2,183.06,23.79,3279,2,organic,0,ebay,https://www.google.com/,
36957327,MIDWEST_CORVETTE,0,minnow,1/17/19,1/17/19,0.04,,NaN,US,IN,INDIANAPOLIS,TRUE,0,0,0,528,0,organic,0,amazon,https://www.google.com/,
36972917,oldtimershop_parts,0,minnow,1/17/19,1/17/19,0.04,,NaN,SI,,Sezana,TRUE,0,0,0,3257,0,organic,,csv,,
36993813,OEM_Auto_Parts,0,minnow,1/19/19,1/19/19,0.03,,NaN,US,MN,MONTGOMERY,TRUE,0,0,0,21,0,other_search,5,,https://search.yahoo.com/,
37007562,PartsAndItems,0,minnow,1/20/19,1/20/19,0.03,,NaN,US,DE,Dove,TRUE,0,0,0,103,0,organic,0,shopify,https://www.google.com/,
37021702,Oem_part_central,70,minnow,1/21/19,1/21/19,0.02,,NaN,US,TN,nashville,TRUE,0,0,0,53,0,direct,4,ebay,Direct,
37064090,Bonanza_JCw,0,minnow,1/23/19,1/23/19,0.02,,NaN,US,CA,ROSEMEAD,TRUE,0,0,0,128,0,organic,0,amazon,https://www.google.com/,
37064412,VinylGraphics,0,minnow,1/23/19,1/23/19,0.02,,NaN,US,CA,Roseville,TRUE,0,0,0,56,0,organic,,ebay,,
37094914,StLouisRv,0,minnow,1/25/19,1/25/19,0.01,,NaN,US,MO,O'Fallon,TRUE,0,0,0,294,0,organic,,ebay,,
37101512,DT_AutoTech,0,minnow,1/25/19,1/25/19,0.01,1/29/19,4,US,CA,Pico Rivera,TRUE,1,27.71,3.6,1158,1,organic,0,ebay,https://www.google.com/,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
