id,amount,sold_on,fvf,source_em
54127119,71.9,5/19/18 12:48,4.46,8
54127716,98.1,5/19/18 12:57,5.83,8
54128104,70.05,5/19/18 13:22,4.03,8
54128471,101.85,5/19/18 13:52,5.87,8
54128611,187.75,5/19/18 14:00,10.81,8
54128659,65.4,5/19/18 13:55,5.89,22
54128715,33.95,5/19/18 13:59,1.92,8
54128977,106.35,5/19/18 14:22,6.03,8
54129683,144.8,5/19/18 17:31,9.77,8
54129831,26.72,5/19/18 15:31,2.4,8
54129987,72.4,5/19/18 15:43,4.5,8
54130541,115.35,5/19/18 16:27,7.16,8
54131331,68.5,5/19/18 17:43,3.95,8
54131392,32.7,5/19/18 17:43,2.24,8
54131485,67.9,5/19/18 17:28,4.83,8
54131773,76.9,5/19/18 17:50,4.84,8
54132226,106.35,5/19/18 18:22,6.32,8
54133329,104.97,5/21/18 15:52,10.38,8
54135826,67.9,5/19/18 22:42,4.03,8
54138236,38.45,5/20/18 4:37,2.25,8
54139137,38.45,5/20/18 6:12,1.35,0
54139643,106.35,5/20/18 11:16,7.37,8
54139718,115.35,5/20/18 7:09,7.68,8
54140478,67.9,5/20/18 8:09,4.4,8
54140903,144.8,5/20/18 8:41,10.03,8
54141061,33.95,5/20/18 8:54,2.05,8
54141549,38.45,5/20/18 9:30,2.35,8
54141995,38.45,5/20/18 16:55,2.42,8
54142147,40.8,5/20/18 10:24,1.43,0
54143287,111.45,5/20/18 11:33,7.72,8
54144000,38.45,5/20/18 12:20,2.11,8
54144237,101.85,5/20/18 12:38,6.6,8
54144511,33.95,5/20/18 12:55,2.11,8
54144577,144.8,5/20/18 13:07,9.77,8
54144623,38.45,5/20/18 14:16,2.63,8
54144628,144.8,5/24/18 6:52,10.03,8
54145308,183.25,5/20/18 13:53,10.56,8
54146502,110.85,5/20/18 15:06,6.88,8
54147840,38.45,5/20/18 16:28,2.53,8
54147907,144.8,5/20/18 16:34,10.16,8
54148056,33.95,5/20/18 16:45,2.41,8
54148710,38.45,5/20/18 17:29,2.7,8
54150385,15.9,5/20/18 19:03,1,8
54150500,192.25,5/20/18 19:16,11.59,8
54150840,38.45,5/20/18 19:30,2.35,8
54150882,38.45,5/20/18 19:34,2.15,8
54151406,102.75,5/20/18 20:18,6.38,8
54151890,70.81,5/20/18 20:45,3.97,8
54151931,65.4,5/20/18 20:52,5.89,22
54153066,98.1,5/20/18 22:30,8.83,22
54157487,33.95,5/21/18 7:12,2.23,8
54157573,135.85,5/21/18 7:05,12.23,8
54159405,33.95,5/25/18 8:50,1.83,8
54159427,67.9,5/21/18 9:26,4.09,8
54159595,38.45,5/21/18 9:39,2.21,8
54161302,76.9,5/21/18 11:00,5.33,8
54161634,33.95,5/21/18 11:19,2.02,8
54161933,153.8,5/21/18 11:43,13.84,22
54162729,115.35,5/21/18 12:38,8.1,8
54163853,101.85,5/21/18 13:53,5.87,8
54163882,135.8,5/21/18 13:52,12.22,22
54164002,33.95,5/21/18 14:20,1.96,8
54164926,101.85,5/21/18 15:06,5.5,3
54165403,570.5,5/21/18 15:55,31.66,8
54166594,29.9,5/21/18 16:59,1.86,8
54166960,106.35,5/21/18 17:21,7.08,8
54167085,38.45,5/21/18 17:32,2.11,8
54167148,115.35,5/21/18 17:38,7.58,8
54167253,76.9,5/21/18 17:48,5.26,8
54167911,33.95,5/21/18 18:29,2.14,8
54168465,38.45,5/21/18 19:04,2.25,8
54168669,242.85,5/21/18 19:22,13.77,4
54168995,101.85,5/21/18 19:36,6.6,8
54174368,110.85,5/22/18 3:52,7.78,8
54174466,76.9,5/22/18 4:20,5.19,8
54175183,49.8,6/12/18 16:19,4.48,8
54175526,38.45,5/22/18 6:04,2.32,8
54175767,33.95,5/22/18 7:33,1.96,8
54175890,15.9,5/22/18 6:57,1,8
54176050,174.25,5/22/18 6:54,10.35,8
54177016,76.9,5/22/18 7:22,5.19,8
54177518,76.9,5/22/18 7:45,4.78,8
54178262,115.35,5/23/18 7:26,7.58,8
54178426,72.4,5/22/18 8:17,4.56,8
54179829,38.45,5/22/18 9:06,2.66,8
