seller_id,offers,amount,order_value,sum_fvf,order_fvf_value
12286662,1,1559.20,1559.20,60.89,60.89
12291199,3,147.00,49.00,4.03,1.34
12296383,1,12.30,12.30,1.14,1.14
12298076,1,3.99,3.99,0.50,0.50
12303579,2,39.98,19.99,1.40,0.70
12308641,1,24.46,24.46,1.66,1.66
12309480,2,14.28,7.14,4.29,2.15
12310338,2,181.91,90.96,6.11,3.06
12310570,2,216.98,108.49,25.61,12.81
12312570,3,67.76,22.59,5.01,1.67
12324115,3,239.92,79.97,49.90,16.63
12324714,1,52.66,52.66,4.74,4.74
12331941,11,446.90,40.63,26.04,2.37
12333290,1,14.44,14.44,0.53,0.53
12335978,5,78.29,15.66,5.92,1.18
12347784,1,7.91,7.91,1.03,1.03
12348799,2,109.90,54.95,9.89,4.95
12350132,18,466.00,25.89,21.49,1.19
12355317,2,29.03,14.52,1.80,0.90
12358138,1,53.89,53.89,7.01,7.01
12361354,5,47.26,9.45,6.03,1.21
12365758,2,399.98,199.99,36.00,18.00
12371118,7,1726.79,246.68,197.73,28.25
12375318,19,240.43,12.65,21.09,1.11
12379155,4,63.45,15.86,4.36,1.09
12381028,1,9.15,9.15,0.51,0.51
12381364,1,32.93,32.93,0.87,0.87
12381858,2,44.00,22.00,3.06,1.53
12386324,3,337.89,112.63,43.93,14.64
12386369,3,86.06,28.69,8.25,2.75
12390367,9,2250.40,250.04,187.54,20.84
12393480,1,22.00,22.00,1.98,1.98
12397346,25,364.43,14.58,13.26,0.53
12398335,7,204.29,29.18,18.45,2.64
12398339,7,114.56,16.37,4.33,0.62
12398669,1,14.50,14.50,1.31,1.31
12408652,1,7.55,7.55,0.50,0.50
12408888,2,41.50,20.75,3.74,1.87
12410659,2,23.58,11.79,1.93,0.97
12416057,5,206.38,41.28,11.32,2.26
12416801,2,85.50,42.75,5.72,2.86
12416986,1,6.19,6.19,0.80,0.80
12417657,3,30.80,10.27,1.51,0.50
12418772,1,10.11,10.11,0.91,0.91
12420199,1,32.00,32.00,0.88,0.88
12422287,2,22.80,11.40,2.96,1.48
12438177,1,5.99,5.99,0.50,0.50
12439393,2,61.64,30.82,4.14,2.07
12445189,1,12.00,12.00,0.50,0.50
12453976,2,65.48,32.74,6.02,3.01
12454101,6,125.99,21.00,20.91,3.49
12464465,1,20.37,20.37,0.93,0.93
12466056,13,241.27,18.56,17.79,1.37
12475119,1,6.95,6.95,0.63,0.63
12479447,2,26.07,13.04,2.35,1.18
12479794,1,60.00,60.00,1.96,1.96
12480394,1,23.06,23.06,3.17,3.17
12486159,1,23.79,23.79,0.69,0.69
12490503,3,66.97,22.32,4.65,1.55
12491898,5,245.88,49.18,17.21,3.44
12493432,1,13.09,13.09,1.70,1.70
12494494,1,13.85,13.85,2.63,2.63
12496636,2,44.53,22.27,4.01,2.01
12498379,1,8.74,8.74,0.65,0.65
12502768,1,36.94,36.94,2.70,2.70
12509404,17,968.63,56.98,123.35,7.26
12515970,2,33.36,16.68,0.50,0.25
12526570,1,34.44,34.44,2.20,2.20
12526771,2,104.49,52.25,2.02,1.01
12538771,1,13.99,13.99,3.15,3.15
12539902,2,152.99,76.50,5.42,2.71
12558220,1,6.00,6.00,0.54,0.54
12561774,23,1241.24,53.97,132.62,5.77
12563402,1,7.74,7.74,0.52,0.52
12564783,3,149.33,49.78,2.30,0.77
12573224,1,15.80,15.80,,0.00
12579065,3,348.64,116.21,29.94,9.98
12579351,3,50.00,16.67,1.80,0.60
12585080,1,48.98,48.98,4.05,4.05
12586804,4,74.38,18.60,6.69,1.67
12586927,3,279.75,93.25,28.38,9.46
12588761,2,18.53,9.27,1.29,0.65
12597493,4,47.61,11.90,2.95,0.74
12598906,3,98.98,32.99,11.08,3.69
12603665,1,16.04,16.04,0.50,0.50
12603851,30,202.64,6.75,32.35,1.08
12608579,1,69.25,69.25,6.23,6.23
12617158,1,59.99,59.99,5.40,5.40
12617458,1,32.59,32.59,1.14,1.14
12621323,8,79.62,9.95,6.51,0.81
12625190,1,15.10,15.10,0.91,0.91
12627992,11,170.40,15.49,16.27,1.48
12634917,3,33.02,11.01,2.04,0.68
12638631,1,8.99,8.99,0.50,0.50
12648201,1,43.68,43.68,3.70,3.70
12649497,3,229.01,76.34,21.59,7.20
12651971,1,0.00,0.00,0.00,0.00
12655891,1,13.48,13.48,1.17,1.17
12658435,3,192.08,64.03,9.09,3.03
12662336,2,37.00,18.50,1.58,0.79
12662948,2,31.65,15.83,1.06,0.53
12675199,1,24.80,24.80,1.60,1.60
12675478,2,60.73,30.37,2.60,1.30
12678593,5,574.36,114.87,33.83,6.77
12682164,1,15.99,15.99,1.44,1.44
12697297,13,1502.98,115.61,161.72,12.44
12697686,1,35.00,35.00,6.65,6.65
12712329,4,230.00,57.50,24.70,6.18
12714182,10,1276.00,127.60,82.90,8.29
12717213,23,1871.91,81.39,171.65,7.46
12719083,1,30.00,30.00,1.80,1.80
12727686,1,35.60,35.60,7.80,7.80
12727949,1,9.85,9.85,1.28,1.28
12728328,1,479.99,479.99,43.20,43.20
12731913,21,525.06,25.00,49.92,2.38
12741207,1,60.77,60.77,10.83,10.83
12744018,3,348.18,116.06,58.24,19.41
12745794,3,249.47,83.16,16.19,5.40
12750114,8,309.92,38.74,49.09,6.14
12753255,4,152.21,38.05,8.68,2.17
12754103,6,349.96,58.33,24.27,4.05
12761158,2,149.87,74.94,12.59,6.30
12773602,1,10.10,10.10,1.31,1.31
12776202,6,908.69,151.45,76.75,12.79
12781713,77,1575.36,20.46,71.90,0.93
12796572,1,52.77,52.77,5.22,5.22
12804053,8,70.54,8.82,9.08,1.14
12812360,11,703.45,63.95,54.61,4.96
12826010,3,123.83,41.28,13.40,4.47
12839134,2,69.27,34.64,9.01,4.51
12845260,17,521.49,30.68,42.29,2.49
12845750,1,43.70,43.70,3.03,3.03
12846122,3,58.73,19.58,4.09,1.36
12852648,1,286.97,286.97,24.93,24.93
12854960,2,269.96,134.98,15.51,7.76
12867766,10,283.41,28.34,9.75,0.98
12875978,11,2726.85,247.90,237.31,21.57
12879371,1,35.00,35.00,5.51,5.51
12881278,6,166.80,27.80,15.45,2.58
12893092,48,1697.51,35.36,109.35,2.28
12913214,18,3577.54,198.75,175.52,9.75
12913671,7,161.61,23.09,2.72,0.39
12919095,2,23.85,11.93,2.54,1.27
12947207,1,26.81,26.81,2.41,2.41
12949910,3,26.05,8.68,1.45,0.48
12952566,7,439.95,62.85,27.07,3.87
12960318,2,89.97,44.99,5.24,2.62
12966499,6,149.92,24.99,11.43,1.91
12968059,1,7.92,7.92,0.71,0.71
12968636,9,44.00,4.89,0.66,0.07
12977511,2,44.96,22.48,7.19,3.60
12982057,3,359.08,119.69,12.56,4.19
12983941,1,13.60,13.60,1.22,1.22
12988682,3,65.23,21.74,4.80,1.60
12991283,1,56.50,56.50,13.95,13.95
12992332,1,10.47,10.47,0.95,0.95
12992660,1,817.93,817.93,99.77,99.77
13016270,1,149.99,149.99,13.50,13.50
13019712,1,34.60,34.60,4.50,4.50
13020160,1,9.98,9.98,0.50,0.50
13026957,5,382.40,76.48,34.41,6.88
13036269,19,1078.85,56.78,127.22,6.70
13042176,1,47.48,47.48,3.87,3.87
13048077,2,21.03,10.52,1.90,0.95
13050924,1,23.95,23.95,4.55,4.55
13060073,1,16.79,16.79,1.51,1.51
13062658,2,76.97,38.49,14.63,7.32
13068991,6,379.18,63.20,49.30,8.22
13083265,1,899.00,899.00,70.99,70.99
13084665,3,97.01,32.34,8.10,2.70
13085351,2,40.34,20.17,2.29,1.15
13092495,3,284.96,94.99,54.15,18.05
13094299,2,58.48,29.24,6.44,3.22
13094654,1,139.99,139.99,26.60,26.60
13098696,5,334.78,66.96,28.89,5.78
13098776,1,34.44,34.44,0.87,0.87
13107712,2,435.99,218.00,33.81,16.91
13119077,1,57.96,57.96,2.03,2.03
13122742,1,9.89,9.89,1.41,1.41
13123669,14,359.22,25.66,27.63,1.97
13128372,6,126.08,21.01,8.71,1.45
13129995,1,8.00,8.00,0.54,0.54
13132478,1,96.95,96.95,7.83,7.83
13132659,4,45.10,11.28,2.57,0.64
13134112,8,1020.65,127.58,74.88,9.36
13150272,9,205.79,22.87,23.82,2.65
13176567,4,4.00,1.00,2.00,0.50
13183875,1,8.34,8.34,1.02,1.02
13186961,1,138.00,138.00,0.00,0.00
13192831,7,226.15,32.31,25.57,3.65
13199628,1,39.99,39.99,5.20,5.20
13200123,5,158.84,31.77,5.55,1.11
13201758,1,26.50,26.50,7.95,7.95
13206988,1,54.89,54.89,0.50,0.50
13207702,1,21.39,21.39,1.48,1.48
13209389,2,12.87,6.44,1.78,0.89
13217828,10,777.41,77.74,64.89,6.49
13234657,1,25.71,25.71,2.31,2.31
13242738,17,251.82,14.81,16.87,0.99
13243745,28,1056.65,37.74,80.91,2.89
13244587,1,17.19,17.19,0.50,0.50
13245704,41,946.34,23.08,119.47,2.91
13250791,25,528.43,21.14,83.34,3.33
13253634,2,221.24,110.62,18.61,9.31
13254537,5,92.66,18.53,8.34,1.67
13265546,12,682.56,56.88,58.06,4.84
13271326,1,39.55,39.55,5.14,5.14
13271668,1,29.69,29.69,2.67,2.67
13276773,2,79.98,39.99,7.80,3.90
13278408,2,248.00,124.00,18.08,9.04
13280222,3,65.31,21.77,5.88,1.96
13295495,1,13.99,13.99,1.26,1.26
13297259,2,42.14,21.07,1.63,0.82
13301200,3,399.97,133.32,36.00,12.00
13302461,1,16.53,16.53,1.08,1.08
13310779,2,76.15,38.08,12.19,6.10
13311627,1,24.95,24.95,3.24,3.24
13312442,4,279.16,69.79,51.16,12.79
13313749,4,265.00,66.25,23.85,5.96
13316459,2,16.60,8.30,2.58,1.29
13319119,5,130.16,26.03,15.62,3.12
13330295,6,160.46,26.74,16.30,2.72
13338710,1,9.04,9.04,0.81,0.81
13345509,5,252.01,50.40,21.42,4.28
13356624,28,428.50,15.30,55.72,1.99
13357796,1,89.76,89.76,3.14,3.14
13358309,22,3130.00,142.27,358.86,16.31
13358420,5,287.83,57.57,18.17,3.63
13360976,1,134.23,134.23,17.45,17.45
13368396,21,1615.84,76.94,143.10,6.81
13369024,5,354.83,70.97,63.82,12.76
13376878,1,36.94,36.94,2.42,2.42
13391470,6,109.74,18.29,9.35,1.56
13393202,2,1037.52,518.76,90.03,45.02
13397955,4,49.10,12.28,3.74,0.94
13416590,26,2082.97,80.11,134.54,5.17
13420139,14,367.71,26.27,47.79,3.41
13425155,8,182.90,22.86,12.08,1.51
13426309,1,14.84,14.84,1.93,1.93
13426719,3,38.08,12.69,1.79,0.60
13431046,10,1261.84,126.18,109.94,10.99
13433225,1,14.44,14.44,1.30,1.30
13434236,3,138.08,46.03,8.32,2.77
13477322,4,169.31,42.33,19.16,4.79
13481324,4,156.94,39.24,19.10,4.78
13485089,2,43.08,21.54,2.14,1.07
13485420,1,16.95,16.95,4.04,4.04
13487693,1,38.25,38.25,2.54,2.54
13492274,4,36.91,9.23,2.00,0.50
13494754,5,228.92,45.78,41.62,8.32
13498166,16,1553.84,97.12,68.54,4.28
13502398,1,133.60,133.60,11.12,11.12
13505505,2,342.71,171.36,11.99,6.00
13506149,3,136.14,45.38,3.23,1.08
13521316,24,638.83,26.62,191.75,7.99
13521870,1,31.89,31.89,3.43,3.43
13523997,1,8.97,8.97,0.50,0.50
13539469,5,123.95,24.79,17.28,3.46
13540351,3,59.94,19.98,4.06,1.35
13540552,3,57.04,19.01,3.77,1.26
13543959,2,31.95,15.98,1.02,0.51
13551384,1,12.98,12.98,2.70,2.70
13556433,1,46.23,46.23,10.87,10.87
13569696,17,138.77,8.16,12.40,0.73
13593082,5,1194.48,238.90,61.22,12.24
13595293,1,11.83,11.83,1.06,1.06
13602798,27,729.68,27.03,48.51,1.80
13614810,2,162.97,81.49,30.96,15.48
13623368,8,2434.05,304.26,167.49,20.94
13625756,14,812.36,58.03,62.11,4.44
13627658,2,53.92,26.96,4.42,2.21
13627678,9,235.29,26.14,16.28,1.81
13633350,1,33.85,33.85,2.42,2.42
13636867,1,15.35,15.35,1.38,1.38
13649553,5,666.97,133.39,55.53,11.11
13649871,49,1021.56,20.85,80.43,1.64
13658104,3,710.99,237.00,16.55,5.52
13661930,3,184.32,61.44,15.89,5.30
13662790,7,97.93,13.99,12.74,1.82
13668413,2,31.08,15.54,4.04,2.02
13672031,26,476.34,18.32,59.72,2.30
13674315,1,21.33,21.33,1.42,1.42
13674931,1,31.68,31.68,2.85,2.85
13687526,6,212.72,35.45,31.07,5.18
13688011,1,38.55,38.55,2.57,2.57
13689887,1,18.00,18.00,1.62,1.62
13691935,2,142.67,71.34,18.55,9.28
13693632,1,2817.60,2817.60,0.00,0.00
13694690,2,22.63,11.32,2.16,1.08
13695658,4,214.10,53.53,12.30,3.08
13698677,5,4299.65,859.93,235.14,47.03
13699704,2,104.90,52.45,9.50,4.75
13703625,2,271.00,135.50,22.59,11.30
13709869,14,238.85,17.06,12.94,0.92
13712887,3,102.54,34.18,7.03,2.34
13713289,14,390.39,27.89,33.66,2.40
13713828,1,6.64,6.64,0.60,0.60
13716464,6,40.71,6.79,5.29,0.88
13730747,1,6490.94,6490.94,176.21,176.21
13731438,2,135.75,67.88,12.22,6.11
13733914,6,393.02,65.50,43.10,7.18
13739641,5,31.89,6.38,4.08,0.82
13742036,4,346.30,86.58,28.56,7.14
13744495,2,674.70,337.35,22.50,11.25
13747577,4,346.59,86.65,10.92,2.73
13754913,2,68.47,34.24,13.01,6.51
13764155,1,21.77,21.77,1.96,1.96
13765878,1,59.63,59.63,5.37,5.37
13770895,2,43.05,21.53,2.24,1.12
13775291,4,157.77,39.44,20.51,5.13
13778802,1,39.42,39.42,5.12,5.12
13779367,1,7.99,7.99,0.50,0.50
13780624,2,47.37,23.69,4.44,2.22
13793885,3,67.82,22.61,4.50,1.50
13796348,4,137.40,34.35,4.00,1.00
13806689,43,670.86,15.60,79.30,1.84
13809476,2,39.06,19.53,6.25,3.13
13826629,2,33.75,16.88,2.76,1.38
13835578,11,428.68,38.97,33.98,3.09
13841371,3,81.49,27.16,8.71,2.90
13844303,4,239.92,59.98,21.60,5.40
13850381,3,19.69,6.56,2.40,0.80
13851442,1,61.94,61.94,9.87,9.87
13852416,3,47.02,15.67,0.70,0.23
13854050,31,6732.33,217.17,727.74,23.48
13854313,2,63.30,31.65,5.70,2.85
13856123,1,4.94,4.94,0.64,0.64
13856953,2,42.03,21.02,1.40,0.70
13859261,3,1009.65,336.55,62.14,20.71
13861659,2,23.74,11.87,4.51,2.26
13862559,5,133.46,26.69,6.63,1.33
13864945,1,24.70,24.70,2.22,2.22
13872568,10,1643.16,164.32,98.45,9.85
13876994,10,2692.46,269.25,199.21,19.92
13881490,1,23.99,23.99,2.16,2.16
13884651,4,113.93,28.48,10.41,2.60
13890527,6,272.21,45.37,43.55,7.26
13891068,3,5588.08,1862.69,196.70,65.57
13902767,3,122.40,40.80,15.60,5.20
13902989,35,4013.13,114.66,287.34,8.21
13903432,2,50.17,25.09,5.85,2.93
13914926,1,11.75,11.75,0.50,0.50
13917579,3,200.90,66.97,26.12,8.71
13919130,27,692.17,25.64,192.11,7.12
13927290,5,150.26,30.05,20.04,4.01
13929461,4,64.96,16.24,12.35,3.09
13933650,3,180.00,60.00,28.80,9.60
13934654,3,32.80,10.93,2.60,0.87
13937830,1,40.00,40.00,4.80,4.80
13939263,7,250.77,35.82,22.21,3.17
13943867,16,407.55,25.47,52.97,3.31
13947621,1,19.65,19.65,1.45,1.45
13948881,2,67.88,33.94,2.78,1.39
13952759,1,7.84,7.84,1.49,1.49
13958259,6,242.47,40.41,20.08,3.35
13959564,1,14.95,14.95,1.35,1.35
13960736,1,20.18,20.18,0.50,0.50
13966536,2,34.98,17.49,1.37,0.69
13972778,1,6.20,6.20,0.56,0.56
13979585,1,64.95,64.95,19.49,19.49
13989423,1,10.00,10.00,0.90,0.90
13997092,3,115.63,38.54,7.71,2.57
13997451,16,2336.24,146.02,182.12,11.38
14002232,1,5.00,5.00,0.50,0.50
14008442,3,88.76,29.59,7.36,2.45
14011660,1,165.00,165.00,20.15,20.15
14012485,2,93.43,46.72,11.10,5.55
14015067,1,12.55,12.55,0.50,0.50
14028480,1,27.67,27.67,0.97,0.97
14030891,5,229.64,45.93,17.06,3.41
14031507,2,61.41,30.71,6.10,3.05
14031792,2,110.11,55.06,9.01,4.51
14032609,1,18.78,18.78,2.53,2.53
14032926,1,14.90,14.90,1.34,1.34
14033942,1,12.91,12.91,1.93,1.93
14035302,1,165.06,165.06,0.00,0.00
14035703,22,1387.97,63.09,170.72,7.76
14037444,1,54.00,54.00,3.96,3.96
14041122,8,260.56,32.57,56.96,7.12
14049997,10,167.15,16.72,10.29,1.03
14053144,9,148.17,16.46,18.13,2.01
14053214,1,7.83,7.83,0.53,0.53
14058088,2,11.00,5.50,1.04,0.52
14061333,7,163.37,23.34,41.70,5.96
14064782,1,49.94,49.94,4.49,4.49
14072361,3,116.75,38.92,15.18,5.06
14083683,1,119.45,119.45,9.85,9.85
14084411,3,45.07,15.02,1.92,0.64
14088729,27,1069.11,39.60,137.43,5.09
14091112,1,44.99,44.99,4.05,4.05
14098156,1,14.75,14.75,0.50,0.50
14101999,4,215.90,53.98,34.95,8.74
14108030,2,42.98,21.49,12.89,6.45
14108767,27,535.98,19.85,37.67,1.40
14110284,2,41.74,20.87,7.25,3.63
14122674,1,17.96,17.96,0.50,0.50
14132615,1,124.07,124.07,10.27,10.27
14132714,1,45.75,45.75,4.65,4.65
14133879,2,197.02,98.51,12.61,6.31
14136825,2,23.74,11.87,1.84,0.92
14138981,3,32.63,10.88,1.21,0.40
14139497,6,29.38,4.90,3.00,0.50
14149733,27,984.79,36.47,130.49,4.83
14150481,4,25.01,6.25,2.00,0.50
14150509,1,29.65,29.65,5.63,5.63
14154344,2,344.00,172.00,0.00,0.00
14155439,3,230.37,76.79,66.11,22.04
14155576,5,329.75,65.95,26.08,5.22
14157875,1,470.00,470.00,42.30,42.30
14161190,4,99.88,24.97,9.00,2.25
14166488,2,46.93,23.47,3.12,1.56
14177871,2,56.94,28.47,4.41,2.21
14182118,2,49.94,24.97,4.50,2.25
14182354,2,124.85,62.43,11.24,5.62
14182425,1,24.97,24.97,2.25,2.25
14183260,1,43.87,43.87,4.76,4.76
14188088,18,1008.58,56.03,129.00,7.17
14190516,1,13.41,13.41,1.50,1.50
14198334,1,23.76,23.76,2.83,2.83
14202350,2,55.35,27.68,7.86,3.93
14203136,104,4141.29,39.82,774.39,7.45
14207037,1,41.66,41.66,6.21,6.21
14207231,1,45.00,45.00,13.50,13.50
14220446,2,88.40,44.20,6.16,3.08
14223644,1,6500.00,6500.00,154.85,154.85
14230499,1,29.70,29.70,2.67,2.67
14236204,1,7.06,7.06,0.50,0.50
14243564,6,688.49,114.75,56.99,9.50
14245992,15,640.80,42.72,45.12,3.01
14249889,1,30.80,30.80,1.87,1.87
14252570,2,403.21,201.61,72.81,36.41
14254554,1,59.35,59.35,2.08,2.08
14255795,1,9.34,9.34,0.61,0.61
14256127,73,5373.18,73.61,515.94,7.07
14258644,4,290.25,72.56,23.02,5.76
14265286,2,146.69,73.35,13.20,6.60
14265744,4,169.44,42.36,8.14,2.04
14280032,24,304.76,12.70,26.27,1.09
14287028,3,42.66,14.22,3.63,1.21
14287290,4,153.40,38.35,19.73,4.93
14289648,1,146.09,146.09,12.25,12.25
14291784,2,74.95,37.48,14.24,7.12
14296882,3,139.15,46.38,12.29,4.10
14317090,1,16.10,16.10,1.45,1.45
14318033,5,152.68,30.54,13.86,2.77
14318196,4,305.18,76.30,27.46,6.87
14321313,1,11.74,11.74,1.53,1.53
14322317,2,160.02,80.01,12.60,6.30
14322347,4,108.19,27.05,14.01,3.50
14322932,1,19.91,19.91,0.89,0.89
14330641,3,60.70,20.23,9.69,3.23
14331507,1,12.19,12.19,1.58,1.58
14333542,2,113.79,56.90,10.24,5.12
14352604,3,702.75,234.25,72.40,24.13
14354739,1,9.49,9.49,0.85,0.85
14359428,3,426.77,142.26,52.02,17.34
14360895,1,134.69,134.69,16.73,16.73
14362097,1,22.37,22.37,1.11,1.11
14363866,1,26.35,26.35,1.84,1.84
14366760,21,312.38,14.88,24.76,1.18
14373964,5,785.00,157.00,46.02,9.20
14379668,6,4890.53,815.09,354.73,59.12
14380237,5,875.10,175.02,75.15,15.03
14386067,3,33.43,11.14,2.84,0.95
14389595,2,74.48,37.24,4.43,2.22
14390240,3,55.46,18.49,10.34,3.45
14391976,1,149.99,149.99,,0.00
14396309,1,11.56,11.56,0.63,0.63
14405334,2,108.93,54.47,8.28,4.14
14405472,1,16.99,16.99,0.25,0.25
14415416,1,50.51,50.51,3.65,3.65
14422832,2,45.41,22.71,4.09,2.05
14423452,6,65.06,10.84,5.60,0.93
14432060,4,158.65,39.66,16.68,4.17
14432128,1,49.26,49.26,4.43,4.43
14436821,11,704.60,64.05,50.55,4.60
14438437,1,59.48,59.48,9.59,9.59
14441156,5,83.09,16.62,10.80,2.16
14442872,4,259.32,64.83,31.84,7.96
14444554,6,156.39,26.07,14.88,2.48
14446124,2,33.75,16.88,2.55,1.28
14449359,1,199.00,199.00,59.70,59.70
14449928,1,11.50,11.50,1.04,1.04
14451463,9,346.08,38.45,12.11,1.35
14457931,24,5306.60,221.11,597.84,24.91
14460500,5,154.37,30.87,10.79,2.16
14460697,1,26.99,26.99,0.94,0.94
14461768,1,11.24,11.24,1.01,1.01
14464486,2,50.98,25.49,6.63,3.32
14466348,3,82.54,27.51,8.13,2.71
14466516,4,189.13,47.28,30.84,7.71
14470688,6,689.20,114.87,127.14,21.19
14475850,3,4874.74,1624.91,102.96,34.32
14491623,7,287.99,41.14,47.92,6.85
14500377,1,18.98,18.98,1.71,1.71
14506730,1,350.35,350.35,64.67,64.67
14509595,2,17.50,8.75,2.28,1.14
14510985,2,136.89,68.45,10.52,5.26
14511300,1,15.24,15.24,0.53,0.53
14511608,1,500.00,500.00,17.50,17.50
14514502,1,129.99,129.99,16.90,16.90
14519990,4,509.25,127.31,16.52,4.13
14521879,2,77.63,38.82,1.16,0.58
14524591,53,6225.79,117.47,512.79,9.68
14533899,11,402.47,36.59,28.47,2.59
14536541,1,24.95,24.95,2.25,2.25
14542784,2,35.80,17.90,3.23,1.62
14543893,6,174.61,29.10,23.38,3.90
14545185,4,55.33,13.83,4.35,1.09
14550838,3,97.17,32.39,9.93,3.31
14557802,3,54.20,18.07,3.27,1.09
14560094,10,317.95,31.80,41.32,4.13
14567293,3,10.23,3.41,1.50,0.50
14577925,5,870.50,174.10,73.84,14.77
14579290,5,79.40,15.88,6.49,1.30
14583167,1,7.85,7.85,1.49,1.49
14590491,1,17.00,17.00,0.86,0.86
14592412,8,64.00,8.00,4.00,0.50
14593881,2,367.86,183.93,47.82,23.91
14612904,5,97.36,19.47,6.28,1.26
14615981,3,36.97,12.32,7.03,2.34
14623510,2,144.93,72.47,4.37,2.19
14628798,3,82.90,27.63,10.78,3.59
14633163,3,36.94,12.31,0.00,0.00
14640917,1,86.20,86.20,6.86,6.86
14643115,1,36.50,36.50,2.39,2.39
14643587,4,771.18,192.80,60.03,15.01
14643859,2,394.39,197.20,35.50,17.75
14647694,8,165.80,20.73,22.93,2.87
14653246,5,308.00,61.60,17.61,3.52
14653583,1,11.02,11.02,0.75,0.75
14654032,2,209.30,104.65,25.27,12.64
14656240,3,1805.51,601.84,126.87,42.29
14657282,1,800.28,800.28,21.85,21.85
14660579,1,23.87,23.87,2.15,2.15
14667585,5,164.51,32.90,13.71,2.74
14668278,10,143.40,14.34,14.67,1.47
14680882,3,171.11,57.04,13.69,4.56
14694015,23,956.00,41.57,119.70,5.20
14699903,2,26.00,13.00,0.50,0.25
14700502,8,718.93,89.87,61.69,7.71
14708684,1,11.95,11.95,0.50,0.50
14709200,34,1336.03,39.30,127.81,3.76
14709841,1,109.68,109.68,8.97,8.97
14710066,1,125.00,125.00,4.38,4.38
14710972,2,154.45,77.23,12.10,6.05
14717039,1,11.83,11.83,1.54,1.54
14736789,1,13.09,13.09,0.50,0.50
14744010,11,187.57,17.05,35.66,3.24
14749258,4,428.96,107.24,81.51,20.38
14755555,2,451.16,225.58,38.80,19.40
14759204,10,114.86,11.49,9.81,0.98
14759768,1,20.00,20.00,0.65,0.65
14764046,2,69.98,34.99,7.70,3.85
14765370,1,41.55,41.55,7.89,7.89
14769430,19,1576.90,82.99,196.10,10.32
14774681,1,10.75,10.75,0.70,0.70
14783837,7,690.34,98.62,45.52,6.50
14792128,1,33.90,33.90,1.19,1.19
14804216,4,45.95,11.49,5.98,1.50
14812375,31,500.41,16.14,62.01,2.00
14819008,1,82.00,82.00,7.38,7.38
14819922,9,145.17,16.13,11.03,1.23
14822580,25,594.44,23.78,75.75,3.03
14822794,1,34.60,34.60,3.11,3.11
14834270,1,22.00,22.00,2.86,2.86
14845833,2,71.11,35.56,9.24,4.62
14849109,2,38.75,19.38,3.49,1.75
14849633,2,17.10,8.55,1.54,0.77
14857921,1,17.99,17.99,1.69,1.69
14859965,1,64.30,64.30,8.36,8.36
14879014,4,93.69,23.42,8.43,2.11
14885738,19,348.80,18.36,29.10,1.53
14887287,9,460.96,51.22,40.61,4.51
14887428,1,14.44,14.44,1.10,1.10
14893129,1,114.79,114.79,9.43,9.43
14902517,3,50.52,16.84,2.94,0.98
14907851,1,28.72,28.72,3.73,3.73
14913302,8,79.52,9.94,10.36,1.30
14914642,1,21.77,21.77,1.96,1.96
14916219,1,269.00,269.00,24.21,24.21
14916937,6,192.93,32.16,17.37,2.90
14917585,2,29.93,14.97,4.75,2.38
14918263,1,300.00,300.00,27.00,27.00
14920100,2,16.25,8.13,1.73,0.87
14927231,3,136.83,45.61,5.18,1.73
14930197,1,40.00,40.00,0.00,0.00
14937951,1,25.00,25.00,2.25,2.25
14943394,1,189.99,189.99,12.82,12.82
14957727,2,43.14,21.57,5.61,2.81
14959412,7,480.92,68.70,43.29,6.18
14961580,7,224.18,32.03,25.06,3.58
14979213,1,33.88,33.88,3.05,3.05
14984946,30,495.67,16.52,52.08,1.74
14985815,1,31.65,31.65,2.40,2.40
15003136,1,50.35,50.35,3.63,3.63
15004833,4,223.17,55.79,4.14,1.04
15016645,1,49.99,49.99,1.75,1.75
15016750,25,1932.65,77.31,169.22,6.77
15017753,1,12.94,12.94,0.81,0.81
15023537,1,3.88,3.88,1.16,1.16
15028093,1,33.98,33.98,0.84,0.84
15034049,1,85.31,85.31,7.11,7.11
15034258,1,44.88,44.88,0.00,0.00
15035077,3,148.85,49.62,12.27,4.09
15045216,1,15.95,15.95,1.35,1.35
15047345,25,637.79,25.51,65.33,2.61
15050787,1,5.93,5.93,1.13,1.13
15053223,1,35.64,35.64,1.25,1.25
15060977,2,48.52,24.26,3.20,1.60
15061681,7,252.14,36.02,19.12,2.73
15063701,5,99.57,19.91,3.91,0.78
15064640,6,130.23,21.71,9.03,1.51
15070742,7,6829.00,975.57,330.82,47.26
15076258,13,793.83,61.06,149.24,11.48
15076464,2,26.29,13.15,1.56,0.78
15077359,3,37.97,12.66,7.22,2.41
15081311,4,68.84,17.21,3.68,0.92
15081550,3,239.97,79.99,21.60,7.20
15081828,1,92.10,92.10,7.39,7.39
15089725,1,179.00,179.00,23.27,23.27
15104081,5,373.15,74.63,33.67,6.73
15109446,2,263.00,131.50,8.51,4.26
15111387,2,46.78,23.39,2.05,1.03
15125123,1,22.74,22.74,2.60,2.60
15128077,4,246.55,61.64,24.72,6.18
15130037,59,1425.43,24.16,91.17,1.55
15132002,2,52.22,26.11,5.49,2.75
15134182,20,584.62,29.23,76.00,3.80
15134996,1,74.28,74.28,6.24,6.24
15138546,1,24.99,24.99,3.25,3.25
15139183,4,228.97,57.24,6.72,1.68
