seller_id,offers,amount,order_value,sum_fvf,order_fvf_value
25917637,4,302.70,75.68,37.40,9.35
25917807,3,157.20,52.40,11.45,3.82
25919231,2,75.77,37.89,16.90,8.45
25921382,9,943.44,104.83,76.53,8.50
25928928,4,185.13,46.28,35.17,8.79
25929910,2,23.08,11.54,2.16,1.08
25931054,1,95.94,95.94,7.73,7.73
25935543,1,27.98,27.98,1.62,1.62
25936455,4,100.76,25.19,5.47,1.37
25942635,9,82.18,9.13,4.58,0.51
25942783,4,216.14,54.04,54.73,13.68
25944450,13,529.59,40.74,115.28,8.87
25946596,1,69.00,69.00,2.42,2.42
25950849,24,2056.60,85.69,171.84,7.16
25953816,1,90.00,90.00,3.15,3.15
25960201,80,3667.02,45.84,496.58,6.21
25961994,1,12.00,12.00,1.08,1.08
25963328,1,69.87,69.87,5.39,5.39
25964332,6,885.99,147.67,115.18,19.20
25967638,1,17.00,17.00,0.53,0.53
25971666,2,121.57,60.79,25.16,12.58
25972734,2,63.90,31.95,5.76,2.88
25974223,1,164.39,164.39,14.39,14.39
25974639,3,149.54,49.85,2.32,0.77
25982058,1,64.90,64.90,1.92,1.92
25993159,2,38.03,19.02,1.94,0.97
25994193,4,1063.01,265.75,87.89,21.97
25997160,2,106.36,53.18,3.72,1.86
26003146,1,15.00,15.00,1.03,1.03
26003517,106,16160.00,152.45,1267.50,11.96
26007864,1,27.71,27.71,2.49,2.49
26011245,7,464.10,66.30,14.84,2.12
26029326,1,98.99,98.99,12.87,12.87
26040507,2,369.41,184.71,30.83,15.42
26041488,10,278.70,27.87,24.15,2.42
26043594,4,163.48,40.87,13.50,3.38
26044015,1,37.35,37.35,2.70,2.70
26044445,11,5752.69,522.97,397.50,36.14
26052017,57,2814.98,49.39,250.36,4.39
26052948,1,31.09,31.09,0.74,0.74
26056188,1,9.45,9.45,1.23,1.23
26059863,6,435.87,72.65,34.50,5.75
26062797,1,12.85,12.85,3.86,3.86
26063640,1,41.00,41.00,3.69,3.69
26067977,2,146.37,73.19,18.34,9.17
26072938,3,74.97,24.99,2.62,0.87
26073053,7,1171.40,167.34,152.55,21.79
26073527,34,1010.12,29.71,85.90,2.53
26075061,5,141.64,28.33,25.06,5.01
26075904,1,24.98,24.98,2.85,2.85
26080940,1,37.99,37.99,2.53,2.53
26087238,28,4548.34,162.44,360.06,12.86
26087887,2,94.06,47.03,17.88,8.94
26088106,1,27.98,27.98,1.62,1.62
26091136,3,16.54,5.51,1.87,0.62
26092820,7,392.20,56.03,47.55,6.79
26095315,3,202.90,67.63,19.41,6.47
26104050,1,26.17,26.17,2.36,2.36
26108518,2,169.32,84.66,15.24,7.62
26115825,48,4182.69,87.14,547.36,11.40
26120488,3,248.68,82.89,31.03,10.34
26125778,1,6.00,6.00,0.50,0.50
26137693,2,76.02,38.01,3.71,1.86
26139219,5,58.55,11.71,4.66,0.93
26139930,2,33.76,16.88,2.23,1.12
26147577,1,26.94,26.94,5.08,5.08
26147700,68,3554.92,52.28,117.68,1.73
26157470,12,1385.40,115.45,107.34,8.95
26158799,3,83.90,27.97,7.56,2.52
26164893,6,193.99,32.33,17.46,2.91
26168032,719,17207.95,23.93,2432.86,3.38
26168654,3,3788.00,1262.67,321.60,107.20
26169129,59,3548.86,60.15,322.28,5.46
26170657,1,73.98,73.98,7.12,7.12
26177755,1,79.41,79.41,6.25,6.25
26187479,13,513.57,39.51,44.45,3.42
26196352,1,9.89,9.89,1.29,1.29
26197811,8,60.92,7.62,4.03,0.50
26198075,1,25.00,25.00,0.88,0.88
26198289,8,287.92,35.99,37.44,4.68
26207003,8,554.70,69.34,65.07,8.13
26213786,2,110.96,55.48,8.19,4.10
26217689,1,25.57,25.57,0.00,0.00
26218680,1,33.99,33.99,6.46,6.46
26223580,66,410.50,6.22,33.48,0.51
26225942,2,57.94,28.97,7.53,3.77
26229757,4,2340.59,585.15,149.86,37.47
26230121,11,450.48,40.95,33.51,3.05
26231264,17,1396.19,82.13,180.91,10.64
26232727,4,2436.00,609.00,199.62,49.91
26237363,4,174.00,43.50,12.16,3.04
26242785,2,211.45,105.73,40.18,20.09
26243942,2,16.36,8.18,1.20,0.60
26244744,3,44.17,14.72,3.97,1.32
26247486,7,178.69,25.53,23.89,3.41
26251364,1,18.80,18.80,1.43,1.43
26256567,1,229.43,229.43,24.57,24.57
26264808,1,60.55,60.55,9.60,9.60
26265532,1,7.99,7.99,2.40,2.40
26267540,1,69.29,69.29,13.17,13.17
26267805,2,2998.00,1499.00,119.98,59.99
26273903,5,742.90,148.58,51.38,10.28
26276019,96,2998.17,31.23,568.35,5.92
26278747,1,39.89,39.89,2.69,2.69
26283030,1,26.25,26.25,0.57,0.57
26297028,4,32.03,8.01,1.55,0.39
26303747,14,654.86,46.78,83.70,5.98
26304984,9,358.47,39.83,16.62,1.85
26307840,1,14.97,14.97,2.28,2.28
26308065,2,190.98,95.49,2.68,1.34
26308621,1,22.99,22.99,1.44,1.44
26310470,8,212.00,26.50,7.42,0.93
26316797,1,23.47,23.47,1.60,1.60
26331455,1,87.75,87.75,14.77,14.77
26333381,3,101.77,33.92,8.25,2.75
26335984,2,126.00,63.00,8.92,4.46
26337090,1,10.93,10.93,0.58,0.58
26345562,2,231.68,115.84,43.30,21.65
26349960,8,492.50,61.56,44.57,5.57
26350601,1,90.00,90.00,11.70,11.70
26356207,3,163.07,54.36,14.68,4.89
26368367,3,410.34,136.78,23.51,7.84
26374187,3,29.40,9.80,1.54,0.51
26385018,2,57.99,29.00,5.20,2.60
26385541,6,169.94,28.32,21.41,3.57
26390462,1,21.75,21.75,1.31,1.31
26392196,14,176.75,12.63,15.74,1.12
26395443,64,11142.61,174.10,640.51,10.01
26395684,29,4427.77,152.68,297.95,10.27
26399245,8,254.89,31.86,17.21,2.15
26401030,1,27.95,27.95,0.98,0.98
26401562,1,34.66,34.66,6.07,6.07
26421757,2,49.24,24.62,6.40,3.20
26427018,1,43.93,43.93,1.54,1.54
26427692,1,9.49,9.49,0.50,0.50
26433534,1,846.45,846.45,50.20,50.20
26436852,1,34.64,34.64,3.12,3.12
26439679,12,1035.94,86.33,76.34,6.36
26443685,6,1354.33,225.72,50.18,8.36
26448128,3,555.20,185.07,49.88,16.63
26453947,17,1632.00,96.00,212.12,12.48
26457192,4,101.56,25.39,6.32,1.58
26458640,4,65.21,16.30,12.39,3.10
26459176,1,24.74,24.74,2.23,2.23
26471025,6,100.62,16.77,8.51,1.42
26481694,5,56.61,11.32,4.21,0.84
26486066,1,14.00,14.00,2.66,2.66
26489938,2,126.27,63.14,9.67,4.84
26495669,3,39.83,13.28,3.59,1.20
26495754,4,86.46,21.62,7.90,1.98
26495762,24,2776.00,115.67,353.38,14.72
26498532,2,98.69,49.35,8.70,4.35
26499003,4,137.91,34.48,11.59,2.90
26499012,3,96.02,32.01,8.63,2.88
26500593,5,78.07,15.61,4.90,0.98
26506871,3,220.17,73.39,24.72,8.24
26511587,2,853.68,426.84,59.43,29.72
26518452,6,69.50,11.58,9.02,1.50
26520564,1,3.25,3.25,0.62,0.62
26525404,1,19.79,19.79,1.78,1.78
26527367,2,93.90,46.95,1.12,0.56
26528145,1,10.39,10.39,1.97,1.97
26533512,1,13.48,13.48,0.50,0.50
26544482,1,31.00,31.00,0.00,0.00
26545985,1,9.49,9.49,0.85,0.85
26554309,4,97.93,24.48,6.75,1.69
26558289,3,510.18,170.06,62.43,20.81
26563742,5,475.50,95.10,46.70,9.34
26574811,1,22.77,22.77,2.96,2.96
26576000,2,479.96,239.98,87.40,43.70
26579574,2,312.80,156.40,10.95,5.48
26579837,13,552.04,42.46,42.17,3.24
26586490,1,20.95,20.95,0.99,0.99
26590605,10,133.93,13.39,15.10,1.51
26591966,7,178.13,25.45,15.14,2.16
26592257,1,39.93,39.93,3.59,3.59
26598141,1,50.00,50.00,1.40,1.40
26601526,4,243.96,60.99,3.50,0.88
26602340,1,38.00,38.00,3.77,3.77
26604819,2,1143.01,571.51,131.46,65.73
26608716,1,13.50,13.50,0.50,0.50
26609731,1,125.25,125.25,,0.00
26610572,1,58.55,58.55,17.57,17.57
26611982,5,64.00,12.80,5.04,1.01
26619133,1,64.28,64.28,4.89,4.89
26620085,4,74.12,18.53,6.68,1.67
26622306,1,21.94,21.94,1.25,1.25
26625794,2,63.64,31.82,4.84,2.42
26626989,1,25.98,25.98,1.44,1.44
26627020,2,39.06,19.53,4.31,2.16
26633024,7,779.72,111.39,70.20,10.03
26636973,22,1621.65,73.71,126.67,5.76
26638105,14,280.38,20.03,15.72,1.12
26638288,2,24.46,12.23,2.03,1.02
26640611,1,8.98,8.98,0.65,0.65
26642534,21,805.70,38.37,47.52,2.26
26645431,1,68.98,68.98,6.21,6.21
26650099,5,178.00,35.60,12.60,2.52
26651422,2,155.78,77.89,20.25,10.13
26660886,6,180.93,30.16,16.64,2.77
26661503,4,116.58,29.15,19.87,4.97
26663690,1,8.29,8.29,1.09,1.09
26668478,8,146.14,18.27,20.26,2.53
26671913,7,313.45,44.78,28.20,4.03
26675473,1,22.70,22.70,1.34,1.34
26681840,3,78.18,26.06,2.29,0.76
26693983,1,24.60,24.60,0.53,0.53
26703395,2,37.40,18.70,5.04,2.52
26712155,1,18.98,18.98,1.17,1.17
26714073,24,929.66,38.74,115.69,4.82
26714439,6,32.13,5.36,3.52,0.59
26721554,2,50.43,25.22,5.78,2.89
26726003,1,548.90,548.90,45.73,45.73
26728023,1,14.30,14.30,0.50,0.50
26729423,3,45.77,15.26,6.16,2.05
26733739,1,522.44,522.44,0.00,0.00
26735399,6,115.29,19.22,6.76,1.13
26736366,1,59.54,59.54,6.44,6.44
26740000,1,81.95,81.95,15.57,15.57
26741781,4,2268.98,567.25,116.39,29.10
26755462,1,10.05,10.05,0.54,0.54
26763428,2,135.42,67.71,7.33,3.67
26764895,2,10.48,5.24,1.00,0.50
26765938,1,10.00,10.00,0.50,0.50
26779070,1,46.74,46.74,1.64,1.64
26780932,3,25.00,8.33,2.50,0.83
26783305,1,80.38,80.38,6.33,6.33
26786533,4,161.36,40.34,30.65,7.66
26786622,2,80.72,40.36,5.73,2.87
26789250,2,22.98,11.49,2.07,1.04
26790633,1,28.54,28.54,2.57,2.57
26791787,3,85.93,28.64,7.57,2.52
26801091,1,12.82,12.82,1.15,1.15
26802494,1,33.23,33.23,2.09,2.09
26808125,1,11.18,11.18,1.01,1.01
26811997,1,31.88,31.88,1.97,1.97
26812420,1,26.91,26.91,5.11,5.11
26819266,7,844.12,120.59,148.19,21.17
26847058,6,926.37,154.40,77.99,13.00
26847592,1,36.96,36.96,4.80,4.80
26851900,9,204.08,22.68,15.38,1.71
26852903,3,143.70,47.90,14.78,4.93
26859470,1,15.98,15.98,0.50,0.50
26864869,2,49.90,24.95,3.12,1.56
26867107,1,27.97,27.97,2.52,2.52
26871091,2,114.96,57.48,8.55,4.28
26871891,3,77.94,25.98,4.32,1.44
26873904,2,74.85,37.43,17.38,8.69
26875493,8,111.58,13.95,17.87,2.23
26879608,1,29.72,29.72,2.67,2.67
26881428,8,150.38,18.80,19.54,2.44
26898365,1,15.09,15.09,1.35,1.35
26904307,7,216.48,30.93,19.49,2.78
26914033,2,160.37,80.19,19.55,9.78
26916038,2,187.96,93.98,24.44,12.22
26922373,6,62.73,10.46,3.56,0.59
26923207,4,196.16,49.04,25.51,6.38
26923603,3,62.34,20.78,7.49,2.50
26927349,1,74.71,74.71,12.29,12.29
26931076,10,1315.89,131.59,56.79,5.68
26933471,21,1862.68,88.70,109.56,5.22
26934837,7,198.93,28.42,25.87,3.70
26935059,3,59.36,19.79,3.62,1.21
26937180,1,134.00,134.00,9.29,9.29
26938079,1,54.97,54.97,0.00,0.00
26942119,72,15511.56,215.44,607.78,8.44
26949776,2,110.90,55.45,11.82,5.91
26955883,5,93.93,18.79,15.96,3.19
26957555,1,20.25,20.25,1.53,1.53
26959084,2,29.79,14.90,1.97,0.99
26960901,5,165.33,33.07,14.89,2.98
26960910,12,646.12,53.84,53.79,4.48
26965113,5,119.41,23.88,28.35,5.67
26967014,1,218.75,218.75,19.69,19.69
26970571,2,87.96,43.98,4.85,2.43
26977656,4,47.72,11.93,4.01,1.00
26980019,4,103.89,25.97,6.56,1.64
26980638,3,260.92,86.97,23.49,7.83
26983114,4,206.96,51.74,9.77,2.44
26987086,1,118.70,118.70,9.78,9.78
26993869,1,14.99,14.99,1.95,1.95
26997341,1,22.69,22.69,1.65,1.65
26999377,4,141.36,35.34,9.57,2.39
27004654,2,6.02,3.01,1.00,0.50
27005239,3,78.81,26.27,4.39,1.46
27006750,1,59.39,59.39,5.35,5.35
27009210,1,55.98,55.98,4.14,4.14
27014071,2,108.93,54.47,11.96,5.98
27017486,4,136.63,34.16,7.86,1.97
27019818,1,204.00,204.00,18.36,18.36
27021152,1,11.95,11.95,1.08,1.08
27027380,7,1476.14,210.88,278.58,39.80
27043275,1,50.97,50.97,5.33,5.33
27045555,2,21.28,10.64,2.34,1.17
27047603,8,565.98,70.75,25.01,3.13
27068562,2,109.86,54.93,15.60,7.80
27074102,4,187.26,46.82,6.62,1.66
27078012,1,57.79,57.79,4.30,4.30
27079076,3,73.18,24.39,6.62,2.21
27081028,7,556.50,79.50,72.95,10.42
27084453,1,19.61,19.61,1.94,1.94
27084538,3,52.43,17.48,9.95,3.32
27087846,1,619.62,619.62,46.64,46.64
27093150,7,396.79,56.68,66.27,9.47
27095245,2,162.76,81.38,20.14,10.07
27104769,1,18.18,18.18,1.80,1.80
27109695,10,525.90,52.59,30.95,3.10
27122566,3,52.13,17.38,1.11,0.37
27126797,9,454.13,50.46,55.29,6.14
27130634,1,20.00,20.00,0.00,0.00
27133363,13,894.87,68.84,79.65,6.13
27150662,1,572.00,572.00,66.08,66.08
27155398,1,9.49,9.49,2.85,2.85
27156143,2,89.96,44.98,6.30,3.15
27156961,1,35.63,35.63,3.21,3.21
27164013,1,128.69,128.69,4.15,4.15
27164743,6,989.10,164.85,79.52,13.25
27174017,15,433.96,28.93,25.27,1.68
27180949,1,9.95,9.95,0.90,0.90
27181386,14,797.92,56.99,36.74,2.62
27181600,4,208.75,52.19,15.18,3.80
27183463,2,102.19,51.10,13.29,6.65
27192742,2,93.96,46.98,6.66,3.33
27206360,2,49.00,24.50,4.19,2.10
27207178,2,83.63,41.82,8.62,4.31
27209413,2,2844.00,1422.00,117.66,58.83
27214150,1,15.79,15.79,1.42,1.42
27215416,4,103.00,25.75,6.85,1.71
27215628,2,255.52,127.76,8.24,4.12
27215660,1,209.99,209.99,18.90,18.90
27228609,3,784.87,261.62,59.27,19.76
27230513,9,1245.13,138.35,113.24,12.58
27234370,1,33.78,33.78,1.18,1.18
27235524,1,65.58,65.58,5.00,5.00
27237683,2,23.40,11.70,2.10,1.05
27247536,1,41.64,41.64,3.21,3.21
27248237,3,214.95,71.65,11.61,3.87
27248879,3,132.97,44.32,13.39,4.46
27249359,1,20.72,20.72,1.86,1.86
27256473,1,39.58,39.58,1.39,1.39
27256956,3,178.07,59.36,8.07,2.69
27260005,9,138.46,15.38,12.48,1.39
27267851,4,457.48,114.37,137.26,34.32
27268407,3,69.04,23.01,7.76,2.59
27271191,1,21.34,21.34,0.58,0.58
27274763,9,184.53,20.50,4.11,0.46
27279513,2,98.88,49.44,7.10,3.55
27284517,1,43.48,43.48,3.91,3.91
27285923,1,2.99,2.99,0.90,0.90
27288212,2,470.43,235.22,42.34,21.17
27293859,8,351.41,43.93,36.40,4.55
27295972,1,54.99,54.99,7.15,7.15
27296364,6,401.14,66.86,36.11,6.02
27309393,5,164.44,32.89,14.80,2.96
27310755,1,32.28,32.28,3.64,3.64
27311347,5,639.95,127.99,47.00,9.40
27316206,1,31.00,31.00,2.73,2.73
27318084,54,3216.31,59.56,277.87,5.15
27325370,24,703.89,29.33,205.09,8.55
27328137,1,303.78,303.78,9.39,9.39
27339191,1,83.16,83.16,7.48,7.48
27341054,4,189.92,47.48,21.58,5.40
27343573,17,323.54,19.03,13.56,0.80
27350805,8,855.13,106.89,76.54,9.57
27383609,3,150.85,50.28,13.59,4.53
27384287,1,43.94,43.94,3.60,3.60
27387287,8,995.66,124.46,89.62,11.20
27387819,4,258.90,64.73,19.21,4.80
27394289,2,109.98,54.99,9.90,4.95
27396116,1,171.00,171.00,51.30,51.30
27396372,2,66.33,33.17,16.30,8.15
27408231,8,725.02,90.63,64.18,8.02
27414350,4,36.76,9.19,2.06,0.52
27425819,42,1022.50,24.35,254.78,6.07
27426860,8,16662.26,2082.78,163.64,20.46
27429995,1,24.14,24.14,0.84,0.84
27430609,6,512.90,85.48,0.00,0.00
27439292,5,49.40,9.88,4.20,0.84
27440816,1,26.08,26.08,2.25,2.25
27460759,15,804.66,53.64,58.23,3.88
27472557,26,545.56,20.98,32.95,1.27
27472829,1,29.48,29.48,1.62,1.62
27482713,2,41.19,20.60,4.41,2.21
27486262,12,1205.00,100.42,109.79,9.15
27507529,1,35.24,35.24,3.28,3.28
27513495,1,21.74,21.74,1.44,1.44
27514024,1,14.99,14.99,1.35,1.35
27515811,4,306.64,76.66,27.60,6.90
27523611,1,36.62,36.62,3.30,3.30
27537114,4,108.76,27.19,6.20,1.55
27543161,8,226.96,28.37,21.58,2.70
27545827,4,214.28,53.57,47.92,11.98
27548420,3,359.82,119.94,42.87,14.29
27551886,5,107.24,21.45,7.83,1.57
27551977,14,522.46,37.32,119.56,8.54
27554832,3,367.53,122.51,24.13,8.04
27569612,19,714.31,37.60,50.41,2.65
27570875,7,199.84,28.55,22.25,3.18
27573014,1,14.61,14.61,1.31,1.31
27574071,1,17.61,17.61,1.58,1.58
27579764,50,1437.25,28.75,121.40,2.43
27580127,9,1314.99,146.11,116.67,12.96
27584670,1,30.07,30.07,2.08,2.08
27605903,3,162.12,54.04,13.62,4.54
27606770,1,197.85,197.85,37.59,37.59
27608353,1,46.10,46.10,3.25,3.25
27609551,1,79.98,79.98,6.30,6.30
27618636,9,244.64,27.18,15.18,1.69
27622174,1,17.75,17.75,0.62,0.62
27623617,3,91.98,30.66,4.16,1.39
27624170,2,59.56,29.78,4.26,2.13
27625296,3,44.74,14.91,2.86,0.95
27627685,1,7.75,7.75,0.50,0.50
27636824,2,44.98,22.49,5.85,2.93
27638932,1,6.99,6.99,0.63,0.63
27639491,5,124.00,24.80,7.79,1.56
27640355,2,82.90,41.45,7.47,3.74
27645578,31,319.42,10.30,58.66,1.89
27651737,2,39.61,19.81,1.65,0.83
27665883,4,400.00,100.00,40.50,10.13
27667918,6,367.42,61.24,35.12,5.85
27670839,1,53.78,53.78,1.88,1.88
27671575,2,41.83,20.92,3.76,1.88
27676627,3,146.95,48.98,10.89,3.63
27676991,2,393.00,196.50,13.41,6.71
27679051,1,15.00,15.00,1.35,1.35
27684324,1,55.50,55.50,4.50,4.50
27692192,4,122.96,30.74,1.69,0.42
27692952,2,504.88,252.44,45.44,22.72
27694960,4,69.12,17.28,6.22,1.56
27697030,1,5.99,5.99,0.54,0.54
27698713,3,199.35,66.45,17.05,5.68
27701902,2,2598.00,1299.00,153.98,76.99
27717738,4,608.99,152.25,95.62,23.91
27728918,1,97.56,97.56,6.19,6.19
27733095,2,198.00,99.00,17.82,8.91
27735923,5,93.81,18.76,7.79,1.56
27741668,356,6322.58,17.76,527.89,1.48
27748597,3,36.50,12.17,3.29,1.10
27751691,12,1848.77,154.06,167.35,13.95
27753456,2,54.47,27.24,3.69,1.85
27754931,14,272.96,19.50,23.95,1.71
27763483,3,76.97,25.66,4.99,1.66
27772291,24,261.32,10.89,19.48,0.81
27780589,2,73.34,36.67,6.60,3.30
27781889,1,12.74,12.74,2.92,2.92
27784356,8,115.77,14.47,15.06,1.88
27790193,1,24.13,24.13,2.68,2.68
27790728,59,789.28,13.38,50.49,0.86
27795558,2,798.00,399.00,73.14,36.57
27800475,2,37.44,18.72,2.34,1.17
27802228,2,27.90,13.95,2.39,1.20
27811768,1,49.24,49.24,1.37,1.37
27812595,2,3249.26,1624.63,143.97,71.99
27812991,1,25.15,25.15,0.88,0.88
27813925,1,45.00,45.00,1.58,1.58
27814485,4,157.72,39.43,3.87,0.97
27816991,4,91.53,22.88,17.44,4.36
27818793,6,1339.97,223.33,87.19,14.53
27821421,7,186.86,26.69,29.06,4.15
27829214,1,239.90,239.90,43.68,43.68
27834897,1,515.00,515.00,45.08,45.08
27837785,6,98.92,16.49,15.16,2.53
27863161,5,159.59,31.92,16.65,3.33
27870698,1,48.00,48.00,6.24,6.24
27871036,6,199.41,33.24,27.83,4.64
27877342,4,85.96,21.49,7.80,1.95
27887120,1,9.99,9.99,0.90,0.90
27888007,2,172.16,86.08,15.49,7.75
27889744,4,143.15,35.79,11.33,2.83
27900239,14,304.59,21.76,55.69,3.98
27907573,1,12.99,12.99,1.17,1.17
27913728,3,83.85,27.95,5.13,1.71
27920475,2,102.18,51.09,9.20,4.60
27924498,24,3882.55,161.77,308.19,12.84
27927245,1,104.64,104.64,10.35,10.35
27930628,1,13.98,13.98,0.50,0.50
27939376,1,128.00,128.00,10.62,10.62
27943873,4,30.37,7.59,3.96,0.99
27945911,2,56.98,28.49,1.46,0.73
27965122,44,1127.11,25.62,96.25,2.19
27967490,1,55.25,55.25,4.97,4.97
27971000,12,746.72,62.23,55.16,4.60
27975343,1,22.24,22.24,0.53,0.53
27978146,1,13.56,13.56,1.24,1.24
27981334,1,31.90,31.90,2.85,2.85
27983648,1,22.90,22.90,1.71,1.71
27991609,1,24.70,24.70,,0.00
27998676,2,247.95,123.98,37.05,18.53
28000983,5,219.40,43.88,18.59,3.72
28001272,4,93.18,23.30,6.30,1.58
28014506,3,39.40,13.13,1.59,0.53
28016925,1,22.99,22.99,0.80,0.80
28025260,4,108.56,27.14,11.57,2.89
28028895,60,1240.65,20.68,211.96,3.53
28032847,2,216.75,108.38,17.71,8.86
28046227,26,2009.22,77.28,142.10,5.47
28047176,3,415.87,138.62,25.02,8.34
28047591,1,22.98,22.98,2.60,2.60
28059008,4,66.63,16.66,4.44,1.11
28059605,15,465.70,31.05,40.86,2.72
28063398,5,188.05,37.61,24.48,4.90
28066489,1,10.38,10.38,0.50,0.50
28067531,2,35.80,17.90,3.22,1.61
28071838,1,23.98,23.98,1.44,1.44
28071918,1,80.00,80.00,6.30,6.30
28074742,1,6286.50,6286.50,131.80,131.80
28082405,22,691.12,31.41,57.84,2.63
28089329,1,6.00,6.00,0.50,0.50
28090633,1,69.99,69.99,6.30,6.30
28090635,9,176.37,19.60,52.92,5.88
28095237,1,140.00,140.00,12.60,12.60
28110481,3,88.30,29.43,8.17,2.72
28111781,3,37.67,12.56,7.79,2.60
28113671,2,335.00,167.50,43.55,21.78
28124080,1,59.38,59.38,0.00,0.00
28124766,7,212.70,30.39,31.13,4.45
28127064,2,59.50,29.75,3.56,1.78
28128386,1,17.22,17.22,2.57,2.57
28131081,1,94.95,94.95,6.67,6.67
28131284,1,27.64,27.64,3.59,3.59
28131808,1,44.99,44.99,13.50,13.50
28133258,1,45.99,45.99,8.74,8.74
28135114,3,30.44,10.15,5.78,1.93
28141958,2,46.64,23.32,3.56,1.78
28148388,1,18.96,18.96,2.27,2.27
28149438,1,13.55,13.55,0.89,0.89
28151129,4,447.59,111.90,27.82,6.96
28154994,1,20.55,20.55,3.17,3.17
28155044,1,99.60,99.60,8.06,8.06
28155940,1,15.99,15.99,2.08,2.08
28184363,24,1352.66,56.36,237.10,9.88
28185233,13,384.33,29.56,91.66,7.05
28189242,1,58.20,58.20,5.24,5.24
28193153,1,7.61,7.61,0.68,0.68
28195495,3,312.51,104.17,36.87,12.29
28205026,2,22.87,11.44,1.79,0.90
28206017,3,56.01,18.67,5.05,1.68
28207471,6,235.88,39.31,7.98,1.33
28209286,1,106.77,106.77,0.00,0.00
28210818,1,21.98,21.98,4.02,4.02
28212584,2,40.52,20.26,2.62,1.31
28217999,1,32.79,32.79,2.05,2.05
28218454,7,120.74,17.25,15.69,2.24
28220619,2,41.92,20.96,3.24,1.62
28225957,2,37.37,18.69,2.61,1.31
28232106,6,249.89,41.65,18.72,3.12
28232214,1,46.54,46.54,3.29,3.29
28232335,4,129.27,32.32,16.42,4.11
28250183,4,712.88,178.22,22.95,5.74
28250615,1,28.38,28.38,1.98,1.98
28258162,3,1856.16,618.72,115.53,38.51
28260541,1,54.44,54.44,7.08,7.08
28268056,7,284.51,40.64,31.79,4.54
28274699,1,24.99,24.99,2.25,2.25
28282302,1,6.94,6.94,0.50,0.50
28285839,1,17.99,17.99,0.63,0.63
28289921,3,75.60,25.20,9.65,3.22
28290999,6,261.78,43.63,8.30,1.38
28293439,2,38.24,19.12,3.57,1.79
28293455,1,9.95,9.95,1.29,1.29
28294183,2,107.91,53.96,9.71,4.86
28294698,1,15.81,15.81,1.06,1.06
28298520,1,11.95,11.95,1.08,1.08
28298966,1,5.93,5.93,0.50,0.50
28304705,4,127.75,31.94,10.63,2.66
28306900,1,84.99,84.99,15.20,15.20
28314164,5,110.94,22.19,32.39,6.48
28318689,1,10.18,10.18,0.84,0.84
28319586,7,759.89,108.56,98.96,14.14
28320310,1,53.00,53.00,3.87,3.87
28320515,1,21.23,21.23,1.43,1.43
28325357,1,18.35,18.35,1.20,1.20
28328613,1,44.99,44.99,13.50,13.50
28329147,1,10.99,10.99,0.63,0.63
28338844,1,36.87,36.87,8.66,8.66
28339520,1,40.98,40.98,3.15,3.15
28339857,8,227.95,28.49,43.32,5.42
28343976,1,110.00,110.00,33.00,33.00
28345465,10,557.17,55.72,31.68,3.17
28345547,3,202.80,67.60,6.24,2.08
28347204,1,24.44,24.44,0.65,0.65
28351162,14,1200.17,85.73,89.35,6.38
28354641,15,2134.44,142.30,176.28,11.75
28356540,2,63.98,31.99,6.50,3.25
28357619,2,187.19,93.60,27.79,13.90
28357875,4,43.29,10.82,5.01,1.25
28359835,27,1014.56,37.58,31.98,1.18
28361975,1,65.73,65.73,5.02,5.02
28366081,338,24579.43,72.72,1450.10,4.29
28369578,21,759.17,36.15,67.52,3.22
28372737,2,72.54,36.27,2.76,1.38
28381748,83,2129.75,25.66,250.95,3.02
28385765,2,37.51,18.76,3.95,1.98
28387840,1,29.95,29.95,1.05,1.05
28390101,4,163.92,40.98,11.16,2.79
28390596,23,746.58,32.46,65.01,2.83
28407772,2,68.23,34.12,12.96,6.48
28410577,1,108.15,108.15,8.83,8.83
28422060,8,31.19,3.90,0.47,0.06
28422339,2,74.13,37.07,5.05,2.53
28448474,1,3.95,3.95,0.50,0.50
28448778,6,474.19,79.03,42.68,7.11
28452873,1,24.99,24.99,2.25,2.25
28455419,1,18.66,18.66,2.43,2.43
28456247,2,1287.94,643.97,76.70,38.35
28468324,1,22.98,22.98,0.80,0.80
28469108,10,186.24,18.62,21.09,2.11
28470553,13,264.68,20.36,16.26,1.25
28478480,1,18.79,18.79,2.85,2.85
28478942,1,90.00,90.00,3.15,3.15
28480194,3,39.00,13.00,2.54,0.85
28486172,2,83.80,41.90,1.42,0.71
28487116,3,114.97,38.32,10.35,3.45
28494775,8,157.84,19.73,14.22,1.78
28519803,1,14.84,14.84,1.34,1.34
28533136,12,1786.02,148.84,153.40,12.78
28533345,3,96.33,32.11,6.92,2.31
28533993,17,1197.33,70.43,75.27,4.43
28547537,1,5.99,5.99,0.54,0.54
28547567,5,94.95,18.99,7.20,1.44
28561511,1,24.99,24.99,2.25,2.25
28567243,3,23.01,7.67,6.91,2.30
28568986,2,228.00,114.00,43.32,21.66
28574222,6,358.52,59.75,39.19,6.53
28576224,11,337.85,30.71,26.81,2.44
28579665,2,3647.43,1823.72,102.72,51.36
28585590,2,121.48,60.74,9.14,4.57
28588811,1,76.97,76.97,6.93,6.93
28592878,1,13.65,13.65,0.82,0.82
28595565,102,6861.30,67.27,594.18,5.83
