id,category_id
58909058,18793
58909060,18793
58909045,18793
58909175,18793
58909201,18793
58909305,18793
58909326,18793
58909335,18793
58909405,18793
58909298,18793
58909554,18793
58909587,18793
58909588,18793
58909638,18793
58909695,18793
58906771,18793
58909766,18793
58909736,18793
58909835,18793
58889017,18793
58909857,18793
58909802,18793
58909804,18793
58909941,18793
58909959,18793
58909975,18793
58909631,18793
58910064,18793
58910063,18793
58910111,18793
58910044,18793
58910044,18793
58910082,18793
58910196,18793
58910234,18793
58910322,18793
58910204,18793
58910376,18793
58910442,18793
58910473,18793
58891534,18793
58910339,18793
58910446,18793
58910557,18793
58910573,18793
58910624,18793
58910713,18793
58910435,18793
58910665,18793
58910676,18793
58910776,18793
58910731,18793
58910723,18793
58910832,18793
58910762,18793
58910878,18793
58910924,18793
58910902,18793
58910915,18793
58910909,18793
58910985,18793
58910887,18793
58911057,18793
58911075,18793
58911065,18793
58911004,18793
58911103,18793
58911144,18793
58911072,18793
58911174,18793
58911183,18793
58911160,18793
58911274,18793
58911268,18793
58911289,18793
58911244,18793
58910982,18793
58898609,18793
58910536,18793
58911422,18793
58911474,18793
58911574,18793
58911662,18793
58911742,18793
58909678,18793
58911817,18793
58911903,18793
58911952,18793
58911972,18793
58911972,18793
58911964,18793
58912003,18793
58911955,18793
58912107,18793
58912148,18793
58912148,18793
58912148,18793
58911867,18793
58912125,18793
58912184,18793
58912228,18793
58912202,18793
58912297,18793
58911937,18793
58891714,18793
58911889,18793
58912318,18793
58912380,18793
58912377,18793
58912455,18793
58912418,18793
58912490,18793
58912487,18793
58912393,18793
58897222,18793
58912581,18793
58912588,18793
58912626,18793
58912611,18793
58912688,18793
58912652,18793
58912710,18793
58912742,18793
58912723,18793
58912829,18793
58879515,18793
58912864,18793
58912870,18793
58912830,18793
58912997,18793
58913112,18793
58913183,18793
58913252,18793
58913338,18793
58913283,18793
58913371,18793
58913471,18793
58893898,18793
58913332,18793
58913472,18793
58913401,18793
58913642,18793
58913614,18793
58913711,18793
58913724,18793
58913751,18793
58913777,18793
58913822,18793
58913822,18793
58913822,18793
58914002,18793
58913981,18793
58914054,18793
58914100,18793
58914220,18793
58914298,18793
58914313,18793
58914344,18793
58914440,18793
58914419,18793
58914435,18793
58914453,18793
58914446,18793
58914510,18793
58914272,18793
58914630,18793
58914585,18793
58914757,18793
58914790,18793
58914849,18793
58914832,18793
58914829,18793
58899702,18793
58914929,18793
58914731,18793
58915012,18793
58914956,18793
58915062,18793
58915080,18793
58915145,18793
58915114,18793
58915225,18793
58915209,18793
58915329,18793
58915459,18793
58915552,18793
58915696,18793
58915719,18793
58915707,18793
58915857,18793
58915978,18793
58915968,18793
58916034,18793
58916117,18793
58916060,18793
58916234,18793
58916322,18793
58916358,18793
58916363,18793
58916189,18793
58916281,18793
58916396,18793
58916508,18793
58916518,18793
58916547,18793
58893971,18793
58916648,18793
58916735,18793
58916715,18793
58917059,18793
58917111,18793
58916896,18793
58917093,18793
58917412,18793
58917299,18793
58917387,18793
58917161,18793
58917945,18793
58918321,18793
58918616,18793
58918769,18793
58918790,18793
58918845,18793
58918864,18793
58918864,18793
58919124,18793
58919089,18793
58919280,18793
58919357,18793
58894910,18793
58894910,18793
58917583,18793
58917583,18793
58919218,18793
58919560,18793
58919126,18793
58919434,18793
58919230,18793
58919964,18793
58920193,18793
58920013,18793
58920453,18793
58911696,18793
58920474,18793
58920497,18793
58920549,18793
58920423,18793
58920642,18793
58920748,18793
58920791,18793
58919921,18793
58920877,18793
58920819,18793
58920981,18793
58921187,18793
58918876,18793
58921167,18793
58921474,18793
58921309,18793
58921486,18793
58921561,18793
58921656,18793
58921257,18793
58921700,18793
58921801,18793
58921810,18793
58921974,18793
58921789,18793
58922279,18793
58922457,18793
58922490,18793
58922503,18793
58922529,18793
58922669,18793
58922760,18793
58922460,18793
58922889,18793
58922767,18793
58922988,18793
58923112,18793
58923083,18793
58923397,18793
58923160,18793
58922822,18793
58923795,18793
58923968,18793
58924056,18793
58885655,18793
58923015,18793
58924560,18793
58924715,18793
58924673,18793
58925487,18793
58911167,18793
58925580,18793
58926245,18793
58926308,18793
58926451,18793
58926457,18793
58926410,18793
58926531,18793
58926573,18793
58926644,18793
58926746,18793
58926822,18793
58926916,18793
58927106,18793
58927159,18793
58927322,18793
58927360,18793
58927436,18793
58927788,18793
58927853,18793
58927946,18793
58928390,18793
58928430,18793
58928463,18793
58928671,18793
58906995,18793
58928744,18793
58928749,18793
58928763,18793
58928764,18793
58928805,18793
58928920,18793
58928968,18793
58928937,18793
58929007,18793
58929091,18793
58929178,18793
58929213,18793
58929297,18793
58929298,18793
58929494,18793
58929591,18793
58929615,18793
58929627,18793
58929564,18793
58929665,18793
58929736,18793
58929758,18793
58929824,18793
58929831,18793
58929838,18793
58929784,18793
58929889,18793
58929894,18793
58930034,18793
58930056,18793
58915970,18793
58915970,18793
58930072,18793
58929700,18793
58930079,18793
58930145,18793
58930172,18793
58930190,18793
58930168,18793
58930168,18793
58923978,18793
58913026,18793
58930371,18793
58930502,18793
58930443,18793
58930501,18793
58930520,18793
58930577,18793
58930505,18793
58930600,18793
58930432,18793
58930407,18793
58930681,18793
58930669,18793
58930686,18793
58930847,18793
58930891,18793
58609547,18793
58930928,18793
58911499,18793
58930886,18793
58931002,18793
58930970,18793
58931040,18793
58931073,18793
58931063,18793
58911856,18793
58931158,18793
58931162,18793
58931141,18793
58931178,18793
58931219,18793
58931055,18793
58931295,18793
58931312,18793
58931235,18793
58931118,18793
58931118,18793
58931408,18793
58931352,18793
58922573,18793
58931485,18793
58931504,18793
58931512,18793
58930248,18793
58931748,18793
58931760,18793
58931588,18793
58931749,18793
58931857,18793
58931943,18793
58931995,18793
58931994,18793
58932073,18793
58932036,18793
58932223,18793
58932276,18793
58932284,18793
58893425,18793
58932090,18793
58724651,18793
58932557,18793
58930350,18793
58932642,18793
58932666,18793
58932725,18793
58932955,18793
58932946,18793
58932952,18793
58932960,18793
58932996,18793
58933072,18793
58933030,18793
58933119,18793
58933142,18793
58933348,18793
58917867,18793
58933426,18793
58933327,18793
58933547,18793
58933557,18793
58933548,18793
58933542,18793
58933664,18793
58933578,18793
58933733,18793
58933770,18793
58933626,18793
58933800,18793
58933808,18793
58933857,18793
58933898,18793
58933919,18793
58933943,18793
58933986,18793
58934076,18793
58909787,18793
58934161,18793
58934134,18793
58934159,18793
58934254,18793
58934259,18793
58934259,18793
58934278,18793
58934108,18793
58742503,18793
58934293,18793
58934372,18793
58934227,18793
58912151,18793
58934483,18793
58934524,18793
58934353,18793
58934547,18793
58934469,18793
58934692,18793
58934780,18793
58934951,18793
58934949,18793
58934902,18793
58934981,18793
58934977,18793
58932926,18793
58935044,18793
58935065,18793
58934901,18793
58935130,18793
58934991,18793
58935035,18793
58935107,18793
58935419,18793
58935334,18793
58935444,18793
58935521,18793
58935553,18793
58935618,18793
58935626,18793
58935676,18793
58935575,18793
58914608,18793
58935763,18793
58935846,18793
58935860,18793
58935791,18793
58935823,18793
58935962,18793
58935970,18793
58935979,18793
58936056,18793
58936015,18793
58936080,18793
58936126,18793
58936072,18793
58936154,18793
58936206,18793
58936199,18793
58936175,18793
58936580,18793
58936771,18793
58936787,18793
58936895,18793
58785718,18793
58937038,18793
58936180,18793
58936180,18793
58937121,18793
58937172,18793
58937310,18793
58937396,18793
58937475,18793
58937401,18793
58937468,18793
58937484,18793
58937536,18793
58937536,18793
58937845,18793
58937848,18793
58938104,18793
58937823,18793
58938101,18793
58934302,18793
58937513,18793
58938186,18793
58937488,18793
58938183,18793
58938304,18793
58938184,18793
58938368,18793
58938353,18793
58938372,18793
58938334,18793
58938250,18793
58938315,18793
58938574,18793
58938667,18793
58938715,18793
58938806,18793
58938747,18793
58938620,18793
58938620,18793
58938868,18793
58938907,18793
58939017,18793
58938984,18793
58939182,18793
58939310,18793
58939357,18793
58939456,18793
58939450,18793
58938874,18793
58935324,18793
58939522,18793
58939554,18793
58935858,18793
58939777,18793
58939792,18793
58939820,18793
58940143,18793
58940210,18793
58940192,18793
58940275,18793
58940403,18793
58940378,18793
58940381,18793
58940445,18793
58939748,18793
58940498,18793
58940636,18793
58940469,18793
58940642,18793
58940720,18793
58940578,18793
58940842,18793
58940842,18793
58940770,18793
58941035,18793
58941088,18793
58941129,18793
58941152,18793
58941107,18793
58941103,18793
58941098,18793
58941245,18793
58941311,18793
58941394,18793
58941487,18793
58941571,18793
58941608,18793
58941701,18793
58941722,18793
58941638,18793
58941667,18793
58941863,18793
58941958,18793
58941992,18793
58942094,18793
58942095,18793
58942194,18793
58942181,18793
58942210,18793
58942090,18793
58942354,18793
58942166,18793
58942554,18793
58942427,18793
58942512,18793
58942552,18793
58942583,18793
58942583,18793
58942657,18793
58942630,18793
58942734,18793
58942778,18793
58942775,18793
58942952,18793
58943017,18793
58943211,18793
58943209,18793
58943251,18793
58943486,18793
58943516,18793
58943519,18793
58943457,18793
58943734,18793
58943670,18793
58943670,18793
58943854,18793
58943808,18793
58943904,18793
58943151,18793
58943926,18793
58944043,18793
58943906,18793
58944247,18793
58944222,18793
58944334,18793
58944350,18793
58944287,18793
58944223,18793
58944793,18793
58944894,18793
58944981,18793
58945059,18793
58945161,18793
58945127,18793
58945167,18793
58944967,18793
58944967,18793
58944818,18793
58945287,18793
58945055,18793
58945381,18793
58945475,18793
58945464,18793
58945464,18793
58945892,18793
58945886,18793
58945822,18793
58946007,18793
58946265,18793
58946476,18793
58946519,18793
58946770,18793
58946988,18793
58947002,18793
58947091,18793
58947073,18793
58947137,18793
58947218,18793
58947327,18793
58947348,18793
58947506,18793
58947522,18793
58947528,18793
58947199,18793
58947608,18793
58947649,18793
58947614,18793
58947243,18793
58947612,18793
58915553,18793
58947675,18793
58947678,18793
58947866,18793
58947823,18793
58948135,18793
58948217,18793
58948350,18793
58948365,18793
58948385,18793
58948910,18793
58949014,18793
58949014,18793
58949036,18793
58949056,18793
58943977,18793
58942193,18793
58949253,18793
58949388,18793
58949623,18793
58949623,18793
58949914,18793
58950140,18793
58950262,18793
58950678,18793
58950763,18793
58950763,18793
58950821,18793
58932679,18793
58950850,18793
58927998,18793
58950943,18793
58853951,18793
58951088,18793
58951234,18793
58951322,18793
58951098,18793
58951604,18793
58951649,18793
58951721,18793
58134094,18793
58951683,18793
58951808,18793
58951888,18793
58952060,18793
58951978,18793
58952048,18793
58952088,18793
58951990,18793
58952196,18793
58952308,18793
58952468,18793
58952497,18793
58952661,18793
58952606,18793
58952667,18793
58952699,18793
58952766,18793
58952787,18793
58883615,18793
58952835,18793
58952878,18793
58952941,18793
58953004,18793
58953078,18793
58953055,18793
58953202,18793
58953196,18793
58953222,18793
58953227,18793
58933679,18793
58933686,18793
58953143,18793
58942249,18793
58953531,18793
58953543,18793
58953670,18793
58953679,18793
58953735,18793
58953525,18793
58953817,18793
58952023,18793
58953993,18793
58954018,18793
58953924,18793
58953924,18793
58954104,18793
58954137,18793
58954154,18793
58954129,18793
58954253,18793
58954358,18793
58954397,18793
58954404,18793
58954229,18793
58954420,18793
58954533,18793
58954543,18793
58954543,18793
58954498,18793
58954540,18793
58954540,18793
58954550,18793
58954607,18793
58954730,18793
58954753,18793
58954743,18793
58954820,18793
58954976,18793
58954978,18793
58955326,18793
58955295,18793
58955308,18793
58955486,18793
58955491,18793
58955491,18793
58955481,18793
58955509,18793
58955631,18793
58943308,18793
58955634,18793
58955873,18793
58955841,18793
58955841,18793
58955843,18793
58955966,18793
58955917,18793
58956013,18793
58955915,18793
58956047,18793
58956090,18793
58955946,18793
58955946,18793
58943014,18793
58956205,18793
58956204,18793
58956306,18793
58956282,18793
58951043,18793
58956168,18793
58956531,18793
58956631,18793
58956856,18793
58956890,18793
58956940,18793
58956861,18793
58956984,18793
58957016,18793
58957180,18793
58957220,18793
58957352,18793
58957355,18793
58957191,18793
58955227,18793
58957496,18793
58957567,18793
58957328,18793
58956677,18793
58957501,18793
58957684,18793
58957444,18793
58957699,18793
58957515,18793
58957335,18793
58958083,18793
58958177,18793
58958163,18793
58958331,18793
58950284,18793
58958436,18793
58958478,18793
58958329,18793
58958382,18793
58958393,18793
58958951,18793
58957594,18793
58959040,18793
58959114,18793
58959416,18793
58959424,18793
58959738,18793
58959731,18793
58959804,18793
58959888,18793
58939959,18793
58959878,18793
58959985,18793
58959977,18793
58959973,18793
58960088,18793
58960129,18793
58960125,18793
58960315,18793
58960387,18793
58960259,18793
58960417,18793
58960513,18793
58960505,18793
58960549,18793
58960577,18793
58960628,18793
58960587,18793
58960676,18793
58960810,18793
58960965,18793
58960967,18793
58961066,18793
58961150,18793
58961221,18793
58961532,18793
58962007,18793
58960791,18793
58961983,18793
58961077,18793
58962578,18793
58962756,18793
58962591,18793
58963493,18793
58964722,18793
58964524,18793
58964603,18793
58964803,18793
58964955,18793
58964872,18793
58964747,18793
58965059,18793
58783430,18793
58965132,18793
58965138,18793
58960094,18793
58965264,18793
58913702,18793
58965322,18793
58965269,18793
58965350,18793
58965414,18793
58965529,18793
58965601,18793
58965672,18793
58965840,18793
58965880,18793
58965946,18793
58966016,18793
58965888,18793
58966095,18793
58919335,18793
58966161,18793
58966176,18793
58966291,18793
58966261,18793
58966309,18793
58966275,18793
58966381,18793
58966416,18793
58966439,18793
58966482,18793
58966482,18793
58966482,18793
58966520,18793
58966369,18793
58966572,18793
58966599,18793
58966612,18793
58610963,18793
58610963,18793
58911774,18793
58966444,18793
58966491,18793
58966652,18793
58966705,18793
58966989,18793
58967131,18793
58967055,18793
58967120,18793
58967230,18793
58967495,18793
58967415,18793
58967508,18793
58967205,18793
58687871,18793
58687871,18793
58967993,18793
58968007,18793
58968142,18793
58968273,18793
58968293,18793
58968496,18793
58968510,18793
58968527,18793
58968531,18793
58968492,18793
58968642,18793
58968320,18793
58969020,18793
58968105,18793
58969390,18793
58969381,18793
58969384,18793
58969377,18793
58969522,18793
58970059,18793
58970102,18793
58970183,18793
58970183,18793
58970226,18793
58970286,18793
58970305,18793
58970320,18793
58970203,18793
58970676,18793
58896687,18793
58971053,18793
58971264,18793
58971332,18793
58971533,18793
58971547,18793
58971550,18793
58971643,18793
58971811,18793
58972025,18793
58972094,18793
58972159,18793
58972569,18793
58972990,18793
58972973,18793
58973023,18793
58973032,18793
58973102,18793
58973157,18793
58974097,18793
58974170,18793
58974222,18793
58974215,18793
58974276,18793
58974292,18793
58974249,18793
58974326,18793
58974340,18793
58974256,18793
58974488,18793
58974507,18793
58974711,18793
58974698,18793
58974713,18793
58974693,18793
58974874,18793
58974960,18793
58974982,18793
58974812,18793
58975125,18793
58975072,18793
58974979,18793
58975151,18793
58975157,18793
58975241,18793
58975028,18793
58975263,18793
58975152,18793
58975366,18793
58954066,18793
58975356,18793
58975440,18793
58975513,18793
58975651,18793
58975668,18793
58975938,18793
58975964,18793
58976009,18793
58975867,18793
58976276,18793
58976204,18793
58976491,18793
58976495,18793
58976764,18793
58976823,18793
58976806,18793
