seller_id,committed,item_count,booth_id,initial_booth_activation
23386643,TRUE,55,3260649,3/25/19 18:04
23422114,TRUE,27,3264539,3/5/19 10:14
23434080,TRUE,0,3266336,1/16/19 6:26
23449969,TRUE,0,3267900,1/5/19 17:30
23461498,TRUE,5769,3269428,1/15/19 8:53
1359729,TRUE,28,3272536,3/25/19 16:30
14217104,TRUE,101,3275293,3/17/19 8:46
23714777,TRUE,31,3300737,1/16/19 2:14
23812742,TRUE,4,3312455,12/8/18 20:47
24038557,TRUE,4,3337158,10/3/18 12:21
24100406,TRUE,1,3344018,10/25/18 8:21
24130439,TRUE,0,3347309,10/13/18 16:28
24176951,FALSE,0,3352727,2/12/19 13:31
24218680,TRUE,202,3357779,12/3/18 8:18
24224317,TRUE,450,3375121,10/16/18 9:27
15811324,TRUE,2,3380525,10/9/18 13:12
13691841,TRUE,14,3384691,11/25/18 17:43
24490192,TRUE,9,3392426,3/20/19 17:53
24586053,TRUE,10,3403855,11/17/18 16:20
14386914,TRUE,0,3411918,10/5/18 8:45
24002345,FALSE,0,3413169,1/3/19 11:33
24687053,FALSE,0,3415923,3/21/19 7:02
17037658,TRUE,382,3428069,3/25/19 10:33
23435255,TRUE,31,3432390,12/26/18 9:48
24832524,TRUE,580,3433541,2/28/19 10:10
24919879,FALSE,0,3442639,3/22/19 12:41
24928298,TRUE,789,3443479,10/3/18 22:45
24995294,TRUE,0,3450252,10/4/18 7:30
24998296,TRUE,343,3450569,12/7/18 17:25
11985666,TRUE,394,3456627,3/24/19 11:45
25132072,TRUE,38,3464755,11/18/18 16:01
16046360,TRUE,2,3475135,12/19/18 11:47
25224385,TRUE,12,3475505,12/5/18 3:36
25410237,TRUE,1,3497648,12/5/18 20:30
25501409,TRUE,0,3509093,1/14/19 19:59
25580124,TRUE,40484,3520554,11/12/18 4:08
19143347,TRUE,63,3530251,3/1/19 9:58
25721146,TRUE,1099,3538410,12/10/18 17:17
25771946,TRUE,0,3544636,2/4/19 16:21
16575852,TRUE,15,3547409,10/7/18 16:09
25855830,TRUE,0,3555369,10/27/18 14:01
25874986,TRUE,0,3558043,12/1/18 9:13
14817670,TRUE,11,3573914,11/2/18 12:09
26004252,TRUE,1,3574304,3/30/19 5:01
26017053,TRUE,10,3576002,11/8/18 16:12
26163281,TRUE,0,3594643,4/2/19 6:28
26203997,TRUE,0,3600052,10/30/18 10:39
26213736,TRUE,70,3601252,1/7/19 17:41
26356283,TRUE,0,3621894,4/2/19 10:11
26372243,TRUE,4,3623590,1/19/19 8:35
26462584,TRUE,114,3634681,4/3/19 3:27
26494613,TRUE,789,3638687,1/13/19 12:12
21912121,TRUE,5,3643390,4/3/19 12:17
26395443,TRUE,1516,3649602,10/26/18 5:16
26435852,FALSE,0,3655160,12/20/18 5:11
26752474,TRUE,0,3670051,3/23/19 20:57
26868814,FALSE,0,3682529,1/24/19 15:42
24278493,TRUE,1,3684196,12/10/18 17:51
27057365,TRUE,299,3703443,1/19/19 9:19
27060732,TRUE,2,3703874,3/15/19 12:31
27064849,TRUE,0,3704437,1/16/19 11:31
27083278,FALSE,0,3706495,10/10/18 13:38
27090248,TRUE,36,3707340,11/17/18 13:21
27099898,TRUE,0,3708478,12/15/18 3:19
24513543,TRUE,1,3714930,12/16/18 4:18
27196577,TRUE,1,3719157,12/7/18 16:26
27247913,TRUE,1,3725382,2/2/19 13:19
27269949,TRUE,2,3728121,2/18/19 9:49
27293646,TRUE,2,3730956,2/24/19 0:45
27303008,TRUE,1,3732085,12/18/18 13:27
27312230,TRUE,11,3733041,3/26/19 17:05
27336372,TRUE,36,3735777,12/13/18 23:35
27387327,FALSE,0,3741678,11/27/18 15:41
27416772,TRUE,434,3744861,2/6/19 20:10
27472557,TRUE,33325,3750684,1/24/19 5:40
27480384,TRUE,0,3751618,11/3/18 5:10
27499357,TRUE,3149,3753831,2/23/19 23:12
27499521,TRUE,0,3753857,3/30/19 5:29
27499618,TRUE,0,3753872,2/18/19 17:02
565994,TRUE,48,3759385,1/5/19 8:10
27564601,TRUE,14,3761323,10/9/18 10:55
27688003,TRUE,102,3773984,12/3/18 18:31
27349148,FALSE,0,3774126,1/12/19 12:47
24998983,TRUE,0,3774161,11/10/18 17:05
27752052,TRUE,300,3781287,10/30/18 1:12
27812667,TRUE,1,3788288,2/19/19 13:05
27820372,TRUE,1,3789187,2/18/19 12:14
27830516,TRUE,0,3790312,11/6/18 13:47
27887790,TRUE,0,3796236,11/12/18 14:05
27907141,TRUE,3,3798265,11/6/18 13:16
27998676,TRUE,2,3808123,11/12/18 11:04
28048986,TRUE,16,3812659,11/20/18 10:20
28102128,TRUE,2,3817443,10/4/18 6:14
28308474,TRUE,2,3840151,12/17/18 9:16
20458400,TRUE,24,3846131,11/28/18 11:23
28394473,TRUE,228,3851505,1/19/19 12:41
28461201,TRUE,0,3860449,11/4/18 21:26
28478942,TRUE,20,3864106,3/1/19 7:25
28497229,FALSE,0,3864835,1/7/19 13:38
14277264,FALSE,0,3866490,12/2/18 20:45
28551102,TRUE,39,3871676,11/13/18 13:29
28608729,TRUE,0,3879177,11/30/18 14:19
28619430,FALSE,0,3880530,11/7/18 7:31
28862110,TRUE,0,3916905,10/26/18 16:39
28962943,TRUE,0,3923443,10/7/18 19:55
23899889,TRUE,3,3927336,3/25/19 12:52
28998647,TRUE,198,3927541,1/18/19 10:23
29102257,FALSE,0,3938891,10/15/18 6:49
21340375,TRUE,23,3942084,3/6/19 14:27
29133900,TRUE,34,3942351,11/1/18 7:58
29133108,TRUE,35,3942355,12/17/18 9:44
29190884,TRUE,199,3948107,2/23/19 12:16
29191961,FALSE,0,3948189,1/14/19 7:35
29324765,TRUE,4,3962408,11/8/18 22:39
29641520,TRUE,0,4001673,11/20/18 16:10
29720846,TRUE,0,4004528,10/8/18 11:10
29772930,TRUE,1,4010584,12/14/18 12:10
29826081,TRUE,1,4016731,3/23/19 0:15
29925734,TRUE,0,4030010,11/3/18 22:46
30058772,TRUE,95,4046558,2/3/19 11:38
30044825,TRUE,0,4047081,1/16/19 14:15
30142110,TRUE,2,4059122,12/7/18 15:07
30175529,FALSE,0,4064319,11/2/18 23:08
30184268,TRUE,13,4065459,2/6/19 12:50
30234106,FALSE,0,4072871,1/16/19 10:49
28966355,TRUE,2,4084041,1/12/19 20:28
30325451,TRUE,32,4087627,2/7/19 20:03
30369425,TRUE,5,4093381,10/11/18 6:45
30408768,FALSE,0,4099465,11/25/18 16:05
30454284,TRUE,6,4106491,10/13/18 11:26
30475611,TRUE,8,4110126,10/11/18 10:05
30476361,TRUE,67,4110255,1/19/19 19:46
30482635,TRUE,324,4111402,11/25/18 11:07
30485315,TRUE,0,4111904,10/25/18 13:02
30262487,TRUE,261,4112123,2/20/19 15:21
30495666,TRUE,2,4113371,2/26/19 6:33
30496501,TRUE,6,4113495,10/1/18 5:48
30501765,TRUE,1,4114136,3/30/19 6:29
30507530,TRUE,232,4115027,12/13/18 12:45
30518242,TRUE,0,4116397,10/28/18 18:55
30526121,TRUE,1,4117480,2/2/19 5:38
30584432,TRUE,0,4125832,10/23/18 20:43
30602252,TRUE,1,4128758,12/5/18 14:38
30607404,TRUE,30,4129505,11/25/18 15:24
30631410,TRUE,30,4132846,3/30/19 8:34
30635286,TRUE,9,4133313,1/2/19 13:58
30765427,FALSE,0,4150999,10/9/18 3:01
12168901,TRUE,10,4151886,10/24/18 14:18
30783592,TRUE,10,4153461,12/22/18 17:21
26568440,TRUE,1,4153597,2/20/19 11:51
30822205,TRUE,0,4158777,11/3/18 22:19
30840441,TRUE,122,4161609,12/23/18 22:08
30896030,TRUE,5,4169192,1/30/19 16:06
30901039,TRUE,0,4169812,4/1/19 21:46
30914380,TRUE,1,4171467,10/12/18 10:07
30922462,TRUE,0,4172788,10/30/18 5:39
31023520,TRUE,2,4185543,11/3/18 21:16
31031397,FALSE,0,4186388,11/5/18 19:24
31059699,TRUE,9,4189819,12/3/18 15:50
31074750,TRUE,39,4191610,3/4/19 18:55
10788612,TRUE,0,4193534,1/5/19 23:09
31157060,TRUE,0,4201434,12/24/18 21:01
31172414,TRUE,5,4203301,10/29/18 13:11
23302733,TRUE,20,4208228,1/29/19 12:11
26061914,FALSE,0,4208384,12/7/18 15:12
31223804,TRUE,4,4209851,1/3/19 16:16
31226425,TRUE,5,4210162,1/31/19 13:59
31096050,FALSE,0,4215614,1/11/19 12:24
31320341,FALSE,0,4221915,11/11/18 5:48
31364718,TRUE,1,4227420,2/26/19 2:57
31375956,TRUE,0,4228752,10/24/18 18:06
31419179,TRUE,896,4233779,12/19/18 0:57
31431224,TRUE,2,4235153,11/30/18 19:17
31436117,TRUE,13,4235822,12/14/18 9:50
31118120,TRUE,388,4236061,12/9/18 13:16
31481561,TRUE,54,4242961,10/7/18 11:25
31485753,TRUE,1,4243502,10/5/18 8:26
31560633,TRUE,84,4252677,12/29/18 4:26
31566442,TRUE,12,4253565,1/19/19 6:44
31573358,TRUE,884,4254484,11/4/18 6:02
31573140,TRUE,62,4254509,12/13/18 11:41
31648167,TRUE,114,4264333,10/5/18 1:51
31652592,TRUE,0,4264643,12/5/18 9:14
31657032,TRUE,0,4265222,11/5/18 22:47
31675073,TRUE,17,4267511,12/30/18 11:28
31685551,TRUE,681,4269055,3/20/19 17:19
31285385,TRUE,235,4270192,3/3/19 12:26
30856823,TRUE,2,4271016,3/28/19 18:22
31734400,TRUE,97,4275062,10/6/18 15:03
31734448,TRUE,116,4275105,11/1/18 22:55
31706415,TRUE,5,4276453,1/8/19 16:25
31770178,TRUE,0,4279582,1/7/19 12:37
31785895,FALSE,0,4281090,10/6/18 18:09
31792524,TRUE,73,4281937,4/1/19 16:09
31832810,TRUE,0,4286365,12/28/18 4:59
31848036,TRUE,0,4288041,1/16/19 17:46
31851370,TRUE,4,4288458,1/17/19 11:06
31854954,TRUE,1,4288847,11/28/18 19:14
26515093,TRUE,0,4291709,11/21/18 13:07
31883030,TRUE,4,4291854,3/22/19 14:57
31408367,TRUE,0,4297646,11/26/18 16:43
31940951,TRUE,-1,4298126,10/16/18 9:03
31959426,TRUE,30,4300304,3/30/19 12:01
32010982,TRUE,0,4305863,11/15/18 10:50
16207608,FALSE,0,4306947,3/22/19 10:37
31739260,FALSE,0,4307225,10/26/18 9:04
32029763,FALSE,0,4307742,12/30/18 11:49
32038160,TRUE,2,4308562,2/24/19 7:32
31842489,FALSE,0,4310432,11/6/18 10:39
32066384,TRUE,178,4312044,11/19/18 11:36
32069165,FALSE,0,4312386,11/8/18 2:11
32079276,TRUE,2,4313469,1/10/19 15:47
32093571,TRUE,31,4315001,2/11/19 13:27
32106645,TRUE,0,4316526,10/2/18 23:07
32116234,TRUE,220,4317530,12/4/18 18:57
32129326,TRUE,565,4318754,1/14/19 14:23
32166242,TRUE,0,4322689,11/23/18 16:06
32165736,TRUE,23540,4322701,3/10/19 0:56
30465452,TRUE,40,4326844,1/5/19 16:36
32210938,TRUE,43,4327010,11/3/18 10:02
32221164,TRUE,1,4327971,11/13/18 16:02
32239766,FALSE,0,4329616,10/13/18 10:28
32200186,TRUE,895,4330804,3/22/19 19:44
32274921,TRUE,55,4332890,2/7/19 15:50
32282828,TRUE,1,4333709,1/20/19 10:22
32287151,TRUE,95,4334105,10/29/18 14:46
27810631,FALSE,0,4335820,10/21/18 17:44
32306775,TRUE,23,4336039,12/5/18 1:30
32312104,TRUE,39,4336448,1/10/19 9:26
32313881,FALSE,0,4336816,11/19/18 14:15
32322357,TRUE,84,4337483,1/9/19 11:42
29284655,TRUE,0,4338333,11/18/18 6:18
32334959,TRUE,32,4338848,3/26/19 9:09
32368594,TRUE,0,4342356,12/28/18 8:09
32308149,TRUE,21,4342431,12/10/18 0:12
32388875,TRUE,66,4344901,2/28/19 15:11
32419396,TRUE,0,4348319,11/10/18 7:15
22346161,TRUE,0,4348502,1/30/19 8:15
32448742,FALSE,0,4351490,10/23/18 4:40
32464015,TRUE,9,4353053,3/6/19 22:24
32500656,TRUE,0,4357338,10/16/18 10:01
32519865,FALSE,0,4359681,10/22/18 20:37
32544224,TRUE,89,4362973,10/17/18 14:09
32558490,FALSE,0,4364327,10/1/18 13:20
32559204,FALSE,0,4364387,10/1/18 13:20
32561385,TRUE,0,4364580,10/17/18 13:38
32561542,TRUE,2,4364595,2/20/19 7:20
32159441,FALSE,0,4368825,12/10/18 9:53
32621257,TRUE,35,4370296,1/18/19 9:50
32642219,TRUE,7,4372481,2/27/19 13:55
32691489,FALSE,0,4375953,10/1/18 6:36
32695910,TRUE,1,4376179,1/26/19 11:12
32738776,TRUE,50,4378714,1/1/19 7:05
32755885,TRUE,0,4379565,11/15/18 15:32
32624229,TRUE,1,4383092,12/6/18 10:41
32818202,TRUE,1,4383494,11/5/18 5:02
32820533,TRUE,55,4383725,12/6/18 10:00
31745421,FALSE,0,4384544,3/18/19 9:29
32894815,TRUE,1,4389973,12/3/18 13:38
32895867,FALSE,0,4390075,11/5/18 21:19
32904283,TRUE,39,4390843,11/29/18 14:00
32910168,TRUE,0,4391337,10/17/18 10:54
32587837,TRUE,324,4392208,11/9/18 9:23
32943932,FALSE,0,4394222,10/16/18 16:18
32970719,TRUE,1,4396547,2/4/19 10:32
32988695,FALSE,0,4398158,10/1/18 9:58
33020948,TRUE,709,4401294,12/25/18 11:44
33060535,TRUE,0,4405161,12/24/18 22:29
33079314,TRUE,0,4407089,2/19/19 12:41
33089172,TRUE,1127,4408152,1/23/19 23:09
33111117,FALSE,0,4411365,11/15/18 23:37
33117480,TRUE,16,4411996,10/9/18 14:35
33138905,TRUE,0,4414216,4/4/19 9:36
33161966,TRUE,10,4416518,12/26/18 12:39
33201004,TRUE,11,4420625,10/5/18 17:12
33210639,TRUE,597,4421724,10/11/18 0:37
33211875,TRUE,37,4421959,10/31/18 6:37
33214986,TRUE,0,4422285,10/3/18 5:50
33224888,TRUE,1,4423180,11/28/18 8:53
31870333,TRUE,2,4424120,11/26/18 13:09
33231324,TRUE,39,4424124,3/11/19 12:24
33233244,TRUE,2,4424349,10/21/18 7:53
33258129,TRUE,8,4426766,2/21/19 13:21
33282389,TRUE,1,4429485,12/2/18 21:20
33298515,TRUE,0,4431532,3/21/19 1:36
33298404,TRUE,0,4431535,11/6/18 12:03
20600961,TRUE,1,4433382,3/30/19 15:11
33346284,FALSE,0,4436908,1/27/19 9:43
33347568,TRUE,1,4437031,1/31/19 11:57
33350544,TRUE,13,4438589,10/7/18 12:27
33378734,FALSE,0,4440230,11/3/18 2:37
33380820,TRUE,0,4440430,3/22/19 9:34
33414142,TRUE,1,4444093,11/6/18 0:43
33424460,TRUE,26,4444809,1/20/19 9:51
33424788,TRUE,2,4446545,12/1/18 10:23
33444198,TRUE,0,4446735,10/15/18 14:29
33459477,TRUE,0,4448160,10/22/18 9:18
33461129,TRUE,2,4448289,2/12/19 15:03
33469419,TRUE,0,4449013,10/14/18 11:00
33477263,TRUE,921,4449792,11/25/18 18:03
33491686,TRUE,0,4451170,1/21/19 16:53
33493948,TRUE,1,4451392,1/12/19 5:39
33504220,FALSE,0,4452329,10/15/18 15:21
24300815,TRUE,82,4452619,2/13/19 8:58
33523717,TRUE,3,4454176,1/22/19 18:20
33539344,TRUE,1,4455593,10/1/18 14:56
33557377,TRUE,0,4457287,12/13/18 2:28
33560240,TRUE,0,4457497,10/31/18 11:16
28884136,TRUE,103,4457951,11/7/18 20:16
33313950,TRUE,2,4462002,12/11/18 12:14
33608644,TRUE,91,4462186,12/3/18 11:23
33614925,TRUE,10,4462861,12/28/18 11:04
33619945,TRUE,18,4463367,1/8/19 14:44
33622098,TRUE,231,4463594,1/25/19 14:42
33635894,TRUE,102,4465042,11/12/18 0:27
33663351,FALSE,0,4468640,10/21/18 10:35
33677319,TRUE,2,4469157,10/22/18 10:15
33686098,TRUE,1,4470025,11/15/18 9:36
1214922,TRUE,1,4470111,2/22/19 13:56
33687661,TRUE,0,4470183,10/7/18 9:31
33688328,TRUE,4,4470284,12/7/18 10:04
33692550,TRUE,63,4470725,10/4/18 11:42
33701228,FALSE,0,4471575,10/10/18 11:11
33703781,TRUE,0,4471924,3/30/19 13:44
33715203,TRUE,10,4472989,11/20/18 20:36
33721815,FALSE,0,4473788,12/11/18 21:14
33729703,TRUE,0,4474631,10/25/18 17:18
33766506,TRUE,86,4478589,1/23/19 14:53
33811539,TRUE,0,4483361,11/5/18 9:16
33812215,TRUE,2,4483425,10/24/18 16:53
33823602,TRUE,0,4484663,10/15/18 11:57
33839168,TRUE,239,4486235,10/30/18 14:24
33872638,FALSE,0,4489899,12/19/18 21:38
33888712,FALSE,0,4491635,10/21/18 13:18
33907585,TRUE,0,4493728,1/11/19 11:14
33914947,TRUE,0,4494555,1/13/19 11:04
33918414,TRUE,216,4494911,10/5/18 11:00
33920957,TRUE,0,4495164,10/1/18 5:46
29623281,FALSE,0,4495524,11/5/18 7:52
33930327,FALSE,0,4496021,1/15/19 12:13
33961979,FALSE,0,4498942,11/20/18 4:56
33962002,TRUE,7078,4498945,11/20/18 5:01
33962028,FALSE,0,4498946,11/20/18 5:07
33962059,FALSE,0,4498948,11/20/18 5:09
33962093,FALSE,0,4498953,11/20/18 5:27
33962339,FALSE,0,4498965,11/20/18 5:36
33962359,FALSE,0,4498968,11/20/18 5:33
33973328,TRUE,207,4499930,10/22/18 14:12
33975561,TRUE,17,4500150,10/23/18 9:27
33980553,TRUE,1,4500707,10/11/18 15:42
34003086,TRUE,0,4502705,10/1/18 23:13
34007124,TRUE,0,4503047,10/6/18 3:13
34007864,TRUE,100,4503129,10/12/18 11:26
34013570,TRUE,0,4503562,10/10/18 10:38
34026783,TRUE,0,4504698,11/7/18 2:32
34041975,TRUE,0,4507029,3/25/19 8:46
4492779,TRUE,52,4507079,3/30/19 17:45
34050363,FALSE,0,4507749,11/30/18 13:47
34060702,FALSE,0,4507845,1/7/19 16:36
34096675,TRUE,0,4510949,1/6/19 18:52
34102646,TRUE,20,4511533,11/5/18 19:32
34105104,TRUE,40,4511761,10/16/18 7:11
34109426,FALSE,0,4512095,11/27/18 18:51
34130060,TRUE,31,4513872,4/1/19 8:05
34132314,TRUE,1,4514033,10/20/18 13:35
34136846,TRUE,0,4514394,11/13/18 16:24
34142393,TRUE,2,4514877,12/19/18 17:02
34149796,FALSE,0,4515504,11/14/18 7:34
34148679,TRUE,0,4517039,2/19/19 5:50
34178415,TRUE,0,4517903,10/11/18 14:17
34179166,TRUE,171,4517949,10/28/18 18:49
34180170,TRUE,1267,4518041,4/2/19 10:38
34185361,TRUE,0,4518445,10/9/18 21:25
34188006,FALSE,0,4518663,10/16/18 21:06
34192245,TRUE,0,4519021,10/9/18 3:08
34219616,TRUE,1,4521608,11/23/18 16:49
34228204,FALSE,0,4522331,1/10/19 16:16
34236062,TRUE,2,4523158,3/28/19 17:06
34257248,TRUE,26,4525097,1/19/19 11:05
34261553,TRUE,134,4525439,10/27/18 8:25
32000832,TRUE,2,4525640,12/5/18 9:57
34264192,TRUE,56,4525670,11/29/18 4:34
34269559,TRUE,0,4526169,3/29/19 6:54
34276806,TRUE,0,4526769,3/20/19 7:19
28993771,TRUE,8,4527026,10/7/18 16:28
34277701,FALSE,0,4527674,10/4/18 16:12
34290984,TRUE,0,4528016,10/19/18 17:31
34295946,TRUE,1337,4528436,10/8/18 12:59
34305929,TRUE,0,4529393,11/4/18 9:37
34309455,FALSE,0,4529761,12/9/18 7:57
34312808,TRUE,16,4530170,10/20/18 4:56
34313798,TRUE,24,4530222,11/3/18 13:14
34119425,TRUE,10,4530756,11/21/18 19:50
34320813,FALSE,0,4530917,10/14/18 3:43
34327806,TRUE,0,4531485,10/2/18 11:16
33439259,TRUE,0,4531707,10/30/18 16:57
34332000,TRUE,0,4531857,10/22/18 11:12
34334041,TRUE,0,4532074,10/31/18 1:06
34334720,TRUE,30,4532152,10/11/18 1:56
34340231,TRUE,2,4532610,10/25/18 13:25
34346283,TRUE,0,4533166,10/24/18 20:42
34359014,TRUE,54,4534265,3/12/19 13:07
34365287,TRUE,2913,4534857,3/1/19 22:12
34367795,TRUE,0,4535093,2/1/19 16:47
34367797,TRUE,0,4535236,1/24/19 3:56
34374284,TRUE,105,4535668,10/9/18 8:08
34376616,TRUE,16,4535856,11/30/18 6:21
34381161,FALSE,0,4536580,10/3/18 19:19
34385374,TRUE,0,4536816,10/11/18 7:46
34385376,TRUE,742,4536817,1/18/19 13:18
34387383,TRUE,90,4536996,1/23/19 4:49
34401303,TRUE,0,4538355,10/7/18 9:54
34403306,TRUE,3,4538516,1/21/19 14:07
34409780,TRUE,0,4539191,11/30/18 14:54
34404827,TRUE,621,4539415,1/9/19 12:56
34411502,TRUE,1,4539432,10/23/18 23:46
30871420,FALSE,0,4540006,2/18/19 5:58
34419509,TRUE,0,4540319,11/26/18 5:27
34420265,TRUE,21,4540410,10/16/18 13:31
34420688,TRUE,0,4540461,12/9/18 15:49
34422297,TRUE,0,4540656,2/25/19 23:07
34422900,TRUE,16,4540739,10/27/18 11:52
