seller_id,committed,item_count,booth_id,initial_booth_activation
35043597,TRUE,0,4601896,10/5/18 16:27
35043910,FALSE,0,4601920,10/5/18 14:40
12913214,TRUE,1370,4601928,10/5/18 14:48
35044132,TRUE,0,4601940,10/5/18 15:04
35044454,TRUE,0,4601962,10/5/18 15:39
35044518,TRUE,0,4601966,10/6/18 18:06
35044643,TRUE,0,4601981,10/5/18 17:05
28999968,TRUE,358,4601982,10/5/18 17:37
35044798,TRUE,70,4601992,10/5/18 16:13
35045003,TRUE,0,4602012,10/7/18 13:43
35045333,TRUE,0,4602055,10/5/18 16:57
35045953,TRUE,4,4602108,10/5/18 18:30
35046080,TRUE,0,4602124,10/15/18 15:55
35046171,TRUE,40,4602129,10/5/18 18:29
35046268,TRUE,0,4602141,10/5/18 18:49
35046293,TRUE,0,4602142,10/5/18 18:39
35046462,TRUE,1085,4602157,10/5/18 19:03
35046469,TRUE,0,4602158,10/5/18 19:17
35046530,TRUE,0,4602163,10/5/18 19:11
16710434,FALSE,0,4602182,10/5/18 19:09
35046641,TRUE,0,4602184,10/5/18 19:20
35046946,TRUE,0,4602210,10/5/18 19:35
35029478,TRUE,0,4602258,10/5/18 20:26
35047121,TRUE,0,4602267,10/8/18 0:00
35047591,FALSE,0,4602269,11/14/18 16:09
35047710,FALSE,0,4602277,10/6/18 17:04
35047690,TRUE,0,4602278,10/5/18 20:44
35047899,TRUE,0,4602304,10/5/18 21:32
35048055,TRUE,0,4602317,10/5/18 23:27
35033454,TRUE,1,4602328,10/5/18 21:31
35048186,TRUE,0,4602329,10/6/18 17:07
35048114,FALSE,0,4602330,10/5/18 22:00
35048470,TRUE,0,4602357,10/6/18 17:16
35048745,TRUE,88,4602376,10/5/18 22:32
35048912,TRUE,10,4602388,10/5/18 23:15
35048835,TRUE,0,4602389,10/5/18 22:44
35048941,FALSE,0,4602391,10/5/18 23:17
35049006,TRUE,215,4602398,10/5/18 22:57
35049052,TRUE,7,4602402,10/5/18 23:24
35049359,TRUE,0,4602429,10/5/18 23:32
35049470,TRUE,343,4602444,10/5/18 23:49
35049562,TRUE,0,4602451,10/6/18 0:02
35049728,TRUE,0,4602470,10/6/18 0:17
35049800,TRUE,15,4602477,10/6/18 0:51
35049862,TRUE,0,4602482,10/6/18 0:46
35050141,TRUE,0,4602511,10/6/18 4:04
35050557,TRUE,0,4602548,10/6/18 1:56
35051138,TRUE,0,4602597,10/6/18 4:38
35051286,TRUE,0,4602608,10/6/18 3:18
35051395,TRUE,0,4602618,10/6/18 3:42
34955227,TRUE,0,4602627,10/6/18 4:06
35051970,TRUE,0,4602665,10/6/18 5:21
35052167,TRUE,177,4602682,10/6/18 17:54
34081231,TRUE,1,4602695,10/6/18 5:16
35052037,FALSE,0,4602720,10/6/18 20:08
35052576,TRUE,1455,4602730,10/6/18 6:17
35052620,FALSE,0,4602731,10/6/18 5:46
35052657,TRUE,2,4602737,10/7/18 9:49
35052723,TRUE,0,4602739,10/6/18 5:58
35052814,TRUE,377,4602746,10/6/18 6:04
35052864,TRUE,8,4602749,10/6/18 6:19
35052917,TRUE,0,4602752,10/6/18 6:11
35052941,TRUE,0,4602757,10/6/18 7:21
35053177,TRUE,82,4602767,1/18/19 13:05
35053332,TRUE,0,4602780,10/6/18 7:05
35053370,TRUE,0,4602788,10/6/18 7:00
35053420,TRUE,494,4602792,10/6/18 7:21
35052909,TRUE,0,4602803,10/6/18 7:13
35053612,FALSE,0,4602804,10/6/18 7:21
33603776,TRUE,19,4602836,10/8/18 8:08
35054013,TRUE,0,4602843,10/6/18 8:00
35048095,FALSE,0,4602857,10/6/18 13:02
35054208,TRUE,0,4602859,10/19/18 6:39
35054629,TRUE,0,4602884,10/6/18 8:23
35054808,TRUE,0,4602901,10/6/18 8:32
35055178,TRUE,0,4602925,10/6/18 15:33
35055301,TRUE,0,4602936,10/6/18 10:18
34647694,TRUE,0,4602947,10/8/18 10:42
35055647,TRUE,0,4602953,10/6/18 19:40
35055772,FALSE,0,4602962,10/6/18 9:51
35056200,TRUE,46,4603000,10/6/18 12:24
35056298,FALSE,0,4603004,10/6/18 10:27
35056336,TRUE,0,4603008,10/6/18 12:21
35056580,FALSE,0,4603026,10/6/18 11:02
35056394,TRUE,0,4603027,10/15/18 13:09
35056594,TRUE,0,4603029,10/6/18 19:12
35056720,TRUE,0,4603040,10/6/18 10:54
35040111,TRUE,0,4603042,10/6/18 13:53
35056838,TRUE,0,4603047,10/6/18 11:54
35056903,TRUE,0,4603055,10/6/18 11:18
35056905,TRUE,0,4603056,10/6/18 11:34
35057008,TRUE,866,4603064,10/12/18 12:46
35057703,TRUE,26,4603126,10/6/18 12:32
32734732,FALSE,0,4603133,10/6/18 12:20
35057801,FALSE,0,4603138,10/6/18 12:25
35058080,TRUE,0,4603155,10/6/18 12:54
35058090,FALSE,0,4603159,10/6/18 12:44
35058065,TRUE,0,4603162,10/6/18 12:45
35058162,TRUE,0,4603170,10/6/18 12:56
35058200,FALSE,0,4603171,10/11/18 8:20
35058237,TRUE,0,4603175,10/6/18 12:59
35058293,TRUE,0,4603182,10/6/18 13:01
35058294,TRUE,21,4603183,10/6/18 13:20
35058410,FALSE,0,4603191,10/6/18 13:35
29454250,TRUE,0,4603227,10/6/18 13:47
35058598,TRUE,0,4603230,11/15/18 5:16
33567984,TRUE,0,4603236,10/6/18 14:00
35058837,TRUE,606,4603237,10/6/18 13:48
35059256,FALSE,0,4603266,10/6/18 14:21
35059383,TRUE,0,4603278,10/6/18 14:48
35059455,TRUE,0,4603288,10/6/18 15:01
35059558,TRUE,0,4603299,10/6/18 14:57
35059322,TRUE,29,4603305,10/7/18 18:17
35059705,FALSE,0,4603313,10/6/18 15:16
35059868,TRUE,0,4603330,10/6/18 15:27
35060137,TRUE,2,4603363,10/6/18 15:44
35060247,TRUE,0,4603375,10/6/18 16:05
35060262,TRUE,0,4603380,10/6/18 15:56
35059754,TRUE,310,4603385,10/6/18 16:44
34829498,TRUE,5,4603393,10/6/18 16:05
10296240,TRUE,504,4603397,10/6/18 16:09
35060505,TRUE,0,4603401,10/7/18 7:32
35060636,TRUE,0,4603424,10/6/18 16:33
35060876,TRUE,0,4603454,10/6/18 20:39
35060945,TRUE,0,4603459,10/6/18 16:54
35061073,TRUE,0,4603473,10/6/18 18:34
35061079,TRUE,0,4603474,10/6/18 18:24
35061121,TRUE,0,4603482,10/10/18 14:02
35061319,TRUE,0,4603499,10/7/18 6:53
35061442,TRUE,4,4603507,10/6/18 17:40
35061504,FALSE,0,4603519,11/7/18 8:59
35061580,TRUE,0,4603526,10/6/18 18:25
35061651,FALSE,0,4603530,10/6/18 18:07
35061676,FALSE,0,4603533,3/12/19 10:58
35048048,FALSE,0,4603541,10/7/18 6:10
35061846,TRUE,31,4603553,10/6/18 19:53
35061871,TRUE,60,4603558,11/20/18 12:02
35061954,TRUE,7,4603560,10/8/18 10:44
35061953,TRUE,0,4603563,10/10/18 21:48
35062014,TRUE,0,4603569,10/7/18 20:33
35062137,TRUE,0,4603575,10/6/18 23:34
35062212,TRUE,0,4603581,10/6/18 18:55
35062299,TRUE,0,4603584,10/7/18 17:00
35062337,TRUE,0,4603589,10/6/18 22:59
35062473,TRUE,28,4603607,10/6/18 19:18
35062496,TRUE,0,4603613,10/6/18 19:51
35062550,TRUE,0,4603615,10/6/18 21:36
35062541,TRUE,14,4603617,10/9/18 21:29
35062751,TRUE,0,4603636,10/8/18 12:01
35062729,TRUE,0,4603640,10/6/18 19:40
35062774,FALSE,0,4603642,10/6/18 19:42
20064056,TRUE,0,4603662,10/6/18 20:15
35063010,TRUE,0,4603672,10/12/18 15:34
35063058,TRUE,153,4603681,10/6/18 20:09
35063317,TRUE,207,4603694,10/6/18 20:59
35063443,TRUE,0,4603703,10/7/18 7:50
34917835,TRUE,1,4603710,10/10/18 11:12
35063675,TRUE,0,4603728,10/6/18 21:11
35063689,FALSE,0,4603734,10/6/18 21:11
32462773,TRUE,0,4603735,10/6/18 21:11
35063759,FALSE,0,4603744,10/6/18 22:13
35063766,TRUE,38,4603745,10/6/18 21:42
35063799,TRUE,0,4603751,10/6/18 21:17
35063829,TRUE,0,4603755,10/6/18 21:36
35063855,TRUE,188,4603758,10/9/18 9:46
35063963,TRUE,909,4603766,10/6/18 21:36
35063953,TRUE,0,4603768,10/6/18 21:48
35064020,FALSE,0,4603771,10/9/18 19:38
35063872,FALSE,0,4603773,10/7/18 17:03
35064164,TRUE,0,4603783,10/6/18 21:54
35064243,TRUE,0,4603788,10/8/18 11:39
35064262,TRUE,2663,4603791,10/6/18 22:21
35064328,TRUE,0,4603802,10/6/18 22:09
35064380,TRUE,0,4603805,10/6/18 22:30
35064607,FALSE,0,4603826,10/6/18 22:41
320022,TRUE,0,4603830,10/6/18 22:55
35064703,TRUE,545,4603833,10/6/18 22:50
35065135,FALSE,0,4603868,10/6/18 23:41
35065080,TRUE,17,4603870,10/6/18 23:51
35065175,TRUE,0,4603872,10/6/18 23:41
35065213,FALSE,0,4603877,10/6/18 23:45
35065212,FALSE,0,4603887,10/7/18 0:34
35065291,TRUE,0,4603889,10/7/18 8:51
35065300,TRUE,49,4603896,11/16/18 8:18
35065561,FALSE,0,4603919,10/7/18 0:24
35032752,TRUE,36,4603924,10/7/18 0:38
35065724,TRUE,0,4603932,10/7/18 0:39
35065706,TRUE,120,4603935,10/7/18 0:43
35065828,TRUE,0,4603942,10/7/18 0:48
35066015,TRUE,0,4603967,10/7/18 1:07
35066413,TRUE,0,4603993,10/7/18 6:11
35066452,TRUE,0,4603996,10/7/18 2:08
35054507,FALSE,0,4604007,10/7/18 2:09
35066732,TRUE,0,4604014,10/7/18 2:46
35067058,TRUE,0,4604034,10/8/18 20:30
35067248,TRUE,195,4604047,10/7/18 6:46
35067485,TRUE,4,4604069,10/7/18 4:48
35067286,FALSE,0,4604095,10/9/18 15:18
35067954,FALSE,0,4604114,10/7/18 4:50
35068231,TRUE,0,4604143,10/7/18 5:27
35068251,TRUE,104,4604146,10/7/18 5:26
35068317,TRUE,0,4604151,10/7/18 6:30
24953100,TRUE,0,4604158,10/7/18 5:32
35068416,TRUE,0,4604160,10/7/18 5:37
35068512,TRUE,514,4604167,10/7/18 5:57
35068529,TRUE,9,4604169,10/7/18 6:20
35068557,TRUE,0,4604174,10/7/18 5:47
35068625,TRUE,0,4604182,10/7/18 7:22
35068696,FALSE,0,4604184,10/13/18 17:29
35068691,TRUE,0,4604187,10/7/18 5:59
35068827,TRUE,0,4604194,10/7/18 6:18
35068906,TRUE,1365,4604200,10/7/18 6:24
35068921,TRUE,0,4604201,10/7/18 6:20
35069008,TRUE,0,4604204,10/7/18 6:42
15468667,TRUE,0,4604210,10/7/18 6:29
35069149,TRUE,948,4604219,10/7/18 6:42
35069143,TRUE,1,4604230,10/7/18 6:45
35069258,TRUE,0,4604231,10/7/18 6:53
35069552,TRUE,0,4604262,10/7/18 7:18
35069565,TRUE,1269,4604263,10/7/18 7:22
35069662,FALSE,0,4604276,10/7/18 7:31
35069679,FALSE,0,4604278,10/7/18 7:28
35069647,TRUE,6,4604288,10/7/18 7:31
35069773,TRUE,16,4604296,10/7/18 8:45
35069517,TRUE,200,4604303,10/7/18 7:41
35069871,FALSE,0,4604309,10/7/18 7:44
35069198,TRUE,958,4604331,10/7/18 7:56
34507766,FALSE,0,4604355,10/7/18 8:18
34886875,TRUE,0,4604369,10/7/18 8:25
35070633,FALSE,0,4604387,10/17/18 0:20
35070190,TRUE,23,4604390,10/7/18 9:12
35070685,TRUE,2,4604394,10/23/18 4:50
35070728,TRUE,0,4604398,10/7/18 8:56
35070779,TRUE,0,4604401,10/7/18 8:51
35071176,TRUE,45,4604449,10/7/18 9:31
35071228,TRUE,0,4604452,10/7/18 9:47
35071319,TRUE,0,4604457,10/7/18 9:36
327729,TRUE,883,4604463,10/7/18 18:02
35071421,TRUE,0,4604465,10/7/18 9:47
35071424,TRUE,1,4604466,10/7/18 9:54
35071551,FALSE,0,4604478,10/7/18 11:02
35071553,TRUE,0,4604479,10/7/18 9:55
35071602,TRUE,0,4604483,10/7/18 10:09
35071613,TRUE,0,4604484,10/7/18 9:55
35071768,FALSE,0,4604495,10/8/18 3:31
35072447,TRUE,884,4604556,10/7/18 11:05
35072465,TRUE,7,4604565,10/7/18 11:47
35072570,FALSE,0,4604569,10/7/18 11:14
35072646,TRUE,0,4604579,10/7/18 12:29
35072742,FALSE,0,4604582,10/8/18 10:58
35072798,TRUE,0,4604588,10/7/18 12:07
35072893,TRUE,0,4604596,10/7/18 11:46
35072980,TRUE,0,4604605,11/22/18 15:42
35073043,FALSE,0,4604610,10/7/18 11:51
35073097,TRUE,18,4604619,10/7/18 12:00
35073155,FALSE,0,4604620,10/7/18 12:24
35073175,TRUE,0,4604623,10/7/18 11:59
35073107,TRUE,0,4604630,10/7/18 12:19
35073334,TRUE,0,4604635,10/7/18 12:13
35073322,TRUE,2,4604637,10/9/18 12:39
35073467,TRUE,0,4604651,10/7/18 12:32
35073200,TRUE,638,4604660,10/7/18 12:29
35073651,TRUE,0,4604674,10/7/18 12:41
35073885,TRUE,0,4604689,10/7/18 13:00
35073870,TRUE,0,4604690,10/7/18 13:57
35074282,TRUE,0,4604734,10/10/18 15:48
35073882,TRUE,0,4604751,10/7/18 13:43
35019846,TRUE,11,4604760,10/25/18 10:07
35074678,TRUE,0,4604767,10/7/18 13:55
35074694,TRUE,0,4604769,10/7/18 14:06
35074715,TRUE,0,4604772,10/7/18 14:08
35074748,TRUE,0,4604779,10/7/18 14:19
35074941,TRUE,31,4604793,12/22/18 12:02
35074895,TRUE,9,4604794,10/8/18 0:46
35075071,TRUE,0,4604807,10/7/18 14:57
27954572,FALSE,0,4604834,10/7/18 16:00
35075479,TRUE,0,4604847,10/7/18 15:12
35075278,TRUE,11,4604858,10/7/18 15:19
35075678,TRUE,1,4604870,10/7/18 15:46
35075781,FALSE,0,4604879,10/15/18 19:31
35075886,TRUE,0,4604888,10/7/18 17:55
35075980,TRUE,0,4604892,10/7/18 15:52
35076016,TRUE,0,4604898,10/7/18 16:16
35076051,TRUE,0,4604904,10/7/18 16:01
23628938,TRUE,0,4604906,10/7/18 15:54
35075956,TRUE,0,4604909,10/7/18 16:26
35076153,TRUE,12,4604922,10/9/18 5:40
35072506,TRUE,0,4604935,10/7/18 16:19
35076329,TRUE,0,4604937,10/7/18 16:23
35076490,TRUE,0,4604944,10/7/18 21:23
35076562,FALSE,0,4604950,10/7/18 16:45
35076780,TRUE,0,4604973,10/7/18 17:01
35076798,TRUE,0,4604978,10/7/18 17:03
35076804,TRUE,0,4604981,10/7/18 20:44
35076946,FALSE,0,4604997,10/7/18 17:48
35077444,TRUE,0,4605034,10/7/18 18:12
35076461,TRUE,115,4605053,10/8/18 8:21
35077712,TRUE,0,4605056,10/7/18 18:24
35077772,TRUE,85,4605058,10/7/18 19:21
35077724,TRUE,8,4605062,12/14/18 12:12
35077775,FALSE,0,4605064,10/7/18 20:24
35078055,TRUE,0,4605078,10/7/18 18:54
35078167,TRUE,103,4605090,10/7/18 19:16
35078212,FALSE,0,4605099,10/7/18 18:57
35078241,TRUE,0,4605101,10/8/18 17:58
35078285,TRUE,0,4605108,10/7/18 19:38
33787435,TRUE,0,4605115,10/8/18 19:59
35078588,TRUE,0,4605125,10/7/18 19:43
35078632,TRUE,0,4605128,10/7/18 20:35
35078644,TRUE,0,4605131,10/7/18 23:03
35078649,TRUE,0,4605132,10/7/18 20:09
35078703,TRUE,143,4605136,10/7/18 19:30
35078756,TRUE,0,4605145,10/7/18 19:44
35079003,TRUE,0,4605156,10/7/18 19:56
35079183,TRUE,1,4605164,10/7/18 20:15
35079472,FALSE,0,4605186,10/7/18 20:17
35069395,FALSE,0,4605187,10/7/18 20:24
35079653,TRUE,0,4605202,10/7/18 20:37
35079719,TRUE,144,4605206,10/7/18 20:39
35080009,FALSE,0,4605225,10/7/18 21:20
34995251,TRUE,350,4605240,10/7/18 21:28
35080367,TRUE,0,4605268,10/23/18 14:33
35080425,TRUE,32,4605278,10/7/18 21:43
35031470,TRUE,75,4605284,10/7/18 23:53
35080410,TRUE,209,4605287,10/8/18 11:58
35080696,TRUE,0,4605295,10/7/18 22:05
35080758,FALSE,0,4605301,10/7/18 22:15
35080774,TRUE,0,4605306,10/7/18 22:12
35080863,TRUE,0,4605315,10/7/18 22:25
35080952,FALSE,0,4605326,10/7/18 22:29
35080981,TRUE,0,4605327,10/7/18 22:33
35081064,TRUE,10,4605333,10/7/18 22:38
35081129,TRUE,49,4605340,10/7/18 23:00
35081483,TRUE,0,4605365,10/7/18 23:17
35081791,TRUE,0,4605383,10/7/18 23:49
35082063,TRUE,0,4605407,10/8/18 0:29
35082689,TRUE,0,4605466,10/8/18 1:15
34680142,FALSE,0,4605475,10/8/18 1:17
35082487,FALSE,0,4605480,10/8/18 1:55
35083251,TRUE,0,4605517,10/8/18 2:34
35083269,FALSE,0,4605519,10/8/18 2:09
35083323,TRUE,0,4605527,10/8/18 2:18
35083411,FALSE,0,4605528,10/9/18 21:38
35083473,TRUE,0,4605534,10/8/18 9:03
35035371,FALSE,0,4605536,10/8/18 2:43
35083697,TRUE,0,4605549,10/8/18 3:34
35083734,TRUE,0,4605551,10/8/18 3:08
35083929,TRUE,0,4605574,10/8/18 3:26
35084105,FALSE,0,4605587,10/8/18 3:52
34769633,TRUE,0,4605620,10/8/18 4:21
35084729,TRUE,0,4605642,10/8/18 4:52
35084757,FALSE,0,4605643,10/8/18 4:52
35084834,TRUE,0,4605651,10/8/18 4:49
35085051,FALSE,0,4605672,10/8/18 4:59
35085136,TRUE,0,4605681,10/8/18 5:18
35085690,FALSE,0,4605712,10/8/18 5:58
35086271,FALSE,0,4605760,10/8/18 12:49
35086510,FALSE,0,4605785,10/10/18 18:52
35086589,TRUE,0,4605799,10/8/18 7:04
35087056,TRUE,0,4605834,10/8/18 7:38
35087063,TRUE,1,4605836,10/9/18 5:39
35087178,TRUE,273,4605847,10/8/18 7:59
35087289,TRUE,0,4605849,10/8/18 7:48
35087333,FALSE,0,4605854,10/8/18 7:59
35087358,TRUE,0,4605856,10/8/18 8:11
35087367,TRUE,0,4605857,10/8/18 8:32
35087411,TRUE,0,4605862,10/8/18 8:16
35058791,TRUE,0,4605864,10/8/18 8:32
35087537,TRUE,196,4605876,10/8/18 8:06
35087781,FALSE,0,4605894,10/8/18 8:37
35087881,TRUE,0,4605903,10/8/18 8:30
35087992,FALSE,0,4605915,10/18/18 13:23
35087867,TRUE,334,4605918,10/8/18 8:35
35088057,TRUE,1,4605921,10/8/18 8:41
35088308,TRUE,0,4605942,10/8/18 9:15
35088402,TRUE,0,4605956,10/8/18 10:29
35088464,FALSE,0,4605961,10/8/18 10:24
35088707,TRUE,1172,4605985,10/9/18 9:00
35088603,TRUE,445,4606007,10/8/18 11:15
35089010,FALSE,0,4606012,10/8/18 10:03
35089289,TRUE,0,4606039,10/8/18 10:00
35089353,TRUE,0,4606045,10/17/18 10:37
35089423,FALSE,0,4606061,10/8/18 10:21
35089566,TRUE,2,4606073,10/8/18 14:07
35089407,TRUE,0,4606074,10/8/18 10:28
35089570,TRUE,0,4606092,10/8/18 11:19
35089765,TRUE,1059,4606101,10/8/18 10:30
34483115,TRUE,45,4606132,10/8/18 10:57
35090008,TRUE,0,4606135,10/8/18 10:54
35090237,TRUE,0,4606140,10/8/18 11:50
35090576,TRUE,896,4606170,10/8/18 11:26
35090706,TRUE,0,4606181,10/8/18 11:47
35090720,TRUE,0,4606183,10/8/18 11:37
35090846,TRUE,10,4606193,10/8/18 11:49
35090917,FALSE,0,4606202,10/8/18 11:53
35091027,TRUE,0,4606209,10/8/18 11:55
35091152,TRUE,0,4606228,10/8/18 12:11
35091263,TRUE,0,4606247,10/8/18 12:10
35091266,TRUE,0,4606248,10/8/18 12:15
28248929,TRUE,0,4606249,10/8/18 12:24
35091315,TRUE,0,4606254,10/8/18 12:18
35091486,TRUE,18,4606268,10/22/18 13:19
35091706,FALSE,0,4606284,10/8/18 12:56
35092081,TRUE,0,4606317,10/8/18 14:16
35057735,TRUE,0,4606323,10/9/18 10:29
35092379,TRUE,0,4606333,10/8/18 13:35
35092488,TRUE,0,4606345,10/8/18 21:36
35092623,FALSE,0,4606352,10/8/18 13:54
35092737,TRUE,0,4606369,10/8/18 14:44
17147173,TRUE,3,4606379,10/8/18 14:06
35088314,FALSE,0,4606398,10/8/18 14:30
18852850,TRUE,0,4606402,10/8/18 14:17
35093076,TRUE,2,4606406,10/8/18 14:25
26447573,TRUE,0,4606412,10/10/18 14:56
35093119,TRUE,96,4606415,10/8/18 14:29
35093368,FALSE,0,4606435,10/8/18 15:54
35093402,TRUE,2,4606438,10/8/18 15:03
18491590,TRUE,0,4606441,10/8/18 14:50
35093550,TRUE,0,4606449,10/8/18 15:03
35094178,TRUE,0,4606512,10/8/18 15:54
35094328,TRUE,0,4606524,10/8/18 16:03
35094331,TRUE,0,4606526,10/8/18 16:02
35094555,TRUE,0,4606550,10/8/18 17:06
35094744,TRUE,0,4606564,10/11/18 22:03
35094746,TRUE,0,4606565,10/9/18 14:00
35094786,TRUE,331,4606572,10/8/18 16:39
35094884,TRUE,125,4606582,10/8/18 17:23
35094971,FALSE,0,4606588,10/8/18 17:01
35095027,TRUE,0,4606604,10/8/18 17:16
35095031,TRUE,0,4606607,10/8/18 17:08
35095194,FALSE,0,4606620,10/8/18 17:45
35095291,TRUE,0,4606633,10/8/18 18:00
35095409,TRUE,0,4606641,10/8/18 17:35
35095441,TRUE,3,4606646,10/8/18 17:58
35095503,TRUE,181,4606653,10/8/18 17:47
35095531,TRUE,0,4606654,10/8/18 17:51
35095756,TRUE,0,4606670,10/8/18 18:06
35095764,TRUE,0,4606671,10/8/18 18:04
35095917,TRUE,64,4606681,10/9/18 14:07
35095972,TRUE,0,4606685,10/8/18 18:18
35095983,TRUE,185,4606688,10/8/18 18:18
35096027,FALSE,0,4606689,10/10/18 1:28
35092359,FALSE,0,4606700,10/8/18 19:12
35096311,TRUE,0,4606718,10/8/18 18:42
35096433,FALSE,0,4606731,10/8/18 18:49
35096465,TRUE,0,4606736,10/10/18 18:36
35096906,TRUE,0,4606789,10/8/18 19:44
35096976,FALSE,0,4606792,11/1/18 18:57
35096888,TRUE,0,4606797,10/8/18 19:30
35097144,TRUE,0,4606827,10/8/18 19:52
35097299,FALSE,0,4606828,10/8/18 20:29
35097802,TRUE,0,4606868,10/10/18 11:22
35097820,TRUE,0,4606870,10/8/18 22:27
35097849,FALSE,0,4606876,10/8/18 20:22
35097951,TRUE,0,4606895,10/8/18 21:20
35098140,FALSE,0,4606904,10/8/18 20:44
35098569,TRUE,69,4606950,10/9/18 11:03
35010994,TRUE,28,4606972,10/18/18 10:56
35099032,TRUE,0,4606985,10/8/18 22:06
35099126,TRUE,26,4606987,10/8/18 22:16
35099366,TRUE,0,4607018,10/8/18 22:29
35099610,TRUE,424,4607038,10/9/18 21:38
35099748,TRUE,0,4607049,10/8/18 23:10
34679590,FALSE,0,4607064,10/8/18 23:12
35084344,FALSE,0,4607083,10/9/18 0:22
35100120,FALSE,0,4607090,10/8/18 23:42
35100410,TRUE,0,4607112,10/9/18 0:05
35100619,FALSE,0,4607130,10/9/18 0:26
35100677,TRUE,33,4607138,10/9/18 0:26
35101004,FALSE,0,4607154,10/10/18 14:55
35101085,FALSE,0,4607158,10/9/18 1:12
35101078,TRUE,3,4607160,10/21/18 1:27
35100659,TRUE,0,4607169,10/9/18 1:37
35101478,TRUE,0,4607199,10/9/18 1:49
35101332,TRUE,0,4607204,10/9/18 1:40
35102136,TRUE,0,4607273,10/9/18 3:04
35102581,TRUE,0,4607316,10/9/18 7:45
35102656,TRUE,0,4607323,10/9/18 4:01
35102811,TRUE,98,4607337,10/9/18 10:19
35103182,FALSE,0,4607370,10/9/18 4:33
35103424,TRUE,0,4607387,10/9/18 4:44
35103558,TRUE,0,4607404,10/9/18 4:56
35103651,TRUE,0,4607416,10/9/18 5:06
35095660,TRUE,0,4607434,10/9/18 5:23
35103866,TRUE,0,4607443,10/9/18 5:23
35103865,TRUE,8,4607445,10/27/18 0:03
35103932,TRUE,3,4607448,10/9/18 5:32
35104138,FALSE,0,4607475,10/9/18 5:47
35103685,TRUE,51,4607484,10/9/18 5:51
35104250,TRUE,0,4607485,10/9/18 5:53
35104274,TRUE,215,4607487,10/9/18 6:05
35104325,FALSE,0,4607490,10/18/18 13:16
35104706,TRUE,2,4607523,10/9/18 6:26
35104731,TRUE,0,4607527,10/9/18 7:02
35104942,FALSE,0,4607544,10/9/18 6:52
35104983,TRUE,0,4607548,10/9/18 6:50
35105125,TRUE,0,4607561,10/9/18 6:58
35105254,TRUE,0,4607574,10/9/18 7:08
35105659,FALSE,0,4607606,10/9/18 8:16
1371946,FALSE,0,4607612,10/9/18 7:42
35105816,FALSE,0,4607614,11/6/18 9:30
35105822,TRUE,0,4607626,10/11/18 16:35
35106143,TRUE,45,4607639,10/9/18 8:08
35106224,TRUE,0,4607643,10/9/18 8:33
35106248,TRUE,1505,4607645,10/9/18 8:12
34980714,TRUE,22,4607647,10/15/18 13:12
35106245,TRUE,2,4607649,10/9/18 8:17
35106868,TRUE,0,4607710,10/9/18 12:50
35106935,TRUE,0,4607721,10/9/18 12:03
35107018,TRUE,0,4607729,10/9/18 9:13
35107077,TRUE,0,4607736,10/9/18 9:10
35107070,TRUE,66,4607739,10/9/18 9:08
35107130,TRUE,2,4607741,10/9/18 9:38
35107227,TRUE,0,4607748,10/9/18 9:14
35107284,TRUE,79,4607760,10/9/18 9:25
35107347,TRUE,0,4607767,10/9/18 18:04
35107348,TRUE,0,4607768,10/9/18 9:22
35107408,TRUE,0,4607774,10/24/18 16:51
35107124,FALSE,0,4607778,10/9/18 9:59
35107513,TRUE,189,4607780,10/9/18 10:52
35107694,TRUE,33,4607801,10/9/18 10:12
35096404,TRUE,0,4607803,10/9/18 9:51
35108108,TRUE,5,4607840,10/9/18 10:11
35108118,TRUE,0,4607841,10/9/18 10:13
35108184,FALSE,0,4607849,10/9/18 10:18
34672996,TRUE,0,4607856,10/9/18 10:16
35108225,TRUE,0,4607859,10/9/18 10:20
35108353,TRUE,0,4607866,10/9/18 13:54
35108399,TRUE,0,4607869,10/9/18 10:35
34365965,TRUE,267,4607871,10/10/18 9:10
35108805,TRUE,332,4607894,10/9/18 11:03
35104861,FALSE,0,4607897,10/9/18 11:08
35108966,TRUE,39,4607904,10/23/18 9:25
35108990,TRUE,1,4607910,12/6/18 13:28
35103075,TRUE,0,4607926,10/9/18 11:42
35105642,TRUE,144,4607930,10/9/18 13:42
35109210,TRUE,0,4607931,10/9/18 13:06
35109538,TRUE,0,4607976,10/9/18 11:51
35109571,FALSE,0,4607979,10/9/18 15:41
35109641,TRUE,3793,4607995,10/30/18 11:50
35109647,TRUE,16,4607998,10/9/18 18:53
35109572,TRUE,9,4607999,10/12/18 13:23
35109703,TRUE,262,4608004,10/9/18 12:08
35108681,TRUE,0,4608024,10/9/18 12:18
35109351,TRUE,0,4608035,10/9/18 12:21
35110012,TRUE,0,4608038,10/9/18 12:26
35109994,TRUE,1,4608043,10/10/18 13:43
35110092,TRUE,315,4608047,10/9/18 12:32
9012581,TRUE,1,4608048,10/9/18 12:58
35110185,TRUE,4,4608060,12/5/18 16:46
35110265,TRUE,0,4608064,10/9/18 12:43
35110437,TRUE,50,4608080,10/29/18 16:55
35110475,FALSE,0,4608084,10/9/18 13:34
35110417,FALSE,0,4608085,10/9/18 12:57
35110493,TRUE,2,4608087,10/9/18 13:22
35110684,TRUE,0,4608104,10/9/18 13:16
35111264,TRUE,0,4608157,10/9/18 13:58
35111363,TRUE,0,4608158,10/9/18 13:59
