seller_id,fees_paid,membership_paid,profit_estimate,value_em
36249474,0,0,0,0
36249476,0,0,0,0
36249558,0,0,0,0
36249861,0,0,-0.02,0
36249888,0,0,-0.31,0
36249918,5.22,0,-12.18,0
36250316,0,0,0,0
36250360,0,0,-0.09,0
36250374,5.58,0,5.4,2
36250465,0,0,0,0
36250861,0,0,0,0
36251548,0,0,0,0
36251619,0,0,0,0
36251661,0,0,0,0
36251722,0,0,0,0
36252114,0,0,0,0
36252592,0,0,0,0
36252716,26.39,0,-13.74,2
36252742,0,0,0,0
36253477,0,0,0,0
36253891,0,0,-0.06,0
36254520,26.1,0,21.14,0
36254699,0,0,0,0
36254718,0,0,0,0
36254740,0,60,59.91,0
36254839,0,0,0,0
36254883,0,0,0,0
36254981,0,0,0,0
36255076,0,0,-0.3,0
36255252,0,0,0,0
36255523,0,0,0,0
36255570,0,0,-0.46,0
36255706,0,0,0,0
36255867,0,0,0,0
36255944,4.66,80,76.31,0
36256188,0,0,-0.02,0
36256707,0,0,-0.07,0
36256879,0,0,0,0
36256916,0,0,-2.42,0
36257534,0,0,0,0
36257559,0,0,-0.23,0
36257955,0,0,0,0
36258050,83.69,0,-7.32,1
36258220,0,0,0,0
36258386,0,0,0,0
36258441,7.54,0,-13.92,0
36258720,0,0,0,0
36258745,0,0,0,0
36258766,0,40,40,0
36259153,0,0,-0.02,0
36259367,0,0,0,0
36259533,0,0,-0.18,0
36259695,0,0,0,0
36259699,0,0,-1.04,0
36259708,0,0,0,0
36259762,0,0,0,0
36259981,11.76,0,-12.21,1
36260002,0,0,0,0
36260329,0,200,199.46,0
36260685,0,0,0,0
36260893,0,0,0,0
36260927,0,0,-0.09,0
36261068,0,0,0,0
36261190,0,0,0,0
36261284,0,0,-0.01,0
36261513,0,0,-0.01,0
36261784,0,0,0,0
36261892,0,0,0,0
36262780,0,0,-0.14,0
36263032,16.92,0,4.94,2
36263054,0,0,0,0
36263124,0,0,0,0
36263246,0,0,0,0
36263333,0,0,0,0
36263398,0,0,-0.02,0
36263603,28.47,0,19.07,1
36263715,0,200,196.97,0
36263835,0,0,0,0
36263856,0,0,0,0
36264070,0,0,0,0
36264079,0,0,-0.01,0
36264114,0,0,0,0
36264140,0,0,0,0
36264381,0,0,0,0
36264971,0,0,0,0
36265079,0,0,0,0
36265174,0,0,0,0
36265484,3.45,0,4.53,0
36265555,0,0,0,0
36265875,0,0,0,0
36265993,0,0,0,0
36266058,0,0,0,0
36266079,0,0,0,0
36266245,7.11,0,6.48,0
36266249,0,0,0,0
36266274,0,0,0,0
36266741,0,0,0,2
36266803,0,0,-0.41,0
36266917,0,0,0,0
36266975,0,0,-0.02,0
36267458,0,0,-0.01,0
36267575,0,0,-0.01,0
36268154,24.1,0,22.91,1
36268297,0,0,-0.01,0
36268487,0,0,0,0
36268557,0,0,0,0
36268866,0,0,0,0
36268958,0,0,0,0
36268978,0,60,59.56,0
36268984,0,0,0,0
36269164,0,0,0,0
36269478,0,0,0,0
36269577,0,0,0,0
36269766,4.05,0,4.55,0
36270279,0,0,0,0
36270540,0,0,0,0
36270696,0,0,0,0
36270905,0,0,0,0
36271021,0,0,0,0
36271087,0,0,0,0
36271159,0,0,0,0
36271180,0,0,0,0
36271233,0,0,0,0
36271311,0,0,-0.01,0
36271360,0,0,0,0
36271740,0,0,0,0
36271786,0,0,0,0
36272025,0,0,0,0
36272041,0,0,0,0
36272377,0,0,-0.05,0
36272422,0,0,0,0
36272586,0,0,0,0
36272758,0,0,0,0
36272794,0,0,0,0
36272935,0,0,0,0
36273041,0,0,0,0
36273125,0,0,0,0
36273306,0,0,0,0
36273364,0,0,0,0
36273603,0,0,0,0
36273654,0,0,-0.11,0
36273671,0,0,-0.36,0
36273802,0,0,0,0
36274145,0,290,290,0
36274271,0,0,-0.03,0
36274280,0,0,-0.01,0
36274316,0,0,0,0
36274453,0,0,0,0
36275042,0,0,-1.56,0
36275091,0,0,0,0
36275108,0,0,0,0
36275512,0,0,-0.02,0
36275777,0,0,0,0
36276023,181.05,0,112.69,1
36276060,0,0,0,0
36276160,0,0,-0.01,0
36276201,0,0,0,0
36276386,0,0,-9.95,0
36276573,0,0,0,0
36276593,0,0,0,0
36276600,0,0,-0.03,0
36276791,4.91,0,8.27,0
36276899,0,0,0,0
36277418,28.29,0,11.42,1
36277787,20.54,0,14.52,1
36277890,0,0,0,0
36278037,0,0,0,0
36278153,0,0,0,0
36278346,0,0,0,0
36278382,0,0,0,0
36278451,0,0,0,0
36278505,0,0,0,0
36278533,0,0,0,0
36278595,0,0,0,0
36278706,0,0,-2.77,0
36278749,0,0,0,0
36278810,0,0,-0.47,0
36278865,0,0,-0.01,0
36278970,0,0,0,0
36279057,0,0,0,0
36279163,0,0,0,0
36279229,0,0,0,0
36279243,0,0,0,0
36279319,0,0,0,0
36279344,0,0,0,0
36279389,0,0,-0.33,0
36279469,0,0,0,0
36279503,0,0,0,0
36279550,0,0,0,0
36279799,0,0,0,0
36280132,0,0,-1.89,0
36280311,0,0,0,0
36280431,0,0,0,0
36280673,0,0,0,0
36280761,0,0,0,0
36281132,0,0,0,0
36281517,0,0,0,0
36281604,0,0,-0.18,0
36282316,0,0,0,0
36282325,0,0,0,0
36282480,5.29,0,-0.54,2
36282627,31.46,0,10.61,1
36282932,0,0,0,0
36283216,0,0,-0.34,0
36284020,0,0,-5.29,0
36284312,0,0,0,0
36284506,63.06,20,74.88,1
36284857,0,0,0,0
36285141,0,0,0,0
36285300,0,0,0,0
36285435,0,0,0,0
36285915,0,0,-0.99,0
36286336,0,0,0,0
36286375,0,0,0,0
36286449,5.94,290,296.32,0
36286616,0,0,0,0
36286962,0,0,-0.03,0
36287077,0,0,0,0
36287202,0,0,0,0
36287280,0,0,0,0
36287372,0,0,-0.09,1
36287615,0,0,-0.02,0
36287725,0,0,0,0
36287833,67.95,0,48.36,0
36287931,0,0,0,0
36287943,63,140,-15.18,2
36288100,0,0,0,0
36288326,0,0,0,0
36288836,0,0,-0.75,0
36288911,0,0,0,0
36289166,0,0,0,0
36289201,0,0,0,0
36289653,0,0,0,0
36289978,0,0,-16.6,2
36290106,0,0,0,0
36290269,0,0,0,0
36290555,0,0,0,0
36290873,0,0,0,0
36291112,0,0,0,0
36291260,0,0,0,0
36291469,0,0,-1.17,0
36291832,0,0,-1.27,0
36292236,0,0,0,0
36292239,0,0,-0.02,0
36292304,0,0,-0.01,0
36292318,0,0,0,0
36292352,0,0,-0.09,0
36292467,0,0,-0.22,0
36292864,0,0,0,0
36293039,0,0,0,0
36293041,0,0,0,0
36293075,0,0,0,0
36293338,0,0,0,0
36293369,0,40,36.86,0
36293378,0,0,0,0
36293498,0,0,0,0
36293674,199.69,0,132,1
36293961,0,0,0,0
36293991,0,0,0,0
36294368,0,0,0,0
36294431,0,0,-0.02,0
36294492,0,0,0,0
36294617,8.45,290,282.06,0
36294812,0,0,-0.43,0
36294983,0,0,0.72,0
36295154,0,0,0,0
36295234,0,0,0,0
36295334,0,0,0,0
36295392,0,0,0,0
36295967,0,0,0,0
36296160,0,0,-0.03,0
36296265,0,0,-0.76,0
36296420,0,0,0,0
36296676,3.34,70,72.66,0
36296786,0,0,0,0
36297201,0,0,0,0
36297439,0,0,0,0
36297452,0,0,0,0
36297860,0,0,0,0
36297959,0,0,-0.83,0
36297999,33.82,0,24.24,1
36298229,0,0,0,0
36298510,0,0,0,0
36298550,0,0,0,0
36298624,0,0,0,0
36298917,49.32,0,29.67,0
36299042,0,0,0,0
36299465,0,0,-15.21,1
36299647,0,0,-0.01,0
36299664,0,0,0,0
36299815,0,0,0,0
36299824,12.2,0,9.1,1
36299828,0,0,0,0
36299831,0,0,0,0
36299994,0,0,0,0
36300024,0,0,0,0
36300025,0,0,-0.03,0
36300060,0,0,0,0
36300142,0,0,0,0
36300231,0,0,-0.01,0
36300261,0,0,0,0
36300265,0,0,0,0
36300537,0,0,-0.03,0
36300616,0,0,0,0
36300980,0,0,0,0
36301218,0,0,0,0
36301329,0,0,0,0
36301368,0,0,0,0
36301384,0,0,0,0
36301452,0,0,0,0
36301483,0,0,-54.07,0
36301565,0,0,0,0
36301583,0,0,0,0
36301846,0,0,0,0
36301911,0,0,-0.18,0
36302180,0,0,0,0
36302356,0,0,0,0
36302461,18.35,0,-96.52,0
36302465,0,0,0,0
36302581,0,0,0,0
36302583,0,0,0,0
36302676,0,0,0,0
36302952,0,0,0,0
36302972,0,0,0,0
36303222,0,0,-0.17,0
36304002,0,0,0,0
36304288,0,0,0,0
36304509,0,0,0,0
36304732,0,0,-13.57,0
36304813,0,0,0,0
36305167,0,0,0,0
36305348,0,0,0,0
36305353,0,0,0,0
36305685,0,0,-0.3,0
36305887,0,0,0,0
36305922,108,40,123.45,0
36305997,3.26,0,2.92,0
36306257,0,0,0,0
36306620,0,0,0,0
36306848,0,0,-0.78,0
36306871,0,0,0,0
36307043,0,0,0,0
36307592,0,0,0,0
36307669,0,0,0,0
36307830,0,0,0,0
36307853,0,0,0,0
36308186,0,0,-2.43,2
36308347,0,0,0,0
36308369,0,0,-0.33,0
36308391,0,0,0,0
36308436,0,0,-0.33,0
36308524,0,0,0,0
36308581,0,0,-0.39,0
36308735,0,0,0,0
36308737,0,0,-0.46,1
36308922,0,0,0,0
36309028,0,0,0,0
36309089,0,0,0,0
36309211,0,0,0,0
36309222,399.78,660,893.23,2
36309400,0,0,0,0
36309403,0,0,0,0
36309454,0,0,0,0
36309616,0,0,0,0
36309780,0,0,-5.11,0
36310074,21.36,0,14.17,1
36310079,0,0,-17.63,0
36310080,0,0,0,0
36310108,0,0,-0.26,0
36310194,0,0,0,0
36310338,0,0,0,0
36310807,0,0,0,0
36310930,0,0,0,0
36311103,0,0,0,0
36311245,0,0,0,0
36311397,0,0,0,0
36311412,0,0,-0.01,0
36311518,0,0,-0.03,0
36311891,0,0,0,0
36311900,0,0,0,0
36311993,0,0,0,0
36312092,0,0,-0.01,0
36312617,0,0,0,0
36312744,0,0,-0.06,0
36313179,28.67,180,201.15,0
36313220,0,0,0,0
36313229,0,0,-0.68,0
36313236,0,0,0,0
36313393,0,0,0,0
36313720,0,0,0,0
36313762,3.6,0,3.49,0
36313926,0,0,0,0
36313956,0,0,0,0
36314128,0,0,0,0
36314212,0,0,0,0
36314417,0,0,-0.09,0
36314462,0,0,0,0
36314633,0,0,0,0
36315039,0,0,0,0
36315074,0,0,0,0
36315567,0,0,-0.29,0
36315866,0,0,0,0
36315921,0,0,-0.23,0
36316041,0,0,0,0
36316633,0,0,0,0
36316743,0,0,0,0
36316864,0,0,0,0
36316949,0,0,-3.77,0
36316957,0,0,0,0
36317204,0,0,0,0
36317306,0,0,0,0
36317319,0,0,0,0
36317802,0,0,-0.06,0
36317860,0,0,0,0
36318289,0,0,-0.03,0
36318294,3.56,80,72.53,0
36318338,0,40,39.99,0
36318429,16.83,0,2.27,1
36318451,0,0,0,0
36318739,0,0,0,0
36318824,0,0,0,0
36318831,0,0,-0.24,0
36319564,0,0,-1.26,1
36319770,0,0,0,0
36319778,0,0,0,0
36319838,0,0,0,0
36319845,0,0,0,0
36320391,0,0,0,0
36320564,0,0,0,0
36320763,0,0,0,0
36321194,0,0,0,0
36321315,0,0,0,0
36321476,0,0,0,0
36321779,0,0,0,0
36321804,0,0,-0.03,0
36322028,0,0,0,0
36322088,0,0,-0.11,0
36322184,0,0,0,0
36322191,0,0,1,0
36322267,0,0,0,0
36322368,0,0,0,0
36322373,0,0,0,0
36322420,0,0,-0.51,0
36322482,0,0,0,0
36322536,0,0,0,0
36322594,0,0,0,0
36322717,0,0,0,0
36322816,0,0,0,0
36322830,0,0,0,0
36322920,0,0,0,0
36323036,0,0,0,0
36323115,0,0,-0.09,0
36323304,0,0,0,0
36323314,0,0,0,0
36323399,0,0,0,0
36323426,0,0,-0.12,0
36323547,0,0,0,0
36323673,0,0,0,0
36323780,0,0,-0.3,0
36323826,0,0,0,0
36323898,0,0,0,0
36323954,0,0,0,0
36324005,3.39,0,-75.62,1
36324165,0,0,-5.94,0
36324199,0,0,0,0
36324213,0,0,0,0
36324353,0,0,0,0
36324539,0,0,-0.03,0
36324566,0,0,0,0
36324583,0,0,0,0
36324642,0,0,-0.08,0
36324700,0,0,-0.1,0
36324861,0,0,0,0
36325013,0,0,0,0
36325286,0,0,0,0
36325438,0,0,0,0
36325478,0,0,0,0
36325532,0,0,0,0
36325580,0,0,-0.47,0
36325829,0,0,0,0
36325987,34.17,0,18.03,0
36326074,0,0,-11.01,0
36326243,0,0,0,0
36326286,0,0,0,0
36326462,0,0,0,0
36326511,0,0,-0.31,0
36326689,0,0,0,0
36326693,0,0,0,0
36326849,0,0,0,0
36327482,0,0,0,0
36327514,0,0,-0.15,0
36327658,0,0,0,0
36328301,0,0,-0.09,0
36328309,0,0,0,0
36328629,5.99,0,5.87,0
36328805,0,0,0,0
36328842,0,0,0,0
36328861,0,0,0,0
36329009,15.21,0,8.41,0
36329124,0,0,0,0
36329157,0,0,0,0
36329379,0,0,0,0
36329473,0,0,-0.28,0
36329524,0,0,-0.18,0
36329530,0,0,0,0
36329679,0,0,0,0
36329832,0,0,0,0
36329843,0,0,-0.01,0
36330309,0,0,-12.12,0
36330335,0,0,0,0
36330640,0,0,0,0
36330965,1459.11,600,1290.02,2
36330982,0,0,0,0
36331024,0,0,-0.02,0
36331070,0,0,0,0
36331180,0,0,0,0
36331198,0,0,-15.59,1
36331304,0,0,0,0
36331338,0,0,-1.77,0
36331354,0,0,-2.21,0
36331491,0,0,0,0
36331549,0,0,0,0
36331566,0,0,0,0
36331601,0,0,0,0
36331612,0,0,-0.09,0
36331897,0,0,-0.01,0
36331934,0,0,-2.52,1
36331964,0,0,0,0
36332566,0,0,0,0
36332847,0,0,0,0
36332852,0,0,0,0
36333233,0,0,0,0
36333264,0,0,0,0
36333480,0,0,-0.34,0
36333487,0,0,-0.08,0
36333598,0,0,-0.11,0
36333768,0,0,0,0
36334235,0,0,-0.1,0
36334357,0,0,-0.04,0
36334504,0,0,0,0
36334514,0,0,0,0
36334548,0,0,-0.03,0
36334725,0,0,-0.41,0
36335019,0,0,-0.09,0
36335089,0,0,0,0
36335728,0,0,-0.01,0
36335796,0,0,0,0
36335956,0,0,-0.13,0
36336100,0,0,0,0
36336101,0,0,-63.85,2
36336103,0,0,0,0
36336895,0,0,0,0
36336928,0,0,0,0
36337292,0,0,0,0
36337366,0,0,0,0
36337427,0,0,0,0
36337935,0,0,0,0
36338047,0,0,0.49,0
36338286,0,0,0,0
36338310,0,0,0,0
36338414,0,0,-0.03,0
36338519,0,0,0,0
36338858,0,0,0,0
36338891,0,0,0,0
36338949,0,0,0,0
36339055,0,0,-2.68,0
36339106,0,0,-0.01,0
36339119,0,0,0,0
36339404,0,0,0,0
36339630,0,0,-0.07,0
36339644,0,0,0,0
36339913,0,0,0,0
36340026,0,0,0,0
36340184,0,0,0,0
36340203,0,0,0,0
36340273,0,0,0,0
36340463,0,0,-0.03,0
36340556,0,120,119.87,0
36340604,0,0,0,0
36340717,3.51,0,-0.39,0
36340806,0,0,0,0
36340916,0,0,0,0
36340935,27.34,40,59.88,1
36340963,0,0,0,0
36340983,0,0,0,0
36340998,0,0,-0.02,0
36341190,4.88,0,0.26,0
36341322,0,0,-34.72,1
36341348,0,0,0,0
36341527,0,0,-0.23,0
36341548,0,0,-0.22,0
36341665,0,0,0,0
36341767,0,0,-0.06,0
36341865,0,0,0,0
36341922,62.16,0,16.49,0
36341944,0,0,0,0
36341966,165.83,0,65.41,1
36342007,0,0,0,0
36342108,0,0,0,0
36342217,0,0,-0.04,0
36342222,0,0,0,0
36342331,0,0,0,0
36342445,0,0,0,0
36342654,0,0,0,0
36342665,0,0,0,0
36342693,0,0,0,0
36342695,0,0,0,0
36342708,0,0,0,0
36342790,0,0,0,0
36342975,0,0,0,0
36343093,0,0,0,0
36343111,0,0,0,0
36343181,0,0,0,0
36343213,0,0,-0.38,0
36343298,0,0,-0.01,0
36343446,0,0,-0.06,0
36343502,0,0,-3.03,0
36343810,0,0,0,0
36343943,0,0,0,0
36344001,0,0,0,0
36344029,0,0,0,0
36344086,0,0,0,0
36344201,0,0,0,0
36344242,0,0,0,0
36344379,0,0,-0.01,0
36344386,0,0,-0.02,0
36344584,0,0,0,0
36344717,0,0,0,0
36344771,0,0,-0.1,0
36344803,0,0,0,0
36344936,0,0,0,0
36345228,20.5,0,-15.39,1
36345305,0,0,0,0
36345436,0,0,0,0
36345529,0,0,0,0
36345746,0,0,-0.27,0
36345787,0,0,0,0
36345804,0,0,-45.76,0
36346109,0,0,-0.48,0
36346184,18.24,160,160.46,1
36346328,0,0,0,0
36346486,77.15,0,42.77,1
36346490,0,0,0,0
36346809,0,0,-0.01,0
36347098,0,0,0,0
36347415,0,0,-0.45,0
36347526,30.2,0,24.61,0
36347860,0,0,0,0
36348000,0,0,0,0
36348331,0,0,0,0
36348370,0,0,0,0
36348974,0,0,0,0
36348993,0,0,-0.14,0
36349455,0,0,0,0
36349460,0,0,0,0
36349467,0,0,0,0
36349568,0,0,0.88,0
36349791,9.93,0,8.43,0
36349809,0,0,0,0
36350189,19.28,120,130.36,2
36350274,0,0,0,0
36350280,0,0,0,0
36350688,0,0,-5.77,0
36350737,0,0,0,0
36350806,0,0,0,0
36351098,0,0,0,0
36351260,0,70,70,0
36351276,0,0,0,0
36351404,0,0,0,0
36351464,0,0,0,0
36351505,0,0,0,0
36351554,0,0,0,0
36351571,0,0,0,0
36352084,0,0,0,0
36352255,0,0,0,0
36352277,0,0,0,0
36352446,0,0,-0.23,0
36352462,51.52,290,330.69,2
36352482,0,70,69.14,2
36352639,0,0,0,0
36352651,0,0,-0.97,0
36352861,0,0,0,0
36353334,30.46,0,30.46,0
36353398,0,0,0,0
36353493,21.49,0,18.06,1
36353505,0,0,-0.4,0
36353697,0,0,-0.02,0
36353919,101.38,0,81.91,1
36354114,0,0,-0.03,0
36354167,0,0,0,0
36354190,0,0,0,0
36354200,0,0,0,0
36354282,0,0,0,0
36354534,0,0,0,0
36355307,0,0,0,0
36355498,65.06,0,64.71,1
36355677,12.96,0,10.44,1
36356088,0,0,0,0
36356538,0,0,0,0
36356716,0,0,0,0
36356928,0,0,-0.08,0
36357114,0,0,0,0
36357170,0,0,0,0
36357601,5.85,0,2.58,0
36357803,0,0,0,0
36357815,0,0,0,0
36357959,0,0,-0.27,0
36358522,0,0,0,0
36358713,0,0,-0.22,0
36358749,0,0,-0.05,0
36358942,0,0,-0.14,0
36359278,0,0,0,0
36359503,0,0,-0.06,0
36359600,0,0,0,0
36359656,0,0,0,0
36359862,0,0,-7.53,0
36360034,0,0,0,0
36360050,0,0,0,0
36360140,0,0,0,0
36360405,0,0,0,0
36360412,0,0,0,0
36360421,0,0,0,0
36360425,0,0,0,0
36360452,0,0,0,0
36360523,0,0,0,0
36360585,0,0,0,0
36360751,0,0,0,0
36360978,1.26,0,-24.85,1
36360994,0,0,0,0
36361084,0,0,-1.28,0
36361171,0,0,0,0
36361393,0,0,0,0
36361477,0,0,0,0
36361543,0,0,0,0
36361674,0,0,0,0
36361724,7.65,0,6.01,0
36361756,22.75,0,7.93,0
36361837,2.33,0,-30.89,1
36361898,0,0,-1.98,0
36361920,0,20,20,0
36361973,0,0,0,0
36362096,0,0,-0.05,0
36362878,0,0,-22.98,1
36362907,0,0,0,0
36363054,0,0,0,0
36363162,0,0,0,0
36363348,0,0,-0.43,0
36363431,0,0,0,0
36363473,0,0,0,0
36363482,5.28,20,21.03,0
36363617,0,0,0,0
36363649,0,0,0,0
36363702,0,0,-0.02,0
36363719,0,0,-0.08,0
36363859,0,0,0,0
36363920,0,0,-0.01,0
36363937,0,0,-0.15,0
36363984,0,0,0,0
36364146,0,0,0,0
36364216,0,0,-9.42,0
36364258,0,0,0,0
36364346,0,0,-5.79,0
36364383,0,0,0,0
36364478,0,0,0,0
36364540,0,0,0,0
36364630,0,0,0,0
36364641,0,0,0,0
36364816,0,0,0,0
36364958,0,0,-0.21,0
36365143,0,0,0,0
36365196,0,0,0,0
36365323,0,0,0,0
36365460,0,0,0,0
36365506,0,0,-0.09,0
36365585,0,0,0,0
36365622,0,0,-0.09,0
36365652,0,0,0,0
36365787,0,0,-0.51,0
36366022,0,0,-1.18,0
36366219,0,0,0,0
36366404,12.5,120,127.68,0
36366426,0,0,0,0
36366487,0,0,0,0
36366589,0,0,0,0
36366735,0,0,0,0
36366806,0,0,0,0
36366882,0,0,0,0
36366939,0,0,0,0
36366963,0,0,0,0
36367046,0,0,-4.28,0
36367183,0,0,-0.83,0
36367365,0,0,0,0
36367826,0,0,-0.01,0
36368353,0,0,0,0
36369173,0,0,0,0
36369181,0,0,0,0
36369415,0,0,0,0
36369662,0,0,-0.05,0
36369867,110.58,290,384.53,0
36369897,0,0,0,0
36370272,0,0,0,0
36370556,0,0,0,0
36370658,0,0,0,0
36370698,0,0,0,0
36371010,0,0,0,0
36371082,0,0,-1.21,0
36371403,41.66,0,-22.39,1
36371478,0,0,0,0
36371506,0,0,0,0
36371642,0,0,0,0
36371648,0,0,0,0
36371710,0,0,0,0
36371826,0,0,0,0
36372018,0,0,0,0
36372603,0,0,-0.29,0
36372665,0,0,0,0
36372739,0,0,-0.78,0
36372819,0,0,0,0
36373265,0,0,-0.04,0
36373332,0,0,-0.22,0
36373334,0,0,0,0
36373394,0,0,0,0
36373500,0,0,0.46,0
36373594,0,0,-0.06,0
36373804,0,0,0,0
36374103,0,0,0,0
36374108,0,0,0,0
36374211,0,0,0,0
36374455,0,0,0,0
36374480,0,0,-2.37,0
36374519,0,0,0,0
36374587,0,0,-0.12,0
36374762,0,0,0,0
36374960,0,0,-0.45,0
36375071,0,0,0,0
36375225,0,0,0,0
36375265,0,0,0,0
36375397,0,0,0,0
36375479,0,0,0,0
36375644,0,0,0,0
36375652,40.53,0,27.54,0
36375705,0,0,0,0
36375931,0,0,0,0
36375941,0,0,-0.51,0
36376148,0,0,0,0
36376273,0,0,0,0
36376585,0,0,0,0
36376677,3.75,0,2.56,0
36376700,0,0,0,0
36376962,0,0,0,0
36377036,0,0,0,0
36377405,0,0,0,0
36377546,0,0,0,0
36377557,0,0,0,0
36377570,0,0,-0.64,0
36377679,0,0,0,0
36377724,0,0,-1.11,0
36377851,0,0,0,0
36378083,0,0,0,0
36378088,0,0,0,0
36378168,0,0,0,0
36378288,0,0,0,0
36378479,0,0,0,0
36378496,0,0,-0.53,0
36378682,0,0,0,0
36378881,0,0,0,0
36378900,0,0,0,0
36378976,0,0,0,0
36379009,0,0,-0.46,0
36379217,0,0,0,0
36379240,0,0,0,0
36379483,0,0,0,0
36379485,0,0,0,0
36379517,0,0,0,0
36379580,19.46,0,13.89,0
36379598,0,0,0,0
36379621,0,0,0,0
36379633,0,0,-0.43,0
36379683,0,0,-0.25,0
36379722,0,0,0,0
36379759,0,0,0,0
36379767,0,0,0,0
36380010,0,0,0,0
36380035,0,0,0,0
36380107,0,0,0,0
36380108,0,0,-5.87,0
36380310,0,0,0,0
36380493,0,0,0,0
36380537,614.94,140,613.49,2
36380542,0,0,-0.07,0
36380630,4.75,0,-3.08,0
36380797,0,0,0,0
36380847,0,0,0,0
36380918,0,0,0,0
36380937,0,0,0,0
36381024,0,0,0,0
36381033,0,0,0,0
36381243,0,0,0,0
36381377,0,0,0,0
36381539,0,0,0,0
36381561,0,0,0,0
36381581,0,0,0,0
36381725,0,0,-0.01,0
36382061,0,0,0,0
36382293,0,0,0,0
36382474,0,0,0,0
36382509,0,0,0,0
36382563,0,0,0,0
36382774,0,0,0,0
36383026,0,0,-0.09,0
36383197,0,0,0,0
36383236,0,0,0,0
36383363,0,0,-0.18,0
36383380,0,0,-0.76,1
36383642,0,0,-0.04,0
36383697,0,0,-0.03,0
36383804,0,0,0,0
36383945,0,0,0,0
36383993,3.79,0,1.67,0
36384019,0,0,0,0
36384934,0,0,0,0
36384945,0,0,-0.01,0
36384951,0,0,0,0
36385284,0,0,0,0
36385288,0,0,0,0
36385665,0,0,0,0
36385942,0,0,0,0
36386374,0,0,0,0
36386539,0,0,-0.03,0
36386580,4.46,0,-3.33,0
36386837,0,0,0,0
36386895,0,0,0,0
36387250,0,0,0,0
36387610,0,0,0,0
36387720,0,0,0,0
36388004,0,0,0,0
36388130,0,0,0,0
36388493,0,0,-0.4,0
36388578,0,0,0,0
36388679,0,0,0,0
36388855,0,0,0,0
36389045,0,0,-0.51,0
36389060,0,0,0,0
36389424,0,0,0,0
36389655,0,0,-1.23,0
36389792,0,0,-0.6,0
36389842,0,0,-0.03,0
36390182,0,0,0,0
36390217,0,0,0,0
36390383,0,0,0,0
36390393,0,0,0,0
36390488,0,0,0,0
36390665,0,0,0,0
36390738,0,0,-2.56,0
36390824,0,0,-0.02,0
36390884,0,0,0,0
36391014,0,0,-0.52,0
36391079,0,0,-0.13,0
36391124,10.08,0,9.91,0
36391189,0,0,0,0
36391190,465.55,340,676.9,2
36391386,0,0,0,0
36391630,0,0,0,0
36391643,0,70,70,0
36391746,0,0,-0.05,0
36391872,0,0,0,0
36392358,0,0,0,0
36392501,0,0,0,0
36392667,0,0,0,0
36392888,0,0,0,0
36392903,0,0,-0.18,0
36393020,0,0,-0.05,0
36393026,0,0,0,0
36393087,0,0,-1.09,0
36393362,0,0,-0.09,0
36393662,0,0,0,0
36394075,0,0,0,0
36394203,0,0,-19.56,0
36394274,0,0,0,0
36394302,0,0,0,0
36394328,0,0,0,0
36394374,0,0,0,0
36394437,0,0,0,0
36394466,0,0,0,0
36394694,0,0,0,0
36394852,4.2,0,-3.81,0
36394956,0,0,0,0
36395399,0,0,0,0
36395442,0,0,0,0
36395475,0,0,0,0
36395785,6.11,290,291.66,0
36396038,0,0,0,0
36396209,0,0,0,0
36396227,0,0,0,0
36396235,0,0,0,0
36396273,0,0,0,0
36396284,0,0,0,0
36396456,65.49,0,11.24,1
36396492,0,0,-5.34,0
36396592,0,0,0,0
36396645,0,0,0,0
36396959,0,0,-0.45,0
36397208,0,0,-0.16,0
36397543,0,0,0,0
36397647,0,0,0,0
36397707,4.2,0,4.2,0
36397887,0,0,0,0
36397935,0,0,0,0
36398166,0,0,0,0
36398527,0,0,-0.01,0
36398687,0,0,-0.08,0
36398814,0,0,0,0
36399452,0,0,0,0
36399479,0,0,0,0
36399609,0,0,0,0
36399768,40.07,140,148.41,1
36399794,0,0,0,0
36399842,0,0,0,0
36400151,0,0,0,0
36400548,0,0,-17.02,0
36401029,0,0,-0.1,0
36401049,0,0,0,0
36401177,0,0,0,0
36401555,0,0,0,0
36401668,0,0,0,0
36402191,0,0,0,0
36402260,0,0,0,0
36402262,0,0,0,0
36402367,0,0,0,0
36402395,0,0,0,0
36402594,0,0,0,0
36402956,4.17,0,3.93,0
36403073,0,0,-19.18,0
36403635,0,0,-0.04,0
36403657,0,0,0,0
36403739,0,0,0,0
36403846,0,0,0,0
36403856,0,0,-0.04,0
36403979,0,0,0,0
36404272,0,0,0,0
36404298,0,0,0,0
36404481,0,0,0,0
36404535,0,0,0,0
36404893,0,0,0,0
36404914,0,0,-1.44,0
36405012,0,0,0,0
36405388,0,0,0,0
36405429,80.17,0,29.79,1
36405504,0,0,0,0
36405693,0,0,0,0
36405941,0,0,0,0
36405968,49.26,0,33.34,1
36406096,0,0,-1.17,0
36406706,0,0,0,0
36407021,0,0,0,0
36407603,0,0,-0.05,0
36407608,0,0,-5.99,0
36407908,0,0,-0.05,0
36407934,0,0,0,0
36407939,0,0,-0.04,0
36408064,0,0,0,0
36408155,0,40,39.96,0
36408223,0,0,0,0
36408257,0,0,-0.03,0
36408341,0,0,0,0
36408400,0,0,0,0
36408630,0,0,0,0
36408703,0,0,-0.03,0
36409048,0,0,0,0
36409319,0,0,0,0
