seller_id,fees_paid,membership_paid,profit_estimate,value_em
35647128,0,0,0,0
35647174,0,0,-0.07,0
35647200,0,0,0,0
35647321,0,0,0,0
35647469,0,0,0,0
35647542,0,0,0,0
35647624,0,0,-29.82,0
35647765,0,0,0,0
35647846,0,0,-0.01,0
35647855,0,0,0,0
35647860,0,0,0,0
35647892,0,120,119.45,0
35647943,0,0,0,0
35647966,0,0,0,0
35647987,0,0,0,0
35648097,0,0,0,0
35648111,0,0,0,0
35648159,0,0,0,0
35648178,0,0,0,0
35648227,0,0,0,0
35648294,0,0,0,0
35648323,0,0,0,0
35648340,0,0,-0.23,0
35648352,0,0,0,0
35648396,0,0,0,0
35648440,0,0,0,0
35648469,0,0,0,0
35648557,0,0,0,0
35648576,0,0,0,0
35648603,0,290,290,0
35648632,0,0,0,0
35648744,0,0,0,0
35648799,0,0,0,0
35649004,0,0,0,0
35649176,0,0,0,0
35649536,0,0,0,0
35649549,0,0,0,0
35649624,20,0,15.08,1
35650088,0,0,-0.18,0
35650119,0,0,0,0
35650221,0,0,0,0
35650395,62.72,160,178.78,0
35650417,0,0,0,0
35650501,0,0,-2.14,0
35650613,0,0,0,0
35650615,0,0,0,0
35650640,0,0,0,0
35650966,0,80,79.05,0
35650989,0,0,-0.17,0
35651001,0,0,-6.28,0
35651049,0,0,0,0
35651160,0,0,0,0
35651242,3.18,0,2.57,0
35651298,0,0,0,0
35651411,0,0,0,0
35651450,0,0,-0.01,0
35651463,0,300,224.79,0
35651631,0,0,0,0
35651644,0,0,-3.3,0
35651650,0,0,0,0
35651691,0,0,0,0
35651740,0,0,0,0
35651766,0,0,-0.49,0
35651961,0,0,-1.5,0
35651974,0,0,0,0
35652002,0,0,0,0
35652017,0,0,0,0
35652041,0,0,-0.62,0
35652176,0,0,0,0
35652780,0,0,0,0
35652800,0,0,0,0
35652806,0,0,0,0
35652831,0,0,-0.04,0
35652849,0,0,0,0
35653068,0,0,0,0
35653089,0,0,0,0
35653107,0,0,-1.96,0
35653111,0,0,-0.03,0
35653228,0,0,-0.18,0
35653300,0,0,0.89,0
35653323,0,0,-0.12,0
35653347,0,0,0,0
35653429,0,0,0,0
35653470,3.87,0,0.38,0
35653477,0,0,0,0
35653557,0,0,-0.58,0
35653573,0,0,-0.93,0
35653582,0,0,0,0
35653782,5.75,0,5.19,0
35654051,0,0,0,0
35654101,0,0,0,0
35654125,0,0,0.01,0
35654175,0,0,0,0
35654330,0,0,0,0
35654503,0,0,0,0
35654531,0,0,0,0
35654657,0,0,0,0
35654724,0,0,0,0
35654765,0,0,-3.14,0
35655007,0,0,0,0
35655100,0,0,-0.4,0
35655109,0,0,0,0
35655113,0,0,0,0
35655126,0,0,0,0
35655378,0,0,0,0
35655615,0,0,-0.08,0
35655628,7.1,0,6.02,1
35655737,0,0,0,0
35655798,0,0,0,0
35655841,0,0,0,0
35655845,0,0,0,0
35655933,0,0,0,0
35656007,0,0,-0.1,0
35656413,0,0,-0.02,0
35656415,0,0,-0.39,0
35656628,0,0,0,0
35656672,0,0,-0.01,0
35656745,0,0,-0.55,1
35656958,0,0,0,0
35656961,0,0,0,0
35657248,33.24,0,50.33,0
35657410,0,0,0,0
35657412,0,0,0,0
35657475,0,0,0.58,0
35657569,0,0,0,0
35657682,0,0,-16.67,1
35658003,0,0,0,0
35658067,18.87,0,18.87,1
35658072,0,0,0,0
35658186,0,0,0,0
35658243,0,0,0,0
35658417,0,0,0,0
35658462,0,0,0,0
35658531,0,20,20,0
35658566,0,0,0,0
35658687,1.17,0,-0.49,0
35658698,0,0,-0.11,0
35658863,0,0,0,0
35658993,3.16,0,2.25,0
35659059,0,0,0,0
35659190,0,0,0,0
35659281,0,0,-0.29,0
35659472,0,0,0,0
35659617,0,0,0,0
35659835,34.56,70,-13.65,2
35659893,0,0,0,0
35660064,0,0,0,0
35660543,17.45,0,11.31,0
35660545,0,0,-0.07,0
35660767,0,0,-0.31,0
35660907,0,0,0,0
35660934,0,0,-0.14,0
35661462,0,0,0,0
35661505,0,0,-5.12,0
35661541,0,0,0,0
35661783,0,0,0,0
35661799,0,0,0,0
35661960,0,0,-1.37,1
35662080,0,0,0,1
35662316,0,0,0,0
35662439,0,0,0,0
35662526,0,0,-0.12,0
35662544,0,0,0,0
35662617,3.51,0,2.59,0
35662662,0,0,0,0
35662849,0,0,-0.01,0
35663127,0,0,0,0
35663200,0,0,0,0
35663231,0,0,1.43,0
35663334,0,0,0,0
35663437,0,660,659.82,0
35663682,0,0,0,0
35663809,0,0,0,0
35663973,0,0,0,0
35663982,0,0,-0.2,0
35664008,0,0,0,0
35664022,0,0,0,0
35664197,0,0,-0.19,0
35664374,0,0,0,0
35664464,0,0,0,0
35664558,0,0,0,0
35664619,0,0,-0.02,0
35664780,0,0,0,0
35664825,0,0,0,0
35664893,0,0,-0.56,0
35665116,0,0,-0.02,0
35665137,0,0,-0.86,0
35665138,0,0,-0.02,0
35665196,0,0,0,0
35665324,0,0,0,0
35665345,0,0,0,0
35665407,0,0,0,0
35665419,67.52,0,66.62,0
35665624,0,0,0,0
35665746,0,0,0,0
35665991,0,0,0,0
35666151,0,0,-0.16,0
35666252,0,0,0,0
35666267,0,0,-3.01,0
35666367,0,0,0,0
35666551,0,0,-2.45,0
35666863,0,0,0,0
35666866,0,0,0,0
35666950,0,0,0,0
35667013,0,0,-16.87,1
35667041,0,0,0,0
35667110,0,0,0,0
35667402,0,0,-0.03,0
35667562,0,0,0,0
35667611,90.14,0,24.73,2
35667766,0,0,-0.34,0
35668100,0,0,0,0
35668284,0,0,0,0
35668312,0,0,0,0
35668517,0,0,0.21,0
35668564,0,0,0,0
35668712,0,0,-2.79,0
35668724,0,0,0,0
35668831,0,0,0,0
35668878,0,0,0,0
35669006,14.84,0,6.02,0
35669007,0,0,0,0
35669145,0,0,0,0
35669172,0,0,-0.41,0
35669189,0,0,0,0
35669261,0,0,0,0
35669353,0,0,0,0
35669388,0,0,0,0
35669399,0,0,-0.42,0
35669425,0,0,0,0
35669590,3.19,0,1.56,0
35669614,0,0,0,0
35669691,0,0,0,0
35669832,0,0,0,0
35669933,0,0,-1.8,0
35670085,0,0,-0.01,0
35670144,0,0,0,0
35670293,0,0,-0.01,0
35670438,0,0,-0.39,0
35670473,4.89,0,-3.43,0
35670505,0,0,0,0
35670578,0,0,0,0
35670801,0,0,0,0
35671113,0,0,0,0
35671212,0,0,-0.03,0
35671229,0,0,0,0
35671253,0,0,0.51,0
35671425,0,0,0,0
35671427,0,0,0,0
35671583,0,0,0,0
35671670,0,0,0,0
35671747,0,0,0,0
35671880,0,0,0,0
35671885,0,0,-0.32,0
35672131,0,0,-0.29,0
35672146,0,0,-0.03,0
35672187,0,0,0,0
35672463,0,0,-0.13,0
35672557,0,0,0,0
35672659,0,0,0,0
35672661,0,0,0,0
35672926,0,0,0,0
35672960,0,0,0,0
35673311,0,0,-0.03,0
35673323,77.07,0,52.41,2
35673445,0,0,0,0
35673550,38.31,0,29.09,1
35673613,0,0,0,0
35673687,84.99,80,164.38,1
35673773,0,0,0,0
35673967,4.13,0,4.13,0
35674053,0,0,-1.69,0
35674085,0,0,0,0
35674715,0,0,0,0
35674784,0,0,0,0
35674840,0,0,-2.31,0
35675113,0,0,-3.48,0
35675140,0,0,0,0
35675167,3.79,0,3.02,0
35675300,0,0,0,0
35675754,0,0,0,0
35675868,0,0,0,0
35676012,96.26,0,66.07,2
35676189,8.73,0,8.16,1
35676303,0,0,0,0
35676590,45.45,0,-0.54,1
35676686,0,0,0,0
35677044,4.23,0,1.28,0
35677076,0,0,0,0
35677139,0,0,-0.07,0
35677413,0,0,0,0
35677443,0,0,0,0
35677465,0,0,-0.08,0
35677520,0,0,0,0
35677532,0,0,0,0
35677576,0,0,0,0
35677586,8.84,0,11.29,0
35677653,0,0,-0.09,0
35677669,0,0,0,0
35678067,0,0,0,0
35678218,0,0,-0.07,0
35678397,0,0,0,0
35678402,0,0,-3.74,0
35678659,0,0,0,0
35678667,0,0,0,0
35678874,0,0,0,0
35679002,0,0,0,0
35679114,0,0,-0.11,0
35679249,0,0,0,0
35679289,0,0,0,0
35679476,26.82,0,8.72,2
35679928,6,0,4.91,0
35680190,0,0,-0.7,0
35680430,0,0,-0.04,0
35680466,0,0,0,0
35680576,0,0,0,0
35680600,0,0,-3,0
35680631,0,0,0,0
35680816,0,0,0,0
35681043,0,0,0,0
35681111,0,0,-0.02,0
35681206,0,0,0,0
35681492,0,80,80,0
35681523,13.19,0,1.77,1
35681890,0,0,0,0
35682004,0,0,0,0
35682153,0,0,0,0
35682302,0,0,0,0
35682309,0,0,0,0
35682316,0,0,0,0
35682390,0,0,-0.43,0
35682478,0,0,0,0
35682487,0,0,0,0
35682560,0,0,0,0
35682611,0,0,0,0
35682675,0,0,0,0
35682688,0,0,0,0
35682914,0,0,0,0
35682917,0,0,-0.4,0
35683036,0,0,0,0
35683043,0,0,2.27,0
35683206,0,0,-0.19,0
35683215,0,0,0,0
35683292,0,0,0,0
35683316,0,0,0,0
35683392,0,0,0,0
35683574,0,0,-0.01,0
35683659,0,0,0,0
35683934,0,0,-8.92,0
35684145,0,0,-0.06,0
35684169,0,0,0,0
35684215,0,0,0,0
35684449,0,0,0,0
35684595,0,0,0,0
35684686,0,0,0,0
35684919,0,0,0,0
35684986,0,0,0,0
35685079,0,0,0,0
35685244,0,0,0,0
35685360,70.89,0,68.29,1
35685549,0,0,0,0
35685576,0,0,0,0
35685602,0,0,0,0
35685639,0,0,0,0
35685713,0,0,0,0
35686111,0,0,0,0
35686206,0,0,0,0
35686272,0,0,0,0
35686434,0,0,0,0
35686445,0,0,-0.02,0
35686509,0,0,0,0
35686621,0,0,0,0
35686755,0,0,0,0
35686828,0,140,139.79,2
35686868,320.97,0,35.73,2
35687062,71.55,0,2.51,1
35687112,0,0,0,0
35687465,0,0,-0.06,0
35687469,0,0,0,0
35687510,0,0,-0.02,0
35688208,0,0,0,0
35688324,18.49,0,16.64,0
35688500,0,0,0,0
35688588,0,0,-0.45,0
35688593,0,0,-0.02,0
35688660,0,0,0,0
35688958,0,0,0,0
35689059,3.15,0,2.67,0
35689078,0,0,-0.21,0
35689190,0,0,0,0
35689203,0,0,0,0
35689259,0,0,0,0
35689302,0,0,0,0
35689318,9.48,80,78.8,0
35690170,0,0,0,0
35690266,0,0,-0.56,0
35690604,0,0,-0.01,0
35690769,0,0,0,0
35691012,0,0,0,0
35691045,0,0,0,0
35691079,0,0,0,0
35691209,0,0,0,0
35691261,0,0,0,0
35691366,0,0,0,0
35691437,0,0,0,0
35691609,0,0,0,0
35691942,0,0,0,0
35692002,0,0,0,0
35692098,0,0,0,0
35692173,0,0,0,0
35692357,0,0,0,0
35692582,0,0,0,0
35692959,0,0,0,0
35692960,0,0,-1.85,0
35693027,0,0,0,0
35693097,0,0,0,0
35693241,0,0,-0.55,0
35693280,51.87,40,0.42,1
35693352,88.11,0,37.75,1
35693396,3.95,0,6.57,1
35693448,18.7,0,1.94,0
35693462,0,0,0,0
35693649,0,0,0,0
35693658,0,0,0,0
35693701,15.5,0,8.97,0
35693992,0,0,-0.01,0
35694024,0,0,0,0
35694053,0,0,0,0
35694092,0,0,0,0
35694098,0,0,-0.09,0
35694148,0,0,0,0
35694409,0,0,0,0
35694554,0,0,-0.02,0
35694659,0,0,-0.18,0
35694744,0,0,0,0
35694843,0,0,0,0
35694890,0,0,0,0
35694923,0,0,0,0
35695155,0,0,0,0
35695171,0,0,0,0
35695176,0,0,-0.15,0
35695228,10.91,0,10.91,2
35695314,0,0,0,0
35695380,26.17,93.9,92.72,1
35695701,0,0,-0.05,0
35695890,0,0,0,0
35695972,0,0,-0.01,0
35695995,0,0,0,0
35696020,0,0,-14.48,0
35696028,0,0,-0.2,0
35696243,0,0,-0.12,0
35696283,4.33,0,11.23,0
35696355,0,0,0,0
35696364,0,0,0,0
35696382,24.43,0,7.94,0
35696435,0,0,0,0
35696689,0,0,-2.85,1
35696738,0,0,0,0
35697313,0,0,-0.01,0
35697352,0,0,0,0
35697403,0,0,0,0
35697550,0,0,-0.03,0
35697608,0,0,0,0
35697663,0,0,0,0
35697826,46.46,0,18.85,2
35698019,0,0,0,0
35698091,0,0,0,0
35698327,0,0,0,0
35698464,0,0,0,0
35698639,0,0,0,0
35698869,0,0,0,0
35698925,0,0,0,0
35698995,0,0,0,0
35699077,0,0,0,0
35699145,0,0,0,0
35699193,0,0,-1.85,0
35699223,0,0,0,0
35699255,0,0,0,0
35699562,0,0,-0.06,0
35699566,18.77,0,9.45,0
35699916,8.55,0,6.46,0
35700189,0,0,0,0
35700425,0,0,0,0
35700980,0,0,0,0
35701137,0,0,0,0
35701361,4.46,0,0.7,0
35701423,0,0,0,0
35701492,0,0,0,0
35701636,0,0,0,0
35701681,0,80,79.8,0
35702046,0,0,-0.81,2
35702078,0,0,0,0
35702489,0,0,0,0
35702565,0,0,0,0
35702571,0,0,0,0
35702649,0,0,0,0
35702683,0,0,0,0
35702750,0,0,0,0
35702920,0,0,0,0
35703160,142.2,40,102.01,1
35703204,0,0,0,0
35703243,0,0,0,0
35703370,0,0,0,0
35703546,0,0,0,0
35703824,0,0,-0.55,0
35703891,0,0,-0.26,0
35703950,517.84,0,328.99,2
35704023,0,0,0,0
35704041,0,0,-1.01,0
35704257,0,0,0,0
35704319,0,0,0,0
35704342,0,0,-0.26,0
35704564,0,0,0,0
35704591,0,0,0,0
35704611,5.12,0,3.4,0
35704650,0,0,0,0
35704707,0,0,-1.08,0
35704740,0,0,0,0
35704747,0,0,0,0
35704750,0,0,0,0
35705035,0,0,-0.05,0
35705212,0,0,0,0
35705348,0,0,0,0
35705349,0,0,0,0
35705681,0,0,0,0
35705741,0,0,0,0
35705911,0,0,-0.02,0
35705978,0,0,-0.18,0
35705986,0,0,0,0
35706316,0,0,0,0
35706434,0,0,0,0
35706579,0,0,0,0
35706600,0,0,0,0
35706716,0,0,-0.02,0
35706856,0,0,0,0
35707462,0,0,-0.08,0
35707954,0,0,0,0
35707981,0,0,0,0
35708021,0,0,-0.01,0
35708032,0,0,0,0
35708307,0,0,-0.02,0
35708331,0,0,-0.9,0
35708345,0,0,-7.14,0
35708499,0,0,0,0
35708565,0,0,0,0
35708585,18.88,0,17.72,1
35708789,0,0,0,0
35708852,0,0,0,0
35708898,0,0,-0.07,0
35708900,0,0,-0.44,0
35709067,71.71,0,59.64,1
35709269,0,0,0,0
35709290,0,0,0,0
35709340,0,0,-0.82,0
35709381,0,0,0,0
35709521,0,0,0,0
35709758,0,0,-7.32,0
35709772,0,0,0,0
35709801,0,0,0,0
35709886,0,0,0,0
35709902,0,0,0,0
35709917,0,0,0,0
35709918,0,0,0,0
35710075,0,0,0,0
35710154,0,0,-0.18,0
35710210,0,0,0,0
35710228,0,0,-0.52,0
35710257,0,0,-0.02,0
35710281,1,290,260.2,0
35710311,0,0,0,0
35710645,0,0,-61.72,1
35710778,0,0,-0.18,0
35710975,0,0,0,0
35711001,0,0,-0.23,0
35711016,0,0,-2.62,0
35711110,0,0,0,0
35711131,0,0,0,0
35711227,0,0,0,0
35711230,0,0,-0.8,0
35711279,0,0,0,0
35711414,0,0,-0.02,0
35711634,11.72,80,86.45,0
35711650,0,0,-0.01,0
35711691,0,0,-1.52,0
35711827,0,0,-0.03,0
35711866,0,0,0,0
35711955,0,0,-0.07,0
35712046,213.52,0,99.32,1
35712141,155.69,0,40.58,1
35712202,0,0,0,0
35712347,0,0,0,0
35712379,14.3,0,11.8,0
35712403,0,0,0,0
35712591,0,0,0,0
35713326,0,0,0,0
35713352,0,0,-3.25,0
35713549,0,0,0,0
35713673,0,0,-0.14,0
35713677,0,0,0,0
35713749,0,0,0,0
35713781,0,0,0,0
35713872,0,0,0,0
35714019,0,0,0,0
35714063,0,0,-0.41,0
35714273,22.99,290,228.03,0
35714359,0,0,-4.57,0
35714415,0,0,-0.01,0
35714449,757.81,290,765.6,2
35714562,0,0,0,0
35714576,312.79,70,278.6,2
35714826,0,0,0,0
35714896,0,0,0,0
35714993,0,0,-1.35,0
35715193,0,0,0,0
35715223,0,0,0,0
35715294,0,0,-0.33,0
35715393,0,0,0,0
35715418,0,0,0,0
35715458,1493.21,400,1539.92,2
35715472,0,0,-0.05,0
35715570,0,0,0,0
35715891,0,80,79.9,0
35715980,0,0,0,0
35716059,0,0,0,0
35716195,0,0,0,0
35716328,0,0,-0.01,0
35716451,0,0,0,0
35716572,0,0,0,0
35716626,0,0,0,0
35716728,0,0,0,0
35716948,0,0,0,0
35717212,0,0,0,0
35717214,0,0,0,0
35717261,0,0,0,0
35717457,0,0,0,0
35717965,7.15,0,11.51,1
35718043,0,0,0,0
35718069,16.15,0,-15.72,0
35718232,0,0,0,1
35718308,0,0,0,0
35718325,0,0,0,0
35718878,0,0,0,0
35718946,67.99,0,46.9,0
35719035,0,0,0,0
35719102,0,0,-0.31,0
35719472,0,0,-0.04,0
35719864,0,0,-0.6,0
35719904,0,0,0,0
35720019,0,0,-2.23,1
35720215,0,0,-0.95,0
35720514,0,0,0,0
35720520,13.27,0,-20.42,1
35720547,0,0,0,0
35720554,0,0,-0.03,0
35720710,0.39,40,22.05,0
35720941,0,0,-0.01,0
35721025,0,0,-0.03,0
35721136,0,0,-0.01,0
35721207,0,0,0,0
35721362,0,0,-0.05,0
35721441,0,0,0,0
35721932,0,0,0,0
35721966,3.78,0,-3.41,0
35722296,0,0,0,0
35722372,0,0,0,0
35722403,147.71,800,799.9,1
35722438,0,0,0,0
35722544,0,0,-0.01,0
35722608,0,0,0,0
35722646,280.83,1000,527.98,2
35722738,0,0,0,0
35722833,0,0,0,0
35723015,0,0,0,0
35723020,0,0,-0.04,0
35723134,0,0,0,0
35723161,0,0,0,0
35723165,0,0,0,0
35723208,0,0,-0.27,0
35723269,0,0,0,0
35723290,0,0,0,0
35723291,23.02,0,-11.19,1
35723292,0,0,0,0
35723409,0,0,0,0
35723434,19.25,0,19.25,1
35723501,0,0,0,0
35723526,0,0,0,0
35723532,0,0,0,0
35723709,35.1,0,11.19,1
35723858,0,0,0,0
35723984,0,0,-0.27,0
35724077,0,0,0,0
35724251,0,0,0,0
35724274,0,0,0,0
35724334,6.23,0,6.2,0
35724435,8.91,0,8.33,0
35724442,0,0,0,0
35724515,0,0,0,0
35724778,0,0,0,0
35724960,0,0,0,0
35724968,0,0,0,0
35725024,0,0,0,0
35725185,0,0,0,0
35725313,0,0,0,0
35725439,0,0,0,0
35725529,0,0,0,0
35725820,0,0,0,0
35725841,43.2,0,26.41,0
35725986,0,0,0,0
35726385,0,0,0.19,0
35726444,0,0,1.17,0
35726591,0,0,-0.02,0
35726689,0,0,0,0
35727038,0,0,-0.55,0
35727123,0,0,-0.63,0
35727189,0,0,0,0
35727366,0,0,-127.37,2
35727493,0,0,-0.8,0
35727673,0,0,0,0
35727950,0,0,0,0
35729265,0,20,19.14,0
35729480,0,0,0,0
35729553,0,0,0,0
35729767,0,0,0,0
35729949,0,0,0,0
35730086,0,0,-4.94,0
35730294,0,0,0,0
35730398,0,0,-0.22,0
35730579,0,0,0,0
35730747,0,40,39.75,0
35730921,0,0,-0.01,0
35731042,0,0,0,0
35731147,0,0,0,0
35731170,3.23,0,0,0
35731280,0,0,0,0
35731353,0,0,0,0
35731541,11.94,0,10.93,2
35731557,0,0,0,0
35731630,0,0,0,0
35731694,4.12,140,143.84,0
35731828,0,0,0,0
35731971,0,0,0,0
35732093,0,0,0,0
35732140,0,0,-0.26,0
35732510,0,0,0,0
35732551,0,0,0,0
35732825,0,0,-0.12,0
35732892,0,0,-0.01,0
35732917,0,0,-0.01,0
35733390,0,0,0,0
35733417,13.93,0,23.47,1
35733488,0,0,0,0
35733700,0,0,0,0
35734071,0,0,0,0
35734119,0,0,0,0
35734161,0,0,-3.97,0
35734170,0,0,-3.47,0
35734338,0,0,0,0
35734356,11.35,0,7.35,0
35734999,0,0,0,0
35735447,0,0,-0.01,0
35735470,0,0,0,0
35735598,0,0,-0.49,0
35735785,0,0,0,0
35736052,0,0,0,0
35736054,0,0,0,0
35736095,0,0,0,0
35736127,0,0,-0.06,0
35736381,0,0,0,0
35736726,0,0,0,0
35737114,0,0,-0.12,0
35737133,0,0,0,0
35737293,0,0,0,0
35737455,0,0,0,0
35737622,0,0,0,0
35737934,0,0,0,0
35738042,0,0,-0.03,0
35738862,0,0,0,0
35738869,0,0,0,0
35739082,0,0,-11.06,0
35739104,0,0,-0.12,0
35739132,0,0,-0.01,0
35739137,0,0,0,0
35739509,0,0,-0.04,0
35739674,0,0,0,0
35739969,0,0,0,0
35740002,0,0,0,0
35740846,3.85,120,123.66,0
35741492,0,0,0,0
35741514,0,0,0,0
35741650,0,0,0,0
35741666,0,0,0,0
35741730,0,0,0,0
35741735,0,0,0,0
35741825,0,0,0,0
35741977,0,0,0,0
35742213,0,0,0,0
35742363,0,0,0,0
35742406,0,0,0,0
35742733,0,0,0,0
35742866,0,0,0,0
35742923,0,0,0,0
35742959,0,0,0,0
35743254,0,0,0,0
35743261,0,0,0,0
35743490,0,0,0,0
35743536,0,0,0,0
35743752,0,0,0,0
35743764,0,0,0,0
35744079,0,0,0,0
35744151,0,0,-3.04,0
35744198,11.54,0,11.16,1
35744468,0,0,0,0
35744957,0,0,-0.02,0
35745268,0,0,0,0
35745327,0,0,0,0
35745377,0,0,0,0
35745387,0,0,0,0
35745602,0,0,0,0
35745857,0,0,0,0
35745860,119.42,80,162.28,1
35745864,0,0,0,0
35745898,0,0,0,0
35746151,0,0,0,0
35746385,0,0,0,0
35746561,5.27,0,0.29,0
35746576,0,0,-2.57,0
35746685,0,70,69.96,0
35747357,0,0,-0.36,0
35747391,0,0,0,0
35747698,0,0,0,0
35748385,21.45,0,20.04,0
35748547,0,0,0,0
35748964,0,0,0,0
35749244,0,0,0,0
35749324,0,0,0,0
35749787,0,0,0,0
35749986,0,0,0,0
35750215,0,0,-0.62,0
35750581,0,0,0,0
35750636,0,0,-0.09,0
35750749,0,0,0,0
35750896,0,0,0,0
35751002,0,70,69.77,0
35751011,0,0,0,0
35751435,0,0,0,0
35751542,0,0,0,0
35751596,0,0,0,0
35751623,0,0,0,0
35751874,0,0,0,0
35751931,0,0,0,0
35752558,0,0,0,0
35752827,0,0,0,0
35752852,0,0,0,0
35752861,0,0,0,0
35753179,0,0,-3.42,0
35753288,0,0,-0.01,0
35753328,0,0,0,0
35753410,0,0,0,0
35753662,0,0,0,0
35753697,0,0,0,0
35753762,0,0,0,0
35754033,0,0,-0.18,0
35754059,0,0,0,0
35754156,0,0,0,0
35754274,0,0,0,0
35754492,0,0,-1.7,1
35754529,0,0,0,0
35754645,0,0,0,0
35754675,0,0,-0.39,0
35754709,0,0,-0.44,0
35754725,0,0,0,0
35754776,0,0,0,0
35754967,0,0,-0.23,0
35754998,0,0,0,0
35755168,0,0,0,0
35755218,0,0,-0.04,0
35755294,0,0,0,0
35755443,0,0,0,0
35755504,0,0,0,0
35755544,0,0,0,0
35755545,9.8,40,49.63,0
35755596,0,0,-0.03,0
35755698,0,0,0,0
35755761,0,0,0,0
35755771,0,0,0,0
35755773,0,0,-0.97,0
35755783,0,0,0,0
35755911,0,0,0,0
35755981,0,0,0,0
35755984,0,0,-0.01,0
35756046,0,0,0,0
35756341,0,0,0,0
35756367,0,0,0,0
35756442,0,40,34.05,0
35756530,0,0,0,0
35756651,0,0,0,0
35756837,0,0,0,0
35757114,0,0,3.42,0
35757301,0,0,0,0
35757481,0,0,-0.57,0
35757492,0,0,0,0
35757572,0,0,0,0
35757872,0,0,0,0
35758145,0,0,0,0
35758499,0,0,-0.46,0
35758556,0,0,0,0
35758743,0,0,0,0
35758860,0,0,0,0
35758892,0,0,-0.07,0
35758896,0,0,0,0
35758992,0,0,-0.02,0
35759022,0,0,-0.01,0
35759161,0,0,0,0
35759438,37.43,0,20.27,1
35759595,0,0,0,0
35759736,0,0,0,0
35760101,0,0,-0.02,0
35760703,0,0,-0.05,0
35761116,0,0,0,0
35761366,0,0,0,0
35761512,0,0,0,0
35761869,10.16,0,-21.04,2
35761880,0,0,0,0
35761897,0,0,-0.92,0
35761972,4.81,0,3.35,0
35761985,0,0,0,0
35762042,0,0,0,0
35762135,0,0,-0.02,0
35762190,0,0,0,0
35762233,0,0,0,0
35762291,0,0,-0.08,0
35762295,0,0,0,0
35762424,0,0,0,0
35762460,0,0,0,0
35762566,0,0,0,0
35762576,0,0,0,0
35762629,9.13,0,4.21,0
35762711,0,0,0,0
35762901,0,0,-0.1,0
35762961,0,0,0,0
35763369,0,0,-0.09,0
35763399,0,0,0,0
35763408,0,0,0,0
35763431,0,0,0,0
35763464,0,0,0,0
35763640,0,0,0,0
35763883,0,0,0,0
35763908,0,0,-0.03,0
35763927,0,0,-0.27,0
35763934,0,0,0,0
35763954,0,0,0,0
35764192,0,0,0,0
35764218,0,0,-0.18,0
35764219,0,0,0,0
35764483,0,0,0,0
35764710,8.47,140,119.87,2
35764839,0,0,0,0
35764851,0,0,-0.59,0
35765111,0,0,-0.01,0
35765254,0,0,0,0
35765435,0,0,0,0
35765477,0,0,0,0
35765965,0,0,0,0
35765968,0,0,-0.18,0
35765994,0,0,0,0
35766008,0,0,0,0
35766041,0,40,39.31,0
35766086,0,0,0,0
35766183,0,0,0,0
35766227,0,0,0,0
35766333,0,0,0,0
35766347,0,0,0,0
35766350,0,0,0,0
35766462,0,0,0,0
35766472,0,0,0,0
35766477,0,0,-0.28,0
35766507,0,0,-1.58,0
35766544,32.2,0,24.5,1
35766704,0,0,0,0
35766859,15.99,0,24.57,2
35766952,0,0,-0.03,0
35767034,0,0,0,0
35767152,0,0,0,0
35767296,0,0,0,0
35767647,0,0,0,0
35767654,0,0,-0.02,0
35767657,0,0,0,0
35767672,1.31,0,-14.66,0
35767727,0,0,0,0
35767784,0,0,0,0
35767836,0,0,0,0
35767906,0,0,-18.15,0
35768000,0,0,0,0
35768032,0,0,0,0
35768215,0,0,0,0
35768236,0,0,0,0
35768326,48.26,0,43.33,0
35768377,0,0,0,0
35768433,0,0,0,0
35768479,0,0,0,0
35768488,0,0,-0.78,0
35768535,0,0,0,0
35768578,0,0,0,0
35768782,0,0,0,0
35768816,0,0,0,0
35768819,0,0,-2.12,0
35768926,0,0,0,0
35768962,0,0,-5.8,0
35769015,12.15,0,10.11,0
35769073,0,0,-0.07,0
35769224,98.18,200,270.45,2
35769449,0,0,0,0
35769518,0,0,0,0
35769534,0,0,0,0
35769617,0,0,0,0
35769697,0,0,0,0
35769826,0,0,0,0
35769847,0,0,0,0
35770147,0,40,29.63,1
35770249,0,0,-0.56,0
35770340,0,0,0,0
35770454,0,0,0,0
35770542,0,0,-1.52,0
35770720,0,0,0,0
35770743,0,0,-0.04,0
35770759,0,0,0,0
35770779,0,0,0,0
35770966,0,0,0,0
35771264,0,0,0,0
35771278,0,0,0,0
35771332,0,0,0,0
35771490,0,0,-73.41,0
35771577,0,0,0,0
35771644,0,0,0,0
35771711,0,0,0,0
35771716,0,0,-0.01,0
35771732,0,0,0,0
35771860,0,0,0,0
35771991,0,0,0,0
35772157,0,0,-0.1,0
35772214,0,0,0,0
35772263,0,0,0,0
35772479,0,0,0,0
35772651,0,0,-0.01,0
35772775,0,0,-0.29,0
35772927,35.18,40,50.1,1
35772989,0,0,0,0
35773062,0,0,-0.02,0
35773100,0,0,0,0
35773273,0,0,-4.13,0
35773321,0,0,0,0
35773433,0,0,0,0
35773493,0,0,0,0
35773567,0,0,0,0
35773815,27.55,0,0.25,1
35773860,0,0,0,0
35773978,0,0,0,0
35774092,0,0,0,0
35774298,0,0,0,0
35774487,0,0,0,0
35774586,129.03,60,145.12,1
35774621,0,0,0,0
35774725,0,0,-0.01,0
35774966,0,0,0,0
35775122,0,0,0,0
