id,sold_on,purchased_at
60770423,4/8/19 10:45,4/8/19 16:02
60768509,4/8/19 10:47,
60770879,4/8/19 10:53,4/9/19 19:47
60771041,4/8/19 10:53,4/11/19 2:22
60771079,4/8/19 10:59,
60626756,4/8/19 11:03,
60723600,4/8/19 11:03,
60770808,4/8/19 11:05,
60771131,4/8/19 11:10,
60771301,4/8/19 11:17,
60771413,4/8/19 11:23,4/10/19 4:08
60771437,4/8/19 11:25,4/10/19 4:55
60771298,4/8/19 11:29,
60771268,4/8/19 11:32,4/8/19 12:06
60771525,4/8/19 11:32,
60771544,4/8/19 11:36,
60771506,4/8/19 11:41,4/20/19 11:20
60771594,4/8/19 11:42,
60771594,4/8/19 11:42,
60771594,4/8/19 11:42,
60771639,4/8/19 11:42,
60771754,4/8/19 11:55,4/8/19 13:04
60771691,4/8/19 11:57,4/9/19 13:47
60771664,4/8/19 11:57,
60771663,4/8/19 11:58,
60771673,4/8/19 12:00,4/9/19 18:54
60771835,4/8/19 12:01,4/8/19 12:17
60771937,4/8/19 12:15,4/8/19 14:47
60772104,4/8/19 12:30,
60772153,4/8/19 12:30,4/9/19 7:54
60772185,4/8/19 12:32,4/9/19 18:09
60772342,4/8/19 12:45,4/8/19 13:13
60655627,4/8/19 12:50,
60772431,4/8/19 12:51,4/9/19 19:16
60772435,4/8/19 12:59,4/9/19 19:22
60772439,4/8/19 13:01,4/9/19 12:16
60772218,4/8/19 13:03,4/9/19 19:46
60772583,4/8/19 13:07,4/8/19 13:21
60772670,4/8/19 13:13,4/10/19 17:33
60772723,4/8/19 13:18,
60772637,4/8/19 13:20,4/8/19 14:35
60772727,4/8/19 13:22,
60759918,4/8/19 13:23,
60772826,4/8/19 13:26,4/9/19 3:50
60772862,4/8/19 13:29,4/9/19 12:18
60772877,4/8/19 13:30,
60772874,4/8/19 13:33,4/8/19 13:48
60772965,4/8/19 13:40,4/10/19 13:13
60764962,4/8/19 13:41,
60773000,4/8/19 13:41,4/15/19 16:02
60773211,4/8/19 14:02,4/9/19 13:50
60773219,4/8/19 14:02,4/8/19 17:56
60773240,4/8/19 14:09,
60773341,4/8/19 14:11,4/8/19 15:39
60773411,4/8/19 14:20,4/9/19 9:40
60773479,4/8/19 14:24,4/8/19 15:55
60773287,4/8/19 14:24,4/9/19 3:39
60773414,4/8/19 14:28,
60773463,4/8/19 14:32,4/10/19 10:56
60773553,4/8/19 14:39,4/11/19 10:53
60773711,4/8/19 14:47,4/16/19 8:46
60773786,4/8/19 14:52,
60773796,4/8/19 14:56,
60773872,4/8/19 15:03,4/9/19 5:34
60773883,4/8/19 15:05,4/8/19 15:22
60773755,4/8/19 15:08,4/9/19 1:13
60773928,4/8/19 15:11,
60769241,4/8/19 15:15,
60774052,4/8/19 15:21,4/9/19 13:36
60774080,4/8/19 15:22,4/9/19 11:08
60774107,4/8/19 15:24,4/22/19 21:05
60773841,4/8/19 15:26,
60774117,4/8/19 15:26,4/9/19 11:51
60774145,4/8/19 15:26,4/9/19 3:35
60774120,4/8/19 15:27,4/10/19 4:37
60762227,4/8/19 15:31,4/12/19 15:47
60774200,4/8/19 15:31,4/9/19 9:51
60774053,4/8/19 15:35,
60755910,4/8/19 15:37,4/9/19 13:12
60774379,4/8/19 15:47,4/9/19 15:16
60774380,4/8/19 15:54,4/14/19 12:22
60774218,4/8/19 15:55,4/10/19 11:32
60774553,4/8/19 16:03,4/9/19 16:47
60774634,4/8/19 16:08,
60774581,4/8/19 16:10,
60774581,4/8/19 16:10,
60774581,4/8/19 16:10,
60774667,4/8/19 16:16,4/15/19 16:08
60749980,4/8/19 16:18,
60774805,4/8/19 16:25,
60774833,4/8/19 16:25,4/8/19 17:35
60774733,4/8/19 16:28,4/9/19 9:31
60774896,4/8/19 16:35,
60774894,4/8/19 16:36,4/11/19 11:53
60774897,4/8/19 16:37,
60774962,4/8/19 16:44,
60775083,4/8/19 16:51,4/9/19 11:20
60775090,4/8/19 16:51,4/10/19 12:40
60775122,4/8/19 16:53,4/9/19 9:15
60775067,4/8/19 16:56,
60775179,4/8/19 17:05,4/9/19 6:52
60775194,4/8/19 17:08,4/9/19 8:50
60775273,4/8/19 17:09,4/9/19 4:11
60775266,4/8/19 17:11,4/9/19 9:21
60414698,4/8/19 17:12,
60775166,4/8/19 17:16,4/9/19 11:09
60775484,4/8/19 17:34,4/8/19 17:53
60775562,4/8/19 17:37,4/10/19 10:45
60775669,4/8/19 17:41,
60775762,4/8/19 17:49,4/10/19 4:58
60775799,4/8/19 18:00,
60775841,4/8/19 18:04,4/9/19 12:10
60751201,4/8/19 18:05,4/11/19 9:24
60775992,4/8/19 18:10,4/8/19 18:53
60775948,4/8/19 18:12,4/10/19 9:47
60776004,4/8/19 18:15,4/9/19 16:14
60749056,4/8/19 18:20,
60776199,4/8/19 18:27,
60776216,4/8/19 18:27,
60776252,4/8/19 18:32,4/11/19 6:16
60776316,4/8/19 18:37,
60776386,4/8/19 18:44,
60776286,4/8/19 18:49,4/10/19 16:18
60776472,4/8/19 18:54,
60776521,4/8/19 18:56,4/15/19 7:05
60776592,4/8/19 19:06,4/16/19 11:12
60776737,4/8/19 19:12,4/10/19 6:00
60776788,4/8/19 19:16,4/9/19 7:59
60776780,4/8/19 19:20,4/9/19 7:54
60776799,4/8/19 19:22,4/10/19 9:41
60776881,4/8/19 19:23,
60776917,4/8/19 19:25,
60774746,4/8/19 19:31,4/9/19 4:00
60776876,4/8/19 19:33,4/9/19 15:18
60777029,4/8/19 19:37,4/12/19 5:39
60777054,4/8/19 19:38,4/11/19 6:32
60777055,4/8/19 19:38,4/11/19 18:01
60777028,4/8/19 19:38,4/10/19 4:58
60776985,4/8/19 19:39,
60776985,4/8/19 19:39,
60776985,4/8/19 19:39,
60776985,4/8/19 19:39,
60777073,4/8/19 19:39,4/20/19 18:27
60776889,4/8/19 19:40,
60776405,4/8/19 19:43,4/12/19 10:47
60777117,4/8/19 19:43,4/15/19 16:09
60777117,4/8/19 19:43,
60777117,4/8/19 19:43,
60777117,4/8/19 19:43,
60776874,4/8/19 19:43,
60777133,4/8/19 19:47,4/15/19 12:28
60777131,4/8/19 19:48,4/9/19 9:07
60777160,4/8/19 19:48,
60777005,4/8/19 19:50,4/9/19 6:50
60777198,4/8/19 19:56,
60776994,4/8/19 19:59,
60777270,4/8/19 20:03,4/9/19 15:11
60777353,4/8/19 20:05,4/8/19 23:41
60777358,4/8/19 20:20,
60777582,4/8/19 20:26,4/12/19 17:08
60777440,4/8/19 20:27,
60777574,4/8/19 20:28,
60755281,4/8/19 20:34,4/9/19 11:32
60777807,4/8/19 20:46,4/9/19 15:47
60777846,4/8/19 20:55,4/17/19 5:51
60778047,4/8/19 21:07,4/9/19 13:34
60778182,4/8/19 21:25,4/10/19 5:01
60734815,4/8/19 21:26,
60778151,4/8/19 21:26,4/9/19 4:24
60778223,4/8/19 21:28,4/9/19 6:27
60778221,4/8/19 21:30,
60778235,4/8/19 21:32,4/10/19 18:36
60778284,4/8/19 21:32,
60736427,4/8/19 21:34,
60778278,4/8/19 21:35,
60778278,4/8/19 21:35,
60778278,4/8/19 21:35,
60778278,4/8/19 21:35,
60778278,4/8/19 21:35,
60778275,4/8/19 21:38,
60778243,4/8/19 21:42,
60778369,4/8/19 21:45,4/9/19 11:27
60778488,4/8/19 21:55,4/9/19 7:29
60778491,4/8/19 21:56,4/9/19 10:39
60778489,4/8/19 21:57,
60778489,4/8/19 21:57,
60778489,4/8/19 21:57,
60778479,4/8/19 22:00,4/9/19 8:07
60778504,4/8/19 22:01,4/16/19 8:35
60778587,4/8/19 22:15,4/10/19 12:45
60778538,4/8/19 22:17,
60778726,4/8/19 22:24,4/9/19 11:29
60778511,4/8/19 22:30,
60778568,4/8/19 22:33,4/9/19 7:56
60778615,4/8/19 22:33,4/9/19 7:08
60778935,4/8/19 22:57,
60776845,4/8/19 23:02,
60779270,4/8/19 23:43,4/9/19 11:55
60779066,4/8/19 23:44,4/9/19 7:35
60779372,4/9/19 0:01,4/9/19 10:58
60779376,4/9/19 0:04,
60779617,4/9/19 0:17,4/9/19 19:32
60779342,4/9/19 0:18,4/9/19 14:07
60779673,4/9/19 0:37,4/9/19 11:36
60780342,4/9/19 3:01,4/9/19 21:48
60780455,4/9/19 3:10,4/12/19 7:33
60780496,4/9/19 3:18,4/9/19 9:00
60780516,4/9/19 3:22,
60780550,4/9/19 3:28,
60780600,4/9/19 3:38,4/11/19 10:04
60780730,4/9/19 4:01,
60780736,4/9/19 4:05,
60780776,4/9/19 4:15,4/10/19 2:28
60780607,4/9/19 4:19,4/9/19 9:32
60780919,4/9/19 4:43,
60780974,4/9/19 4:54,4/9/19 6:21
60780993,4/9/19 5:03,4/11/19 10:35
60768112,4/9/19 5:30,4/9/19 23:03
60781350,4/9/19 5:35,4/9/19 11:03
60781441,4/9/19 5:36,
60781529,4/9/19 5:46,
60781899,4/9/19 6:01,4/9/19 11:32
60781894,4/9/19 6:03,4/10/19 14:04
60781969,4/9/19 6:10,4/9/19 6:51
60781988,4/9/19 6:14,4/9/19 10:32
60782068,4/9/19 6:14,4/9/19 11:34
60782014,4/9/19 6:23,4/20/19 18:23
60782171,4/9/19 6:43,
60782315,4/9/19 6:46,
60782312,4/9/19 6:47,4/9/19 7:18
60782326,4/9/19 6:48,4/9/19 9:24
60782253,4/9/19 6:48,4/10/19 3:42
60782277,4/9/19 6:49,4/13/19 8:33
60782265,4/9/19 6:49,4/10/19 11:25
60782282,4/9/19 7:00,4/9/19 11:53
60782497,4/9/19 7:05,
60782497,4/9/19 7:05,
60782497,4/9/19 7:05,
60782474,4/9/19 7:07,4/10/19 14:58
60782354,4/9/19 7:16,
60782626,4/9/19 7:21,4/9/19 13:57
60782705,4/9/19 7:30,
60782604,4/9/19 7:31,4/9/19 14:35
60782764,4/9/19 7:39,
60782841,4/9/19 7:45,4/9/19 11:52
60782830,4/9/19 7:48,4/9/19 11:51
60782934,4/9/19 7:54,
60782289,4/9/19 7:56,4/10/19 6:08
60783106,4/9/19 8:18,4/9/19 11:11
60783167,4/9/19 8:20,4/9/19 9:09
60783281,4/9/19 8:28,4/10/19 11:24
60783334,4/9/19 8:36,
60783363,4/9/19 8:39,4/9/19 14:35
60783357,4/9/19 8:41,
60783412,4/9/19 8:41,
60783345,4/9/19 8:43,4/9/19 9:03
60783254,4/9/19 8:45,4/9/19 19:26
60783405,4/9/19 8:46,4/11/19 5:07
60783453,4/9/19 8:50,4/10/19 6:27
60783500,4/9/19 8:52,
60783525,4/9/19 8:53,4/11/19 10:57
60783609,4/9/19 9:01,4/11/19 2:36
60783638,4/9/19 9:06,4/9/19 14:43
60783536,4/9/19 9:08,4/10/19 10:34
60783688,4/9/19 9:12,4/10/19 14:34
60783721,4/9/19 9:12,4/9/19 13:51
60783752,4/9/19 9:15,
60766916,4/9/19 9:20,4/10/19 4:13
60783762,4/9/19 9:23,
60783844,4/9/19 9:25,4/9/19 20:37
60783897,4/9/19 9:31,4/11/19 2:38
60783888,4/9/19 9:34,
60783929,4/9/19 9:37,4/10/19 7:38
60784084,4/9/19 9:47,4/9/19 12:33
60784064,4/9/19 9:48,4/13/19 5:10
60784047,4/9/19 9:53,4/9/19 14:03
60783986,4/9/19 9:53,4/9/19 13:56
60784123,4/9/19 10:00,4/18/19 15:31
60784246,4/9/19 10:03,4/9/19 11:49
60784256,4/9/19 10:05,4/10/19 6:37
60784231,4/9/19 10:09,4/10/19 4:53
60784280,4/9/19 10:13,
60784329,4/9/19 10:16,4/10/19 8:14
60784409,4/9/19 10:20,4/10/19 13:27
60784398,4/9/19 10:21,4/11/19 9:11
60784396,4/9/19 10:21,4/9/19 17:34
60784431,4/9/19 10:25,4/9/19 16:26
60784498,4/9/19 10:31,4/9/19 15:02
60784478,4/9/19 10:31,
60784568,4/9/19 10:38,
60773039,4/9/19 10:47,4/9/19 11:36
60784735,4/9/19 10:53,4/9/19 12:43
60784731,4/9/19 11:00,4/10/19 4:51
60784984,4/9/19 11:12,4/12/19 7:34
60776902,4/9/19 11:13,
60785014,4/9/19 11:14,4/9/19 14:07
60785094,4/9/19 11:26,4/23/19 9:16
60785094,4/9/19 11:26,
60785094,4/9/19 11:26,
60785094,4/9/19 11:26,
60785143,4/9/19 11:27,4/10/19 9:01
60785176,4/9/19 11:31,4/9/19 14:26
60785145,4/9/19 11:37,
60785328,4/9/19 11:44,4/12/19 10:54
60785383,4/9/19 11:46,4/9/19 17:42
60785416,4/9/19 11:50,4/11/19 10:34
60785364,4/9/19 11:50,
60785364,4/9/19 11:50,
60785364,4/9/19 11:50,
60785364,4/9/19 11:50,
60785461,4/9/19 11:55,
60785495,4/9/19 11:57,
60785519,4/9/19 11:59,4/10/19 6:00
60785487,4/9/19 12:00,4/10/19 10:59
60776103,4/9/19 12:00,4/12/19 5:26
60785543,4/9/19 12:01,4/15/19 12:35
60785415,4/9/19 12:01,
60785394,4/9/19 12:03,
60785601,4/9/19 12:10,4/10/19 9:59
60785453,4/9/19 12:14,
60785700,4/9/19 12:16,
60785694,4/9/19 12:21,
60783750,4/9/19 12:23,4/9/19 15:19
60785564,4/9/19 12:24,
60650750,4/9/19 12:25,4/9/19 21:48
60785886,4/9/19 12:35,
60785907,4/9/19 12:48,4/9/19 13:04
60786143,4/9/19 12:49,4/10/19 3:01
60786122,4/9/19 12:51,4/10/19 4:12
60785843,4/9/19 12:51,4/9/19 14:42
60785686,4/9/19 12:52,4/10/19 1:31
60786399,4/9/19 13:13,
60786406,4/9/19 13:16,
60786506,4/9/19 13:21,
60786466,4/9/19 13:21,4/9/19 18:39
60786555,4/9/19 13:28,
60786639,4/9/19 13:32,4/10/19 22:00
60786599,4/9/19 13:41,4/12/19 7:35
60786651,4/9/19 13:41,4/11/19 18:41
60786730,4/9/19 13:47,
60786847,4/9/19 13:57,4/9/19 17:33
60786901,4/9/19 14:06,4/25/19 17:41
60785937,4/9/19 14:17,4/9/19 15:28
60787128,4/9/19 14:17,
60786706,4/9/19 14:20,
60787090,4/9/19 14:21,
60787124,4/9/19 14:22,4/10/19 11:01
60785916,4/9/19 14:25,4/10/19 7:44
60787188,4/9/19 14:31,
60787252,4/9/19 14:37,4/9/19 15:20
60787245,4/9/19 14:37,
60787309,4/9/19 14:39,4/9/19 16:29
60787376,4/9/19 14:44,4/10/19 10:26
60645463,4/9/19 14:45,4/11/19 10:52
60787359,4/9/19 14:50,4/10/19 8:05
60787392,4/9/19 14:52,4/10/19 1:33
60787402,4/9/19 14:55,
60787479,4/9/19 14:57,
60787490,4/9/19 14:58,4/10/19 10:27
60787207,4/9/19 15:06,4/10/19 9:49
60787570,4/9/19 15:07,4/10/19 10:29
60787282,4/9/19 15:09,
60787662,4/9/19 15:15,4/9/19 20:59
60787660,4/9/19 15:22,4/9/19 19:24
60787791,4/9/19 15:24,4/10/19 6:42
60787747,4/9/19 15:30,
60787797,4/9/19 15:32,
60787633,4/9/19 15:33,4/10/19 4:39
60787774,4/9/19 15:39,4/10/19 12:02
60787859,4/9/19 15:39,4/11/19 18:03
60787790,4/9/19 15:39,
60787876,4/9/19 15:40,4/11/19 16:35
60716632,4/9/19 15:41,4/9/19 18:34
60787864,4/9/19 15:41,4/10/19 8:44
60787955,4/9/19 15:45,
60787987,4/9/19 15:46,4/10/19 8:06
60775988,4/9/19 15:50,4/18/19 14:36
60788057,4/9/19 15:55,4/10/19 12:47
60788026,4/9/19 15:57,4/10/19 12:16
60788246,4/9/19 16:07,4/10/19 4:09
60788237,4/9/19 16:09,4/10/19 9:15
60788318,4/9/19 16:16,4/10/19 4:09
60788512,4/9/19 16:29,4/10/19 13:50
60788512,4/9/19 16:29,
60788512,4/9/19 16:29,
60788512,4/9/19 16:29,
60788519,4/9/19 16:29,4/10/19 11:35
60762386,4/9/19 16:32,4/11/19 14:54
60788521,4/9/19 16:36,
60788082,4/9/19 16:50,4/10/19 9:26
60788783,4/9/19 16:53,4/9/19 18:54
60788787,4/9/19 16:54,4/12/19 9:35
60788881,4/9/19 17:00,4/10/19 6:55
60788854,4/9/19 17:02,4/11/19 2:36
60788895,4/9/19 17:06,4/11/19 9:28
60789130,4/9/19 17:21,4/10/19 10:07
60789172,4/9/19 17:28,4/10/19 14:05
60789253,4/9/19 17:34,
60789276,4/9/19 17:39,4/16/19 7:51
60789276,4/9/19 17:39,
60789276,4/9/19 17:39,
60789276,4/9/19 17:39,
60789276,4/9/19 17:39,
60789341,4/9/19 17:41,4/29/19 11:14
60789380,4/9/19 17:43,4/10/19 5:59
60789389,4/9/19 17:44,
60789119,4/9/19 17:44,4/10/19 10:21
60789450,4/9/19 17:50,
60789066,4/9/19 17:55,4/11/19 10:44
60789552,4/9/19 18:01,4/11/19 5:04
60789567,4/9/19 18:02,
60789736,4/9/19 18:18,4/20/19 18:23
60789736,4/9/19 18:18,
60789736,4/9/19 18:18,
60789736,4/9/19 18:18,
60789744,4/9/19 18:23,4/9/19 21:47
60789953,4/9/19 18:37,4/10/19 5:02
60756078,4/9/19 18:42,4/13/19 8:33
60790047,4/9/19 18:45,4/9/19 19:39
60787727,4/9/19 18:48,
60790142,4/9/19 18:53,4/9/19 19:12
60755111,4/9/19 18:54,4/10/19 8:03
60789971,4/9/19 18:55,4/11/19 2:39
60790224,4/9/19 18:59,
60790178,4/9/19 19:00,4/11/19 10:36
60790253,4/9/19 19:04,4/12/19 10:48
60790312,4/9/19 19:07,4/11/19 10:12
60790408,4/9/19 19:15,4/10/19 6:01
60790429,4/9/19 19:16,
60790529,4/9/19 19:22,
60790528,4/9/19 19:24,4/10/19 4:11
60790570,4/9/19 19:26,
60790579,4/9/19 19:27,4/10/19 15:45
60762302,4/9/19 19:34,
60790799,4/9/19 19:35,4/12/19 10:52
60790783,4/9/19 19:36,
60790820,4/9/19 19:38,
60790820,4/9/19 19:38,
60790820,4/9/19 19:38,
60790820,4/9/19 19:38,
60790820,4/9/19 19:38,
60790854,4/9/19 19:40,
60791023,4/9/19 19:51,
60791065,4/9/19 19:55,4/11/19 17:49
60790766,4/9/19 19:56,4/11/19 18:04
60791096,4/9/19 19:58,4/12/19 15:49
60791090,4/9/19 19:59,
60791146,4/9/19 20:06,4/10/19 10:14
60791158,4/9/19 20:08,4/10/19 13:58
60778084,4/9/19 20:08,
60791224,4/9/19 20:10,4/9/19 20:25
60791274,4/9/19 20:14,4/10/19 8:07
60791243,4/9/19 20:15,4/10/19 12:38
60790927,4/9/19 20:20,4/11/19 10:51
60791603,4/9/19 20:45,4/15/19 12:49
60791787,4/9/19 20:46,4/10/19 11:21
60791988,4/9/19 20:54,4/13/19 6:19
60792083,4/9/19 21:02,
60792320,4/9/19 21:35,
60791238,4/9/19 21:35,
60791238,4/9/19 21:35,
60791238,4/9/19 21:35,
60791238,4/9/19 21:35,
60792396,4/9/19 21:44,4/10/19 20:44
60792501,4/9/19 21:52,4/11/19 17:59
60792471,4/9/19 21:56,4/10/19 5:44
60792467,4/9/19 21:58,4/10/19 6:00
60792613,4/9/19 22:03,4/10/19 6:30
60778666,4/9/19 22:12,4/10/19 5:26
60792617,4/9/19 22:15,
60792813,4/9/19 22:29,4/10/19 5:58
60792801,4/9/19 22:37,4/10/19 15:44
60792946,4/9/19 22:45,
60765503,4/9/19 22:58,
60793278,4/9/19 23:38,4/11/19 7:31
60793276,4/9/19 23:44,4/10/19 6:24
60793389,4/10/19 0:00,4/10/19 8:33
60793836,4/10/19 1:19,
60785050,4/10/19 1:38,4/11/19 6:33
60766357,4/10/19 1:44,4/10/19 8:08
60793981,4/10/19 1:51,4/11/19 6:03
60794377,4/10/19 3:10,
60794396,4/10/19 3:11,4/15/19 20:14
60794466,4/10/19 3:24,4/16/19 8:21
60794456,4/10/19 3:30,
60795355,4/10/19 4:34,
60795498,4/10/19 4:53,4/10/19 18:01
60795559,4/10/19 5:29,4/10/19 6:26
60795863,4/10/19 5:49,4/10/19 7:44
60795463,4/10/19 5:49,
60795961,4/10/19 5:58,4/11/19 12:27
60772423,4/10/19 5:59,4/16/19 9:04
60795935,4/10/19 6:00,4/10/19 11:23
60796081,4/10/19 6:19,4/11/19 8:25
60783526,4/10/19 6:34,4/11/19 21:43
60796220,4/10/19 6:41,4/10/19 13:33
60796206,4/10/19 6:42,4/10/19 9:24
60796239,4/10/19 6:43,4/10/19 18:19
60796188,4/10/19 6:46,4/10/19 8:28
60796248,4/10/19 6:50,4/10/19 6:54
60796287,4/10/19 6:54,
60796287,4/10/19 6:54,
60796287,4/10/19 6:54,
60796287,4/10/19 6:54,
60796407,4/10/19 7:03,4/11/19 7:34
60796392,4/10/19 7:07,4/10/19 7:21
60796448,4/10/19 7:07,4/11/19 14:37
60796404,4/10/19 7:07,
60784586,4/10/19 7:18,4/11/19 19:42
60796570,4/10/19 7:18,4/11/19 4:51
60796590,4/10/19 7:29,
60796667,4/10/19 7:34,
60796145,4/10/19 7:55,
60796884,4/10/19 7:56,4/10/19 7:57
60786968,4/10/19 7:57,4/10/19 21:24
60796881,4/10/19 8:01,4/10/19 13:09
60796954,4/10/19 8:06,4/11/19 7:56
60797117,4/10/19 8:18,4/12/19 21:08
60797169,4/10/19 8:23,4/12/19 11:43
60797180,4/10/19 8:24,4/10/19 12:32
60797103,4/10/19 8:24,
60797210,4/10/19 8:28,4/11/19 6:45
60797024,4/10/19 8:29,4/10/19 10:33
60797308,4/10/19 8:40,
60796027,4/10/19 8:41,4/10/19 10:29
60797369,4/10/19 8:42,
60797339,4/10/19 8:45,4/11/19 2:40
60797456,4/10/19 8:59,4/15/19 16:51
60797543,4/10/19 9:06,4/10/19 10:32
60797547,4/10/19 9:11,4/11/19 10:48
60797594,4/10/19 9:11,4/11/19 9:02
60796356,4/10/19 9:12,
60797563,4/10/19 9:13,
60797681,4/10/19 9:16,4/11/19 2:41
60797682,4/10/19 9:18,4/10/19 12:47
60797859,4/10/19 9:27,4/15/19 10:28
60797859,4/10/19 9:27,
60797859,4/10/19 9:27,
60797859,4/10/19 9:27,
60797859,4/10/19 9:27,
60797819,4/10/19 9:28,4/10/19 13:15
60797834,4/10/19 9:32,4/11/19 10:53
60797922,4/10/19 9:33,
60724564,4/10/19 9:36,
60797872,4/10/19 9:47,4/12/19 22:37
60798137,4/10/19 9:50,4/11/19 6:36
60797537,4/10/19 9:55,4/11/19 2:30
60798371,4/10/19 10:01,
60798565,4/10/19 10:15,
60798803,4/10/19 10:26,
60798732,4/10/19 10:27,
60798620,4/10/19 10:28,4/10/19 11:16
60797885,4/10/19 10:29,
60798898,4/10/19 10:32,4/10/19 11:37
60798915,4/10/19 10:34,4/10/19 11:39
60798790,4/10/19 10:35,4/10/19 21:36
60798854,4/10/19 10:38,
60798891,4/10/19 10:41,4/17/19 12:01
60799027,4/10/19 10:46,4/11/19 2:37
60799023,4/10/19 10:50,4/10/19 18:40
60799098,4/10/19 10:54,4/19/19 8:59
60799098,4/10/19 10:54,
60799098,4/10/19 10:54,
60799098,4/10/19 10:54,
60798465,4/10/19 10:57,4/14/19 11:10
60799127,4/10/19 10:57,4/11/19 18:05
60799145,4/10/19 10:59,
60799157,4/10/19 11:00,
60799228,4/10/19 11:02,4/10/19 15:44
60799224,4/10/19 11:04,
60799417,4/10/19 11:21,4/12/19 12:51
60799436,4/10/19 11:23,4/10/19 18:16
60799355,4/10/19 11:28,
60799602,4/10/19 11:43,
60799467,4/10/19 11:44,4/12/19 7:03
60799483,4/10/19 11:44,4/12/19 7:17
60799641,4/10/19 11:45,4/14/19 11:07
60799685,4/10/19 11:51,4/10/19 18:42
60799723,4/10/19 11:51,4/11/19 2:42
60799322,4/10/19 11:52,4/11/19 11:02
60799719,4/10/19 11:52,4/11/19 9:58
60799656,4/10/19 11:54,4/12/19 7:41
60799408,4/10/19 11:54,
60799877,4/10/19 12:08,
60799887,4/10/19 12:21,
60799904,4/10/19 12:21,4/10/19 16:37
60800030,4/10/19 12:24,
60799833,4/10/19 12:32,4/12/19 10:53
60800258,4/10/19 12:56,
60800349,4/10/19 12:58,4/10/19 19:58
60800383,4/10/19 12:58,4/11/19 10:20
60800413,4/10/19 13:02,4/11/19 10:59
60800439,4/10/19 13:07,4/12/19 13:29
60800456,4/10/19 13:08,4/10/19 13:15
60800478,4/10/19 13:10,
60800503,4/10/19 13:13,
60800485,4/10/19 13:14,4/11/19 14:23
60800492,4/10/19 13:16,
60800533,4/10/19 13:19,4/15/19 6:39
60800611,4/10/19 13:24,4/11/19 8:22
60800646,4/10/19 13:26,4/11/19 7:40
60799422,4/10/19 13:30,4/11/19 7:09
60800662,4/10/19 13:33,
60800622,4/10/19 13:44,4/15/19 3:24
60800880,4/10/19 13:51,4/11/19 2:49
60800926,4/10/19 13:56,
60800819,4/10/19 13:58,4/12/19 11:31
60800986,4/10/19 14:01,4/12/19 10:09
60800845,4/10/19 14:14,4/11/19 8:34
60801132,4/10/19 14:17,
60799585,4/10/19 14:18,4/11/19 18:39
60801195,4/10/19 14:26,4/10/19 14:51
60801340,4/10/19 14:32,
60801331,4/10/19 14:35,4/11/19 8:32
60777535,4/10/19 14:39,4/11/19 12:08
60801490,4/10/19 14:50,4/10/19 21:38
60801595,4/10/19 14:55,
60801595,4/10/19 14:55,
60801595,4/10/19 14:55,
60801092,4/10/19 15:03,4/15/19 12:57
60801664,4/10/19 15:04,4/11/19 8:25
60788011,4/10/19 15:05,4/15/19 12:40
60801678,4/10/19 15:05,4/11/19 11:33
60801768,4/10/19 15:15,
60801746,4/10/19 15:18,4/10/19 17:59
60801720,4/10/19 15:18,4/11/19 8:43
60801805,4/10/19 15:24,4/11/19 1:36
60801824,4/10/19 15:27,
60801824,4/10/19 15:27,
60801824,4/10/19 15:27,
60801824,4/10/19 15:27,
60801838,4/10/19 15:31,
60801999,4/10/19 15:35,4/10/19 16:04
60801286,4/10/19 15:39,4/11/19 6:46
60802009,4/10/19 15:50,4/14/19 16:17
60802147,4/10/19 15:52,
60801897,4/10/19 15:52,4/11/19 12:22
60802126,4/10/19 15:56,
60802505,4/10/19 16:25,4/10/19 17:13
60802603,4/10/19 16:35,
60802679,4/10/19 16:43,4/11/19 2:58
60802641,4/10/19 16:45,4/12/19 6:48
60802740,4/10/19 16:47,4/10/19 18:47
60802750,4/10/19 16:48,4/11/19 9:37
60802832,4/10/19 16:56,4/18/19 11:25
60802832,4/10/19 16:56,
60802832,4/10/19 16:56,
60802832,4/10/19 16:56,
60802791,4/10/19 16:59,4/12/19 9:59
60802792,4/10/19 17:01,
60803016,4/10/19 17:17,
60802482,4/10/19 17:26,4/11/19 14:35
60803147,4/10/19 17:26,
60803274,4/10/19 17:35,4/11/19 7:30
60761901,4/10/19 17:39,4/11/19 13:02
60803195,4/10/19 17:41,
60803261,4/10/19 17:42,4/11/19 13:03
60803500,4/10/19 17:53,
60803607,4/10/19 17:58,
60803558,4/10/19 18:01,4/11/19 13:23
60803220,4/10/19 18:11,
60805489,4/10/19 18:16,4/11/19 3:00
60807769,4/10/19 18:17,4/11/19 7:43
60808448,4/10/19 18:28,4/15/19 23:17
60809384,4/10/19 18:43,4/10/19 18:59
60809334,4/10/19 18:44,4/11/19 6:49
60803468,4/10/19 18:48,4/10/19 21:38
60809472,4/10/19 18:49,4/10/19 21:41
60808692,4/10/19 19:07,
60809609,4/10/19 19:08,4/11/19 8:17
60809635,4/10/19 19:08,4/11/19 13:25
60809689,4/10/19 19:12,
60809639,4/10/19 19:13,4/13/19 17:39
60803140,4/10/19 19:17,4/11/19 11:29
60809802,4/10/19 19:20,
60809716,4/10/19 19:22,4/10/19 19:24
60809718,4/10/19 19:23,4/12/19 10:42
60809684,4/10/19 19:30,4/11/19 8:16
60809856,4/10/19 19:31,
60809769,4/10/19 19:33,4/10/19 21:43
60809988,4/10/19 19:40,
60809988,4/10/19 19:40,
