seller_id,committed,item_count,booth_id,initial_booth_activation,entry_source_em,inventory_source_em,parent_booth_id,entry_url,entry_query,fees_paid,membership_paid,profit_estimate,value_em
36362096,FALSE,0,4735904,12/13/18,direct,3,,Direct,,0,0,-0.05,0
35840523,TRUE,1,4735949,12/14/18,unknown,,,,,0,0,0,0
36298510,TRUE,13,4735968,12/13/18,direct,,,Direct,,0,0,0,0
36362878,TRUE,1175,4735978,12/13/18,direct,3,,Direct,,0,0,-22.98,1
36362907,TRUE,0,4735980,12/13/18,unknown,,,,,0,0,0,0
36363054,FALSE,0,4736004,12/14/18,unknown,,,,,0,0,0,0
36363162,FALSE,0,4736013,12/13/18,direct,3,,Direct,,0,0,0,0
36363348,TRUE,2,4736023,12/13/18,google_text_ad,,,https://www.google.com/,,0,0,-0.43,0
36363431,FALSE,0,4736040,12/13/18,direct,3,,Direct,,0,0,0,0
36363482,TRUE,563,4736042,12/14/18,organic,1,,https://www.google.com/,,5.28,20,21.03,0
36363473,FALSE,0,4736044,12/13/18,unknown,,,,,0,0,0,0
36363617,FALSE,0,4736065,12/13/18,unknown,,,,,0,0,0,0
36363649,FALSE,0,4736069,12/13/18,direct,,,Direct,,0,0,0,0
36363702,FALSE,0,4736079,12/13/18,unknown,,,,,0,0,-0.02,0
36363719,TRUE,25,4736085,12/27/18,unknown,,,,,0,0,-0.08,0
36363859,FALSE,0,4736101,12/13/18,unknown,,,,,0,0,0,0
36363937,TRUE,25,4736113,12/28/18,unknown,,,,,0,0,-0.15,0
34776311,TRUE,0,4736115,12/14/18,direct,,,Direct,,0,0,0,0
36363984,FALSE,0,4736116,12/14/18,unknown,,,,,0,0,0,0
36364146,FALSE,0,4736135,12/14/18,unknown,,,,,0,0,0,0
36364216,TRUE,1097,4736145,12/14/18,organic,1,,https://www.google.com/,,0,0,-9.42,0
36364258,FALSE,0,4736151,12/14/18,unknown,,,,,0,0,0,0
27640411,TRUE,0,4736152,12/14/18,unknown,,,,,0,0,0,0
36364346,TRUE,18,4736159,12/14/18,direct,1,,Direct,,0,0,-5.79,0
36364383,FALSE,0,4736161,12/14/18,unknown,,,,,0,0,0,0
36364478,FALSE,0,4736173,12/14/18,unknown,,,,,0,0,0,0
36364540,FALSE,0,4736179,12/14/18,unknown,,,,,0,0,0,0
36364641,TRUE,0,4736189,12/14/18,google_shopping,,,https://www.google.com/,,0,0,0,0
36364630,FALSE,0,4736190,12/14/18,unknown,,,,,0,0,0,0
36364816,FALSE,0,4736208,12/14/18,unknown,,,,,0,0,0,0
36364958,FALSE,0,4736228,12/14/18,unknown,,,,,0,0,-0.21,0
36365143,FALSE,0,4736249,12/14/18,unknown,,,,,0,0,0,0
36365196,FALSE,0,4736259,12/14/18,organic,,,https://www.google.com/,,0,0,0,0
36365323,FALSE,0,4736266,12/14/18,unknown,,,,,0,0,0,0
36365460,FALSE,0,4736279,12/14/18,unknown,,,,,0,0,0,0
36365506,TRUE,0,4736284,12/14/18,unknown,3,,,,0,0,-0.09,0
36365585,FALSE,0,4736294,12/14/18,unknown,,,,,0,0,0,0
36365652,FALSE,0,4736314,12/14/18,unknown,,,,,0,0,0,0
36365787,TRUE,51,4736329,1/11/19,unknown,,,,,0,0,-0.51,0
36366022,TRUE,44,4736349,1/1/19,unknown,,,,,0,0,-1.18,0
36366219,TRUE,49,4736367,1/5/19,unknown,,,,,0,0,0,0
36366404,TRUE,763,4736383,12/15/18,unknown,2,,,,12.5,120,127.68,0
36366426,FALSE,0,4736389,12/31/18,unknown,,,,,0,0,0,0
36366487,TRUE,1,4736403,12/14/18,direct,,,Direct,,0,0,0,0
36366589,FALSE,0,4736411,1/11/19,unknown,,,,,0,0,0,0
36366735,TRUE,51,4736422,12/14/18,unknown,1,,,,0,0,0,0
36366806,TRUE,0,4736430,12/14/18,unknown,3,,,,0,0,0,0
36366882,FALSE,0,4736435,12/14/18,organic,,,https://www.google.com/,,0,0,0,0
36366939,FALSE,0,4736441,12/14/18,direct,1,,https://www.bonanza.com/ebay,,0,0,0,0
36366963,TRUE,0,4736443,12/14/18,google_text_ad,5,,https://www.google.com/,,0,0,0,0
36367046,TRUE,0,4736450,12/14/18,affiliate,1,,Direct,,0,0,-4.28,0
36365622,FALSE,0,4736455,12/19/18,unknown,4,,,,0,0,-0.09,0
36367183,TRUE,0,4736464,12/14/18,google_text_ad,,,https://www.google.com/,,0,0,-0.83,0
36340604,TRUE,0,4736467,12/14/18,organic,,,https://www.ebates.com/,,0,0,0,0
36367365,TRUE,0,4736478,12/14/18,direct,,,Direct,,0,0,0,0
36367826,TRUE,24,4736518,12/14/18,affiliate,1,,http://ww2.siteplug.com/fly?enk=xrEnoYbjJoHG4ybjxoEnuWbjJqmGoebJhqlGgY+Jj5E%3D,,0,0,-0.01,0
36368353,FALSE,0,4736565,12/14/18,organic,1,,https://www.google.com/,,0,0,0,0
36369173,TRUE,2,4736654,12/14/18,unknown,6,,,,0,0,0,0
36369181,TRUE,7,4736656,12/14/18,google_text_ad,5,,https://www.google.com/,,0,0,0,0
36369415,TRUE,0,4736675,12/14/18,direct,6,,https://www.google.com/,,0,0,0,0
36369662,TRUE,6,4736697,12/14/18,unknown,,,,,0,0,-0.05,0
1602422,FALSE,0,4736701,12/14/18,organic,3,,https://www.google.com/,,180.18,290,281.63,3
36369867,FALSE,0,4736715,12/14/18,other_search,1,,https://duckduckgo.com/,,110.58,290,384.53,0
36369897,TRUE,1,4736717,12/14/18,google_text_ad,,,https://www.google.com/,,0,0,0,0
36370272,TRUE,1,4736753,12/17/18,unknown,,,,,0,0,0,0
36370556,TRUE,0,4736772,12/14/18,direct,2,,Direct,,0,0,0,0
36370658,TRUE,0,4736783,1/7/19,unknown,,,,,0,0,0,0
36370698,FALSE,0,4736788,12/14/18,unknown,,,,,0,0,0,0
36371010,FALSE,0,4736822,12/30/18,google_text_ad,,,android-app://com.google.android.googlequicksearchbox,,0,0,0,0
36371082,TRUE,32887,4736837,12/14/18,unknown,3,,,,0,0,-1.21,0
36371478,TRUE,6,4736868,12/14/18,direct,3,,Direct,,0,0,0,0
36371506,TRUE,8,4736877,12/14/18,unknown,,,,,0,0,0,0
36371642,TRUE,2,4736884,12/17/18,direct,5,,Direct,,0,0,0,0
36371648,TRUE,0,4736886,12/14/18,organic,,,https://www.google.com/,,0,0,0,0
36371710,FALSE,0,4736892,12/14/18,direct,3,,Direct,,0,0,0,0
36371403,TRUE,0,4736899,12/14/18,bing,1,,https://www.bing.com/search?q=bonanza&form=EDNTHT&mkt=en-us&httpsmsn=1&refig=7fdd6686846e4f2feb7cb8dc9710ca06&sp=3&ghc=1&qs=LS&pq=bon&sk=LS2&sc=8-3&cvid=7fdd6686846e4f2feb7cb8dc9710ca06&cc=US&setlang=en-US,,41.66,0,-22.39,1
36371826,TRUE,0,4736909,12/14/18,organic,,,https://www.google.com/,,0,0,0,0
36372018,TRUE,0,4736932,12/14/18,organic,,,https://www.google.com/,,0,0,0,0
36372665,TRUE,1,4736991,12/14/18,unknown,,,,,0,0,0,0
36372739,TRUE,0,4736999,12/14/18,unknown,1,,,,0,0,-0.78,0
36372819,TRUE,1,4737010,3/2/19,google_shopping,,,Direct,,0,0,0,0
36373332,FALSE,0,4737053,12/15/18,organic,2,,https://www.google.com.ua/,,0,0,-0.22,0
36373394,FALSE,0,4737059,12/14/18,organic,4,,https://www.google.com/,,0,0,0,0
36373500,TRUE,259,4737079,12/14/18,organic,3,,https://www.google.com/,,0,0,0.46,0
36360751,TRUE,2,4737087,12/14/18,google_shopping,,,https://www.google.com/,,0,0,0,0
36373594,TRUE,2,4737089,12/14/18,organic,1,,https://www.google.com/,,0,0,-0.06,0
36373804,FALSE,0,4737101,1/8/19,direct,,,Direct,,0,0,0,0
36374103,TRUE,1,4737136,1/9/19,unknown,,,,,0,0,0,0
36374108,TRUE,0,4737138,12/14/18,unknown,,,,,0,0,0,0
36373334,FALSE,0,4737147,12/14/18,direct,1,,https://www.bonanza.com/listings/Mega-Construx-Call-Of-Duty-WWII-Beach-Invasion/666050538,,0,0,0,0
36374211,TRUE,20,4737164,1/17/19,unknown,1,,,,0,0,0,0
36374455,TRUE,1,4737173,12/14/18,google_text_ad,,,https://www.google.com/,,0,0,0,0
36374480,TRUE,611,4737174,12/14/18,affiliate,1,,Direct,,0,0,-2.37,0
36374519,FALSE,0,4737185,12/14/18,unknown,6,,,,0,0,0,0
36374762,TRUE,1,4737202,12/14/18,unknown,,,,,0,0,0,0
36374960,TRUE,2,4737227,12/14/18,google_shopping,,,https://www.google.com/,,0,0,-0.45,0
36375071,TRUE,2,4737242,12/14/18,google_text_ad,,,https://www.google.com/,,0,0,0,0
36375225,TRUE,0,4737259,12/14/18,affiliate,,,Direct,,0,0,0,0
36375265,TRUE,0,4737262,12/14/18,direct,,,Direct,,0,0,0,0
36375397,TRUE,0,4737270,12/14/18,unknown,,,,,0,0,0,0
36375479,TRUE,138,4737277,12/14/18,google_text_ad,1,,https://www.google.com/,,0,0,0,0
36375644,TRUE,2,4737297,12/24/18,unknown,,,,,0,0,0,0
36375652,TRUE,0,4737300,12/14/18,unknown,1,,,,40.53,0,27.54,0
36375705,TRUE,0,4737303,12/14/18,unknown,,,,,0,0,0,0
36375931,FALSE,0,4737319,12/14/18,affiliate,1,,Direct,,0,0,0,0
36375941,TRUE,8,4737320,12/14/18,other,1,,https://www.google.com/,,0,0,-0.51,0
36376148,TRUE,0,4737330,12/14/18,organic,,,https://www.google.com/,,0,0,0,0
36376585,TRUE,2,4737384,1/21/19,direct,,,Direct,,0,0,0,0
36376273,FALSE,0,4737389,12/15/18,direct,,,https://www.google.com/,,0,0,0,0
36376700,TRUE,1,4737393,12/14/18,direct,5,,Direct,,0,0,0,0
36376677,TRUE,97,4737394,12/14/18,unknown,,,,,3.75,0,2.56,0
36376962,TRUE,0,4737421,12/14/18,unknown,,,,,0,0,0,0
36377036,TRUE,1,4737431,12/14/18,search_seller_targeted,,,https://www.google.co.uk/,,0,0,0,0
36377405,TRUE,3,4737474,12/14/18,unknown,,,,,0,0,0,0
36377570,TRUE,0,4737493,12/14/18,organic,3,,https://www.google.com/,,0,0,-0.64,0
36377546,FALSE,0,4737494,12/14/18,unknown,,,,,0,0,0,0
36377679,TRUE,1,4737501,12/18/18,other_search,,,https://search.yahoo.com/,,0,0,0,0
36377724,TRUE,9,4737504,12/14/18,google_text_ad,6,,https://www.google.com/,,0,0,-1.11,0
36377851,FALSE,0,4737524,12/14/18,unknown,,,,,0,0,0,0
36378083,TRUE,2,4737539,12/14/18,google_text_ad,,,https://www.google.com/,,0,0,0,0
36378168,FALSE,0,4737552,12/14/18,unknown,,,,,0,0,0,0
36378088,TRUE,0,4737558,12/21/18,unknown,,,,,0,0,0,0
36378288,FALSE,0,4737564,12/14/18,unknown,,,,,0,0,0,0
36378479,FALSE,0,4737584,12/14/18,unknown,,,,,0,0,0,0
36378496,TRUE,142,4737589,12/14/18,direct,4,,Direct,,0,0,-0.53,0
36378881,TRUE,0,4737618,12/14/18,google_text_ad,,,https://www.google.com/,,0,0,0,0
36378900,TRUE,0,4737622,12/14/18,unknown,,,,,0,0,0,0
36379009,TRUE,7,4737633,12/14/18,unknown,3,,,,0,0,-0.46,0
36378976,TRUE,102,4737637,12/16/18,direct,1,,Direct,,0,0,0,0
36379217,TRUE,0,4737654,12/14/18,organic,,,https://www.google.com/,,0,0,0,0
36379240,FALSE,0,4737655,12/14/18,google_text_ad,,,https://www.google.ca/,,0,0,0,0
36379483,FALSE,0,4737683,12/14/18,unknown,,,,,0,0,0,0
36379517,TRUE,83,4737684,12/14/18,unknown,3,,,,0,0,0,0
36379485,TRUE,1,4737686,12/14/18,unknown,,,,,0,0,0,0
36379598,FALSE,0,4737691,12/14/18,direct,3,,Direct,,0,0,0,0
36379621,FALSE,0,4737692,12/14/18,unknown,,,,,0,0,0,0
36379722,TRUE,0,4737698,12/14/18,google_text_ad,,,https://www.google.com/,,0,0,0,0
36379633,TRUE,7,4737699,12/14/18,organic,6,,android-app://com.google.android.googlequicksearchbox/https/www.google.com,,0,0,-0.43,0
36379767,TRUE,0,4737704,12/26/18,unknown,,,,,0,0,0,0
36379759,FALSE,0,4737708,12/14/18,unknown,,,,,0,0,0,0
36380010,FALSE,0,4737726,12/14/18,unknown,,,,,0,0,0,0
36380035,FALSE,0,4737736,12/14/18,direct,3,,Direct,,0,0,0,0
36380108,TRUE,736,4737738,12/15/18,other,3,,https://www.practicalecommerce.com/ecommerce-marketplaces-worldwide,,0,0,-5.87,0
36380107,FALSE,0,4737740,12/14/18,unknown,,,,,0,0,0,0
33097009,TRUE,1,4737747,12/14/18,unknown,,,,,0,0,-0.01,0
36380310,FALSE,0,4737768,12/14/18,direct,3,,Direct,,0,0,0,0
36380537,FALSE,0,4737787,12/14/18,direct,1,,Direct,,614.94,140,613.49,2
36380493,FALSE,0,4737788,12/14/18,unknown,,,,,0,0,0,0
36380542,TRUE,10,4737789,12/14/18,direct,2,,Direct,,0,0,-0.07,0
36380630,FALSE,0,4737800,12/14/18,direct,3,,Direct,,4.75,0,-3.08,0
36380797,FALSE,0,4737811,12/14/18,unknown,,,,,0,0,0,0
36380847,TRUE,0,4737815,12/14/18,organic,3,,https://www.google.com/,,0,0,0,0
36380918,TRUE,0,4737820,12/14/18,unknown,3,,,,0,0,0,0
36380937,TRUE,24,4737827,12/14/18,direct,3,,Direct,,0,0,0,0
36381033,TRUE,0,4737835,12/14/18,google_text_ad,,,https://www.google.com/,,0,0,0,0
36381243,TRUE,0,4737860,12/14/18,organic,2,,https://www.google.com/,,0,0,0,0
36381539,TRUE,0,4737905,12/14/18,organic,,,https://www.google.com/,,0,0,0,0
36381581,TRUE,1,4737909,12/14/18,unknown,,,,,0,0,0,0
36381377,TRUE,0,4737910,12/14/18,unknown,,,,,0,0,0,0
36381561,FALSE,0,4737912,12/14/18,unknown,,,,,0,0,0,0
36381725,TRUE,10,4737929,12/14/18,organic,,,https://www.google.com/,,0,0,-0.01,0
36382061,TRUE,0,4737965,12/16/18,unknown,,,,,0,0,0,0
36381024,TRUE,4,4737984,12/14/18,unknown,,,,,0,0,0,0
36382474,TRUE,8,4738001,12/15/18,organic,,,https://www.google.com/,,0,0,0,0
36382509,TRUE,7,4738004,12/14/18,organic,,,https://www.google.ro/,,0,0,0,0
36382563,TRUE,1,4738011,12/15/18,other,,,https://www.practicalecommerce.com/ecommerce-marketplaces-worldwide,,0,0,0,0
36382774,FALSE,0,4738029,12/15/18,organic,,,https://www.google.com/,,0,0,0,0
36383026,TRUE,20,4738056,12/15/18,google_shopping,1,,https://www.google.com/,,0,0,-0.09,0
36383197,FALSE,0,4738086,1/4/19,organic,,,https://www.google.com/,,0,0,0,0
36383363,TRUE,1,4738097,12/15/18,unknown,,,,,0,0,-0.18,0
36383380,FALSE,0,4738101,12/15/18,unknown,3,,,,0,0,-0.76,1
36383642,TRUE,4,4738128,12/15/18,google_text_ad,,,https://www.google.com/,,0,0,-0.04,0
36383697,TRUE,89,4738137,12/15/18,organic,2,,https://www.google.com/,,0,0,-0.03,0
36383804,TRUE,857,4738155,12/15/18,direct,1,,Direct,,0,0,0,0
36383945,TRUE,0,4738173,12/15/18,organic,,,https://www.google.com/,,0,0,0,0
36384019,TRUE,2,4738181,12/15/18,unknown,,,,,0,0,0,0
36383993,TRUE,23259,4738183,12/15/18,unknown,3,,,,3.79,0,1.67,0
36384934,TRUE,1,4738274,12/17/18,google_shopping,1,,https://www.google.com/,,0,0,0,0
36384951,TRUE,0,4738286,12/15/18,unknown,,,,,0,0,0,0
36385288,TRUE,0,4738301,12/16/18,google_text_ad,,,https://www.google.com/,,0,0,0,0
24772687,TRUE,1,4738304,12/15/18,google_shopping,1,,Direct,,0,0,0.37,0
36385284,TRUE,26,4738316,12/15/18,organic,,,https://www.google.com/,,0,0,0,0
36374587,TRUE,172,4738320,12/15/18,unknown,4,,,,0,0,-0.12,0
36385665,TRUE,21,4738351,12/15/18,unknown,,,,,0,0,0,0
36385942,TRUE,400,4738375,12/15/18,organic,1,,https://www.google.com/,,0,0,0,0
36386374,TRUE,0,4738420,12/20/18,direct,,,Direct,,0,0,0,0
36386539,TRUE,2,4738433,12/15/18,direct,1,,Direct,,0,0,-0.03,0
36386837,TRUE,0,4738471,12/15/18,unknown,,,,,0,0,0,0
36386895,TRUE,1,4738479,12/16/18,organic,,,Direct,,0,0,0,0
36387250,FALSE,0,4738509,12/15/18,unknown,,,,,0,0,0,0
36387610,TRUE,0,4738540,12/15/18,affiliate,,,Direct,,0,0,0,0
36387720,TRUE,2,4738554,12/15/18,unknown,1,,,,0,0,0,0
36388004,TRUE,0,4738573,12/15/18,google_text_ad,,,https://www.google.com/,,0,0,0,0
36388130,TRUE,0,4738582,12/15/18,google_text_ad,,,https://www.google.com/,,0,0,0,0
36388493,TRUE,16,4738614,12/15/18,search_seller_targeted,,,https://www.google.com/,,0,0,-0.4,0
31172121,TRUE,0,4738616,12/16/18,google_shopping,6,,https://www.google.com/,,0,0,0,0
36377557,TRUE,0,4738618,12/15/18,direct,,,Direct,,0,0,0,0
36388578,TRUE,0,4738623,12/15/18,unknown,,,,,0,0,0,0
36388679,TRUE,0,4738633,12/15/18,search_seller_targeted,,,https://www.google.com/,,0,0,0,0
36373265,TRUE,1,4738636,1/1/19,unknown,,,,,0,0,-0.04,0
36388855,FALSE,0,4738652,12/15/18,organic,5,,https://www.google.com/,,0,0,0,0
36389045,TRUE,17,4738670,12/15/18,direct,3,,Direct,,0,0,-0.51,0
36389060,FALSE,0,4738672,12/15/18,affiliate,,,Direct,,0,0,0,0
36389424,TRUE,0,4738706,12/15/18,google_text_ad,5,,https://www.google.com.au/,,0,0,0,0
36389655,FALSE,0,4738734,12/15/18,direct,1,,Direct,,0,0,-1.23,0
36389792,TRUE,203,4738750,12/15/18,affiliate,,,Direct,,0,0,-0.6,0
36389842,TRUE,0,4738768,1/5/19,unknown,2,,,,0,0,-0.03,0
36390182,TRUE,0,4738800,12/15/18,unknown,,,,,0,0,0,0
36390217,TRUE,0,4738802,12/15/18,organic,,,https://www.google.com/,,0,0,0,0
36390393,TRUE,5,4738817,12/15/18,direct,1,,Direct,,0,0,0,0
30753525,TRUE,2798,4738822,12/15/18,seller_targeted_media,1,,https://www.bing.com/search?q=bonanza&form=EDGEAR&qs=LS&cvid=cc3cd926d076486a8a236e52b5353097&cc=US&setlang=en-US&PC=HCTS,,27.67,0,10.51,2
36390383,TRUE,0,4738823,12/15/18,unknown,,,,,0,0,0,0
36390488,TRUE,0,4738834,12/15/18,direct,,,Direct,,0,0,0,0
36390665,TRUE,0,4738844,12/15/18,organic,6,,https://www.google.com/,,0,0,0,0
36390738,TRUE,300,4738852,12/15/18,google_shopping,2,,https://www.google.com/,,0,0,-2.56,0
36390824,TRUE,20,4738857,12/15/18,organic,1,,https://www.google.com/,,0,0,-0.02,0
36390884,TRUE,0,4738862,12/15/18,organic,,,https://www.google.com/,,0,0,0,0
36391014,TRUE,0,4738872,12/16/18,organic,2,,https://www.google.com/,,0,0,-0.52,0
36391124,FALSE,0,4738893,12/15/18,organic,,,https://www.google.com/,,10.08,0,9.91,0
36391190,TRUE,356,4738901,12/16/18,organic,4,,Direct,,465.55,340,676.9,2
36391189,TRUE,0,4738902,12/15/18,organic,,,https://www.google.com/,,0,0,0,0
36391079,TRUE,102,4738913,12/15/18,direct,5,,Direct,,0,0,-0.13,0
36391386,TRUE,0,4738923,12/15/18,unknown,,,,,0,0,0,0
36391630,TRUE,0,4738938,12/15/18,google_text_ad,,,https://www.google.com/,,0,0,0,0
36391643,FALSE,0,4738940,12/15/18,direct,,,Direct,,0,70,70,0
36391746,TRUE,7,4738959,12/15/18,organic,,,https://www.google.com/,,0,0,-0.05,0
36391872,TRUE,8,4738961,12/15/18,unknown,,,,,0,0,0,0
36392358,TRUE,2,4739008,12/15/18,unknown,,,,,0,0,0,0
36392501,TRUE,16,4739012,12/15/18,unknown,1,,,,0,0,0,0
36392667,FALSE,0,4739027,12/15/18,organic,1,,https://www.google.com/,,0,0,0,0
36392903,TRUE,12,4739051,12/15/18,organic,,,Direct,,0,0,-0.18,0
36392888,TRUE,2,4739052,3/4/19,other_search,,,https://search.yahoo.com/,,0,0,0,0
36393020,TRUE,2,4739060,12/15/18,organic,,,https://www.google.com/,,0,0,-0.05,0
36393026,FALSE,0,4739061,12/16/18,other,1,,https://www.practicalecommerce.com/ecommerce-marketplaces-worldwide,,0,0,0,0
36393087,TRUE,10,4739066,12/29/18,unknown,,,,,0,0,-1.09,0
36393662,TRUE,0,4739130,12/15/18,unknown,,,,,0,0,0,0
30633174,TRUE,148,4739147,12/15/18,email,6,,Direct,,0,0,-2.39,0
36393362,TRUE,12,4739164,12/16/18,direct,,,https://www.google.com/,,0,0,-0.09,0
36394075,TRUE,0,4739166,12/15/18,other,,,https://www.getgreenbewell.com/sell-clothes-online/,,0,0,0,0
36394203,FALSE,0,4739179,12/16/18,organic,1,,https://www.google.com/,,0,0,-19.56,0
36394274,TRUE,3,4739184,12/15/18,direct,1,,Direct,,0,0,0,0
36394302,TRUE,2,4739186,12/15/18,google_text_ad,5,,https://www.google.com/,,0,0,0,0
36394328,TRUE,2,4739193,12/15/18,other_search,3,,https://duckduckgo.com/,,0,0,0,0
36394374,TRUE,1,4739197,12/16/18,google_text_ad,,,https://www.google.com/,,0,0,0,0
36394466,TRUE,0,4739205,12/15/18,unknown,,,,,0,0,0,0
36394437,TRUE,5,4739227,12/17/18,search_seller_targeted,1,,https://www.google.co.uk/,,0,0,0,0
36394694,TRUE,7,4739234,12/15/18,direct,,,Direct,,0,0,0,0
14880135,TRUE,400,4739256,12/15/18,email,1,,https://duckduckgo.com/,,5.47,0,-1.58,0
36394956,TRUE,0,4739258,12/15/18,search_seller_targeted,1,,Direct,,0,0,0,0
36394852,FALSE,0,4739263,12/15/18,other,1,,https://ameblo.jp/,,4.2,0,-3.81,0
36395442,TRUE,0,4739309,12/15/18,google_text_ad,,,https://www.google.com/,,0,0,0,0
36395399,TRUE,3,4739313,12/15/18,direct,6,,Direct,,0,0,0,0
36395475,FALSE,0,4739314,12/30/18,google_shopping,,,https://www.google.com/,,0,0,0,0
36396038,TRUE,0,4739369,12/15/18,organic,,,https://www.google.com/,,0,0,0,0
36396227,FALSE,0,4739381,12/15/18,unknown,,,,,0,0,0,0
36396235,TRUE,21,4739382,12/15/18,unknown,3,,,,0,0,0,0
36396209,TRUE,0,4739383,12/15/18,unknown,,,,,0,0,0,0
36396273,TRUE,0,4739387,12/15/18,organic,,,https://www.google.com/,,0,0,0,0
36396284,TRUE,0,4739388,12/15/18,google_text_ad,,,https://www.google.com/,,0,0,0,0
36396456,TRUE,2243,4739410,12/17/18,organic,1,,https://www.google.com/,,65.49,0,11.24,1
36396492,TRUE,2,4739414,12/15/18,unknown,,,,,0,0,-5.34,0
36396592,TRUE,4,4739434,12/15/18,direct,3,,Direct,,0,0,0,0
36396645,TRUE,12,4739446,12/15/18,direct,5,,Direct,,0,0,0,0
36396959,TRUE,2,4739464,1/14/19,unknown,6,,,,0,0,-0.45,0
36397208,TRUE,64,4739489,12/15/18,unknown,3,,,,0,0,-0.16,0
36397543,TRUE,0,4739526,12/15/18,unknown,,,,,0,0,0,0
36397707,TRUE,2,4739533,12/15/18,unknown,,,,,4.2,0,4.2,0
36397647,FALSE,0,4739534,12/15/18,affiliate,,,Direct,,0,0,0,0
36397887,TRUE,4,4739545,12/30/18,direct,,,Direct,,0,0,0,0
36397935,FALSE,0,4739554,12/15/18,organic,4,,https://www.google.com/,,0,0,0,0
36398166,TRUE,0,4739577,12/15/18,unknown,,,,,0,0,0,0
36398527,TRUE,16,4739604,12/15/18,direct,,,Direct,,0,0,-0.01,0
36398687,TRUE,7,4739626,12/16/18,unknown,,,,,0,0,-0.08,0
36398814,TRUE,0,4739631,12/16/18,unknown,,,,,0,0,0,0
36399452,TRUE,0,4739699,12/15/18,unknown,,,,,0,0,0,0
36399479,FALSE,0,4739703,12/15/18,direct,1,,Direct,,0,0,0,0
36399609,TRUE,1,4739719,12/15/18,organic,,,https://www.google.com/,,0,0,0,0
34776868,FALSE,0,4739723,12/15/18,direct,,,Direct,,0,0,0,0
36399768,TRUE,915,4739735,12/15/18,direct,1,,Direct,,40.07,140,148.41,1
36399794,TRUE,2,4739739,1/11/19,direct,,,Direct,,0,0,0,0
36399842,TRUE,1,4739763,12/15/18,organic,,,https://www.google.com/,,0,0,0,0
24686542,TRUE,3,4739781,12/16/18,google_shopping,,,Direct,,0,0,0,0
36400151,TRUE,0,4739812,12/16/18,google_text_ad,,,https://www.google.com/,,0,0,0,0
36400548,TRUE,0,4739859,12/16/18,google_text_ad,3,,https://www.google.com/,,0,0,-17.02,0
36401049,TRUE,4,4739908,12/16/18,google_text_ad,,,https://www.google.com/,,0,0,0,0
36401029,TRUE,-6,4739928,12/16/18,direct,1,,Direct,,0,0,-0.1,0
36401177,TRUE,0,4739932,12/16/18,direct,,,Direct,,0,0,0,0
36401668,TRUE,10,4740008,12/16/18,unknown,,,,,0,0,0,0
